ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um Ha/100um
147 308.7865 60.1307 1.2866e+37 6.8041e+35 2.3719e+36 2.6035e+35 1.8545 0.2295 3.7569e-02 6.8712e-03 5.9514e-03 2.2812e-02 5.4269e-03
148 308.7871 60.1312 1.2449e+37 6.5771e+35 1.67e+36 2.1308e+35 1.3524 0.285 3.8374e-02 7.1096e-03 8.3263e-03 2.3601e-02 5.7246e-03
149 308.807 60.1474 1.7656e+37 9.2961e+35 7.1276e+36 5.9167e+35 3.0928 0.1528 1.1939e-02 2.4070e-03 4.0420e-03 1.3631e-02 2.5017e-03
150 308.8075 60.1478 3.8802e+37 2.0344e+36 8.8171e+36 7.8289e+35 2.1849 0.1698 1.9465e-02 4.0526e-03 6.3064e-03 2.2562e-02 4.2432e-03
151 308.808 60.1482 3.6056e+37 1.8907e+36 5.2116e+36 4.5835e+35 1.4703 0.166 2.0641e-02 4.6730e-03 8.4567e-03 2.6341e-02 4.7920e-03
152 308.8086 60.1486 1.8013e+37 9.4824e+35 1.2863e+36 1.3355e+35 0.3563 0.1981 1.5541e-02 4.1129e-03 1.1177e-02 2.2378e-02 3.9229e-03
153 308.7768 60.1237 1.4823e+37 1.4194e+36 1.3926e+36 1.1773e+35 0.7897 0.1784 5.8235e-02 1.1989e-02 1.4932e-02 3.7860e-02 9.3172e-03
154 308.7852 60.1306 1.2171e+37 6.4431e+35 3.4637e+36 3.3901e+35 2.5405 0.1976 3.6951e-02 7.2258e-03 4.8590e-03 2.1654e-02 5.2357e-03
155 308.7857 60.131 1.3764e+37 7.2702e+35 2.9986e+36 3.1429e+35 2.1184 0.2189 3.9945e-02 7.7268e-03 6.2985e-03 2.3891e-02 5.8155e-03
156 308.8004 60.1429 2.5095e+37 1.3179e+36 4.7987e+36 5.7153e+35 1.9124 0.2644 5.2389e-02 9.0165e-03 8.3588e-03 3.6966e-02 7.4818e-03
157 308.8009 60.1434 1.8933e+37 9.9619e+35 3.0522e+36 4.1914e+35 1.6427 0.3176 3.9573e-02 6.6076e-03 6.7067e-03 2.5951e-02 5.4438e-03
158 308.8014 60.1438 1.0187e+37 5.4155e+35 1.14e+36 4.044e+35 1.0661 1.3652 2.6147e-02 4.4679e-03 4.7040e-03 1.6833e-02 3.5256e-03
159 308.8051 60.1468 5.102e+36 2.8547e+35 4.0929e+36 3.0311e+35 4.1776 0.1354 6.4180e-03 1.1822e-03 2.7842e-03 7.5369e-03 1.2923e-03
160 308.8056 60.1472 9.9645e+36 5.3008e+35 6.1101e+36 4.6151e+35 3.7531 0.1318 8.4266e-03 1.5205e-03 2.8520e-03 9.3350e-03 1.6998e-03
161 308.8061 60.1476 3.4698e+37 1.8197e+36 1.0736e+37 9.2979e+35 2.6726 0.1627 1.6138e-02 3.0322e-03 5.1298e-03 1.8217e-02 3.3594e-03
162 308.8067 60.148 4.2844e+37 2.2457e+36 6.57e+36 6.1585e+35 1.5637 0.1841 2.0296e-02 4.1940e-03 8.3248e-03 2.4335e-02 4.4833e-03
163 308.8324 60.1689 7.91e+36 4.2431e+35 5.7929e+35 1.4614e+35 0.3962 0.851 1.2871e-01 3.3318e-02 1.7791e-02 6.7100e-02 2.2708e-02
164 308.7995 60.1432 2.2357e+37 1.1705e+36 2.8331e+36 3.3155e+35 1.2623 0.2547 4.8982e-02 8.6636e-03 9.3514e-03 3.6499e-02 7.0291e-03
165 308.8 60.1436 1.2995e+37 6.8712e+35 1.2078e+36 2.0384e+35 0.7726 0.386 3.2005e-02 5.5314e-03 6.4640e-03 2.2391e-02 4.4096e-03
166 308.8042 60.147 1.5441e+37 8.5158e+35 1.2333e+37 1.0904e+36 4.1707 0.1869 9.6445e-03 1.6249e-03 2.7381e-03 1.0754e-02 1.8971e-03
167 308.8047 60.1475 2.4641e+37 1.2889e+36 1.245e+37 1.0199e+36 3.4472 0.1475 1.1692e-02 1.9591e-03 2.9787e-03 1.3086e-02 2.3200e-03
168 308.8053 60.1479 3.7701e+37 1.9768e+36 1.0853e+37 9.5649e+35 2.5585 0.1674 1.6325e-02 2.9400e-03 4.8310e-03 1.8382e-02 3.3798e-03
169 308.8058 60.1483 3.2785e+37 1.7197e+36 4.1765e+36 3.9585e+35 1.2707 0.1878 1.7618e-02 3.6574e-03 7.7581e-03 2.1919e-02 3.9222e-03
170 308.8007 60.1452 1.5509e+37 1.1358e+36 3.7843e+36 3.8206e+35 2.2974 0.273 2.7889e-02 5.8732e-03 6.3595e-03 2.0630e-02 4.3281e-03
171 308.8013 60.1456 1.0579e+37 9.4659e+35 2.3643e+36 2.4062e+35 2.1587 0.2944 1.9219e-02 4.5390e-03 5.8600e-03 1.7491e-02 3.4397e-03
172 308.8034 60.1473 8.1197e+36 4.4308e+35 1.2135e+37 1.0646e+36 5.1604 0.1788 9.1725e-03 1.5385e-03 2.3305e-03 1.0699e-02 1.8123e-03
173 308.8039 60.1477 2.0331e+37 1.0562e+36 1.1888e+37 9.8936e+35 3.6781 0.1406 1.1334e-02 1.8904e-03 2.7060e-03 1.2671e-02 2.2630e-03
174 308.8044 60.1481 2.3001e+37 1.2085e+36 4.7608e+36 3.6656e+35 2.0375 0.1323 1.2755e-02 2.3113e-03 3.9886e-03 1.4722e-02 2.6523e-03
175 308.8049 60.1486 1.2384e+37 6.5535e+35 9.0808e+35 1.0555e+35 0.3982 0.2206 1.1965e-02 2.5547e-03 5.6349e-03 1.5313e-02 2.6739e-03
176 308.7999 60.1454 2.1916e+37 1.1488e+36 3.4107e+36 2.0235e+35 1.5869 0.0507 3.3833e-02 7.0886e-03 7.9522e-03 2.4100e-02 5.2969e-03
177 308.8004 60.1458 1.9362e+37 1.0158e+36 4.0394e+36 2.3237e+35 2.0499 0.0455 2.6115e-02 6.2616e-03 7.9054e-03 2.2777e-02 4.7157e-03
178 308.803 60.148 2.526e+36 2.4621e+35 4.7474e+36 4.1149e+35 5.5224 0.1063 8.3692e-03 1.5133e-03 2.5813e-03 1.0014e-02 1.7282e-03
179 308.8036 60.1484 1.0154e+37 5.3915e+35 3.6199e+36 3.2803e+35 2.8963 0.1744 1.0721e-02 2.0886e-03 4.0140e-03 1.3346e-02 2.2880e-03
180 308.8041 60.1488 3.6216e+36 2.0946e+35 1.4049e+36 1.7999e+35 3.0298 0.2946 1.0292e-02 2.3475e-03 5.0139e-03 1.3300e-02 2.3278e-03
181 308.7943 60.1418 1.0683e+37 5.6568e+35 2.2466e+36 1.4992e+35 2.0625 0.0747 4.4510e-02 7.7547e-03 5.9145e-03 2.1014e-02 5.6967e-03
182 308.799 60.1457 1.2143e+37 6.4107e+35 1.1332e+36 1.0829e+35 0.7789 0.1408 2.6914e-02 5.4551e-03 6.3942e-03 1.9314e-02 4.2512e-03
183 308.7996 60.1461 1.1708e+37 6.1858e+35 2.2809e+36 1.5137e+35 1.9417 0.0734 2.3382e-02 5.6040e-03 7.3056e-03 2.0273e-02 4.2821e-03
184 308.8027 60.1487 4.8333e+36 2.6538e+35 1.6806e+36 1.9089e+35 2.8569 0.2346 1.1374e-02 2.5278e-03 5.9357e-03 1.5271e-02 2.5411e-03
185 308.8032 60.1491 3.5855e+36 2.0774e+35 9.446e+35 1.3496e+35 2.4186 0.3334 1.2036e-02 3.0240e-03 6.6546e-03 1.6583e-02 2.7650e-03
186 308.7924 60.1412 1.2978e+37 7.4127e+35 1.7028e+36 1.7396e+35 1.3174 0.2254 5.4771e-02 9.4637e-03 8.1223e-03 2.6496e-02 6.9005e-03
187 308.7982 60.1459 9.7794e+36 1.2328e+36 1.687e+36 1.4454e+35 1.7496 0.2832 2.7234e-02 5.2490e-03 6.0527e-03 2.0651e-02 4.3508e-03
188 308.7987 60.1464 9.3949e+36 4.9933e+35 2.0593e+36 1.4211e+35 2.128 0.0812 2.3235e-02 5.3883e-03 7.7841e-03 2.1189e-02 4.3139e-03
189 308.7992 60.1468 2.1658e+36 1.4476e+35 1.9803e+36 1.3889e+35 4.3843 0.1131 1.7092e-02 4.7459e-03 8.8430e-03 1.9708e-02 3.6178e-03
190 308.7915 60.1415 1.2077e+37 6.3394e+35 1.3945e+36 1.4707e+35 1.1156 0.2091 5.0396e-02 9.3231e-03 7.2920e-03 2.4687e-02 6.4820e-03
191 308.7968 60.1458 1.5574e+37 9.4552e+35 3.0495e+36 2.424e+35 1.9498 0.1754 3.0253e-02 5.1927e-03 5.8358e-03 2.2806e-02 4.3662e-03
192 308.7973 60.1462 2.7165e+37 1.9751e+36 6.0431e+36 5.1584e+35 2.1514 0.2276 3.9443e-02 7.4453e-03 7.9476e-03 3.3727e-02 6.4352e-03
193 308.7978 60.1466 1.7674e+37 9.7244e+35 2.4291e+36 2.8425e+35 1.3906 0.2502 2.7181e-02 6.0900e-03 9.2289e-03 2.7892e-02 5.1260e-03
194 308.7984 60.1471 1.1865e+37 8.5842e+35 2.542e+36 3.0951e+35 2.0919 0.2062 2.0039e-02 5.2264e-03 1.0663e-02 2.5252e-02 4.2486e-03
195 308.7989 60.1475 1.3634e+37 1.632e+36 1.5024e+36 1.9032e+35 1.0416 0.166 1.7969e-02 4.9473e-03 1.2237e-02 2.5361e-02 4.0681e-03
196 308.7999 60.1483 3.1188e+37 2.027e+36 3.2797e+36 3.0998e+35 0.9677 0.1069 1.9627e-02 5.1082e-03 1.3543e-02 3.0388e-02 4.6575e-03
197 308.8031 60.1509 2.3263e+36 1.5021e+35 1.6307e+35 1.035e+35 0.327 1.5653 1.9092e-02 5.4059e-03 8.7347e-03 1.7206e-02 3.8064e-03
198 308.7807 60.1337 1.4424e+37 7.6136e+35 2.8336e+36 2.9581e+35 1.9549 0.2145 9.7010e-02 1.9928e-02 1.2856e-02 4.1837e-02 1.1837e-02
199 308.7813 60.1341 1.2828e+37 6.784e+35 1.4684e+36 1.935e+35 1.1018 0.2906 9.2525e-02 2.0082e-02 1.3559e-02 4.1776e-02 1.1436e-02
200 308.7959 60.146 1.8152e+37 9.8788e+35 3.6658e+36 3.481e+35 1.9986 0.1448 2.9989e-02 5.3821e-03 6.2029e-03 2.5681e-02 4.4350e-03
201 308.7965 60.1465 3.0706e+37 1.611e+36 6.6647e+36 6.3344e+35 2.1125 0.187 3.5779e-02 7.0108e-03 7.8390e-03 3.5786e-02 6.0717e-03
202 308.797 60.1469 1.754e+37 9.1241e+35 2.1977e+36 2.3217e+35 1.2446 0.2075 2.3946e-02 5.3245e-03 8.6474e-03 2.9687e-02 4.6227e-03
203 308.7975 60.1473 1.6469e+37 1.312e+36 1.9122e+36 3.034e+35 1.1242 0.3372 1.8775e-02 4.4826e-03 1.0067e-02 2.6076e-02 3.9362e-03
204 308.798 60.1477 1.8028e+37 1.3469e+36 2.727e+36 3.0189e+35 1.5421 0.1564 1.6974e-02 4.0085e-03 1.0315e-02 2.4536e-02 3.6913e-03
205 308.7986 60.1482 2.0473e+37 1.3619e+36 1.7681e+36 2.3668e+35 0.6567 0.2486 1.5812e-02 3.5911e-03 1.0038e-02 2.2879e-02 3.5153e-03
206 308.7991 60.1486 3.4e+37 1.7666e+36 4.8087e+36 4.2357e+35 1.4359 0.15 1.8803e-02 4.2266e-03 1.1561e-02 2.7660e-02 4.2747e-03
207 308.7996 60.149 2.2958e+37 1.2001e+36 1.6934e+36 1.5065e+35 0.4075 0.1551 1.8079e-02 4.2031e-03 1.2156e-02 2.7975e-02 4.2357e-03
208 308.8022 60.1512 3.9481e+36 2.2516e+35 3.0913e+35 9.5928e+34 0.5018 1.0101 1.9051e-02 4.8427e-03 8.1493e-03 1.7359e-02 3.7700e-03
209 308.8028 60.1516 4.1914e+36 2.3698e+35 4.7207e+35 1.1529e+35 1.0761 0.676 2.3049e-02 5.6927e-03 9.3955e-03 1.8740e-02 4.3473e-03
210 308.7799 60.1339 1.1518e+37 6.1047e+35 3.8505e+36 3.3591e+35 2.7947 0.1654 8.2487e-02 1.8807e-02 1.0830e-02 3.5352e-02 1.0578e-02
211 308.7972 60.148 8.3753e+36 7.0937e+35 3.7476e+36 3.7349e+35 3.2553 0.0922 1.3022e-02 2.6521e-03 6.7927e-03 1.9045e-02 2.7242e-03
212 308.7977 60.1484 1.9306e+37 1.0357e+36 5.8874e+36 5.2553e+35 2.6497 0.1423 1.3902e-02 2.6547e-03 6.6752e-03 1.9102e-02 2.9314e-03
213 308.7982 60.1489 2.0391e+37 1.0646e+36 4.4692e+36 3.6066e+35 2.1279 0.1401 1.4683e-02 2.7885e-03 7.7351e-03 2.0200e-02 3.1693e-03
214 308.7993 60.1497 1.8252e+37 9.6072e+35 3.6449e+36 4.1066e+35 1.9808 0.244 1.9176e-02 4.2865e-03 1.1371e-02 2.9103e-02 4.4934e-03
215 308.7998 60.1501 1.8836e+37 9.9116e+35 4.346e+36 4.5885e+35 2.2091 0.2219 2.3905e-02 5.8840e-03 1.2360e-02 3.6123e-02 5.7073e-03
216 308.8003 60.1506 8.5514e+36 4.5724e+35 1.7095e+36 1.7109e+35 1.9825 0.2002 2.0772e-02 5.3115e-03 1.0217e-02 2.7996e-02 4.8241e-03
217 308.8008 60.151 4.9607e+36 2.749e+35 9.936e+35 1.4159e+35 1.9856 0.3323 1.9172e-02 4.7891e-03 8.0297e-03 2.1598e-02 4.1664e-03
218 308.8014 60.1514 3.5447e+36 2.0579e+35 5.8405e+35 1.2549e+35 1.6772 0.6988 2.0651e-02 4.9535e-03 7.8786e-03 1.9595e-02 4.1813e-03
219 308.8019 60.1518 4.1047e+36 2.3276e+35 4.0381e+35 1.1499e+35 0.8625 0.8729 2.2186e-02 5.2475e-03 8.9557e-03 1.9031e-02 4.3041e-03
220 308.8024 60.1523 2.668e+36 1.652e+35 3.3695e+35 1.3215e+35 1.2571 1.3111 2.3307e-02 5.6365e-03 1.0162e-02 1.9880e-02 4.4770e-03
221 308.8203 60.1668 1.3021e+37 6.8844e+35 2.2831e+36 2.8968e+35 1.7754 0.2808 4.1130e-02 7.0531e-03 9.3904e-03 2.3488e-02 4.7811e-03
222 308.8208 60.1672 1.1054e+37 5.8642e+35 1.4676e+36 2.4702e+35 1.336 0.4012 3.7560e-02 6.1581e-03 7.8015e-03 2.0686e-02 4.3394e-03
223 308.7963 60.1483 3.4992e+36 3.0497e+35 2.736e+36 2.8593e+35 4.1371 0.169 1.1006e-02 2.0307e-03 5.5327e-03 1.5431e-02 2.2508e-03
224 308.7968 60.1487 3.2927e+37 1.7271e+36 1.1512e+37 9.0873e+35 2.8656 0.1396 1.5880e-02 2.6917e-03 5.5714e-03 2.0786e-02 3.2420e-03
225 308.7974 60.1491 3.886e+37 2.0374e+36 1.0766e+37 8.2248e+35 2.498 0.1318 1.6879e-02 2.8451e-03 6.0146e-03 2.2327e-02 3.5277e-03
226 308.7984 60.15 2.7341e+37 1.4352e+36 3.379e+36 3.4033e+35 1.2228 0.2057 1.9734e-02 4.0829e-03 1.1816e-02 2.8932e-02 4.5480e-03
227 308.7989 60.1504 4.6697e+37 2.4472e+36 5.6101e+36 4.952e+35 1.1782 0.1669 2.7898e-02 6.5841e-03 1.5347e-02 4.1963e-02 6.6577e-03
228 308.7995 60.1508 2.5592e+37 1.3438e+36 3.556e+36 2.9669e+35 1.4079 0.1514 2.7068e-02 6.8009e-03 1.2750e-02 3.7918e-02 6.3921e-03
229 308.8 60.1512 8.459e+36 4.5249e+35 2.3416e+36 2.3846e+35 2.4968 0.208 2.5911e-02 6.3400e-03 9.4178e-03 3.0420e-02 5.7704e-03
230 308.8005 60.1517 3.3621e+36 1.9715e+35 4.2197e+35 1.2049e+35 1.2472 0.9133 2.4850e-02 5.7435e-03 8.6558e-03 2.4815e-02 5.1673e-03
231 308.8016 60.1525 2.8252e+36 1.7228e+35 2.83e+35 1.1185e+35 0.891 1.1669 2.2603e-02 5.2832e-03 1.0652e-02 2.0280e-02 4.5082e-03
232 308.8194 60.167 1.6567e+37 8.7292e+35 3.0392e+36 3.2363e+35 1.8468 0.2235 4.3768e-02 7.5093e-03 8.6383e-03 2.5801e-02 5.3044e-03
233 308.8199 60.1674 1.4231e+37 7.5134e+35 2.6578e+36 3.5748e+35 1.875 0.3045 4.1232e-02 6.6233e-03 7.0777e-03 2.2924e-02 4.9275e-03
234 308.8205 60.1679 7.635e+36 4.1022e+35 1.4386e+36 2.6134e+35 1.889 0.4395 3.1430e-02 4.8841e-03 5.3193e-03 1.7319e-02 3.7543e-03
235 308.8283 60.1743 1.6251e+37 8.5648e+35 1.8667e+36 2.5063e+35 1.1072 0.3168 2.1361e-01 2.8685e-02 2.7682e-02 1.1271e-01 3.7198e-02
236 308.8289 60.1747 1.4607e+37 7.7088e+35 1.324e+36 2.9199e+35 0.733 0.7642 1.9732e-01 2.6259e-02 3.3798e-02 1.0877e-01 3.5084e-02
237 308.7949 60.1481 3.7484e+36 3.1038e+36 1.0403e+36 3.9994e+35 2.5008 1.5669 6.6477e-03 1.4076e-03 6.2837e-03 1.0824e-02 1.4013e-03
238 308.7955 60.1485 2.1393e+37 1.2614e+36 4.1451e+36 3.2869e+35 1.9331 0.0863 1.2503e-02 2.2358e-03 6.2652e-03 1.7769e-02 2.5614e-03
239 308.796 60.1489 8.5149e+37 4.4593e+36 2.257e+37 1.9359e+36 2.4282 0.1594 2.3730e-02 3.8408e-03 6.5341e-03 3.1409e-02 4.8134e-03
240 308.7965 60.1494 1.1634e+38 6.0913e+36 2.9681e+37 2.6112e+36 2.3679 0.1662 2.8606e-02 4.5939e-03 7.1332e-03 3.5675e-02 5.9268e-03
241 308.797 60.1498 5.7279e+37 3.0009e+36 9.4706e+36 6.9828e+35 1.6826 0.123 2.1082e-02 3.6710e-03 7.7330e-03 2.8463e-02 4.5744e-03
242 308.7976 60.1502 3.5231e+37 1.8476e+36 3.2515e+36 2.5479e+35 0.7616 0.1355 2.0378e-02 4.1072e-03 1.1660e-02 2.9737e-02 4.6954e-03
243 308.7981 60.1507 5.5707e+37 2.9187e+36 4.9905e+36 4.4082e+35 0.7145 0.1672 2.8325e-02 6.6619e-03 1.7968e-02 4.3614e-02 6.8056e-03
244 308.7986 60.1511 5.1578e+37 2.7026e+36 7.193e+36 6.6356e+35 1.4137 0.1782 3.4154e-02 8.6619e-03 1.6214e-02 4.9782e-02 8.1819e-03
245 308.7991 60.1515 3.2365e+37 1.6978e+36 5.7734e+36 5.172e+35 1.8025 0.1702 3.6163e-02 8.7994e-03 1.1793e-02 4.4341e-02 8.1979e-03
246 308.7997 60.1519 5.5249e+36 3.031e+35 7.9044e+35 1.1907e+35 1.4541 0.3444 3.0518e-02 6.8126e-03 9.7314e-03 3.1258e-02 6.4594e-03
247 308.8007 60.1528 3.5392e+36 2.08e+35 2.7797e+35 9.9822e+34 0.5067 1.1757 2.4992e-02 5.4861e-03 1.2240e-02 2.3092e-02 5.1029e-03
248 308.8012 60.1532 7.4614e+36 4.0509e+35 1.0927e+36 1.5858e+35 1.4909 0.3346 2.5936e-02 6.0965e-03 1.1184e-02 2.4165e-02 5.4003e-03
249 308.8191 60.1677 1.0783e+37 5.7241e+35 2.4173e+36 2.6307e+35 2.1635 0.2271 3.2731e-02 5.2070e-03 5.0383e-03 1.8861e-02 4.0601e-03
250 308.8196 60.1681 1.0251e+37 5.4488e+35 2.8149e+36 3.3245e+35 2.484 0.2579 3.2644e-02 4.9897e-03 4.7979e-03 1.8515e-02 4.0269e-03
251 308.8275 60.1745 1.3826e+37 7.3027e+35 1.8899e+36 2.9443e+35 1.382 0.4042 1.7875e-01 2.4029e-02 2.4208e-02 9.0994e-02 2.8804e-02
252 308.7946 60.1488 4.319e+37 2.2373e+36 6.2763e+36 4.6907e+35 1.4787 0.1141 1.3250e-02 2.4805e-03 7.1451e-03 1.9310e-02 2.7788e-03
253 308.7951 60.1492 1.2366e+38 6.475e+36 2.301e+37 1.9078e+36 1.8693 0.151 2.8422e-02 4.7560e-03 8.3795e-03 3.7390e-02 5.8830e-03
254 308.7957 60.1496 1.651e+38 8.6438e+36 3.1106e+37 2.7447e+36 1.8889 0.1671 3.6730e-02 6.0624e-03 9.4370e-03 4.8156e-02 7.7335e-03
255 308.7962 60.1501 8.4848e+37 4.4435e+36 1.5451e+37 1.3061e+36 1.8352 0.1553 2.6824e-02 4.7996e-03 9.4281e-03 3.6286e-02 5.9031e-03
256 308.7967 60.1505 2.9843e+37 1.5659e+36 3.8538e+36 3.3113e+35 1.2922 0.1586 2.0385e-02 4.2459e-03 1.1584e-02 2.9730e-02 4.7519e-03
257 308.7972 60.1509 3.5145e+37 1.8431e+36 2.4503e+36 2.4266e+35 0.3185 0.1984 2.4746e-02 6.0530e-03 1.8423e-02 3.9497e-02 6.0190e-03
258 308.7978 60.1513 4.1523e+37 2.1766e+36 3.8631e+36 3.7441e+35 0.7743 0.1937 3.2631e-02 8.5239e-03 1.8392e-02 4.8127e-02 7.9002e-03
259 308.7983 60.1518 3.4374e+37 1.8028e+36 4.0483e+36 3.5693e+35 1.1467 0.166 3.7462e-02 9.0732e-03 1.3344e-02 4.7008e-02 8.5523e-03
260 308.7988 60.1522 1.1452e+37 7.5543e+35 1.4645e+36 1.5023e+35 1.2768 0.2393 3.3516e-02 7.1683e-03 1.0616e-02 3.5039e-02 7.1243e-03
261 308.7999 60.153 1.6885e+37 1.3871e+36 1.3924e+36 1.6957e+35 0.5837 0.2807 3.6430e-02 7.4235e-03 1.5052e-02 3.3511e-02 7.5210e-03
262 308.8004 60.1535 2.0491e+37 1.2812e+36 2.7872e+36 3.0347e+35 1.3743 0.2586 3.5976e-02 7.9412e-03 1.3408e-02 3.4006e-02 7.6409e-03
263 308.8009 60.1539 1.3827e+37 8.0166e+35 1.7177e+36 1.9555e+35 1.231 0.2492 2.8269e-02 6.8917e-03 9.7227e-03 2.7004e-02 6.1537e-03
264 308.8182 60.168 1.1432e+37 6.0598e+35 2.8695e+36 2.8623e+35 2.3422 0.2018 3.0938e-02 4.9765e-03 5.1006e-03 1.9012e-02 4.0270e-03
265 308.8187 60.1684 1.544e+37 8.1417e+35 3.5587e+36 3.6651e+35 2.2075 0.2124 3.6080e-02 5.5644e-03 5.5714e-03 2.1488e-02 4.6315e-03
266 308.8193 60.1688 6.3928e+36 3.4691e+35 6.3264e+35 1.1911e+35 0.8718 0.4059 2.6936e-02 4.1353e-03 4.9232e-03 1.6221e-02 3.4473e-03
267 308.7937 60.149 2.4941e+37 1.307e+36 3.1326e+36 2.1937e+35 1.2484 0.1067 9.0524e-03 1.9201e-03 6.3284e-03 1.4325e-02 1.9909e-03
268 308.7943 60.1495 7.0051e+37 3.6692e+36 9.9707e+36 7.4914e+35 1.4459 0.127 1.8555e-02 3.4641e-03 8.2429e-03 2.5812e-02 3.9971e-03
269 308.7948 60.1499 9.2014e+37 4.8186e+36 1.3508e+37 1.0392e+36 1.4947 0.1327 2.3758e-02 4.3271e-03 9.3298e-03 3.2131e-02 5.1650e-03
270 308.7953 60.1503 4.0716e+37 2.1345e+36 6.7892e+36 4.7867e+35 1.696 0.1126 1.7937e-02 3.5112e-03 8.6817e-03 2.4798e-02 4.0571e-03
271 308.7979 60.1525 2.3848e+37 1.3997e+36 3.239e+36 2.7669e+35 1.3719 0.1844 3.9216e-02 7.9943e-03 1.3189e-02 3.9999e-02 8.2645e-03
272 308.7985 60.1529 5.6352e+37 3.0086e+36 6.7855e+36 6.3262e+35 1.1817 0.1904 6.0030e-02 1.1300e-02 1.7907e-02 5.6402e-02 1.2304e-02
273 308.799 60.1533 6.5091e+37 3.441e+36 4.9095e+36 5.3241e+35 0.4428 0.2264 6.8447e-02 1.3137e-02 2.0926e-02 6.3940e-02 1.4219e-02
274 308.7995 60.1537 3.915e+37 2.4046e+36 3.9921e+36 4.0324e+35 0.9191 0.236 5.0210e-02 1.0594e-02 1.6588e-02 4.8454e-02 1.0822e-02
275 308.8 60.1542 2.177e+37 1.3407e+36 3.089e+36 2.8064e+35 1.4411 0.2067 3.5045e-02 8.4219e-03 1.2444e-02 3.4913e-02 7.8262e-03
276 308.8006 60.1546 1.096e+37 6.2552e+35 1.0134e+36 1.356e+35 0.7645 0.2831 2.5625e-02 6.9679e-03 1.0642e-02 2.6092e-02 5.8076e-03
277 308.8174 60.1682 1.4788e+37 7.8029e+35 3.301e+36 3.8441e+35 2.1568 0.2527 3.1789e-02 5.2419e-03 6.6108e-03 2.0872e-02 4.3692e-03
278 308.8179 60.1687 1.8642e+37 9.8106e+35 3.7314e+36 3.7701e+35 1.9845 0.2066 3.6146e-02 5.7441e-03 6.9090e-03 2.2870e-02 4.8601e-03
279 308.8184 60.1691 7.3353e+36 3.949e+35 9.2685e+35 1.1408e+35 1.2578 0.247 2.5815e-02 4.0868e-03 5.0362e-03 1.6249e-02 3.4102e-03
280 308.7934 60.1497 1.9191e+37 1.0097e+36 1.8559e+36 1.3931e+35 0.8355 0.1151 8.1640e-03 1.7973e-03 6.0250e-03 1.2609e-02 1.8437e-03
281 308.7939 60.1502 2.4277e+37 1.2751e+36 2.1207e+36 1.5358e+35 0.6748 0.1057 9.8263e-03 2.0692e-03 6.6930e-03 1.4114e-02 2.2136e-03
282 308.7945 60.1506 9.9712e+36 5.3042e+35 1.1309e+36 1.6876e+35 1.0872 0.2162 8.5690e-03 1.9002e-03 6.2353e-03 1.2222e-02 1.9771e-03
283 308.7966 60.1523 1.043e+36 5.3479e+35 4.4866e+35 9.4158e+34 3.1931 0.7384 2.8076e-02 6.4694e-03 1.3587e-02 3.2283e-02 6.1166e-03
284 308.7971 60.1527 3.9649e+37 2.0754e+36 4.7224e+36 4.0314e+35 1.1645 0.1573 4.8862e-02 9.5661e-03 1.6070e-02 4.9137e-02 1.0063e-02
285 308.7976 60.1531 1.1511e+38 5.9806e+36 1.5615e+37 1.5258e+36 1.37 0.1909 9.6308e-02 1.7541e-02 2.3728e-02 8.9671e-02 1.9574e-02
286 308.7981 60.1536 1.2828e+38 6.6959e+36 1.1763e+37 1.2534e+36 0.7513 0.2224 1.0976e-01 2.0615e-02 2.9039e-02 1.0382e-01 2.2897e-02
287 308.7987 60.154 5.7469e+37 3.2166e+36 3.4114e+36 3.4224e+35 0.0644 0.2122 6.5038e-02 1.3639e-02 2.3215e-02 6.5106e-02 1.4211e-02
288 308.7992 60.1544 2.1056e+37 1.5577e+36 2.6835e+36 2.2547e+35 1.2714 0.2087 3.5806e-02 8.7626e-03 1.5662e-02 3.8197e-02 8.1786e-03
289 308.7997 60.1548 9.6141e+36 7.1923e+35 1.4605e+36 1.4532e+35 1.5488 0.2347 2.5504e-02 7.2937e-03 1.2693e-02 2.7923e-02 5.9362e-03
290 308.816 60.1681 9.8074e+36 5.2196e+35 1.8584e+36 2.1884e+35 1.898 0.2581 2.3144e-02 4.1114e-03 5.6326e-03 1.6719e-02 3.4565e-03
291 308.8165 60.1685 1.6458e+37 8.6722e+35 2.8499e+36 3.5046e+35 1.7556 0.2706 2.9438e-02 4.9892e-03 7.1669e-03 2.0347e-02 4.2770e-03
292 308.817 60.1689 1.5701e+37 8.2783e+35 2.8848e+36 3.039e+35 1.8492 0.2184 3.0151e-02 5.0085e-03 7.1587e-03 2.0618e-02 4.2505e-03
293 308.8176 60.1693 6.9502e+36 3.7525e+35 1.7209e+36 1.8431e+35 2.3205 0.224 2.3490e-02 3.9066e-03 4.9631e-03 1.5533e-02 3.2036e-03
294 308.8191 60.1706 6.1715e+36 3.357e+35 8.0795e+35 1.1861e+35 1.3138 0.3399 3.2843e-02 6.0461e-03 7.8217e-03 1.9881e-02 4.0733e-03
295 308.7957 60.1526 7.2529e+36 1.1335e+36 1.2548e+36 1.3406e+35 1.7542 0.3773 2.6225e-02 5.7758e-03 1.0769e-02 2.7594e-02 5.3527e-03
