   0.6000000E+01   0.1246121E-01   0.4887459E-02   0.1746232E-03   0.7995666E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.1625705E-01   0.9482181E-02   0.2560713E-03   0.6885256E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.1937291E-01   0.2235120E-01   0.4122494E-03   0.7028991E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.2291349E-01   0.5178242E-01   0.7355924E-03   0.7057067E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.1892017E-01   0.6291835E-01   0.3711382E-02   0.1244757E+11   0.1586912E+41   0.0000000E+00   0.3999858E-04   0.1018261E-02
   0.6500000E+01   0.1619214E-01   0.3567958E-01   0.5233807E-02   0.9969933E+10   0.9604649E+40   0.0000000E+00   0.2459083E-04   0.6025045E-03
   0.6600000E+01   0.1346351E-01   0.2237106E-01   0.3247291E-02   0.1811164E+11   0.6027222E+41   0.8300034E-04   0.2987754E-03   0.3796616E-02
   0.6700000E+01   0.1101714E-01   0.1336352E-01   0.1490989E-02   0.1266193E+11   0.9247262E+41   0.4331711E-04   0.2969853E-03   0.5624715E-02
   0.6800000E+01   0.5980153E-02   0.6717025E-02   0.4151298E-03   0.6659222E+10   0.6116574E+41   0.4859033E-04   0.3320364E-03   0.3767613E-02
   0.6900000E+01   0.5755775E-02   0.4586342E-02   0.1468973E-03   0.2876335E+10   0.5864680E+41   0.7940618E-03   0.1441366E-02   0.2867720E-02
   0.7000000E+01   0.3385382E-02   0.2342549E-02   0.6500983E-04   0.1467534E+10   0.5402617E+41   0.1183656E-02   0.1512329E-02   0.2295603E-02
   0.7100000E+01   0.2276969E-02   0.1370105E-02   0.3724001E-04   0.6816497E+09   0.4543621E+41   0.1149630E-02   0.1260623E-02   0.1335648E-02
   0.7200000E+01   0.9452419E-03   0.5406943E-03   0.1496270E-04   0.3716847E+09   0.5241777E+41   0.1506486E-02   0.1381585E-02   0.9433597E-03
   0.7300000E+01   0.1085333E-02   0.5901545E-03   0.1688773E-04   0.1885369E+09   0.2265400E+41   0.6846877E-03   0.5664272E-03   0.2898841E-03
   0.7400000E+01   0.6389565E-03   0.3535853E-03   0.1000909E-04   0.9684658E+08   0.3326428E+41   0.9124880E-03   0.7098099E-03   0.2554624E-03
   0.7500000E+01   0.4257656E-03   0.2433145E-03   0.6786507E-05   0.4547002E+08   0.1708215E+41   0.4880225E-03   0.3553344E-03   0.9112922E-04
   0.7600000E+01   0.3790484E-03   0.2148937E-03   0.5995498E-05   0.3092095E+08   0.1456685E+41   0.4631783E-03   0.3280720E-03   0.5395451E-04
   0.7700000E+01   0.3442429E-03   0.1946516E-03   0.5703535E-05   0.2050566E+08   0.8008204E+40   0.2392109E-03   0.1662052E-03   0.1786544E-04
   0.7800000E+01   0.2931901E-03   0.1839184E-03   0.6281649E-05   0.1095483E+08   0.1789662E+40   0.5504523E-04   0.3825112E-04   0.4753738E-05
   0.7900000E+01   0.1493590E-03   0.8545136E-04   0.2505263E-05   0.8211202E+07   0.5382845E+39   0.1601138E-04   0.1146500E-04   0.1694893E-05
   0.8000000E+01   0.2206143E-03   0.1308185E-03   0.3811728E-05   0.4502096E+07   0.2781305E+39   0.1007901E-04   0.6755451E-05   0.8641116E-06
   0.8100000E+01   0.2794293E-03   0.1627863E-03   0.4663994E-05   0.3479823E+07   0.1761943E+39   0.4021028E-05   0.3332231E-05   0.1631107E-05
   0.8200000E+01   0.1953130E-03   0.1081500E-03   0.3105836E-05   0.1812684E+07   0.1861232E+38   0.6221987E-06   0.4267842E-06   0.3203367E-07
   0.8300000E+01   0.1349189E-03   0.7410701E-04   0.2134329E-05   0.7744618E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8400000E+01   0.1293656E-03   0.6532209E-04   0.1979920E-05   0.5331183E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8500000E+01   0.7915210E-04   0.3961042E-04   0.1210055E-05   0.6131387E+06   0.2986150E+37   0.0000000E+00   0.3393461E-08   0.1402923E-07
   0.8600000E+01   0.9324638E-04   0.4577065E-04   0.1411920E-05   0.1664330E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8700000E+01   0.3970219E-04   0.1924087E-04   0.5973479E-06   0.2181209E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8800000E+01   0.3817966E-04   0.1862031E-04   0.5762835E-06   0.1062711E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8900000E+01   0.3410122E-04   0.1649005E-04   0.5131588E-06   0.8911712E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9000000E+01   0.1740393E-04   0.8276067E-05   0.2605817E-06   0.6339085E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9100000E+01   0.2920088E-05   0.1382605E-05   0.4367135E-07   0.1587115E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9200000E+01   0.9097737E-05   0.4318302E-05   0.1361782E-06   0.2501873E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9300000E+01   0.8450326E-05   0.4000007E-05   0.1263526E-06   0.1204944E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
