ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol,L_Edd,Mass_old,Mass_new,Mass_g,Momentum
62,202.5202,47.2183,1.381e+37,7.244000000000001e+35,1.1647e+36,2.3381e+35,0.5455,0.3925,0.027842000000000002,0.0041841000000000005,0.0066251,0.017933,183.17302570501462,902.9084788135292,1.2060617231171804,422.1216030910131,1.9074585635359124e+39,269108.1032931988,88408.94181281823,347.5573953176154,21362.242188081782,0.7918634903142259
63,202.5202,47.2189,1.9333000000000002e+37,1.0089e+36,1.4228e+36,1.356e+35,0.3303,0.1418,0.040053,0.005683,0.0097411,0.026648,183.18141348337917,909.3884478750923,0.9723523773027504,340.3233320559626,2.670303867403315e+39,258393.86877576885,71277.15198881412,486.55518636317566,12934.8278546717,0.6343216732424264
64,202.5202,47.2194,1.1412e+37,6.0128e+35,7.2588e+35,1.1335e+35,0.0999,0.3111,0.032503,0.0045331,0.0087746,0.021752,183.1884032987205,914.7884221479255,0.7559508742960909,264.58280600363184,1.5762430939226522e+39,390641.71530321316,55414.093307145544,287.20673391488964,3912.168642693621,0.29531236415598583
65,202.5193,47.1733,1.7797e+37,9.2974e+35,2.2735000000000002e+36,2.0674e+35,1.2016,0.1238,0.062435000000000004,0.010695,0.0074486000000000005,0.030161,189.1514027922612,416.902386778012,0.9547303813364936,334.1556334677728,2.4581491712707185e+39,220535.38977134658,69985.39221719991,447.8985492011295,47055.67408469124,1.0309429712238778
66,202.5193,47.1766,1.1985e+37,6.3072e+35,1.5459e+36,1.2624e+35,1.2167,0.1098,0.038699000000000004,0.005414899999999999,0.0052425,0.020221,189.1971248755701,452.5422090829765,0.8549093940998946,299.2182879349632,1.655386740331492e+39,206656.3973337028,62668.13167974639,301.6274716061998,47647.00287853181,1.0358287091427834
67,202.5194,47.2094,1.1107e+37,5.8565e+35,1.3244e+36,1.8274e+35,1.0927,0.2109,0.049907,0.013411000000000001,0.0079998,0.024735,188.91791159074447,806.7813766884994,1.117410872863858,391.0938055023504,1.534116022099447e+39,240343.15716177638,81910.49508204397,279.53077406174884,42791.057816529734,1.0063021031043733
68,202.5194,47.2155,1.2306e+37,6.4705e+35,9.5673e+35,1.9012e+35,0.41700000000000004,0.3894,0.033306,0.0070913,0.0084664,0.020995,189.0025125292072,872.6610560291504,1.1300222221485856,395.507777752005,1.6997237569060773e+39,272125.1304756132,82834.95526822157,309.7061047631117,16330.073313345745,0.7073917578801531
69,202.5194,47.2161,1.4921e+37,7.8144e+35,1.4612e+36,4.6526e+35,0.7815,0.6152,0.033355,0.0071847,0.0073285,0.020848,189.01083393341167,879.1410248217621,1.5192988242828953,531.7545884990134,2.060911602209945e+39,302674.1276196546,111370.42058274426,375.51802284823583,30604.202144795443,0.9101195799373336
70,202.5194,47.2166,2.677e+37,1.3930000000000002e+36,3.2203e+36,4.2331e+35,1.1066,0.1926,0.046774,0.0091145,0.007234899999999998,0.028891000000000007,189.0177684369921,884.5409988653844,1.8363677156986216,642.7287004945176,3.697513812154696e+39,344644.85615456733,134612.78424832606,673.7227713723794,43335.39359364125,1.002948795816555
71,202.5194,47.2172,2.6513000000000004e+37,1.3796e+36,3.1053e+36,3.3687e+35,1.0644,0.1459,0.044650999999999996,0.007340600000000002,0.0072699,0.028104,189.0260898411964,891.020967779019,1.5791062911725031,552.6872019103761,3.662016574585636e+39,307897.09059522714,115754.53688364908,667.2548314305527,41682.80583866957,0.993698810705
72,202.5186,47.215,1.5914e+37,8.3264e+35,1.6701e+36,1.4778e+35,0.8909,0.1137,0.044051,0.008094800000000001,0.007278,0.024699000000000002,194.8642631358741,867.2535741080948,1.1513368709629943,402.967904837048,2.1980662983425408e+39,244222.90190948342,84397.40063123606,400.50893476354287,34888.39883659406,0.9483615562543762
73,202.5186,47.2155,1.7070000000000001e+37,8.9215e+35,1.7343000000000002e+36,1.6942e+35,0.8398,0.1307,0.042308,0.007908700000000001,0.0074257,0.024461,194.8711423279157,872.6535480929648,1.2709151562299623,444.8203046804869,2.3577348066298342e+39,263586.98835280177,93162.94675678606,429.60208096102036,32887.279540881915,0.9285668083457892
74,202.5186,47.2161,1.5995e+37,8.3678e+35,1.3078e+36,2.0660000000000002e+35,0.4966,0.2324,0.037314,0.0067713999999999995,0.0073343,0.022424,194.879397358378,879.1335169337543,1.4238114944272748,498.3340230495462,2.209254143646409e+39,314673.02436680876,104370.83372308672,402.54746836388534,19447.276756372896,0.7639240224703199
75,202.5186,47.2166,1.7186e+37,8.9811e+35,1.7101e+36,2.5499e+35,0.8069,0.2254,0.037402,0.0061125,0.0070253,0.023767,194.8862765505224,884.5334910175752,1.5359090854418598,537.5681799046511,2.3737569060773486e+39,303080.392606485,112588.01631947252,432.5214624133626,31598.887665560385,0.923388894005157
76,202.5186,47.2172,1.2579e+37,6.6113e+35,9.5463e+35,1.9653e+35,0.3788,0.3959,0.030382999999999997,0.0042596000000000005,0.0073759,0.020841,194.89453158125286,891.0134599791643,1.1415015889802629,399.525556143092,1.7374309392265194e+39,282130.3285661703,83676.43680670095,316.57671800870975,14834.128947470906,0.6778636092882134
77,202.5177,47.1683,1.1709000000000002e+37,6.1661e+35,2.2312e+36,4.1521e+35,1.8332,0.2763,0.060763,0.0095206,0.0063745,0.024191,200.8298293122125,362.8877055956463,1.040955058351543,364.33427042304,1.617265193370166e+39,252772.28709853542,76305.99116080129,294.6813571161446,71789.66522308254,1.1360358102346593
78,202.5177,47.2072,1.4847e+37,7.7764e+35,9.7848e+35,1.9655e+35,0.1561,0.3027,0.048484,0.014209000000000001,0.0085193,0.029022000000000006,201.36018922390247,783.0056097747947,1.1044149012630806,386.5452154420782,2.0506906077348064e+39,420300.14168347087,80957.8406075411,373.65565881829343,6113.008259504246,0.40261397091151424
79,202.5178,47.2111,1.1226e+37,5.9170000000000006e+35,1.0052e+36,1.5291e+35,0.6402,0.237,0.035926,0.0080399,0.005576,0.018432,200.6797219897848,825.1263303061647,0.989394296629956,346.2880038204846,1.5505524861878458e+39,222691.1675481897,72526.38992191391,282.5256567585481,25070.77442494951,0.8505609678825046
80,202.5178,47.215,1.57e+37,8.2156e+35,1.8974e+36,1.8849e+35,1.1139,0.1278,0.044601,0.0074997,0.005954999999999999,0.024374,200.73294825666028,867.2461262699358,1.3129162898200901,459.5207014370316,2.1685082872928188e+39,269664.10307880776,96241.79065380048,395.1231793256017,43621.267778742986,1.0065165540085554
