ID,RA_x,Dec_x,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,Ha/100um,id,RA_y,Dec_y,xcenter,ycenter,3.6um_aperture_average,r_kpc,LBol,Sigma_star,L_Edd,Mass_old,Mass_new,Mass_g,Momentum
534,308.7494,60.1455,4.8987000000000005e+36,2.7183e+35,1.9697e+36,2.3158e+35,3.0864,0.2333,0.024587,0.0043085,0.0056803,0.017713999999999997,0.003804,534,308.7494,60.1455,410.7893757868077,566.4757179444052,1.4373440966008282,2.617830398311332,6.7661602209944755e+38,503.0704338102898,4563850497.220243,105362.82527310912,123.28598207403344,120866.03902712301,1.246746685760477
535,308.7499,60.146,1.1477000000000001e+37,6.0833e+35,3.4524e+36,2.9138e+35,2.628,0.1568,0.030348000000000007,0.005086,0.0055843,0.021023,0.004675100000000001,535,308.7499,60.146,411.3700825157548,573.1528394663761,1.8063783930557409,2.603361720251736,1.585220994475138e+39,632.2324375695093,4874933456.243963,132414.45208196918,288.8425942114605,102914.706636625,1.2149678417464125
536,308.7505,60.1464,4.9519e+36,2.7447e+35,1.1513e+36,1.1664e+35,2.2211,0.1596,0.024547,0.0040707,0.0054898,0.016428,0.0037673000000000003,536,308.7505,60.1464,410.81536434417336,579.1175851482675,1.4925078142283257,2.6059689829299257,6.8396408839779e+38,522.3777349799141,4190536844.400128,109406.53697411827,124.62487080907304,86980.15788074877,1.1788075698329914
537,308.7547,60.1498,1.0264e+37,5.4557e+35,1.4419e+36,1.3316e+35,1.4251,0.159,0.039817,0.0072976,0.0089863,0.024638999999999998,0.0061652,537,308.7547,60.1498,410.6903383949863,627.0133600280416,1.0855554411833146,2.641760612812375,1.41767955801105e+39,379.94440441416015,3174073834.010727,79575.36997867166,258.31492436929784,55808.12345047727,1.0742405783593125
538,308.7552,60.1502,1.3869e+37,7.3247e+35,1.2981000000000001e+36,3.6263e+35,0.7838,0.6859999999999999,0.044616,0.0074353000000000015,0.0090975,0.025190999999999998,0.0064976,538,308.7552,60.1502,410.64599913799276,632.6663942920087,1.3252258794967946,2.654358825615565,1.91560773480663e+39,463.8290578238781,3549230530.2828074,97144.13070539806,349.042253125272,30694.272093526128,0.9078963918428686
539,308.7557,60.1507,1.4043e+37,7.3257e+35,9.4202e+35,5.1477e+35,0.2576,1.0767,0.044463,0.0069486,0.0084604,0.024502,0.006306100000000001,539,308.7557,60.1507,411.2276563144471,639.3432422252872,1.6448093210182169,2.6638334525437526,1.9396408839779007e+39,575.6832623563757,5964561533.436509,120570.82052089304,353.421325303785,10087.834257836605,0.5521509359677409
540,308.7562,60.1511,2.6063000000000003e+37,1.3519e+36,4.3107e+36,5.1647e+35,1.6832,0.2547,0.06518600000000001,0.0099992,0.0095318,0.035757,0.0093237,540,308.7562,60.1511,411.18347237636686,644.9962345453522,1.93570737144392,2.6799968126093265,3.599861878453039e+39,677.497580005372,4707568592.941849,141894.76134464933,655.9296447619845,65915.53813195099,1.1131765811505785
541,308.7568,60.1515,2.8353000000000003e+37,1.4836e+36,4.1393e+36,4.0893e+35,1.486,0.1779,0.06566,0.010517,0.0098335,0.037962,0.0097051,541,308.7568,60.1515,410.6297972870176,650.9607432919518,1.948381958165916,2.7045592388527013,3.916160220994476e+39,681.9336853580705,4657927636.495867,142823.85707708853,713.5622613642539,58193.01904947667,1.0886886676121157
542,308.7573,60.1519,1.2256000000000001e+37,6.9909e+35,1.1384e+36,1.3096e+35,0.7717,0.2101,0.035167000000000004,0.0062149,0.0082373,0.021729,0.0053805,542,308.7573,60.1519,410.5857694746977,656.6136984737087,1.302788564512331,2.7238516946159854,1.692817679558011e+39,455.9759975793158,3495050697.0908647,95499.38961389706,308.4477506888264,30220.425841508182,0.9064408696169408
543,308.7641,60.1575,1.2634000000000002e+37,6.6835e+35,1.1665e+36,2.2217e+35,0.7623,0.4313,0.04033,0.007957800000000001,0.010648999999999999,0.026563999999999997,0.006490100000000001,543,308.7641,60.1575,410.9960011228689,735.1300462410153,1.1484938815562729,3.1208218819543885,1.745027624309393e+39,401.9728585446955,3158970209.8770127,84188.9986231003,317.9609074904238,29852.313877130604,0.9100198471387246
544,308.7646,60.1579,1.2563e+37,6.6464e+35,1.4614e+36,2.7058e+35,1.1272,0.4222,0.038937,0.0078575,0.0089554,0.025218,0.0063736,544,308.7646,60.1579,410.9530629660663,740.7827222199326,1.495135429525595,3.1588308869344104,1.7352209944751386e+39,523.2974003339582,3805997260.1658187,109599.15123545333,316.1740447049385,44142.10704748998,1.0175111831350336
545,308.7651,60.1583,8.8063e+36,4.7035e+35,8.5045e+35,1.2188e+35,0.8332,0.2692,0.031552,0.0067112,0.0083524,0.02083,0.0052431000000000005,545,308.7651,60.1583,410.91019859356015,746.4353795936349,1.0515977015155056,3.197681536106034,1.2163397790055247e+39,368.05919553042696,2987688225.9607077,77086.13765097057,221.62886968758252,32628.817948872125,0.9249792103106337
546,308.7709,60.163000000000004,3.5207e+37,1.9034e+36,5.8795e+36,4.8747e+35,1.6984,0.1629,0.044808,0.0087068,0.0087942,0.033688,0.0083765,546,308.7709,60.163000000000004,410.7940590192507,812.6190584048642,1.4729946227390514,3.710412936673205,4.862845303867403e+39,515.548117958668,3922528287.2726054,107976.14533006636,886.0574378672902,66510.78301051896,1.1238843379297057
547,308.7714,60.1635,3.056e+37,1.7171000000000005e+36,4.0657e+36,3.312e+35,1.3392,0.1664,0.04002,0.007972499999999999,0.008377299999999999,0.031310000000000004,0.0076393999999999984,547,308.7714,60.1635,411.3782950025272,819.295162065965,1.4341929840274923,3.7629812522424353,4.220994475138122e+39,501.96754440962235,3763857026.8591666,105131.83665718518,769.1060102032095,52444.20666962259,1.05753963519301
548,308.7919,60.1801,5.6612e+36,3.4692e+35,8.649e+35,1.4199e+35,1.5578,0.4356,0.03392,0.008278299999999999,0.0096068,0.026593000000000002,0.0059857,548,308.7919,60.1801,410.9759778486096,1053.0751494949832,0.8525227469256468,6.081030609475966,7.819337016574586e+38,298.3829614239764,2833917352.0333815,62493.18130439539,142.4758817068851,61004.76788376499,1.096726446792704
549,308.7977,60.1848,1.8302e+36,3.4808000000000004e+36,4.7645e+35,9.1793e+35,2.3996,0.7337,0.034908,0.0046403,0.011583,0.023517,0.004368199999999999,549,308.7977,60.1848,410.90628781170767,1119.24690830728,0.7318880739600925,6.7837930619795825,2.527900552486188e+38,256.1608258860324,3090028507.3783298,53650.197916070225,46.06079253514116,93970.36911919533,1.2012817476442104
550,308.737,60.1364,1.6059e+37,8.4645e+35,2.3848e+36,2.4131e+35,1.5129,0.1933,0.036831,0.0060791000000000005,0.0066831,0.022667,0.0051437,550,308.737,60.1364,417.06229535856176,434.66643415834136,1.4017317934948663,3.1156098712095326,2.218093922651934e+39,490.6061277232032,3728475052.7009215,102752.30711075671,404.1581615789706,59246.44584115295,1.094933076585524
551,308.7376,60.1368,3.3723e+37,1.7688e+36,5.851500000000001e+36,5.3037e+35,1.7588,0.1747,0.06287899999999999,0.010209999999999999,0.010242,0.039594,0.008856999999999999,551,308.7376,60.1368,416.50551971745216,440.63161698492036,1.6540246202411109,3.08106813661119,4.657872928176796e+39,578.9086170843888,4252163107.6438828,121246.33723547615,848.709488942501,68876.09818588127,1.1289711495936217
552,308.7381,60.1373,2.9013e+37,1.5226e+36,3.4683e+36,3.1692e+35,1.1703,0.1777,0.056042999999999996,0.0092778,0.00992,0.0356,0.0080113,552,308.7381,60.1373,417.0843595932866,447.3092542400837,1.5268418822465857,3.0299229647945736,4.00732044198895e+39,534.3946587863051,3881569879.4247613,111923.355610712,730.1725351448205,45829.93956500845,1.0263643609124227
553,308.7433,60.1415,1.1794e+37,6.2476e+35,1.8171e+36,1.8802e+35,1.5712,0.2013,0.030483999999999997,0.0046497,0.0059027,0.020079,0.004286600000000001,553,308.7433,60.1415,416.85228240429205,506.5155196600269,1.6343380006917836,2.7080398534606243,1.6290055248618785e+39,572.0183002421243,4147566387.5935225,119803.23265063856,296.8205590424297,61529.52323723942,1.1008248662389208
554,308.7486,60.1458,7.0006e+36,3.7781e+35,1.4736e+36,1.4363e+35,2.0641,0.1888,0.027374000000000002,0.0046908,0.0065163,0.019996,0.004349899999999999,554,308.7486,60.1458,416.74436934503774,567.0551600742375,1.5668004058045797,2.5408290358464027,9.669337016574585e+38,548.3801420316029,4232901574.5526032,114852.4683720674,176.1846706488412,80831.90485869773,1.163144909383357
555,308.7491,60.1462,2.2683e+37,1.1919e+36,3.6647e+36,3.6902e+35,1.6461,0.2084,0.041743999999999996,0.0066479,0.0071117,0.028473000000000002,0.0064873000000000005,555,308.7491,60.1462,416.6991981142745,572.7083795988481,2.10085430086208,2.5354994742898804,3.133011049723757e+39,735.299005301728,4961757699.307604,154000.66354985273,570.8649093402944,64462.67069807776,1.1096892634867341
556,308.7496,60.1467,2.0643e+37,1.0854e+36,3.034700000000001e+36,3.4052e+35,1.4969999999999999,0.2435,0.04027,0.006217899999999999,0.007382,0.026806,0.0061342,556,308.7496,60.1467,417.27992876696663,579.3854705862028,1.9804609878025001,2.523519007513693,2.851243093922652e+39,693.1613457308749,4726576468.510546,145175.3727667021,519.524063109452,58623.78836949299,1.0866417921808678
557,308.7501,60.1471,9.487900000000001e+36,5.0547e+35,1.6213e+36,1.4863e+35,1.7347,0.1541,0.030131,0.0046618,0.0064358,0.019488,0.004520000000000001,557,308.7501,60.1471,417.23491285514353,585.0386481700616,1.60029045481471,2.5220673574580506,1.3104834254143648e+39,560.1016591851485,4145602178.993358,117307.41718396777,238.78275242824054,67932.3217665728,1.1246852749570608
558,308.7507,60.1475,1.0002e+37,5.3202e+35,1.6151e+36,1.4239e+35,1.6453,0.1519,0.029037,0.004601699999999999,0.0062277999999999995,0.018354,0.0043202,558,308.7507,60.1475,416.6803150381237,591.0033330029297,1.5429014849605354,2.5287501712083045,1.3814917127071824e+39,540.0155197361872,4047270122.7726974,113100.58597517866,251.72114902004256,64431.342020258395,1.1042175169649717
559,308.7512,60.1479,1.1976000000000001e+37,6.3421e+35,1.1179e+36,1.352e+35,0.7795,0.2594,0.027879,0.0046511,0.006553499999999999,0.01762,0.0041993,559,308.7512,60.1479,416.63545525297,596.6564734527823,1.259003665303416,2.5309279029950225,1.6541436464088396e+39,440.6512828561956,3408808468.7915735,92289.78886772948,301.40096787282835,30525.88045024702,0.9079055678508008
560,308.7543,60.1505,1.4895e+37,7.8437e+35,1.2429000000000001e+36,1.6928e+35,0.6023,0.2925,0.048591,0.009043299999999999,0.011793999999999999,0.030547,0.0079263,560,308.7543,60.1505,417.1100525979625,632.9341436834923,1.192044592083332,2.577312125614601,2.0573204419889502e+39,417.2156072291662,3365963690.0096273,87381.43244227688,374.86367872960744,23586.578313256934,0.8315301665837699
561,308.7554,60.1514,1.0647e+37,7.2357e+35,6.2526e+35,2.8341e+35,0.0474,1.7571,0.040039,0.0067843999999999995,0.009466200000000001,0.024058,0.006237100000000001,561,308.7554,60.1514,417.1378312772063,645.5754879745383,1.2987267792820956,2.6116751392854263,1.4705801104972378e+39,454.55437274873344,14791500694.566763,95201.64520563584,267.9539165783237,1856.2241607975739,0.16540203749880464
562,308.7632,60.1578,1.0743000000000002e+37,5.7032e+35,1.9895e+36,3.0535e+35,1.8618,0.3973,0.035117,0.0068953999999999994,0.0075946,0.022846,0.0056161,562,308.7632,60.1578,417.4590725623663,735.3975470998421,1.278417977851802,3.062027778520147,1.483839779005525e+39,447.44629224813065,3684765939.426695,93712.93230684793,270.36995640095154,72909.66545512495,1.1385527024289546
563,308.7638,60.1582,1.1606e+37,6.1503e+35,2.4081e+36,3.5306e+35,2.0413,0.3663,0.035092,0.0071021,0.007273000000000002,0.023278999999999998,0.0057145,563,308.7638,60.1582,416.9066525571561,741.3617338265125,1.4793307751433542,3.1078061401205943,1.6030386740331494e+39,517.7657713001739,4079779569.872635,108440.60955979196,292.08914772311675,79939.03754084575,1.162505869818843
564,308.7643,60.1586,7.6171e+36,4.0931e+35,9.9008e+35,1.3694e+35,1.3025,0.3182,0.026922,0.0057104,0.0068794,0.017882,0.0044585,564,308.7643,60.1586,416.8637429862381,747.0143764514792,1.0232221987444257,3.147743206020308,1.052085635359116e+39,358.127769560549,3011459858.978343,75006.10465986127,191.70017638477964,51007.00357465907,1.0534740214880625
565,308.77,60.1633,5.1486000000000015e+37,2.9357e+36,1.0205e+37,9.3648e+35,1.969,0.2039,0.06339,0.011711,0.010973,0.047951,0.011739,565,308.77,60.1633,417.2563910467138,812.8863629394847,2.099946442575961,3.6651395015445374,7.111325966850831e+39,734.9812549015863,5052372842.288348,153934.11406166872,1295.7523573731169,77107.70828292031,1.1559766634900719
566,308.7706,60.1637,4.313e+37,2.2552000000000001e+36,7.018800000000001e+36,3.8102e+35,1.6575,0.0307,0.053647,0.010278,0.010072,0.041208,0.010251999999999999,566,308.7706,60.1637,416.70509646322404,818.8502941418461,1.8758863523352625,3.7206769501149792,5.95718232044199e+39,656.5602233173419,4599426259.619113,137509.65161420236,1085.456224478548,64909.104357003765,1.1122303702483483
567,308.7889,60.1787,3.7586e+36,2.1629e+35,2.1599e+35,8.9195e+34,0.0132,0.9793,0.024694,0.0043661,0.0056762,0.01612,0.0035996,567,308.7889,60.1787,417.47474760528536,1029.4001915178767,1.3261153687677083,5.803779992270043,5.1914364640883986e+38,464.1403790686979,45529461350.787895,97209.3336744402,94.59299247217876,516.9231840195775,0.054008725201506444
568,308.791,60.1804,4.9587000000000005e+36,3.5292e+35,9.6119e+35,1.264e+35,1.9338,0.3358,0.038405,0.0089409,0.0102,0.028319,0.0066286999999999995,568,308.791,60.1804,417.4360108410368,1053.3418584763763,0.7899687439947561,6.06103882966067,6.849033149171272e+38,276.48906039816467,2935138062.843551,57907.73339632125,124.79600696317588,75729.24645886812,1.1455881135106902
569,308.7952,60.1838,8.079700000000002e+36,4.3193e+35,6.1085e+35,9.4957e+34,0.4465,0.2624,0.063572,0.00831,0.015163,0.044364999999999995,0.007967,569,308.7952,60.1838,417.3624811149687,1101.2241836983126,0.9292833838924656,6.5821304695554765,1.1159806629834257e+39,325.24918436236294,2981951159.004975,68120.02987859143,203.3424682800678,17485.31830793495,0.7233621099483833
570,308.7963,60.1846,4.7535000000000004e+36,2.6445e+35,1.2374e+36,1.1157e+35,2.3997,0.1335,0.049009,0.0060675,0.011396,0.031589,0.0058855,570,308.7963,60.1846,416.7772118174303,1112.8385937988232,1.0886949686286589,6.711417601777028,6.56560773480663e+38,381.04323902003057,3636000695.8533697,79805.50936035918,119.63172184230875,93974.28520392274,1.2022622165718122
571,308.7968,60.185,4.1934e+36,3.4184e+36,1.3212e+36,9.9056e+35,2.7011,2.1142,0.038044999999999995,0.0046459,0.0084583,0.022987,0.004497999999999999,571,308.7968,60.185,416.7391292955953,1118.490007982084,0.8980791543979034,6.7736279025032236,5.791988950276243e+38,314.3277040392662,3530171492.950612,65832.64038863369,105.5356395021642,105777.36457236977,1.2227531916472103
572,308.7247,60.1273,5.3617e+36,3.3671e+35,9.2536e+35,1.4983e+35,1.7504,0.3884,0.019808000000000003,0.0050137,0.0092947,0.019931,0.004290100000000001,572,308.7247,60.1273,422.86735237876707,303.1591550328805,0.9578162408304628,4.170759090107743,7.405662983425414e+38,335.235684290662,3096941424.508587,70211.5975325794,134.9383408019158,68547.14706877792,1.127390860975311
573,308.7252,60.1277,1.5095e+37,7.9733e+35,1.9591000000000002e+36,1.6640000000000006e+35,1.3001,0.151,0.023686000000000002,0.005368199999999999,0.0093609,0.023306999999999998,0.005143,573,308.7252,60.1277,422.8187022809252,308.81323420023017,1.2474455667863449,4.117014044101381,2.084944751381216e+39,436.6059483752207,3417515069.372226,91442.53599527986,379.89709502674896,50913.01754120096,1.0498963344827206
574,308.7372,60.1375,1.2227e+37,6.472e+35,8.208e+35,1.4095e+35,0.2588,0.4521,0.028473000000000002,0.0049626,0.0057569,0.01846,0.004077900000000001,574,308.7372,60.1375,422.9245071831346,446.55357024164454,1.5156469414521343,2.96693938683328,1.6888121546961326e+39,530.476429508247,5457771073.309366,111102.72358971015,307.71790532574084,10134.827274565656,0.5598191497798587
575,308.7419,60.1414,1.1352e+37,6.0187e+35,2.6283000000000002e+36,3.5136e+35,2.2144,0.3095,0.026862,0.0045173999999999995,0.0050809,0.020518,0.0040031,575,308.7419,60.1414,423.3635866476046,501.13026886437723,1.7248134637469223,2.6506104412573923,1.5679558011049723e+39,603.6847123114227,4590842771.440916,126435.4304854689,285.6967090257471,86717.78020401155,1.1687084312456575
576,308.7425,60.1418,1.9306000000000002e+37,1.0157e+36,3.0508e+36,3.9717e+35,1.6111,0.2986,0.037233999999999996,0.005841,0.0068590000000000005,0.025709,0.0053176000000000005,576,308.7425,60.1418,422.8077183949373,507.0952087086355,1.8008813847702292,2.630886079519692,2.666574585635359e+39,630.3084846695803,4433919823.671328,132011.50032888455,485.8756751630615,63092.0410434804,1.1088748251637943
