ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,L_Edd,F_Edd,tau_RP
11,202.5317,47.2127,1.5220999999999998e+37,7.972799999999999e+35,1.2202000000000001e+36,1.1325e+35,0.4654,0.1398,0.058718,0.0095657,0.0080653,0.028641,98.72873485191803,842.5442108716005,0.8856575849959126,7391.00901036329,3.124473124107002e+21,3.6711854944499826e+40,0.7505554409983217,0.06470767260112063,0.0019398374821389917,0.3282170187404738,0.30070277734614803,1.0011934016052903e+39,0.02046889638789693,1.5934387632144452e+35,5.803728165510333e+36,1.0071564736471221e+39,1.4953392520610808e+41,1.6872503227185593,0.41609415058740945
12,202.5317,47.2133,1.5877e+37,8.3114e+35,1.5072e+36,1.8511e+35,0.7324,0.1635,0.065384,0.010549,0.0096164,0.031715,98.73807675183008,849.0241786250358,0.7739996253740565,7360.750336518332,3.111681580615832e+21,3.829407535338176e+40,0.7829031428112709,0.05654974640859539,0.0030527223290042925,0.45134225346476053,0.47321597363197,1.0443431862090004e+39,0.021351072068237276,1.3982727834475371e+35,9.133327263471785e+36,1.053616340750817e+39,1.7900040150529294e+41,2.096817999527266,0.6548073826605473
13,202.5317,47.2205,1.5763e+37,8.2643e+35,2.5348e+36,1.6563999999999999e+35,1.5651,0.0708,0.025236,0.005882,0.0042607,0.016956,98.85017955735655,926.7837966536536,1.2900261186255244,7072.066972487405,2.9896436543967304e+21,3.8019116318911426e+40,0.7772817434108499,0.09425148297061266,0.006523505894490193,0.7060437182209036,1.0112374663181267,1.0368445955918923e+39,0.021197767148178132,2.4256333641201732e+35,1.9517436510185264e+37,1.0566045954384897e+39,2.4514966696956663e+41,3.2723276873464955,1.3992886873320893
14,202.5317,47.2222,2.4546999999999997e+37,1.2817e+36,1.8824e+36,1.6162e+35,0.3954,0.1607,0.018655,0.0065816,0.0076769,0.02139,98.87664827754668,945.1437079671103,0.807344963645837,7025.02264348303,2.9697561476422786e+21,5.920543350125729e+40,1.210425360369608,0.058985978798604094,0.001648069919290411,0.29401181652671654,0.2554745985446217,1.614630735773278e+39,0.03301031467273543,1.5282147679448945e+35,4.93079956304853e+36,1.6197143568131208e+39,2.280495771402882e+41,2.46145909301035,0.353510157159995
15,202.5317,47.2227,3.7292999999999997e+37,1.9408000000000002e+36,5.4867e+36,2.9447999999999998e+35,1.4246,0.043,0.025749,0.0093669,0.0080417,0.030243,98.88443319535963,950.5436820032968,1.0958625975203322,7012.787922488894,2.9645840450411954e+21,8.994778309212484e+40,1.8389372617535258,0.0800655597430104,0.005937886714772685,0.6732608258001003,0.9204580502950634,2.45302578845451e+39,0.050150880559348285,2.0779656734244414e+35,1.7765344100958362e+37,2.4709989291228107e+39,5.469873435760422e+41,6.254107981420397,1.2736736719527795
16,202.5308,47.1916,1.238e+37,6.5098e+35,8.8101e+35,2.3271e+35,0.2773,0.5057,0.067012,0.017905,0.021217,0.045251,105.0053941868258,614.655886398153,0.7115289708353133,8844.7691214058,3.739035275158671e+21,2.985958637493646e+40,0.6104642506773026,0.05198563097780512,0.0011558163596844485,0.22205896650546592,0.1791681997380465,8.143206301736742e+38,0.01664837640642297,1.0697447136229323e+35,3.458044306609401e+36,8.178856489516459e+38,1.0695733494896024e+41,1.1781809938338144,0.2479220196774573
17,202.5308,47.1933,2.1579e+37,1.1248000000000001e+36,2.1877000000000002e+36,3.0016e+35,0.8364,0.2581,0.06,0.01588,0.0096924,0.035693,105.03165133215134,633.015791924259,1.0985671816434055,8688.20080375861,3.6728476274519274e+21,5.204685091960856e+40,1.0640717338744359,0.0802633506264248,0.003486205565236469,0.490045215333528,0.5404121249942377,1.4194042712857608e+39,0.02901900763119558,1.6813989269544328e+35,1.0430249758557892e+37,1.4300026609370143e+39,2.554866299950105e+41,2.933839305471305,0.7477893157527058
18,202.5308,47.1939,1.5023e+37,7.8677e+35,3.3236000000000005e+36,4.67e+35,2.0691,0.2174,0.041996,0.0087973,0.0058854,0.023016,105.04091856002134,639.4957586006032,1.4416868776754943,8633.956855278051,3.649916555532612e+21,3.6234294516209246e+40,0.7407919578291695,0.10533230452752845,0.008624232346999975,0.8122066044065939,1.3368803536891167,9.881695336913657e+38,0.020202629947794204,2.2204195483867904e+35,2.580252244791025e+37,1.0141940980941147e+39,2.7038888456072706e+41,3.9020464995910986,1.8498934400094733
19,202.5308,47.2077,1.7143e+37,8.962e+35,1.8463e+36,1.5638e+35,0.9318,0.1441,0.070321,0.013176,0.011216,0.031504,105.25406480829878,788.5349985591795,0.7659195839313716,7559.388478833336,3.195653814476668e+21,4.134756778881549e+40,0.8453302624685783,0.05595942249789944,0.003883843072318677,0.5240862997763038,0.6020516715323178,1.1276170083253068e+39,0.0230535635488941,1.347317310610364e+35,1.1619926739627264e+37,1.1393716667959951e+39,2.12064574495874e+41,2.5319958834158847,0.8330823582237817
20,202.5308,47.2083,1.4044e+37,7.3652e+35,1.9477e+36,1.3915e+35,1.3313,0.0949,0.063902,0.010966,0.010237,0.028829,105.26333203722665,795.0149659343091,0.6860776288135734,7521.360139771575,3.179577724840422e+21,3.387302350966136e+40,0.6925169577150273,0.05012602684943605,0.005549002234575933,0.6474187722549548,0.8601753491210288,9.237737423391825e+38,0.01888609032728628,1.2129704711863889e+35,1.660185497796284e+37,9.40496894364264e+38,2.02447762918674e+41,2.6560832141467943,1.1902581492845252
21,202.5308,47.2089,1.0003e+37,5.2934e+35,1.5969e+36,1.3682999999999999e+35,1.5535,0.1282,0.055264,0.0090006,0.009375,0.025648,105.27259926593314,801.4949333563758,0.6492672464047384,7484.157787601094,3.1638508126762985e+21,2.4126449314094463e+40,0.49325314212641835,0.04743659339595527,0.0064751558412181436,0.7038965112288396,1.0037425109738742,6.5796843809590174e+38,0.013451834345189739,1.1535963897825929e+35,1.9372779770348741e+37,6.774565775052288e+38,1.5652598732816874e+41,2.3287865955353055,1.3889176255641185
22,202.5309,47.2205,1.2233e+37,6.449e+35,1.6131e+36,1.5778e+35,1.2518,0.1298,0.021201,0.0049005,0.0049867,0.017003,104.7182561341736,926.7753645080948,1.1180064141410837,6958.1818690558475,2.941499896973472e+21,2.950503393575103e+40,0.6032156040820229,0.08168341541604139,0.005217637645340761,0.6255291529983893,0.8088090603392954,8.046513949042452e+38,0.016450693746346702,2.1365912370641725e+35,1.5610457493738365e+37,8.2047551152169e+38,1.7189156696420091e+41,2.3146672589365394,1.119180613891962
23,202.5309,47.2222,3.3933e+37,1.7665000000000002e+36,3.2077000000000004e+36,2.1773e+35,0.7259,0.1033,0.023442,0.0072712,0.0070015,0.027044,104.7445367953676,945.1352759623144,1.383488838151154,6910.362277113961,2.9212846557772167e+21,8.184372733931494e+40,1.673253911004274,0.1010799949485129,0.003025629626739781,0.4492115683021114,0.46901621417182815,2.232014696581849e+39,0.04563241975760506,2.6622431963327215e+35,9.052269607528903e+36,2.2413331905090112e+39,3.7906084040174505e+41,4.159743074716333,0.6489960118422872
24,202.5309,47.2227,6.1358e+37,3.1863000000000004e+36,1.1859e+37,1.2754000000000001e+36,1.8557,0.1359,0.038072,0.01081,0.0080376,0.043422,104.752266401756,950.5352500398924,2.6608587996137607,6897.924188139244,2.9160265814517403e+21,1.4799067050027072e+41,3.0255949509739852,0.1944067634198451,0.007734758091115872,0.7763896263074793,1.1989990200284635,4.03595195688177e+39,0.08251301127183365,5.129514753473806e+35,2.314133725126241e+37,4.05960624560838e+39,1.0143951532398141e+42,11.403864747366297,1.6591016657607556
25,202.5309,47.2233,2.3449999999999997e+37,1.225e+36,6.3379e+36,3.7271e+35,2.3853,0.0447,0.016889,0.00403,0.0050729,0.019248,104.76154192953652,957.0152190074066,1.2359340707155608,6883.984576600682,2.910133753889001e+21,5.655955577481906e+40,1.1563317187708195,0.09029939345324282,0.009942188109467419,0.8681718537200298,1.5411824985040112,1.542473245361281e+39,0.03153509101216628,2.3874169599984657e+35,2.974566564931628e+37,1.572457652706597e+39,4.519512391966945e+41,6.0294449838776645,2.1325942788915935
26,202.53,47.1933,2.9881e+37,1.5539e+36,2.3308e+36,5.375e+35,0.4223,0.498,0.07358,0.016657,0.010837,0.041159,110.90273685576454,633.0074251872513,1.4023783094803226,8597.529147797406,3.634517116452438e+21,7.2070622008843e+40,1.4734476796840452,0.1024603440870735,0.00176019202558508,0.3058607447420728,0.2728551415412082,1.9654858441211276e+39,0.040183371195502804,2.169029623200542e+35,5.266253554565995e+36,1.9709690006380137e+39,2.8487236596647308e+41,3.0625741714410815,0.3775602917771014
27,202.53,47.1939,1.9463999999999998e+37,1.0157e+36,2.829e+36,4.6559e+35,1.4054,0.2921,0.048473,0.0086888,0.0069821,0.025725,110.9119377097348,639.4873919131657,1.2905177351971473,8542.709477653862,3.611342664115043e+21,4.694563725377732e+40,0.9597799818403084,0.09428759888381046,0.00585785904039136,0.671606603537263,0.9080526069666448,1.2802856822052013e+39,0.026174797930098272,2.008825762318018e+35,1.7525912255711695e+37,1.2980124770371449e+39,2.8428232766064822e+41,3.5519087096772815,1.2565077766126886
28,202.53,47.2072,1.3884e+37,7.2825e+35,1.6926e+36,1.3387999999999999e+35,1.1277,0.1289,0.057254,0.011121,0.0073975,0.024611,111.11588998333336,783.126660191663,0.8678719183613345,7487.763011941278,3.165374884226135e+21,3.3487116092860893e+40,0.6846272743460154,0.06340823100921636,0.004700375437490634,0.5975333471789533,0.7286259604925894,9.132494046309607e+38,0.018670925527203272,1.5412634407530993e+35,1.4062879785659654e+37,9.274664107606957e+38,1.8324387908783952e+41,2.3393229330509535,1.0082281341156458
29,202.53,47.2077,2.2847e+37,1.1904e+36,3.0114e+36,2.3026999999999998e+35,1.251,0.087,0.08494,0.014725,0.0094367,0.035372,111.12355736264504,788.526633010835,1.057613989915448,7455.0002290216225,3.1515247543507846e+21,5.510516719775229e+40,1.1265974745738556,0.07727111254912479,0.005214303158908204,0.6255198914304108,0.8082921668672779,1.5028096476234194e+39,0.030724188671853433,1.8864827325572097e+35,1.5600481166853086e+37,1.5185987770635282e+39,3.1785445274370015e+41,3.8006948818834556,1.1184653682527914
30,202.53,47.2083,1.3527e+37,7.0997e+35,2.3423e+36,1.5080000000000001e+35,1.682,0.0792,0.060267,0.0093358,0.0081389,0.025319,111.13275821751114,795.0066004356796,0.7361511538278209,7416.436650638831,3.1352223977906074e+21,3.2626060169124837e+40,0.6670234183289073,0.053784476802213106,0.007010757724447323,0.7356461069933928,1.0867685249166759,8.897669761194903e+38,0.01819083906701805,1.319912029820344e+35,2.0975227276296478e+37,9.108741945987687e+38,2.179937452501778e+41,3.0473437084989508,1.5038039563558714
31,202.5292,47.1933,3.7659999999999997e+37,1.9562000000000002e+36,2.2686e+36,3.5702e+35,0.014,0.2785,0.089811,0.017006,0.013093,0.048456,116.77382238347845,632.9991185919943,1.1917460489108045,8507.485069168079,3.596451907322287e+21,9.083295822941091e+40,1.857034222981197,0.08707115455370239,5.8353512569716125e-05,0.0142093158650342,0.00904563576030527,2.477165988072744e+39,0.05064441481953869,1.862758002581615e+35,1.745857204923607e+35,2.4775268495934946e+39,2.555783815423718e+41,2.634483368900333,0.01251679868548288
32,202.5292,47.1939,2.868e+37,1.4918e+36,2.3795e+36,3.6460000000000004e+35,0.5197,0.253,0.067651,0.010187,0.010911,0.035706,116.78295686387798,639.4790853672663,1.0006615836177553,8452.08139895073,3.573030574953692e+21,6.917390446148447e+40,1.4142257438953991,0.07311016823519546,0.0021661657487486766,0.3546595529653419,0.33578692175933206,1.8864875341987865e+39,0.038568290414879705,1.574336058271608e+35,6.480871352848562e+36,1.8931258391574623e+39,2.9038768459577095e+41,3.148355590683559,0.46464144834610377
33,202.5292,47.1944,1.3692e+37,7.184199999999999e+35,1.9428e+36,1.5210000000000001e+35,1.3674,0.1067,0.038346,0.0048529,0.0074782,0.020731,116.79056893099244,644.8790576895915,0.8507711946680816,8406.325879160635,3.5536878990533864e+21,3.302402719270033e+40,0.675159654303201,0.062158898697312906,0.005699470934844988,0.6568898567098818,0.883500167045816,9.006201993810943e+38,0.01841272776710366,1.3457996766535977e+35,1.7052036728661001e+37,9.178068160774207e+38,1.999951453526738e+41,2.6564957251028827,1.222533608752092
34,202.5292,47.2072,2.0208999999999998e+37,1.0542000000000001e+36,2.509e+36,1.656e+35,1.1564,0.0713,0.078649,0.013505,0.0079149,0.032564,116.98543785327104,783.1183547415644,1.035940211630383,7384.198648322493,3.1215941135237277e+21,4.874251866325452e+40,0.9965163200272705,0.07568757997436663,0.004820000138258552,0.5974551776822015,0.7471695138012153,1.32928962965911e+39,0.027176659030484794,1.865540054595553e+35,1.4420780512668994e+37,1.3438969641772384e+39,2.7225897638174613e+41,3.2789849904712614,1.033887571420886
35,202.5292,47.2077,1.8815e+37,9.8229e+35,2.877e+36,1.9279e+35,1.4856,0.0787,0.07501,0.011286,0.0071492,0.030365,116.99304992100052,788.5183276020039,1.086730915111171,7350.974300703564,3.107548861913863e+21,4.538030029438041e+40,0.9277774536747535,0.07939843204542403,0.00619214130525502,0.6890570123740083,0.9598711775363935,1.237596337376226e+39,0.02530203570976156,1.9658498869754708e+35,1.8526039025960793e+37,1.2563189613908844e+39,2.8348263138548906e+41,3.5977376916476382,1.328211151939526
36,202.5283,47.19,2.5092999999999997e+37,1.3063000000000001e+36,1.7893000000000002e+36,1.8801999999999998e+35,0.2804,0.1362,0.14514,0.02706,0.017965,0.063121,123.32896465359812,597.3500281559153,0.6133889421181089,8724.540052055558,3.688209671321021e+21,6.05223425610889e+40,1.2373489048663615,0.044815332516830536,0.0011687374946106,0.22798994108840379,0.1811711619421141,1.6505450382025853e+39,0.033744564553018705,9.349048496571916e+34,3.4967025732898526e+36,1.654135231260841e+39,2.129993554257874e+41,2.25992586123368,0.2506935965292428
37,202.5284,47.1933,3.3769999999999997e+37,1.7549e+36,2.3556e+36,1.9218e+35,0.2457,0.0968,0.087039,0.014011,0.010718,0.045606,122.64490791605095,632.9908721383794,1.1358940019415027,8418.088706393219,3.558660513414996e+21,8.145058415844945e+40,1.6652162960720929,0.0829904932952759,0.001024104145598518,0.20216484152970607,0.15875090759335747,2.2212930275415975e+39,0.04541322061752049,1.7943128956832298e+35,3.06397939464093e+36,2.2245364382258068e+39,2.830331654150454e+41,2.977058285744106,0.21966981693022453
38,202.5284,47.1939,2.7848e+37,1.4488000000000002e+36,2.4099e+36,2.2181e+35,0.5863,0.1201,0.070915,0.0091834,0.011505,0.037635,122.65397602276892,639.4708389629865,0.9457623233328551,8362.092754871604,3.534988800210106e+21,6.716718589412202e+40,1.373199390376537,0.0690991207473388,0.0024437617442588976,0.390551854462045,0.3788183033047843,1.8317609781160323e+39,0.03744943345444805,1.5039758784759502e+35,7.311400566047935e+36,1.8392227762699277e+39,2.890209492910838e+41,3.158166004153463,0.5241856478070438
39,202.5284,47.1944,1.2745e+37,6.6972e+35,1.0853000000000001e+36,1.6460000000000001e+35,0.5609,0.3021,0.039035,0.0043577,0.0096144,0.0218,122.66153277829328,644.8708113264623,0.7483896237677773,8315.842113293944,3.5154368166609745e+21,3.073993766951254e+40,0.6284625908628613,0.05467870833447445,0.0023378918000252695,0.37834501790718716,0.3624069355682304,8.383292755705556e+38,0.01713922110661234,1.196727695431868e+35,6.994652187440366e+36,8.454436005275392e+38,1.312417345031129e+41,1.5303845424885067,0.5014765987633819
40,202.5284,47.2072,2.1877999999999997e+37,1.1403000000000001e+36,2.2642000000000002e+36,1.8383e+35,0.8689,0.0954,0.093457,0.013724,0.010783,0.038225,122.854985727873,783.1101094309407,0.9833036681767484,7281.023619277374,3.0779779300123256e+21,5.276801540475443e+40,1.0788155796702767,0.07184185073002029,0.0036216690765590244,0.5001242601260093,0.5614109222949464,1.439071627378e+39,0.0294210968513507,1.7958431484407882e+35,1.08355380382723e+37,1.4500867497311163e+39,2.637115090216584e+41,3.0373121358709807,0.7768461698440053
41,202.5284,47.2077,1.1907e+37,6.2671e+35,1.8988e+36,1.4302e+35,1.552,0.1008,0.060198,0.0076631,0.0073769,0.024629,122.86254248416992,788.510082332516,0.820689531445902,7247.326295689431,3.0637327326709023e+21,2.871874757402007e+40,0.5871403742176611,0.05996097977596477,0.006468903679157102,0.7036188551522794,1.0027733357138413,7.832080568237432e+38,0.01601229546617757,1.5058240737530171e+35,1.9354074157438844e+37,8.027127133885573e+38,1.8534644998893464e+41,2.6303196797399737,1.3875765399906734
42,202.5275,47.19,2.1985e+37,1.1458e+36,1.6202e+36,1.6109e+35,0.3326,0.1294,0.12573,0.020047,0.01613,0.055149,129.20041524758443,597.3418490910605,0.6547810303076597,8639.156495824558,3.6521146501526837e+21,5.302609098973975e+40,1.0840918054233035,0.047839511007577065,0.0013863127343348273,0.25934344917596774,0.21489846099125232,1.4461097782203737e+39,0.029564988311406217,1.007856545988965e+35,4.1476579025542264e+36,1.450358221777527e+39,1.947488205956435e+41,2.0915839346860507,0.2973633744851147
43,202.5267,47.1883,1.3721e+37,7.1987e+35,8.718399999999999e+35,1.2770999999999999e+35,0.0982,0.2135,0.10727,0.022039,0.011735,0.042396,135.0465725034001,578.973824010815,0.6652828373683506,8727.107597370092,3.68929507472385e+21,3.309397291199541e+40,0.6765896594138344,0.04860679677106687,0.0004093082095961516,0.09137022345895648,0.06344867369014125,9.025277355907096e+38,0.018451726387118703,1.0137012952380458e+35,1.2245941251678442e+36,9.038536998454012e+38,1.0173320829782334e+41,1.0728921468159176,0.08779640220817277
44,202.5234,47.1727,1.5399999999999999e+37,8.063199999999999e+35,1.2519e+36,1.9235e+35,0.4875,0.2201,0.078897,0.014384,0.0085231,0.035192,159.04209698982862,410.46182021340655,0.8828027861689076,10175.236052600761,4.301476501140541e+21,3.7143588867045355e+40,0.759382024267404,0.06449928183496503,0.0020319526698383294,0.34622135442148066,0.31498195951062996,1.0129675044163637e+39,0.0207096120079898,1.1537021876759746e+35,6.079324195716132e+36,1.0191621988308475e+39,1.5025949047391381e+41,1.6934994054206298,0.43585281136949316
45,202.5226,47.1728,1.3233e+37,6.9484e+35,9.0543e+35,1.4846e+35,0.2153,0.2807,0.063798,0.012458,0.0091918,0.030187,164.91689254984158,411.53400272111793,0.7343811939503273,10098.21817751634,4.268917985728141e+21,3.191695529075397e+40,0.6525261251383478,0.053655310123464486,0.0008973936611614201,0.1796794217262571,0.1391089556566946,8.704285055806326e+38,0.01779547374686552,9.67055256673691e+34,2.684878973000376e+36,8.732100900793003e+38,1.09572778054908e+41,1.1849838077149104,0.1924904826417474
46,202.5226,47.175,1.4226e+37,7.4581e+35,1.9366e+36,2.8463999999999998e+35,1.3021,0.2486,0.046631,0.0090071,0.0061772,0.021341,164.94837784164253,435.2938837368136,1.1182145476090652,9833.217238983987,4.15689156157597e+21,3.43119931962719e+40,0.7014914725472785,0.0816989025947816,0.005427293479787669,0.6426024764297306,0.8413087373923923,9.357451764822852e+38,0.01913084028738071,1.5121814956362587e+35,1.6237719046650206e+37,9.52134113678499e+38,2.01961379012528e+41,2.636729984122506,1.1641516834548042
47,202.5226,47.1755,1.6458999999999998e+37,8.6081e+35,2.5435e+36,3.0697999999999997e+35,1.5022,0.1737,0.052518,0.0093065,0.0066644,0.024591,164.95553358951213,440.6938566324021,1.059964669992124,9773.451014085096,4.1316260040365216e+21,3.9697813581993475e+40,0.811601866066052,0.07744305138347211,0.00626133189873054,0.6999160481137477,0.9705967170807553,1.0826254646226578e+39,0.02213373402853923,1.4421746127648217e+35,1.8733047808830302e+37,1.1015027298927645e+39,2.474460610366157e+41,3.2218773583623075,1.343052498952313
48,202.5218,47.1755,1.2185e+37,6.4098e+35,2.0816000000000002e+36,1.8046999999999998e+35,1.6607,0.1121,0.036538,0.0063899,0.0051239,0.017788,170.82858826429572,440.686104908377,1.0266272533872698,9707.26553292183,4.1036467718625716e+21,2.938926171071089e+40,0.6008486990713193,0.07500735221976584,0.006921977023180541,0.7290843814525432,1.0730062362242117,8.014940935917788e+38,0.0163861443063218,1.406339761445524e+35,2.070960757297596e+37,8.223443351408993e+38,1.9607372106960513e+41,2.8123312369794107,1.4847605412129585
49,202.5219,47.2172,1.1133e+37,5.8698e+35,9.1302e+35,1.3241e+35,0.5014,0.2422,0.027141,0.0070834,0.0045893,0.017147,170.68720946756832,891.0448172600165,1.1732918969665136,5826.351633827227,2.4630302934234e+21,2.685192044524779e+40,0.5489740309200656,0.08572241374190172,0.002089889371603976,0.34632688627154246,0.32396298358693304,7.322965731602195e+38,0.014971435745776005,2.6778178347582528e+35,6.252662875347832e+36,7.388170178190431e+38,1.1200794420360952e+41,1.3339936850441136,0.4482802043500797
50,202.5219,47.2189,1.4624e+37,7.6628e+35,9.579099999999999e+35,1.1313e+35,0.1464,0.2258,0.034489,0.0079182,0.0065805,0.020698,170.71137446442225,909.4047291271328,0.9302457742087552,5748.517857392732,2.4301268640978043e+21,3.527193789556307e+40,0.7211170599276958,0.06796509207497901,0.0006102110171576029,0.13044386416116277,0.09459150537919224,9.619244665314873e+38,0.019666062727587197,2.151856741150414e+35,1.825667820005829e+36,9.639653200256081e+38,1.1329755482245227e+41,1.2169238978338044,0.1308899519681924
51,202.521,47.1766,1.4333e+37,7.5129e+35,2.0597e+36,2.2709e+35,1.3875,0.17,0.04262,0.0064297,0.0065237,0.022723,176.7171422231743,452.5583538028103,0.9988523023649054,9509.367926979536,4.0199875921450474e+21,3.4570068781257213e+40,0.7067676983003053,0.0729780502857812,0.005783249906462937,0.6689525064913454,0.8964871155302543,9.427833273246585e+38,0.01927473174743622,1.396766902679794e+35,1.7302691941653606e+37,9.602256959565801e+38,2.0848193464134654e+41,2.7506736402595706,1.2405041554362495
