      6.00000  1.00000e+06       0.0000000
      6.10000       982532.82       0.0000000
      6.20000       976105.38       0.0000000
      6.30000       962244.73    0.0017069862
      6.40000       928068.03       3237.9054
      6.50000       877407.39       17959.271
      6.60000       818301.07       27784.473
      6.70000       767605.14       34928.583
      6.80000       724686.41       39198.978
      6.90000       692510.03       42179.116
      7.00000       661297.97       44320.887
      7.10000       634920.69       46445.299
      7.20000       612154.12       49318.484
      7.30000       590032.63       50853.741
      7.40000       574464.65       53696.058
      7.50000       555271.73       55781.175
      7.60000       541734.59       58351.197
      7.70000       526149.71       61342.689
      7.80000       508508.03       62683.412
      7.90000       497358.54       64713.263
      8.00000       484571.62       65812.583
      8.10000       473286.78       66635.425
      8.20000       458301.18       67414.027
      8.30000       445634.12       67925.601
      8.40000       434190.10       68153.690
      8.50000       422303.31       68378.799
      8.60000       413095.74       68590.313
      8.70000       399833.85       68726.834
      8.80000       392680.84       68926.033
      8.90000       384012.46       69111.416
      9.00000       374305.96       69700.405
      9.10000       364473.38       71101.900
      9.20000       351252.70       71955.661
      9.30000       334422.34       72009.641
      9.40000       324577.24       72092.346
      9.50000       314198.52       72113.824
      9.60000       304236.17       72139.862
      9.70000       294842.49       72148.205
      9.80000       285788.40       72148.271
      9.90000       278032.83       72150.594
      10.0000       275405.43       72161.250
      10.1000       267282.28       72865.470
      10.2000       264644.92       73053.729
      10.3000       256989.81       73070.133
      10.4000       245043.68       73104.185
      10.5000       242309.51       73116.053
      10.6000       240415.15       74480.027
      10.7000       237280.93       77372.036
      10.8000       232421.21       80146.799
      10.9000       211238.40       95979.726
      11.0000       937199.81       143118.93
