ID,RA_x,Dec_x,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,Ha/100um,id,RA_y,Dec_y,xcenter,ycenter,3.6um_aperture_average,r_kpc,LBol,Sigma_star
237,308.7949,60.1481,3.7484e+36,3.1038e+36,1.0403e+36,3.9994e+35,2.5008,1.5669,0.0066477,0.0014076,0.0062837,0.010824,0.0014013,237,308.7949,60.1481,195.21783037103611,734.9140665664385,1.0069953685131758,5.4896446125967024,5.1773480662983425e+38,352.44837897961156
238,308.7955,60.1485,2.1393e+37,1.2614e+36,4.1451e+36,3.2869e+35,1.9331,0.0863,0.012503,0.0022358,0.0062652,0.017769,0.0025614,238,308.7955,60.1485,194.66737013719242,740.8790705964637,1.5331668046182905,5.513112702083024,2.954834254143646e+39,536.6083816164016
239,308.796,60.1489,8.5149e+37,4.4593e+36,2.257e+37,1.9359e+36,2.4282,0.1594,0.02373,0.0038408,0.006534100000000001,0.031409,0.004813399999999999,239,308.796,60.1489,194.62642123551385,746.5321940173628,4.189143360564828,5.530547252174982,1.1760911602209944e+40,1466.2001761976899
240,308.7965,60.1494,1.1634e+38,6.0913e+36,2.9681e+37,2.6112e+36,2.3679,0.1662,0.028606,0.0045939,0.007133199999999998,0.035675,0.0059268,240,308.7965,60.1494,195.21210111449528,753.2087444728604,6.692251677864179,5.544798076504094,1.606906077348066e+40,2342.2880872524624
241,308.797,60.1498,5.7279e+37,3.0009e+36,9.4706e+36,6.9828e+35,1.6826,0.123,0.021082,0.003671,0.0077329999999999986,0.028463,0.0045744,241,308.797,60.1498,195.1713075052852,758.8618258885091,3.523290836618976,5.5639289939730086,7.91146408839779e+39,1233.1517928166415
242,308.7976,60.1502,3.5231e+37,1.8476e+36,3.2515e+36,2.5479e+35,0.7616,0.1355,0.020378,0.004107199999999999,0.01166,0.029737,0.0046954,242,308.7976,60.1502,194.62119491152458,764.8267508020298,1.9699388862088711,5.5906402929703125,4.866160220994475e+39,689.4786101731049
243,308.7981,60.1507,5.5707e+37,2.9187e+36,4.9905e+36,4.4082e+35,0.7145,0.1672,0.028325,0.0066619,0.017968,0.043614,0.006805599999999999,243,308.7981,60.1507,195.20713720494481,771.5032255158768,1.6409065209374247,5.607847249491142,7.694337016574587e+39,574.3172823280986
244,308.7986,60.1511,5.1578e+37,2.7026e+36,7.193000000000001e+36,6.6356e+35,1.4137,0.1782,0.034154000000000004,0.0086619,0.016214,0.049782,0.0081819,244,308.7986,60.1511,195.1665812171904,777.1562463590418,1.8310381572798464,5.6292945774444725,7.124033149171271e+39,640.8633550479462
245,308.7991,60.1515,3.2365e+37,1.6978000000000005e+36,5.7734e+36,5.1720000000000006e+35,1.8025,0.1702,0.036163,0.0087994,0.011793,0.044341000000000005,0.0081979,245,308.7991,60.1515,195.12609900187041,782.8092485696958,1.9969326553398985,5.651501061257516,4.4703038674033154e+39,698.9264293689645
246,308.7997,60.1519,5.5249e+36,3.031e+35,7.9044e+35,1.1907e+35,1.4541,0.3444,0.030518,0.0068126,0.0097314,0.031258,0.0064594,246,308.7997,60.1519,194.5763340474403,788.7740943636269,1.5054052670193072,5.681306979249379,7.631077348066299e+38,526.8918434567576
247,308.8007,60.1528,3.5392e+36,2.08e+35,2.7797e+35,9.9822e+34,0.5067,1.1757,0.024992,0.005486100000000001,0.01224,0.023092,0.0051029,247,308.8007,60.1528,195.1223756826989,801.1034115992578,0.9405295708725564,5.726625231240695,4.888397790055249e+38,329.18534980539476
248,308.8012,60.1532,7.4614e+36,4.0509e+35,1.0927e+36,1.5858e+35,1.4909,0.3346,0.025936,0.0060965,0.011184,0.024165,0.0054003,248,308.8012,60.1532,195.08220486180988,806.7563346025902,1.0240703929971848,5.75176074262634,1.0305801104972377e+39,358.4246375490147
249,308.8191,60.1677,1.0783000000000002e+37,5.7241e+35,2.4173e+36,2.6307e+35,2.1635,0.2271,0.032731,0.005207,0.0050383,0.018861000000000003,0.0040601,249,308.8191,60.1677,194.82111438016256,1010.960519801284,1.246961149121976,7.026599217818885,1.4893646408839783e+39,436.4364021926916
250,308.8196,60.1681,1.0251e+37,5.4488e+35,2.8149e+36,3.3245e+35,2.484,0.2579,0.032644,0.0049897,0.0047979,0.018515,0.0040269,250,308.8196,60.1681,194.7836723403172,1016.6127485009387,1.3941113151804347,7.0706893831396425,1.4158839779005525e+39,487.93896031315217
251,308.8275,60.1745,1.3826000000000002e+37,7.3027e+35,1.8899e+36,2.9443e+35,1.382,0.4042,0.17875,0.024029,0.024208,0.090994,0.028804000000000007,251,308.8275,60.1745,194.70350759449616,1106.734009869472,0.6169177664219493,7.813888368341228,1.909668508287293e+39,215.92121824768225
252,308.7946,60.1488,4.319e+37,2.2373e+36,6.276300000000001e+36,4.6907e+35,1.4787,0.1141,0.01325,0.0024805,0.0071451000000000015,0.01931,0.0027788,252,308.7946,60.1488,201.13182483457248,741.1427310195118,1.5489810277449585,5.43787268810707,5.965469613259669e+39,542.1433597107355
253,308.7951,60.1492,1.2366e+38,6.475e+36,2.301e+37,1.9078e+36,1.8693,0.151,0.028422000000000006,0.004756,0.0083795,0.03739,0.005883,253,308.7951,60.1492,201.09082217034813,746.7958396240808,3.77792080974776,5.45574924520893,1.708011049723757e+40,1322.272283411716
254,308.7957,60.1496,1.651e+38,8.643800000000001e+36,3.1106e+37,2.7447000000000004e+36,1.8889,0.1671,0.03673,0.0060624,0.009437,0.048156,0.007733499999999998,254,308.7957,60.1496,200.54048226509616,752.7607827565233,6.049021905616687,5.481274785946812,2.280386740331492e+40,2117.1576669658407
255,308.7962,60.1501,8.4848000000000015e+37,4.4435000000000005e+36,1.5451000000000004e+37,1.3061e+36,1.8352,0.1553,0.026824,0.0047996,0.0094281,0.036286,0.0059031000000000005,255,308.7962,60.1501,201.1261860602834,759.4373026727783,3.34013149650132,5.496956781288857,1.1719337016574589e+40,1169.0460237754621
256,308.7967,60.1505,2.984300000000001e+37,1.5659e+36,3.8538e+36,3.3113e+35,1.2922,0.1586,0.020385,0.0042459,0.011584,0.02973,0.0047519,256,308.7967,60.1505,201.08542101844944,765.0903507080261,1.9100652838539125,5.517242372984822,4.121961325966852e+39,668.5228493488694
257,308.7972,60.1509,3.5145000000000003e+37,1.8431e+36,2.4503e+36,2.4266e+35,0.3185,0.1984,0.024746,0.006053,0.018423,0.039497,0.006019,257,308.7972,60.1509,201.04472974910567,770.7433801114058,1.480057215543124,5.538295536111439,4.8542817679558015e+39,518.0200254400934
258,308.7978,60.1513,4.1523000000000004e+37,2.1766e+36,3.8631e+36,3.7441e+35,0.7743,0.1937,0.032631,0.0085239,0.018392,0.048127,0.0079002,258,308.7978,60.1513,200.4947374846447,776.7082441293683,1.6131635391153163,5.567022988117489,5.735220994475139e+39,564.6072386903606
259,308.7983,60.1518,3.4374e+37,1.8028e+36,4.0483e+36,3.5693e+35,1.1467,0.166,0.037462,0.009073200000000002,0.013344,0.047008,0.008552299999999999,259,308.7983,60.1518,201.08078521707367,783.3846649344391,1.754392835152358,5.586509743014421,4.7477900552486187e+39,614.0374923033254
260,308.7988,60.1522,1.1452e+37,7.5543e+35,1.4645000000000002e+36,1.5023e+35,1.2768,0.2393,0.033516000000000004,0.007168300000000002,0.010616,0.035039,0.007124299999999998,260,308.7988,60.1522,201.040331569986,789.0376337673645,1.6721963004201856,5.609871866582918,1.581767955801105e+39,585.268705147065
261,308.7999,60.153,1.6885e+37,1.3871e+36,1.3924e+36,1.6957e+35,0.5837,0.2807,0.03643,0.007423499999999999,0.015052,0.033511,0.007520999999999998,261,308.7999,60.153,200.450307072685,800.6553688679663,1.1156923461473742,5.665707832514131,2.332182320441989e+39,390.492321151581
262,308.8004,60.1535,2.0491000000000002e+37,1.2812e+36,2.7872e+36,3.0347e+35,1.3743,0.2586,0.035976,0.007941199999999999,0.013408000000000002,0.034006,0.007640899999999998,262,308.8004,60.1535,201.03669874246842,807.3316905611864,1.1742183378215532,5.688832471699048,2.8302486187845306e+39,410.9764182375436
263,308.8009,60.1539,1.3827000000000001e+37,8.0166e+35,1.7177e+36,1.9555e+35,1.231,0.2492,0.028269,0.0068917,0.0097227,0.027004000000000004,0.0061537,263,308.8009,60.1539,200.9965564914983,812.9845801898598,0.9196641768020476,5.715116271639207,1.9098066298342545e+39,321.8824618807167
264,308.8182,60.168,1.1432e+37,6.0598e+35,2.8695e+36,2.8623e+35,2.3422,0.2018,0.030938,0.0049765,0.0051006,0.019012,0.004027,264,308.8182,60.168,201.2829872544005,1011.2235090888456,1.4228553274933755,6.97508536621999,1.5790055248618786e+39,497.9993646226814
265,308.8187,60.1684,1.544e+37,8.1417e+35,3.5587000000000005e+36,3.6651e+35,2.2075,0.2124,0.03608,0.0055644,0.0055714,0.021488,0.0046315,265,308.8187,60.1684,201.24549146906025,1016.8757230105896,1.4778479136251008,7.019707444344614,2.132596685082873e+39,517.2467697687853
266,308.8193,60.1688,6.3928e+36,3.4691e+35,6.3264e+35,1.1911e+35,0.8718,0.4059,0.026936,0.0041353,0.0049232,0.016221,0.0034473,266,308.8193,60.1688,200.6990672232753,1022.8397714584016,0.9680431282590812,7.071133298552621,8.829834254143646e+38,338.81509489067844
267,308.7937,60.149,2.4941e+37,1.307e+36,3.132600000000001e+36,2.1937e+35,1.2484,0.1067,0.0090524,0.0019201,0.0063284,0.014325,0.0019909000000000003,267,308.7937,60.149,206.96972241908625,740.3830329088338,1.146934183417569,5.366958490687245,3.444889502762431e+39,401.4269641961492
268,308.7943,60.1495,7.005100000000001e+37,3.6692e+36,9.970700000000001e+36,7.4914e+35,1.4459,0.127,0.018555,0.0034641,0.008242900000000001,0.025812,0.0039971,268,308.7943,60.1495,207.04575844467132,747.3714422117348,2.102887907229929,5.388020694612352,9.675552486187847e+39,736.0107675304752
269,308.7948,60.1499,9.201400000000001e+37,4.8186000000000005e+36,1.3508e+37,1.0392e+36,1.4947,0.1327,0.023758,0.0043271,0.0093298,0.032131,0.005165,269,308.7948,60.1499,207.0047843469985,753.0245174352924,2.5522526941197907,5.407095582425315,1.2709116022099448e+40,893.2884429419267
270,308.7953,60.1503,4.0716e+37,2.1345e+36,6.7892e+36,4.7867e+35,1.696,0.1126,0.017937,0.0035111999999999995,0.0086817,0.024798,0.0040571,270,308.7953,60.1503,206.96388402271938,758.6775740279878,2.1167652759903444,5.426938459722847,5.623756906077347e+39,740.8678465966206
271,308.7979,60.1525,2.3848e+37,1.3997e+36,3.239e+36,2.7669e+35,1.3719,0.1844,0.039216,0.0079943,0.013189,0.039999,0.0082645,271,308.7979,60.1525,207.50428359812386,789.3012868457242,1.6147990451550944,5.538734268137847,3.293922651933702e+39,565.1796658042831
272,308.7985,60.1529,5.6352e+37,3.0086e+36,6.7855e+36,6.3262e+35,1.1817,0.1904,0.060029999999999986,0.0113,0.017907,0.056402,0.012304,272,308.7985,60.1529,206.95450329245583,795.2660657165932,1.784465742115165,5.570267748300936,7.783425414364641e+39,624.5630097403077
273,308.7990000000001,60.1533,6.5091e+37,3.441e+36,4.9095e+36,5.3241e+35,0.4428,0.2264,0.06844700000000001,0.013137,0.020926,0.06394,0.014219,273,308.7990000000001,60.1533,206.91415198837743,800.9189825415117,1.9931255225404283,5.5955427377226234,8.990469613259669e+39,697.5939328891499
274,308.7995,60.1537,3.915e+37,2.4046e+36,3.9921e+36,4.0324e+35,0.9191,0.236,0.050210000000000005,0.010594,0.016588,0.048454,0.010822,274,308.7995,60.1537,206.87387445735573,806.5718807346389,1.4801111474571431,5.6214670816386665,5.407458563535912e+39,518.03890161
275,308.8,60.1542,2.177e+37,1.3407e+36,3.089000000000001e+36,2.8064e+35,1.4411,0.2067,0.035045,0.0084219,0.012444,0.034913,0.0078262,275,308.8,60.1542,207.46027994309142,813.2481727803627,1.0277663766415706,5.646118389782544,3.006906077348067e+39,359.7182318245497
276,308.8006,60.1546,1.096e+37,6.2552e+35,1.0134e+36,1.356e+35,0.7645,0.2831,0.025625,0.0069679,0.010642,0.026092,0.0058076,276,308.8006,60.1546,206.91084727915882,819.2128725348973,0.6757497094755358,5.6805116351619125,1.5138121546961327e+39,236.51239831643753
277,308.8174,60.1682,1.4788e+37,7.8029e+35,3.301e+36,3.8441e+35,2.1568,0.2527,0.031789,0.0052419,0.0066108,0.020872,0.0043692,277,308.8174,60.1682,206.6089167943369,1010.7752077203073,1.5767183084933123,6.927859522995613,2.0425414364640885e+39,551.8514079726593
278,308.8179,60.1687,1.8642e+37,9.8106e+35,3.7314e+36,3.7701e+35,1.9845,0.2066,0.036146,0.0057441,0.006909,0.02287,0.004860100000000001,278,308.8179,60.1687,207.19825473053436,1017.4506545111176,1.365347994260708,6.9758092164399095,2.5748618784530386e+39,477.87179799124783
279,308.8184,60.1691,7.335300000000002e+36,3.9490000000000005e+35,9.2685e+35,1.1408e+35,1.2578,0.247,0.025815,0.0040868,0.005036199999999999,0.016249,0.0034101999999999995,279,308.8184,60.1691,207.1607875289543,1023.1028350822344,1.0171402731137622,7.021146260983333,1.0131629834254146e+39,355.99909558981676
280,308.7934,60.1497,1.9191e+37,1.0097e+36,1.8559e+36,1.3931e+35,0.8355,0.1151,0.008164,0.0017973,0.006025,0.012609,0.0018437,280,308.7934,60.1497,212.8835618257312,746.6118303296995,1.0848338824221528,5.31754660117132,2.6506906077348066e+39,379.6918588477535
281,308.7939,60.1502,2.4277000000000003e+37,1.2751e+36,2.1207e+36,1.5358e+35,0.6748,0.1057,0.0098263,0.0020692,0.006693000000000001,0.014113999999999996,0.0022136,281,308.7939,60.1502,213.469040932214,753.2883657877554,1.2269526722535722,5.333190920910409,3.353176795580111e+39,429.4334352887503
282,308.7945,60.1506,9.9712e+36,5.3042e+35,1.1309e+36,1.6876e+35,1.0872,0.2162,0.008569,0.0019002,0.0062353,0.012222,0.0019771,282,308.7945,60.1506,212.91868567195613,759.2532419888139,1.3022242400106674,5.36042250270719,1.3772375690607736e+39,455.7784840037336
283,308.7966,60.1523,1.043e+36,5.3479e+35,4.4866e+35,9.4158e+34,3.1931,0.7384,0.028076,0.0064694,0.013587,0.032283,0.006116600000000001,283,308.7966,60.1523,212.87283136349086,783.2005032338361,1.1278990304658316,5.453320012349961,1.4406077348066298e+38,394.76466066304107
284,308.7971,60.1527,3.9649e+37,2.0754e+36,4.7224e+36,4.0314e+35,1.1645,0.1573,0.048862,0.0095661,0.016069999999999997,0.049137,0.010063,284,308.7971,60.1527,212.83227100559282,788.8534472514142,1.4180739942438765,5.477529988233299,5.476381215469613e+39,496.3258979853568
285,308.7976,60.1531,1.1511e+38,5.9806e+36,1.5615e+37,1.5258e+36,1.37,0.1909,0.096308,0.017541,0.023728,0.089671,0.019574,285,308.7976,60.1531,212.79178442068317,794.5063726385922,2.156318254151828,5.5023989265672055,1.5899171270718231e+40,754.7113889531398
286,308.7981,60.1536,1.2828e+38,6.6959e+36,1.1763e+37,1.2534e+36,0.7513,0.2224,0.10976,0.020615,0.029039,0.10382,0.022897,286,308.7981,60.1536,213.37795140903637,801.1827098890835,2.118621051610188,5.5258262023713085,1.7718232044198895e+40,741.5173680635659
287,308.7987,60.154,5.746900000000001e+37,3.2166e+36,3.4114000000000004e+36,3.4224e+35,0.0644,0.2122,0.065038,0.013638999999999998,0.023215,0.065106,0.014211,287,308.7987,60.154,212.82829143646336,807.1474278703238,1.2107689952953964,5.559181403481796,7.937707182320443e+39,423.76914835338874
288,308.7992,60.1544,2.1056e+37,1.5577e+36,2.6835e+36,2.2547e+35,1.2714,0.2087,0.035806,0.0087626,0.015662,0.038197,0.0081786,288,308.7992,60.1544,212.78804247656447,812.800292689963,0.9606219350016744,5.586350885019941,2.90828729281768e+39,336.217677250586
289,308.7997,60.1548,9.6141e+36,7.1923e+35,1.4605e+36,1.4532e+35,1.5488,0.2347,0.025504,0.0072937,0.012693,0.027923000000000003,0.005936199999999999,289,308.7997,60.1548,212.74786729014244,818.4531388786424,0.7312313202419496,5.6141156917108885,1.327914364640884e+39,255.93096208468236
290,308.816,60.1681,9.8074e+36,5.2196e+35,1.8584e+36,2.1884e+35,1.898,0.2581,0.023144,0.004111399999999999,0.0056326,0.016719,0.0034565,290,308.816,60.1681,213.1083892911729,1005.3861982370636,1.2277941164641055,6.832368012007928,1.3546132596685083e+39,429.72794076243696
291,308.8165,60.1685,1.6458e+37,8.6722e+35,2.8499e+36,3.5046e+35,1.7556,0.2706,0.029438,0.004989199999999999,0.0071669,0.020347,0.004277,291,308.8165,60.1685,213.0707130474284,1011.0384060378627,1.332234871803573,6.877391966041304,2.2732044198895027e+39,466.2822051312506
292,308.817,60.1689,1.5701e+37,8.2783e+35,2.8848e+36,3.039e+35,1.8492,0.2184,0.030151,0.0050085,0.007158700000000001,0.020618,0.0042505,292,308.817,60.1689,213.0331105776999,1016.690595204193,1.1956849453061773,6.922801438281943,2.1686464088397792e+39,418.48973085716204
293,308.8176,60.1693,6.950200000000001e+36,3.7525e+35,1.7209e+36,1.8431e+35,2.3205,0.224,0.02349,0.0039066000000000005,0.0049631,0.015533000000000003,0.0032036,293,308.8176,60.1693,212.4865793817358,1022.6546010475597,1.120270833243021,6.975069822586618,9.599723756906079e+38,392.09479163505733
294,308.8191,60.1706,6.1715e+36,3.357e+35,8.0795e+35,1.1861e+35,1.3138,0.3399,0.032843000000000004,0.0060461,0.0078217,0.019881,0.0040733,294,308.8191,60.1706,213.00136686821568,1040.6342325059527,0.5776924256915825,7.117795403462153,8.524171270718234e+38,202.1923489920539
295,308.7957,60.1526,7.2529e+36,1.1335e+36,1.2548e+36,1.3406e+35,1.7542,0.3773,0.026225,0.0057758,0.010769,0.027594,0.0053527,295,308.7957,60.1526,219.33676051270947,783.4643801520862,1.3304460826886202,5.382397708489137,1.0017817679558011e+39,465.6561289410171
296,308.7962,60.153,3.3215000000000007e+37,1.7447000000000002e+36,3.1935000000000004e+36,3.4290000000000005e+35,0.8262,0.2256,0.044808,0.008615600000000001,0.014272,0.042872,0.0088917,296,308.7962,60.153,219.2961463950777,789.1173093594881,1.537957777104232,5.407086141817532,4.587707182320443e+39,538.2852219864812
297,308.7968,60.1534,8.3331e+37,4.3542e+36,1.0959e+37,5.8321e+35,1.3209,0.0242,0.079856,0.014657,0.021297,0.074737,0.015983,297,308.7968,60.1534,218.7462591124847,795.0820455627579,1.7793910790604184,5.439374785163684,1.1509806629834255e+40,622.7868776711464
298,308.7973,60.1538,9.4305e+37,4.9273000000000005e+36,1.3220000000000002e+37,7.002e+35,1.4219,0.0232,0.08951100000000001,0.017218999999999998,0.028885,0.087511,0.018623,298,308.7973,60.1538,218.7058010986585,800.7349375758594,1.4606342311130704,5.465522177357801,1.3025552486187847e+40,511.22198088957464
299,308.7978,60.1543,3.9187e+37,2.0494e+36,2.3313e+36,1.5352e+35,0.0678,0.0697,0.053272,0.011557,0.025798,0.055307,0.011677,299,308.7978,60.1543,219.2919920091153,807.4112442970238,0.9314477451457004,5.490461476129147,5.412569060773481e+39,326.0067108009951
300,308.7983,60.1547,7.172e+36,3.8568e+35,8.2314e+35,9.9694e+34,1.1059,0.1943,0.027771,0.0070988,0.016294,0.031486,0.0063839,300,308.7983,60.1547,219.25168929149768,813.064094310147,0.7692726178933255,5.518121388954083,9.906077348066298e+38,269.2454162626639
301,308.8151,60.1683,1.6527e+37,8.7083e+35,3.6663e+36,3.2714e+35,2.1469,0.1704,0.024932,0.0044280000000000005,0.005036100000000001,0.018330000000000003,0.003897400000000001,301,308.8151,60.1683,218.94335052916188,1004.6262556143248,1.4439344763175723,6.779005506991442,2.2827348066298343e+39,505.3770667111503
302,308.8156,60.1688,1.5049e+37,7.9386e+35,2.3253e+36,2.5828e+35,1.5757,0.2332,0.024344,0.0042478,0.0056614,0.017800999999999997,0.0037071,302,308.8156,60.1688,219.53246381368075,1011.3017180302412,1.3061926619315043,6.8275314243994645,2.0785911602209945e+39,457.1674316760265
303,308.8162,60.1692,8.4926e+36,4.5422e+35,1.2462e+36,1.8102e+35,1.4941,0.3283,0.020622,0.0036134,0.0055247,0.014801,0.0030334,303,308.8162,60.1692,218.9857969510178,1017.2657178825276,1.0013373152391607,6.879934096260233,1.1730110497237569e+39,350.46806033370626
304,308.7959,60.1537,2.2916e+37,1.2009e+36,1.9345e+36,1.3704e+35,0.6206,0.0834,0.040038,0.007597800000000002,0.014439,0.037537,0.0077774,304,308.7959,60.1537,225.21003565229847,795.3459967474147,1.252174824242249,5.3698657062994855,3.165193370165746e+39,438.26118848478717
305,308.7964,60.1541,2.2429e+37,1.1755e+36,4.5392000000000005e+36,2.5673e+35,2.0019,0.0416,0.040697,0.0081675,0.019479,0.03975,0.0082691,305,308.7964,60.1541,225.16952388009247,800.9988739518077,1.0553663400837754,5.396514356546515,3.0979281767955805e+39,369.3782190293214
306,308.8137,60.1682,1.407e+37,7.4291e+35,6.7257e+36,6.2205e+35,3.3598,0.181,0.022322,0.0041783,0.0044416,0.017544999999999998,0.0036595,306,308.8137,60.1682,225.44298875391343,999.2374859090919,1.4285986555083814,6.683658912675179,1.9433701657458565e+39,500.0095294279335
307,308.8143,60.1686,2.0581e+37,1.0822e+36,7.4905e+36,6.8908e+35,2.929,0.1789,0.02698,0.0048832,0.0050624,0.020541,0.0043532,307,308.8143,60.1686,224.89609459457847,1005.2015040243393,1.6996346568871854,6.735710048893537,2.8426795580110496e+39,594.8721299105149
308,308.8148,60.169,1.0798e+37,5.7316e+35,2.1506e+36,2.2158e+35,1.9766,0.2107,0.019133,0.0034775,0.0045276000000000005,0.014483,0.0030099,308,308.8148,60.169,224.85831166653992,1010.8536870681387,1.3526265666634698,6.781638565716543,1.491436464088398e+39,473.41929833221445
309,308.8134,60.1689,1.0189e+37,5.4167e+35,3.562800000000001e+36,3.0334e+35,2.8658,0.1584,0.018463,0.0034784,0.004521,0.014394999999999996,0.0029971,309,308.8134,60.1689,231.3578224796232,1005.4650398212456,0.9726524473168684,6.686664460923369,1.4073204419889502e+39,340.4283565609039
310,308.7968,60.1563,7.215100000000002e+36,4.2702e+35,5.3572e+35,1.3042e+35,0.418,0.6981,0.033461000000000005,0.0084062,0.012603,0.029408,0.0061596,310,308.7968,60.1563,236.91648907944,824.761887290821,0.7439116879771202,5.3912966147466435,9.965607734806633e+38,260.36909079199205
311,308.7928,60.154,6.0879e+36,1.1072e+36,1.3912e+36,1.5511e+35,2.1938,0.4327,0.032136,0.0055278,0.0087359,0.024373,0.0050067,311,308.7928,60.154,242.87949037570567,788.7505066442993,1.260445429360999,5.1468014029754166,8.408701657458564e+38,441.15590027634966
312,308.7933,60.1544,1.2224e+37,6.7051e+35,1.1153e+36,1.9535e+35,0.7434,0.4507,0.036319,0.0061345,0.010143,0.027179,0.0058165,312,308.7933,60.1544,242.8387366129018,794.4033675938855,1.292916984485026,5.173957474586104,1.688397790055249e+39,452.5209445697591
313,308.7939,60.1549,1.5322e+37,8.2911e+35,1.6987e+36,2.4438e+35,1.0513,0.3456,0.037899,0.006409300000000001,0.0094542,0.028260000000000007,0.0061949,313,308.7939,60.1549,242.9152324232329,801.3914702070332,1.5176624422305056,5.207252707603437,2.1162983425414366e+39,531.181854780677
314,308.7944,60.1553,1.5179000000000001e+37,8.1744e+35,2.3415e+36,2.1317e+35,1.5730000000000002,0.1822,0.038384,0.0066874,0.0094818,0.028894,0.0064012,314,308.7944,60.1553,242.874642515787,807.0442892290655,1.2960642737155474,5.236057834298467,2.096546961325967e+39,453.6224958004416
315,308.7949,60.1557,1.0894e+37,7.5635e+35,2.3815e+36,2.4095e+35,2.1238,0.2423,0.037493,0.0069542,0.010038,0.028935,0.0063927,315,308.7949,60.1557,242.8341263833961,812.6970896238283,1.2685573477978216,5.265579226754523,1.504696132596685e+39,443.99507172923757
316,308.7954,60.1562,1.2614000000000002e+37,7.2386e+35,1.6026e+36,1.9241e+35,1.2665,0.2682,0.038433,0.0077979,0.010924,0.030466000000000007,0.0066741,316,308.7954,60.1562,243.4202219851396,819.3733274809531,1.1035371077761231,5.294734437295488,1.7422651933701662e+39,386.2379877216431
317,308.796,60.1566,1.0976000000000002e+37,6.059000000000001e+35,1.0243e+36,1.6581e+35,0.779,0.3898,0.037169,0.008338799999999999,0.01167,0.030301,0.006496200000000001,317,308.796,60.1566,242.8705600321572,825.3378750041356,0.8111525948645106,5.332663426772276,1.516022099447514e+39,283.9034082025787
318,308.7919,60.1543,1.0698e+37,6.2822e+35,9.0437e+35,1.4978e+35,0.6229,0.3596,0.030097,0.0050242,0.0073542,0.021486,0.0044933,318,308.7919,60.1543,249.34316697893848,789.014900473011,1.3161594745027243,5.078076410122736,1.4776243093922653e+39,460.6558160759535
319,308.7925,60.1547,2.4405e+37,1.4229e+36,3.3100000000000004e+36,4.5831e+35,1.3697,0.3401,0.043877,0.0071319,0.0099491,0.030981,0.0067008,319,308.7925,60.1547,248.79301239443058,794.9795267455735,1.7519033070256969,5.11274286572987,3.37085635359116e+39,613.1661574589939
320,308.793,60.1551,3.8643e+37,2.0329e+36,5.7355e+36,7.3251e+35,1.5121,0.2888,0.055503,0.0089424,0.010987,0.038974,0.0086245,320,308.793,60.1551,248.75228720520263,800.6323543251932,2.058151834170069,5.141253183956385,5.337430939226519e+39,720.3531419595241
321,308.7935,60.1556,4.03e+37,2.1172e+36,8.4337e+36,9.0246e+35,2.0548,0.2274,0.057881,0.0095447,0.01103,0.040141,0.0091902,321,308.7935,60.1556,249.33814430527053,807.3086373769416,2.079060391867846,5.169203506481317,5.566298342541436e+39,727.671137153746
322,308.7940000000001,60.15600000000001,2.7477e+37,1.4843e+36,6.0453e+36,5.9676e+35,2.134,0.2093,0.049164,0.0086146,0.01089,0.035575,0.0080331,322,308.7940000000001,60.15600000000001,249.29757441615783,812.9614229646361,1.6939519249600044,5.19932236896579,3.795165745856354e+39,592.8831737360015
323,308.7946,60.1564,1.66e+37,8.7469e+35,2.1977e+36,2.3639e+35,1.3315,0.2037,0.040288,0.0077405,0.011101,0.03039,0.0067934,323,308.7946,60.1564,248.74776748369962,818.925970144214,1.1020336440218612,5.236956814001546,2.2928176795580112e+39,385.71177540765143
324,308.7951,60.1568,1.2783e+37,8.5079e+35,1.5214e+36,2.304e+35,1.1634,0.317,0.037228,0.0079647,0.012288,0.029892,0.0064218,324,308.7951,60.1568,248.7073537017681,824.5787185440538,0.8445483920623079,5.26839328336112,1.76560773480663e+39,295.59193722180777
325,308.8108,60.1696,6.5369e+36,3.5422e+35,1.1152e+36,1.4575e+35,1.732,0.2926,0.020438,0.003493,0.004512899999999999,0.013681,0.0026808000000000005,325,308.8108,60.1696,248.9801530875264,1004.5214870227104,1.0143233005354793,6.542299211963584,9.028867403314917e+38,355.01315518741774
326,308.79,60.1537,1.0124e+37,5.3833e+35,9.5269e+35,1.2874e+35,0.7922,0.3053,0.030377,0.005315,0.0090873,0.020492,0.0040557,326,308.79,60.1537,255.26228769347983,776.9501821619676,0.8919421379092719,4.957422353495788,1.3983425414364643e+39,312.1797482682452
327,308.7911,60.1545,1.0196e+37,5.4202e+35,1.9616e+36,2.0833e+35,1.922,0.2205,0.02687,0.0045547,0.0063011000000000005,0.019011,0.003904,327,308.7911,60.1545,254.67097154822082,788.5676814054452,1.330940707907735,5.018417129951911,1.4082872928176796e+39,465.8292477677073
328,308.7916,60.155,2.6213e+37,1.3815e+36,4.3626e+36,5.21e+35,1.693,0.2643,0.040665,0.006683199999999999,0.008723999999999999,0.028268,0.0060214,328,308.7916,60.155,255.25659014526548,795.2440096475882,1.8845564419008605,5.045074764613744,3.620580110497238e+39,659.5947546653011
