18.2 2.325E-01 4.822E-04 1.224E+00
31.8 1.947E-01 4.412E-04 1.145E+00
41.4 1.597E-01 3.997E-04 1.065E+00
49.5 1.285E-01 3.585E-04 9.885E-01
56.6 1.003E-01 3.167E-04 9.117E-01
63.3 7.537E-02 2.745E-04 8.375E-01
69.5 5.256E-02 2.293E-04 7.508E-01
75.5 3.384E-02 1.840E-04 6.769E-01
81.4 1.736E-02 1.317E-04 5.786E-01
87.1 5.135E-03 7.166E-05 5.135E-01
