ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,E_dot_Wind,L_Edd,F_Edd,tau_RP,v_inf,R_UV,velocity_no_aging,distance_no_aging,time_no_aging,velocity_aging,distance_aging,time_aging
26,202.53,47.1933,2.9881e+37,1.5539e+36,2.3308e+36,5.375e+35,0.4223,0.498,0.07358,0.016657,0.010837,0.041159,110.90273685576454,633.0074251872513,1.4023783094803226,8597.529147797406,3.634517116452438e+21,1.8332162841928462e+39,0.037479186456466654,0.10245895908340871,0.00176019202558508,0.763584232798608,0.2728551415412082,6.6405111139417094e+35,1.3576191546609634e-05,1.7352002427424476e+36,2.106501421826398e+37,2.34642655724006e+37,1733218.4947528897,1.3596357699019043e+39,0.07659534563882998,0.8911893842310061,187998.05726948238,2.7624462182467215e+19,2.044818476243153,52.904143817151805,34091239.65474365,0.17346017517923357,10.350355887026984,3984765.680168445
27,202.53,47.1939,1.9463999999999998e+37,1.0157e+36,2.829e+36,4.6559e+35,1.4054,0.2921,0.048473,0.0086888,0.0069821,0.025725,110.9119377097348,639.4873919131657,1.2905177351971473,8542.709477653862,3.611342664115043e+21,1.194127430659267e+39,0.02441333573804983,0.09428630794496401,0.00585785904039136,1.0995473484551992,0.9080526069666448,4.32552151272586e+35,8.843311544567113e-06,1.607038606780899e+36,7.010364902284678e+37,7.214323978090027e+37,1128990.488332728,9.661005669417675e+39,0.446765086826301,2.9658478820702254,0.0,5.039451448394152e+19,0.0,0.0,0.0,0.0,0.0,0.0
28,202.53,47.2072,1.3884e+37,7.2825e+35,1.6926e+36,1.3387999999999999e+35,1.1277,0.1289,0.057254,0.011121,0.0073975,0.024611,111.11588998333336,783.126660191663,0.8678719183613345,7487.763011941278,3.165374884226135e+21,8.517912683555931e+38,0.017414444789718653,0.06340710099884701,0.004700375437490634,1.0528229530923447,0.7286259604925894,3.0854675648728855e+35,6.308083512370006e-06,1.2329887788789778e+36,5.6251519142638615e+37,5.779305467800489e+37,805327.9870536167,6.485767472068438e+39,0.29878822641880337,2.3798111972467573,0.0,4.514192564125763e+19,0.0,0.0,0.0,0.0,0.0,0.0
29,202.53,47.2077,2.2847e+37,1.1904e+36,3.0114e+36,2.3026999999999998e+35,1.251,0.087,0.08494,0.014725,0.0094367,0.035372,111.12355736264504,788.526633010835,1.057613989915448,7455.0002290216225,3.1515247543507846e+21,1.4016763978767096e+39,0.028656570160667107,0.07726972335556108,0.005214303158908204,1.0780749744402953,0.8082921668672779,5.077331997598013e+35,1.0380350331829267e-05,1.509159053632801e+36,6.2401924667412345e+37,6.441881692080495e+37,1325218.1302372504,7.831810184046623e+39,0.3635934959117301,2.6400140176959237,0.0,4.754577662598648e+19,0.0,0.0,0.0,0.0,0.0,0.0
30,202.53,47.2083,1.3527e+37,7.0997e+35,2.3423e+36,1.5080000000000001e+35,1.682,0.0792,0.060267,0.0093358,0.0081389,0.025319,111.13275821751114,795.0066004356796,0.7361511538278209,7416.436650638831,3.1352223977906074e+21,8.298891160361644e+38,0.01696666628280929,0.05378349977373717,0.007010757724447323,1.1337837646240576,1.0867685249166759,3.0061307800371304e+35,6.1458834393423416e-06,1.0559104422378522e+36,8.390090910518591e+37,8.525743262542747e+37,784620.5474556519,1.3251634374562935e+40,0.5864634621381465,3.549563211642321,0.0,5.513105287371575e+19,0.0,0.0,0.0,0.0,0.0,0.0
31,202.5292,47.1933,3.7659999999999997e+37,1.9562000000000002e+36,2.2686e+36,3.5702e+35,0.014,0.2785,0.089811,0.017006,0.013093,0.048456,116.77382238347845,632.9991185919943,1.1917460489108045,8507.485069168079,3.596451907322287e+21,2.3104623427161937e+39,0.04723624249357566,0.0870699525266519,5.8353512569716125e-05,0.058559255046406564,0.00904563576030527,8.369252988556098e+35,1.71105175076242e-05,1.490185829598839e+36,6.983428819694428e+35,3.025454010423892e+36,2184431.863471565,7.578459996770229e+37,0.01030244561245658,0.02954452138108948,621121.4183175424,5.029760531758783e+18,5.097331038293596,108.40201087387435,30094166.884757075,3.149717902048094,61.22763388649794,26617180.318598017
32,202.5292,47.1939,2.868e+37,1.4918e+36,2.3795e+36,3.6460000000000004e+35,0.5197,0.253,0.067651,0.010187,0.010911,0.035706,116.78295686387798,639.4790853672663,1.0006615836177553,8452.08139895073,3.573030574953692e+21,1.7595342535608186e+39,0.0359727943365839,0.0731091456659916,0.0021661657487486766,0.8320080294499713,0.33578692175933206,6.373610613695934e+35,1.3030526875163624e-05,1.259451230817913e+36,2.5923485411394248e+37,2.7820297703581753e+37,1663555.651735647,1.8206947052386607e+39,0.0919707525272157,1.0967348401251573,0.0,3.064500166218432e+19,0.0,0.0,0.0,0.0,0.0,0.0
33,202.5292,47.1944,1.3692e+37,7.184199999999999e+35,1.9428e+36,1.5210000000000001e+35,1.3674,0.1067,0.038346,0.0048529,0.0074782,0.020731,116.79056893099244,644.8790576895915,0.8507711946680816,8406.325879160635,3.5536878990533864e+21,8.40011959545144e+38,0.017173622735582525,0.06215801981022567,0.005699470934844988,1.0954657401685535,0.883500167045816,3.042799041936009e+35,6.220849859649246e-06,1.076624518325269e+36,6.8208146914644005e+37,6.9589051337162875e+37,794191.212816056,9.100863226683392e+39,0.4083914760804491,2.885655609750125,0.0,4.970854813147679e+19,0.0,0.0,0.0,0.0,0.0,0.0
34,202.5292,47.2072,2.0208999999999998e+37,1.0542000000000001e+36,2.509e+36,1.656e+35,1.1564,0.0713,0.078649,0.013505,0.0079149,0.032564,116.98543785327104,783.1183547415644,1.035940211630383,7384.198648322493,3.1215941135237277e+21,1.2398336028664778e+39,0.025347775479359277,0.0756861930311561,0.004820000138258552,1.05850107785709,0.7471695138012153,4.491084270996552e+35,9.181796290801313e-06,1.4924046954841654e+36,5.7683122050675975e+37,5.96246351732598e+37,1172203.4925357632,6.82474141879599e+39,0.31920032944563176,2.440377466077991,0.0,4.5712748300281094e+19,0.0,0.0,0.0,0.0,0.0,0.0
35,202.5292,47.2077,1.8815e+37,9.8229e+35,2.877e+36,1.9279e+35,1.4856,0.0787,0.07501,0.011286,0.0071492,0.030365,116.99304992100052,788.5183276020039,1.086730915111171,7350.974300703564,3.107548861913863e+21,1.1543109128572806e+39,0.023599307023808445,0.07939696392100039,0.00619214130525502,1.1097552499863819,0.9598711775363935,4.1812930159236055e+35,8.548443624693292e-06,1.5726508297896762e+36,7.410415610384317e+37,7.609493623522521e+37,1091345.871248473,1.067260482742966e+40,0.49012772327233484,3.135095783124752,0.0,5.181246281388232e+19,0.0,0.0,0.0,0.0,0.0,0.0
36,202.5283,47.19,2.5092999999999997e+37,1.3063000000000001e+36,1.7893000000000002e+36,1.8801999999999998e+35,0.2804,0.1362,0.14514,0.02706,0.017965,0.063121,123.32896465359812,597.3500281559153,0.6133889421181089,8724.540052055558,3.688209671321021e+21,1.539469770732274e+39,0.031473686481446994,0.04481474423680861,0.0011687374946106,0.6214044973278221,0.1811711619421141,5.576464823203349e+35,1.1400802331885662e-05,7.47914061910027e+35,1.398681029315941e+37,1.5292370837389773e+37,1455495.1872037165,7.2299130792213e+38,0.036761230131374334,0.5917345568041064,273279.778031631,2.2509834165660455e+19,2.786301280433541,90.63358798022453,45123856.20271193,0.5603950413929869,12.498402175651133,8028301.811487103
37,202.5284,47.1933,3.3769999999999997e+37,1.7549e+36,2.3556e+36,1.9218e+35,0.2457,0.0968,0.087039,0.014011,0.010718,0.045606,122.64490791605095,632.9908721383794,1.1358940019415027,8418.088706393219,3.558660513414996e+21,2.071808638171159e+39,0.042357087334255174,0.08298932313977149,0.001024104145598518,0.5769480174211684,0.15875090759335747,7.504770935303754e+35,1.5343127356146288e-05,1.435430076877888e+36,1.225591757856372e+37,1.4441824748971984e+37,1958796.1770959832,6.443833256823036e+38,0.03924517576168616,0.5185063502381203,371945.95697923726,2.107103502844637e+19,3.454454739497531,81.80711856695748,32577647.36318835,1.1976173108691004,20.501124791883843,15584275.86354891
38,202.5284,47.1939,2.7848e+37,1.4488000000000002e+36,2.4099e+36,2.2181e+35,0.5863,0.1201,0.070915,0.0091834,0.011505,0.037635,122.65397602276892,639.4708389629865,0.9457623233328551,8362.092754871604,3.534988800210106e+21,1.7084905820488732e+39,0.03492923210199403,0.06909813336643035,0.0024437617442588976,0.873732053119686,0.3788183033047843,6.18871368096947e+35,1.265251438004033e-05,1.2031635101212518e+36,2.924560226419174e+37,3.1067637142409934e+37,1615296.2967062173,2.1842341733532774e+39,0.10755489725502287,1.2372823489809115,0.0,3.2549418776146436e+19,0.0,0.0,0.0,0.0,0.0,0.0
39,202.5284,47.1944,1.2745e+37,6.6972e+35,1.0853000000000001e+36,1.6460000000000001e+35,0.5609,0.3021,0.039035,0.0043577,0.0096144,0.0218,122.66153277829328,644.8708113264623,0.7483896237677773,8315.842113293944,3.5154368166609745e+21,7.819129728602733e+38,0.01598581812481736,0.05467791829664301,0.0023378918000252695,0.8596547162299609,0.3624069355682304,2.8323454418254773e+35,5.790588041281744e-06,9.573683233902967e+35,2.7978608749761464e+37,2.921921161733431e+37,739261.3940505866,1.997488265139056e+39,0.09651602859889416,1.183680145903792,0.0,3.183655087848339e+19,0.0,0.0,0.0,0.0,0.0,0.0
40,202.5284,47.2072,2.1877999999999997e+37,1.1403000000000001e+36,2.2642000000000002e+36,1.8383e+35,0.8689,0.0954,0.093457,0.013724,0.010783,0.038225,122.854985727873,783.1101094309407,0.9833036681767484,7281.023619277374,3.0779779300123256e+21,1.3422276987239745e+39,0.027441171356198835,0.07184049668452155,0.0036216690765590244,0.989777021160962,0.5614109222949464,4.8619892959009636e+35,9.940092990754175e-06,1.4366474409053103e+36,4.33421521530892e+37,4.526499852358461e+37,1269012.2227570603,4.163340720351747e+39,0.2001368261152879,1.8336596162877605,0.0,3.962490093348759e+19,0.0,0.0,0.0,0.0,0.0,0.0
41,202.5284,47.2077,1.1907e+37,6.2671e+35,1.8988e+36,1.4302e+35,1.552,0.1008,0.060198,0.0076631,0.0073769,0.024629,122.86254248416992,788.510082332516,0.820689531445902,7247.326295689431,3.0637327326709023e+21,7.30501197948001e+38,0.014934730201035725,0.059959839122675246,0.006468903679157102,1.118012732535709,1.0027733357138413,2.646115117757235e+35,5.409849494510924e-06,1.2046363424564919e+36,7.741629662975538e+37,7.888554448398759e+37,690654.0148262327,1.147325333303842e+40,0.5147380502180456,3.275221227389348,0.0,5.2957704176212435e+19,0.0,0.0,0.0,0.0,0.0,0.0
