ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,E_dot_Wind,L_Edd,F_Edd,tau_RP,v_inf,R_UV,velocity_no_aging,distance_no_aging,time_no_aging,velocity_aging,distance_aging,time_aging
86,202.5161,47.2094,1.5936e+37,8.3377e+35,1.9201000000000002e+36,1.8694e+35,1.1091,0.1523,0.037996,0.0088238,0.0067848,0.020974,213.12879312815284,806.7507920467965,1.283468910878319,5575.731504361734,2.3570832085562071e+21,9.776826312672668e+38,0.01998823049329851,0.09376900843662575,0.004622848627933725,1.0493695338471913,0.7166081872681838,3.541487403760754e+35,7.240393175823137e-06,2.4486729762475354e+36,5.532372074230778e+37,5.812654245893139e+37,924352.2617175481,6.43670033959688e+39,0.3243321726362737,2.340559190269024,0.0,4.4768097996935004e+19,0.0,0.0,0.0,0.0,0.0,0.0
87,202.5161,47.21,1.7327e+37,9.053799999999999e+35,2.4037e+36,1.5876e+35,1.3318,0.0761,0.039606,0.0087129,0.0062872,0.021473,213.13684073999408,813.2307604535042,1.21523754016834,5527.975146515213,2.3368946989241024e+21,1.0630212695763009e+39,0.021732936104253465,0.0887840238713012,0.005551086288596282,1.088114457041846,0.86049840754104,3.8506119631628124e+35,7.872382816107397e-06,2.3385252291282065e+36,6.643236072906458e+37,6.915594715450906e+37,1005035.8709073766,8.868228885146127e+39,0.43160140199238195,2.8105281125239268,0.0,4.905720445336341e+19,0.0,0.0,0.0,0.0,0.0,0.0
88,202.5161,47.2105,1.0543999999999999e+37,5.5676e+35,1.8563e+36,1.7441e+35,1.7082,0.1317,0.02908,0.0058873,0.0047423,0.015736,213.1435470834592,818.630734164449,1.1138310634930666,5488.922364093325,2.320385536382466e+21,6.468803755071574e+38,0.013225144472975618,0.08137531873022535,0.007119962155113506,1.1355600336176837,1.1036967861252474,2.3432130512834705e+35,4.790581428581774e-06,2.158633594886734e+36,8.52078079271573e+37,8.760076282717239e+37,611594.5185460483,1.3806395318762398e+40,0.6467361172856488,3.604853673084075,0.0,5.5558773473220846e+19,0.0,0.0,0.0,0.0,0.0,0.0
89,202.5152,47.155,1.3828999999999998e+37,7.2546e+35,1.1101000000000001e+36,1.4517e+35,0.4677,0.178,0.21028,0.036307,0.026977,0.086746,219.00888085958468,219.2255171745427,0.3438867335433999,11889.503649273733,5.026165515295718e+21,8.484169871859331e+38,0.017345459305460907,0.02512487500819435,0.001949424130632588,0.798870386005356,0.3021888460781982,3.0732448109065924e+35,6.283094705601038e-06,3.076900855770733e+35,2.332964042122203e+37,2.394465498788976e+37,802137.7652668153,1.468772772249029e+39,0.06471313708001318,0.9869980464239677,0.0,2.907146888507002e+19,0.0,0.0,0.0,0.0,0.0,0.0
90,202.5152,47.16,3.23e+37,1.679e+36,2.4863e+36,2.329e+35,0.4013,0.1163,0.063872,0.019398,0.018228,0.055569,219.07532204915287,273.22526279237826,0.7439622202776771,11219.68224297036,4.743005397507744e+21,1.981623305091159e+39,0.040513293482275455,0.05435492070579427,0.0016726617567305057,0.7448489373375481,0.2592866879007503,7.178090056568295e+35,1.4675244702502968e-05,7.053937810143379e+35,2.0017499895309814e+37,2.144070268198098e+37,1873530.2493396585,1.2102951649956438e+39,0.057605483711700815,0.8468726021593719,243084.7438597945,2.6928853937000428e+19,2.9042058585623423,97.89526695112578,47523925.90418441,0.37724486150922465,11.128195921077907,5532912.353692374
91,202.5152,47.1605,2.1875999999999997e+37,1.1402e+36,2.0794e+36,1.9067e+35,0.7346,0.1411,0.036654,0.010819,0.0097622,0.030583,219.08196616785523,278.625237082779,0.6687916076854054,11153.09974146272,4.714858329062185e+21,1.3421049975905325e+39,0.02743866279313492,0.04886284438425398,0.003061892166693819,0.9430721739584521,0.4746374306800179,4.861544832120372e+35,9.939184306871669e-06,6.379056892402885e+35,3.664304864962519e+37,3.776710882207752e+37,1268896.2146920857,3.08225565671495e+39,0.1384000231277367,1.5502432433248807,0.0,3.6434159299073294e+19,0.0,0.0,0.0,0.0,0.0,0.0
92,202.5152,47.1611,4.617e+37,2.3965e+36,3.8605e+36,2.7262e+35,0.532,0.1081,0.063844,0.016626,0.009744,0.04692,219.08993911007772,285.105206170446,1.308006325821648,11073.303705652215,4.68112537474558e+21,2.8325556655126575e+39,0.057910178330546694,0.09556474530604397,0.0022174334776492127,0.8393831302633143,0.34373415889160025,1.0260446374977034e+36,2.097696742769542e-05,1.2565906169752782e+36,2.6537029514838828e+37,2.8819664769311805e+37,2678046.1799384532,1.913755738948001e+39,0.0952378312623866,1.1226918124814003,244610.9770688388,3.100552625355453e+19,3.117252787871706,83.09818246026832,37579345.72138993,0.3619446698504719,10.930093201894067,4875966.009909996
93,202.5152,47.1616,4.8618999999999995e+37,2.5233000000000002e+36,6.2766e+36,4.0490000000000005e+35,1.2181,0.065,0.066589,0.015123,0.010063,0.046937,219.0965832285935,290.50518036064864,1.354965328589903,11006.894472908072,4.6530515538896313e+21,2.982803203412603e+39,0.060981913802314255,0.09899562176514631,0.005077172404369372,1.0705617828043452,0.7870349228305605,1.0804692274312505e+36,2.208965084182637e-05,1.3095572888238802e+36,6.076081889478415e+37,6.315084541103928e+37,2820098.0554998405,7.52803413802144e+39,0.3430676214222595,2.5705843924503635,0.0,4.691640886834938e+19,0.0,0.0,0.0,0.0,0.0,0.0
94,202.5152,47.1622,1.8455e+37,9.636899999999999e+35,2.3566e+36,2.0043e+35,1.201,0.1512,0.031025,0.0065667,0.0089916,0.022329,219.10455617076676,296.9851493305328,0.677205079860172,10927.310518792961,4.6194082549308326e+21,1.1322247088376887e+39,0.023147765672303207,0.0494775222298145,0.005005897756873505,1.0697010832926803,0.7759863248661878,4.101289535416962e+35,8.384880525841866e-06,6.59277076522496e+35,5.990784294609293e+37,6.097724897615712e+37,1070464.4195530463,7.172861584205481e+39,0.31436017616697,2.534497869906319,0.0,4.6585932655388066e+19,0.0,0.0,0.0,0.0,0.0,0.0
95,202.5152,47.1639,1.6944999999999999e+37,8.8592e+35,1.5957e+36,2.2166e+35,0.7197,0.2214,0.048065,0.013359,0.0097323,0.039092,219.12714617313685,315.3450610782732,0.8961025278972523,10702.479290357825,4.52436316301976e+21,1.039585353088845e+39,0.02125380055904513,0.06547043585565114,0.002999787356887478,0.9333470724603133,0.4650102897636931,3.765719381069652e+35,7.698824194548383e-06,8.90705539367655e+35,3.5899812296671994e+37,3.7167089774146616e+37,982878.3304972296,3.0027401634046055e+39,0.13952686674789075,1.5187994312835784,0.0,3.6062766688909013e+19,0.0,0.0,0.0,0.0,0.0,0.0
96,202.5152,47.1644,1.5607999999999998e+37,8.1697e+35,1.9536e+36,2.5168e+35,1.1694,0.1806,0.04712,0.014207,0.010177,0.037726,219.13379029134225,320.74503503129466,0.8046634713951786,10636.543623085068,4.496489537101441e+21,9.575596453827496e+38,0.019576826150815956,0.05878976894836385,0.004874185542787574,1.0627939186149422,0.7555690327214987,3.4685953437435895e+35,7.091369019091837e-06,8.047751264595802e+35,5.833158329821903e+37,5.948321795905296e+37,905326.9390617148,6.857321361116655e+39,0.30461776385973605,2.467811664503288,0.0,4.596897663750818e+19,0.0,0.0,0.0,0.0,0.0,0.0
97,202.5153,47.2055,8.234e+37,4.2687e+36,6.3788e+36,6.1302999999999994e+35,0.4114,0.1174,0.10527,0.02976,0.016067,0.074204,218.94621972565352,764.6237378840184,2.0096303355615426,5817.079500905612,2.459110594492427e+21,5.051605663814429e+39,0.10327754134150345,0.14682217735344014,0.0017147596479415153,0.7540619780612641,0.26581246798497055,1.8298573846991747e+36,3.7410515442851225e-05,3.6750222961501025e+36,2.052130440301634e+37,2.6026184083865617e+37,4776052.035003947,1.487685967950332e+39,0.10273794119934704,0.8681868640128722,519251.5806339943,2.7265623568637956e+19,5.023742594942671,76.78254061378895,21282333.42034162,2.3700829209706,30.36847548293051,14843444.486240765
98,202.5153,47.2061,4.2538e+37,2.2085000000000002e+36,4.5321000000000005e+36,3.2725999999999998e+35,0.9148,0.0815,0.058951,0.013454,0.011292,0.04064,218.95420096346623,771.1037060420318,1.5250888796981097,5762.7235004611175,2.436132153756577e+21,2.6097304071816635e+39,0.05335462780647163,0.1114218366048439,0.003812985235626879,1.0057968705956728,0.5910676852519472,9.453300149421118e+35,1.932679749706103e-05,2.815242743354008e+36,4.5631719173260445e+37,4.939229193155656e+37,2467375.5339445947,4.706678417620913e+39,0.24984363935657639,1.9305234399586182,0.0,4.065803344715159e+19,0.0,0.0,0.0,0.0,0.0,0.0
99,202.5153,47.2066,1.1161e+37,5.8834e+35,1.3567e+36,1.5558999999999999e+35,1.1232,0.1854,0.023037,0.0046856,0.0069703,0.015698,218.96085199528147,776.5036795387762,1.1017711794969982,5718.051152835531,2.4172473777603357e+21,6.84733675174069e+38,0.013999036178194315,0.08049451590776095,0.0046816189513075104,1.049943313387701,0.7257184347124913,2.4803301275962457e+35,5.070910406335468e-06,2.0497060071884333e+36,5.602705178771986e+37,5.832479080766793e+37,647383.0065907099,6.537228185217047e+39,0.32024015443921294,2.3703147439456926,0.0,4.505176792066218e+19,0.0,0.0,0.0,0.0,0.0,0.0
100,202.5153,47.2089,1.1403e+37,6.0075999999999996e+35,1.1001000000000001e+36,1.1436e+35,0.758,0.1737,0.030406,0.0073185,0.0061799,0.017488,218.9914467410333,801.3435580202648,1.111942487596474,5520.266505831715,2.333635950273517e+21,6.995805123205724e+38,0.014302572308928391,0.0812373820512485,0.003159425894846059,0.9488490471873499,0.4897565647365282,2.5341102450479336e+35,5.180861156118927e-06,2.1427385923552612e+36,3.7810278895202693e+37,4.020642851206275e+37,661419.9824526354,3.3652738313431534e+39,0.17739731627600183,1.599624800490416,0.0,3.700989846666845e+19,0.0,0.0,0.0,0.0,0.0,0.0
101,202.5153,47.2094,2.0219e+37,1.0545e+36,2.0864e+36,1.7355e+35,0.8643,0.1004,0.043852,0.0097604,0.0069528,0.024341,218.998097772937,806.7435316944222,1.307862804872553,5479.032318709322,2.316204621306434e+21,1.2404471085336889e+39,0.02536031829467887,0.09555105714430452,0.003602495779571832,0.9879242596072282,0.5584387848308461,4.493306589899515e+35,9.186339710213854e-06,2.539247019364916e+36,4.311269663472781e+37,4.610127431308268e+37,1172783.5328606365,4.225727794975458e+39,0.2238729892744333,1.823952130691117,0.0,3.9519873641724715e+19,0.0,0.0,0.0,0.0,0.0,0.0
102,202.5153,47.21,1.8885e+37,9.8577e+35,2.6602e+36,2.4144e+35,1.3559,0.1118,0.041258,0.0082104,0.0056952,0.022591,219.00607901091524,813.2235001490105,1.45489914358302,5430.425633522585,2.2956566445274927e+21,1.1586054525277569e+39,0.023687106731045578,0.10629328990328468,0.005651537692377007,1.0941808901648606,0.8760698233855654,4.196849248244342e+35,8.58024756058107e-06,2.850002859415155e+36,6.763450811874054e+37,7.090419590298013e+37,1095406.153522584,9.205602155710406e+39,0.4601876240038517,2.861386895758516,0.0,4.949907932489552e+19,0.0,0.0,0.0,0.0,0.0,0.0
103,202.5144,47.1611,7.427099999999999e+37,3.8512e+36,5.535700000000001e+36,4.1836e+35,0.3504,0.0917,0.093764,0.019412,0.013627,0.071529,224.9645868513354,285.09800964079943,1.8608659731466644,11026.313020884361,4.661260545540978e+21,4.5565679409419654e+39,0.09315674366012633,0.1359574206624321,0.0014605050574591806,0.698478135883282,0.22639934074364043,1.650538472419145e+36,3.3744430318873e-05,1.7953367324741215e+36,1.7478524703006625e+37,2.0924399907899892e+37,4308017.496863956,1.0997916277941221e+39,0.06292405613636214,0.7394571637095537,533299.5251767245,2.5163169299587973e+19,5.465822563917396,110.37821477400855,28846318.856123444,2.5977464643446786,43.18031929169517,21914732.979021676
104,202.5144,47.1616,7.2155e+37,3.7416000000000004e+36,9.8138e+36,9.926699999999999e+35,1.3006,0.1262,0.087584,0.016049,0.012545,0.066462,224.9711756583293,290.4979838706087,2.1562328187584505,10959.619054266768,4.6330663563653766e+21,4.426750141760142e+39,0.09050268393850111,0.15753730650167916,0.005421041317726628,1.0872769277702192,0.8403395621323595,1.603514204432462e+36,3.278304277117961e-05,2.0929616673336157e+36,6.487605373496124e+37,6.857252960672731e+37,4185280.9641208374,8.593612200314906e+39,0.4074923337263362,2.744686036303212,0.0,4.8479168872158765e+19,0.0,0.0,0.0,0.0,0.0,0.0
105,202.5144,47.1622,2.4666999999999997e+37,1.2844e+36,3.4133e+36,2.6389e+35,1.3277,0.1219,0.034117,0.0061426,0.0099005,0.028326,224.9790822268345,296.97795288810295,0.836114248675071,10879.689290188218,4.5992768697973756e+21,1.5133344293090905e+39,0.030939362548832467,0.061087635793562786,0.005533997045629436,1.0883148396689408,0.8578493284969504,5.481794037937155e+35,1.1207252664911476e-05,8.175421296419592e+35,6.622784602791638e+37,6.759356756135205e+37,1430785.4693641285,8.639522101551682e+39,0.3805769423183692,2.8018757884051784,0.0,4.898163395584348e+19,0.0,0.0,0.0,0.0,0.0,0.0
106,202.5144,47.1639,1.7272999999999998e+37,9.0276e+35,1.2442e+36,1.7264e+35,0.2964,0.2511,0.031786,0.010261,0.010931,0.039431,225.00148417025716,315.33786477060136,0.7826191677497041,10653.85314510441,4.503806959697563e+21,1.0597083389733619e+39,0.021665204901527676,0.057179185387763634,0.0012354272232617041,0.6380572817233179,0.19150903138246297,3.8386114410868156e+35,7.847848351279682e-06,7.814560808324723e+35,1.478491644398163e+37,1.5950233668922784e+37,1001903.6531530626,7.763214385046237e+38,0.03979053331474673,0.62549972409678,158678.05840788968,2.314314575238654e+19,1.7158623693281694,61.598087426719374,47885609.90404916,0.12207206972135662,10.245246248963591,3975657.8645914285
107,202.5144,47.1644,1.8253e+37,9.5331e+35,1.641e+36,2.1799e+35,0.6466,0.2533,0.033181,0.012335,0.012423,0.039383,225.00807297709423,320.73783876335835,0.7631664208033148,10587.614656885873,4.4758053193355897e+21,1.1198318943600288e+39,0.022894400802847492,0.05575793390487938,0.002695098659112746,0.9015707753052787,0.4177791487580991,4.0563986935771234e+35,8.293103453708567e-06,7.667995749157317e+35,3.225346482010298e+37,3.3425904264376424e+37,1058747.6049906127,2.5117149907219206e+39,0.11601420824723094,1.3645348232151753,0.0,3.41822889447379e+19,0.0,0.0,0.0,0.0,0.0,0.0
108,202.5144,47.165,1.6463e+37,8.6099e+35,1.7819e+36,2.4063e+35,0.9397,0.2468,0.029838,0.01177,0.012204,0.033633,225.01597954524925,327.2178075022277,0.7239111493667822,10508.242713166,4.4422516455931894e+21,1.0100143799292803e+39,0.020649236860640893,0.05288988305163861,0.00391677112584016,1.0088597801969277,0.6071559945684901,3.658603609946868e+35,7.479831378863974e-06,7.328512427093566e+35,4.687377187047752e+37,4.797248347418156e+37,954920.386838353,4.681650442067098e+39,0.2094128966505739,1.9830704815578415,0.0,4.120765532131659e+19,0.0,0.0,0.0,0.0,0.0,0.0
109,202.5145,47.205,2.5584e+37,1.3317e+36,1.9457e+36,1.3910000000000001e+35,0.3823,0.1038,0.036571,0.011941,0.0076983,0.026844,224.80936009154567,759.2165638871006,1.340264737320848,5773.450228690855,2.440666767909586e+21,1.5695928989923288e+39,0.032089538713638864,0.09791873955503859,0.0015934677039573194,0.7295783289918121,0.24701046794033601,5.6855806813388e+35,1.162388422504136e-05,2.4694697205641022e+36,1.9069748841208426e+37,2.210777662990641e+37,1483975.167154979,1.2137534212951088e+39,0.07804776143742088,0.8067764659993218,167416.64002401775,2.628363574534315e+19,1.5590651685237469,38.68011091805341,30152156.931239806,0.12297759138610172,10.22076842905071,3653230.8347840006
110,202.5145,47.2055,2.9265e+37,1.5219e+36,2.5829000000000002e+36,1.6791e+35,0.6174,0.0865,0.038262,0.0093739,0.0081305,0.027051,224.8159558117502,764.6165373610212,1.3853084502705382,5726.827021771782,2.420957286190098e+21,1.7954243350926556e+39,0.036706549032779916,0.10120953341049867,0.002573389904324481,0.8873270792451499,0.3989125370294624,6.5036162695192305e+35,1.3296316910797193e-05,2.5732422557614366e+36,3.0796921094852426e+37,3.402052497756578e+37,1697488.0107407155,2.480117902249796e+39,0.1413108311144426,1.302913392906046,0.0,3.34015486677126e+19,0.0,0.0,0.0,0.0,0.0,0.0
111,202.5145,47.2061,1.6536e+37,8.646599999999999e+35,1.7555e+36,1.4061999999999999e+35,0.9091,0.1321,0.025393,0.0049656,0.0062214,0.017865,224.82387067591716,771.0965055666379,1.267112868439943,5671.606118217839,2.39761321655072e+21,1.0144929712999198e+39,0.0207407994124739,0.09257418463943252,0.0037892270197949236,1.0008181170200634,0.5873848192638229,3.674826537938492e+35,7.5129983405755125e-06,2.376605788187532e+36,4.534739385703003e+37,4.809148229901141e+37,959154.6812099254,4.576920610896171e+39,0.23736986536882604,1.9184945991106033,0.0,4.053116805471773e+19,0.0,0.0,0.0,0.0,0.0,0.0
112,202.5136,47.1616,3.7217e+37,1.9333000000000002e+36,3.3099000000000004e+36,3.1343999999999997e+35,0.6294,0.1566,0.0454,0.0079224,0.012044,0.03987,230.8457681009006,290.4908475273559,1.1725463286994104,10913.381426782673,4.6135198743905934e+21,2.2832840416587517e+39,0.04668059577491783,0.08566782370022469,0.002623407200812809,0.8924916948277155,0.40666593910972404,8.270804261154868e+35,1.6909244027648698e-05,1.14296180412634e+36,3.1395500707969086e+37,3.3365542938210916e+37,2158736.077079693,2.4652839877723684e+39,0.11871265276735926,1.3282372683755512,0.0,3.372458857072355e+19,0.0,0.0,0.0,0.0,0.0,0.0
113,202.5136,47.1622,1.7223e+37,9.0017e+35,1.8379000000000002e+36,1.9878999999999998e+35,0.9173,0.2065,0.021886,0.004117,0.010985,0.023155,230.853608295705,296.970816592363,0.7287030956180227,10833.110513736763,4.579586170601596e+21,1.0566408106373077e+39,0.02160249082492973,0.05324002677815103,0.003823405505728614,1.0059187561639942,0.5926829773520017,3.827499846572005e+35,7.825131254216985e-06,7.155803542924493e+35,4.575642325932642e+37,4.685475359827607e+37,999003.4515286979,4.476622654018076e+39,0.20016135100671037,1.9357992473480985,0.0,4.071355144751549e+19,0.0,0.0,0.0,0.0,0.0,0.0
114,202.5136,47.1639,1.6016e+37,8.3799e+35,1.11e+36,2.1399999999999997e+35,0.2355,0.3903,0.018984,0.0082851,0.015389,0.034216,230.87582218039813,315.3307286095514,0.6609281861156668,10606.282628199611,4.4836970124142466e+21,9.825906766049538e+38,0.020088573015855225,0.0482882771740756,0.000981589443583439,0.5617280773898123,0.15216051582513507,3.559265954984452e+35,7.276740531123453e-06,6.629058208212486e+35,1.1747124907414554e+37,1.276595732373425e+37,928992.5843165317,5.607576561255788e+38,0.029017977836597403,0.49698105608904086,203785.66534280326,2.062902710833597e+19,1.9925991944574388,72.36711454976331,48918003.63468912,0.2635994257852623,10.813823346956898,5691392.803951164
115,202.5136,47.1644,1.7911999999999998e+37,9.356399999999999e+35,1.6942e+36,2.4971e+35,0.7267,0.2492,0.02029,0.0099263,0.016183,0.032526,230.88235567576905,320.73070264183286,0.728305341588216,10539.745180719614,4.45556899009599e+21,1.0989113511081376e+39,0.022466690800449475,0.053210932239637854,0.0030289641131723364,0.9379960574644552,0.4695331076438457,3.980617618986108e+35,8.138172851740964e-06,7.350960241796645e+35,3.624898373765672e+37,3.7382141523734997e+37,1038968.2299124447,3.034371531560955e+39,0.13822117614148907,1.5335716919741231,0.0,3.6237720496219193e+19,0.0,0.0,0.0,0.0,0.0,0.0
116,202.5136,47.165,2.3847999999999997e+37,1.242e+36,2.5369000000000003e+36,4.3460999999999996e+35,0.9124,0.2792,0.025686,0.012344,0.015854,0.035148,230.8901958700094,327.2106714280139,0.9655121042212502,10460.010003370175,4.421861763068543e+21,1.463088315164519e+39,0.02991210597415805,0.07054155282298213,0.0038029817763292136,1.0037005533006793,0.5895170048358949,5.299786119784541e+35,1.083514661502448e-05,9.81942896764841e+35,4.551200325063712e+37,4.702392475938042e+37,1383280.1667570332,4.478634533668964e+39,0.20506108552433802,1.9254586648647172,0.0,4.060466475193579e+19,0.0,0.0,0.0,0.0,0.0,0.0
117,202.5136,47.1655,2.2e+37,1.1466000000000001e+36,2.5271e+36,3.6116e+35,1.0337,0.2231,0.02474,0.010998,0.011366,0.029148,230.896729365416,332.61064537421913,0.850638175605973,10393.65735971558,4.393811864668806e+21,1.3497124678639476e+39,0.02759419370309784,0.062148706553499,0.004308573281665397,1.0346575537284999,0.6678909775305398,4.889101586517105e+35,9.995522707587161e-06,8.706367922173533e+35,5.156264550655807e+37,5.292219245742714e+37,1276088.7147205106,5.539624525118593e+39,0.24886826689165018,2.1814408394022995,0.0,4.32195806763628e+19,0.0,0.0,0.0,0.0,0.0,0.0
118,202.5136,47.1661,1.3538e+37,7.1048e+35,1.3739999999999998e+36,1.7892e+35,0.8379,0.2605,0.018305,0.0073762,0.0082661,0.01947,230.90456955962756,339.090614059633,0.6688337423572599,10314.148642092961,4.3602003711642305e+21,8.305639722700964e+38,0.016980463379660842,0.048865834199672185,0.00349245772729751,0.9756726391824634,0.5413813002542704,3.0085753308303892e+35,6.150881200696135e-06,6.898350366797771e+35,4.179582148587115e+37,4.278651405563396e+37,785258.5918130124,3.849868461429969e+39,0.17295965528412413,1.7682396046582054,0.0,3.891162662700287e+19,0.0,0.0,0.0,0.0,0.0,0.0
119,202.5137,47.2044,1.7129e+37,8.952099999999999e+35,1.4771e+36,1.3821e+35,0.5808,0.1412,0.029649,0.010997,0.0068699,0.021359,230.67130301146324,752.7294552835206,1.1923456641095151,5742.419489482183,2.4275488417180843e+21,1.0508738573655253e+39,0.021484588360925583,0.08711184493959019,0.00242083715003508,0.8713831693179672,0.3752646606846643,3.8066100488841584e+35,7.782423111739112e-06,2.2087960348213715e+36,2.8971253274846595e+37,3.1560710314556386e+37,993551.072474892,2.2040263850462554e+39,0.12346813401251307,1.2256755727240547,0.0,3.2396388221056524e+19,0.0,0.0,0.0,0.0,0.0,0.0
120,202.5137,47.205,2.0000999999999999e+37,1.0433000000000001e+36,3.1112000000000003e+36,3.0358e+35,1.5126,0.121,0.028643,0.0082549,0.0066947,0.020698,230.67915150192172,759.2094234640585,1.2961238439593925,5684.890661718539,2.4032291208306046e+21,1.2270726849884915e+39,0.02508688492071181,0.09469372005669197,0.006304680222353758,1.1130021067169837,0.9773163322169822,4.444860037814937e+35,9.087293167020492e-06,2.4253386023057053e+36,7.545096023335566e+37,7.832078483944286e+37,1160138.6537784059,1.1151775280009014e+40,0.5360640318389434,3.192074502931139,0.0,5.2281174908199e+19,0.0,0.0,0.0,0.0,0.0,0.0
121,202.5137,47.2055,1.156e+37,6.0881e+35,1.3571e+36,1.5203999999999999e+35,1.068,0.2286,0.018413,0.00405,0.0053833,0.013105,230.6856919106039,764.6093969776964,1.1275327651226832,5637.535102313743,2.3832100446219466e+21,7.092125512957833e+38,0.014499494509445954,0.0823765400654134,0.004451539387461202,1.0409280499114781,0.6900527851432878,2.5690006518244422e+35,5.252192840895799e-06,2.1275883577192477e+36,5.327358556738321e+37,5.56580739902849e+37,670526.615553141,5.98312780580013e+39,0.29688127931972164,2.253824916785969,0.0,4.393078028907962e+19,0.0,0.0,0.0,0.0,0.0,0.0
122,202.5128,47.1616,1.4005e+37,7.3444e+35,1.0263e+36,1.9205999999999998e+35,0.3236,0.3521,0.01867,0.0038899,0.013928,0.020944,236.72036055677157,290.48377133087564,0.6566459015814606,10868.194835921475,4.594417707349818e+21,8.592146869288448e+38,0.01756621285508569,0.04797543492317931,0.0013487997619685812,0.6707422614490587,0.20908340943105608,3.11235762359873e+35,6.363058887261736e-06,6.427392508775236e+35,1.6141696900379408e+37,1.7095671913616804e+37,812346.4749845796,8.64162733284698e+38,0.042395296486280654,0.6829005084943253,0.0,2.4181739996789944e+19,0.0,0.0,0.0,0.0,0.0,0.0
123,202.5128,47.1622,1.1582e+37,6.1008999999999996e+35,1.0153e+36,2.0829e+35,0.6066,0.4154,0.013314,0.0033445,0.015415,0.019344,236.72813437773223,296.9637404431645,0.5936904616582572,10787.587692711437,4.5603418657133555e+21,7.105622637636472e+38,0.014527088703149052,0.04337581826112315,0.002528374337484986,0.8820305203246345,0.3919344751572269,2.573889753410959e+35,5.262188363603386e-06,5.854592319758395e+35,3.0258199443047433e+37,3.110104765036437e+37,671802.7042678614,2.2410323120376165e+39,0.10185769424037237,1.2801219049834913,0.0,3.3108117956550623e+19,0.0,0.0,0.0,0.0,0.0,0.0
124,202.5128,47.1639,1.519e+37,7.953899999999999e+35,1.3092000000000001e+36,2.6958e+35,0.58,0.4218,0.011776,0.0066763,0.01483,0.023958,236.75016020365496,315.32365259467656,0.6617260171935696,10559.782006005336,4.464039352127735e+21,9.319151084933347e+38,0.0190525364704571,0.04834656270173672,0.002417502663602525,0.8703856664745383,0.3747477672126469,3.3757024135997646e+35,6.90145408764768e-06,6.666286381380372e+35,2.8931347967305485e+37,2.9935546846803503e+37,881081.2534820251,2.0900501445971163e+39,0.09630130517555432,1.2239873143594213,0.0,3.2374068970580087e+19,0.0,0.0,0.0,0.0,0.0,0.0
125,202.5128,47.1644,1.8757999999999998e+37,9.7931e+35,1.6213e+36,2.3005e+35,0.5843,0.2688,0.013779,0.0078524,0.014962,0.024208,236.756638387475,320.7236266663852,0.6827756497682503,10492.949694895498,4.435786679239385e+21,1.1508139305541784e+39,0.02352781297648678,0.049884468594553893,0.0024354255281775097,0.8738428162918427,0.37752606962474067,4.16862579817672e+35,8.522546134041816e-06,6.92215112461736e+35,2.9145838995338966e+37,3.0254916687618372e+37,1088039.641396697,2.1195835466367648e+39,0.09776512091020244,1.2330617030693274,0.0,3.2493854688557957e+19,0.0,0.0,0.0,0.0,0.0,0.0
126,202.5128,47.165,2.7949999999999997e+37,1.454e+36,1.864e+36,2.6187999999999998e+35,0.1747,0.2688,0.01995,0.010042,0.01502,0.029,236.76441220827672,327.203595500178,0.7935820973494017,10412.856192981317,4.401927974183609e+21,1.714748339854424e+39,0.03505716881825384,0.057980119573115114,0.0007281684747092433,0.4690298389735225,0.11287661195180933,6.2113813337796844e+35,1.2698857258048232e-05,8.107417784535037e+35,8.714321534290119e+36,1.014620144612159e+37,1621212.7080199209,3.959603993681943e+38,0.022387761776799884,0.36867342037688083,382276.50274232076,1.776763988446144e+19,3.572211174815769,106.12234331019657,41707102.852617756,1.3324676634871913,28.301613011519393,24729252.847892415
127,202.5128,47.1655,4.1406999999999997e+37,2.15e+36,2.9987e+36,3.0710999999999998e+35,0.305,0.1908,0.030592,0.012842,0.012409,0.03656,236.7708903920393,332.6035694857094,0.9140758033085902,10346.201145167972,4.3737502375326526e+21,2.5403429162201124e+39,0.051936035393826005,0.06678353271100301,0.0012712729524116727,0.6520820141159366,0.19706563620665052,9.20195588149608e+35,1.88129367615028e-05,9.3985701726885e+35,1.5213898500048573e+37,1.707395110546703e+37,2401772.9732014625,8.367258635354845e+38,0.04315693946233695,0.6436485015165921,387726.6621073892,2.3476492432531177e+19,3.9935374064896143,111.24192128777533,39457771.591437556,1.3138795561406373,22.791927505323002,17673694.108956106
128,202.5128,47.1661,3.24e+37,1.6841e+36,3.8695000000000004e+36,3.9609e+35,1.0952,0.1849,0.028054,0.0099055,0.0096013,0.029493,236.7786642126934,339.0835382186374,1.0488144495974967,10266.324904087798,4.3399833772623213e+21,1.9877583617632682e+39,0.04063872163547136,0.07662769349224198,0.0045649119261680785,1.0464177164066666,0.7076271631918808,7.200313245597918e+35,1.4720678896628364e-05,1.0867860773998503e+36,5.4630366023780975e+37,5.643718342574062e+37,1879330.6525883882,6.188609065959263e+39,0.2809632487452109,2.311225701183514,0.0,4.448668127387712e+19,0.0,0.0,0.0,0.0,0.0,0.0
