ID RA Dec highres_co lowres_co hi
431 202.492 47.1822 1.86329e+21 2.93650e+21 1.05862e+21
432 202.492 47.1828 1.65376e+22 4.35229e+21 1.11796e+21
433 202.492 47.1833 1.92497e+22 4.35229e+21 1.17106e+21
434 202.491 47.1822 2.79818e+21 3.55822e+21 1.17574e+21
435 202.490 47.1772 4.47754e+21 9.84832e+20 7.71721e+20
436 202.490 47.1778 9.73675e+20 1.78532e+21 7.51541e+20
437 202.490 47.1839 1.00312e+22 5.59192e+21 1.15321e+21
438 202.489 47.1772 3.46508e+21 1.25315e+21 8.46083e+20
439 202.489 47.1778 0.00000 2.23818e+21 8.37528e+20
440 202.489 47.1783 0.00000 2.23818e+21 8.26096e+20
441 202.489 47.1978 3.95070e+21 1.80958e+21 4.33283e+20
442 202.488 47.1772 5.00409e+21 1.70137e+21 9.19674e+20
443 202.488 47.1778 2.89666e+21 2.66929e+21 9.24529e+20
444 202.488 47.1783 1.98710e+21 2.66929e+21 9.23341e+20
445 202.488 47.1789 7.73364e+20 3.67523e+21 9.05677e+20
446 202.488 47.1794 0.00000 3.67523e+21 9.45586e+20
447 202.488 47.1800 1.64439e+21 4.43733e+21 1.08219e+21
448 202.488 47.1806 1.57154e+22 5.62463e+21 1.16891e+21
449 202.488 47.1883 6.18328e+20 2.27340e+21 7.03306e+20
450 202.488 47.1928 2.37032e+21 2.17650e+21 4.47672e+20
451 202.488 47.1933 3.91016e+21 2.17650e+21 4.52719e+20
452 202.488 47.1772 4.56284e+21 2.25498e+21 1.04735e+21
453 202.488 47.1778 4.41732e+21 3.30872e+21 1.08172e+21
454 202.488 47.1783 4.36676e+21 3.30872e+21 1.09944e+21
455 202.488 47.1789 4.03652e+21 4.40458e+21 1.12315e+21
456 202.488 47.1794 5.73708e+21 4.40458e+21 1.13899e+21
457 202.488 47.1800 4.10534e+21 5.31952e+21 1.27447e+21
458 202.488 47.1806 1.02456e+22 6.64649e+21 1.34989e+21
459 202.488 47.1811 7.00184e+21 6.64649e+21 1.41118e+21
460 202.488 47.1922 1.33682e+21 2.27950e+21 4.89978e+20
461 202.487 47.1778 3.21898e+21 4.06004e+21 1.11781e+21
462 202.487 47.1783 4.31776e+21 4.06004e+21 1.14827e+21
463 202.487 47.1789 4.48460e+21 5.10515e+21 1.20148e+21
464 202.487 47.1794 6.69003e+21 5.10515e+21 1.23188e+21
465 202.487 47.1800 6.48056e+21 6.11869e+21 1.35586e+21
466 202.487 47.1806 1.17842e+22 7.51423e+21 1.41359e+21
467 202.487 47.1811 6.88266e+21 7.51423e+21 1.44270e+21
468 202.487 47.1817 6.67108e+21 7.21019e+21 1.47324e+21
469 202.487 47.1983 2.15187e+21 2.18968e+21 5.39995e+20
470 202.487 47.1989 3.29004e+21 2.11345e+21 5.12434e+20
471 202.486 47.1778 0.00000 4.73083e+21 1.13884e+21
472 202.486 47.1789 2.90662e+21 5.80844e+21 1.25463e+21
473 202.486 47.1794 1.30228e+22 5.80844e+21 1.28789e+21
474 202.486 47.1800 1.10016e+22 6.83282e+21 1.39507e+21
475 202.486 47.1806 9.73616e+21 8.28657e+21 1.44174e+21
476 202.486 47.1811 1.26030e+22 8.28657e+21 1.45765e+21
477 202.486 47.1978 5.90731e+20 2.61404e+21 6.02742e+20
478 202.486 47.1983 2.41816e+21 2.61404e+21 5.78318e+20
479 202.486 47.1989 1.04992e+21 2.55133e+21 5.76032e+20
480 202.486 47.1994 0.00000 2.38049e+21 5.83710e+20
481 202.486 47.2000 0.00000 2.20197e+21 6.42317e+20
482 202.486 47.2033 2.99327e+21 3.31350e+21 6.19903e+20
483 202.486 47.2039 0.00000 3.41220e+21 5.76241e+20
484 202.486 47.2067 3.65462e+21 3.12748e+21 6.06030e+20
485 202.485 47.1789 3.20849e+21 6.47000e+21 1.34503e+21
486 202.485 47.1794 1.48885e+22 6.47000e+21 1.34939e+21
487 202.485 47.1800 2.22598e+22 7.54601e+21 1.39768e+21
488 202.485 47.1806 1.62534e+22 9.00972e+21 1.41419e+21
489 202.485 47.1878 3.88928e+21 1.51787e+21 5.15845e+20
490 202.485 47.1961 9.51149e+20 3.66346e+21 8.03039e+20
491 202.485 47.1967 2.23880e+21 3.47873e+21 8.01052e+20
492 202.485 47.1972 2.26027e+21 3.47873e+21 7.80482e+20
493 202.485 47.1978 3.50141e+21 3.28498e+21 7.41139e+20
494 202.485 47.1983 3.40342e+21 3.28498e+21 6.98825e+20
495 202.485 47.1989 9.02171e+20 3.23425e+21 7.11366e+20
496 202.485 47.1994 2.45735e+21 3.13221e+21 7.60875e+20
497 202.485 47.2000 1.93497e+21 2.91479e+21 7.77383e+20
498 202.485 47.2033 2.29356e+21 3.64691e+21 7.88615e+20
499 202.485 47.2039 0.00000 3.73352e+21 7.28310e+20
500 202.485 47.2044 3.18045e+21 3.63385e+21 6.96736e+20
501 202.484 47.1789 2.55582e+21 7.16975e+21 1.35924e+21
502 202.484 47.1794 9.71793e+21 7.16975e+21 1.36377e+21
503 202.484 47.1883 1.64161e+21 1.17584e+21 4.78504e+20
504 202.484 47.1956 2.89673e+21 4.84286e+21 8.43405e+20
505 202.484 47.1961 3.51033e+21 4.84286e+21 8.56537e+20
506 202.484 47.1967 5.76997e+21 4.68808e+21 8.38520e+20
507 202.484 47.1972 1.37764e+22 4.68808e+21 8.16830e+20
508 202.484 47.1978 7.43476e+21 4.47369e+21 8.02568e+20
509 202.484 47.1983 3.73833e+21 4.47369e+21 7.86659e+20
510 202.484 47.1989 2.69274e+21 4.39582e+21 7.92160e+20
511 202.484 47.1994 2.34679e+21 4.12432e+21 8.17564e+20
512 202.484 47.2000 4.40239e+21 4.01992e+21 8.29215e+20
513 202.484 47.2044 2.07641e+21 3.89338e+21 7.54035e+20
514 202.484 47.2067 6.50104e+20 3.24515e+21 7.57029e+20
515 202.484 47.2078 1.40267e+21 3.05926e+21 6.40156e+20
516 202.484 47.2083 1.06517e+21 3.05926e+21 5.90219e+20
517 202.484 47.2089 0.00000 2.84852e+21 5.29288e+20
518 202.484 47.2094 2.27344e+21 2.84852e+21 5.21443e+20
519 202.484 47.2106 1.92803e+21 1.92658e+21 4.95910e+20
520 202.483 47.1789 2.14520e+21 7.92404e+21 1.35156e+21
521 202.483 47.1794 3.99726e+21 7.92404e+21 1.36969e+21
522 202.483 47.1944 0.00000 5.88806e+21 7.96122e+20
523 202.483 47.1950 2.77138e+21 6.21937e+21 8.91424e+20
524 202.483 47.1956 6.16727e+21 6.49089e+21 8.99511e+20
525 202.483 47.1961 1.20470e+22 6.49089e+21 8.92756e+20
526 202.483 47.1967 1.32602e+22 6.42757e+21 8.55190e+20
527 202.483 47.1972 1.67638e+22 6.42757e+21 8.43484e+20
528 202.483 47.1978 1.47992e+22 6.16336e+21 8.55947e+20
529 202.483 47.1983 1.34333e+22 6.16336e+21 8.61644e+20
530 202.483 47.1989 6.00836e+21 5.95300e+21 8.60484e+20
531 202.483 47.1994 4.48704e+21 5.59057e+21 8.62146e+20
532 202.483 47.2000 7.99492e+21 5.39646e+21 8.81983e+20
533 202.483 47.2067 5.93753e+20 3.38035e+21 8.05325e+20
534 202.483 47.2072 7.36248e+20 3.38035e+21 7.44748e+20
535 202.483 47.2078 0.00000 3.08589e+21 6.76210e+20
536 202.483 47.2083 0.00000 3.08589e+21 6.34261e+20
537 202.483 47.2089 0.00000 2.88156e+21 5.63742e+20
538 202.483 47.2094 0.00000 2.88156e+21 5.54014e+20
539 202.483 47.1789 2.97854e+21 8.53738e+21 1.33647e+21
540 202.483 47.1794 7.60057e+21 8.53738e+21 1.35762e+21
541 202.483 47.1800 1.58037e+22 9.59830e+21 1.34143e+21
542 202.483 47.1928 2.79845e+21 5.78739e+21 5.16787e+20
543 202.483 47.1933 1.14800e+21 5.78739e+21 5.69724e+20
544 202.483 47.1939 6.51439e+20 7.21051e+21 7.56714e+20
545 202.483 47.1944 2.52603e+21 7.21051e+21 8.52203e+20
546 202.483 47.1950 1.40274e+22 7.74500e+21 9.79677e+20
547 202.483 47.1956 3.31749e+22 8.15523e+21 9.74112e+20
548 202.483 47.1961 3.92121e+22 8.15523e+21 9.36518e+20
549 202.483 47.1967 2.07332e+22 8.05864e+21 8.67672e+20
550 202.483 47.1972 1.79456e+22 8.05864e+21 8.62849e+20
551 202.483 47.1978 1.96248e+22 7.76440e+21 8.83729e+20
552 202.483 47.1983 2.18460e+22 7.76440e+21 8.88348e+20
553 202.483 47.1989 2.34807e+22 7.65789e+21 9.23408e+20
554 202.483 47.1994 1.94722e+22 7.36426e+21 9.40919e+20
555 202.483 47.2000 1.65194e+22 7.06370e+21 9.65316e+20
556 202.483 47.2067 3.94731e+21 3.58783e+21 8.94142e+20
557 202.483 47.2072 3.87928e+21 3.58783e+21 8.54679e+20
558 202.483 47.2078 7.75739e+20 3.20116e+21 8.00148e+20
559 202.483 47.2083 0.00000 3.20116e+21 7.35229e+20
560 202.483 47.2089 0.00000 2.99869e+21 6.37333e+20
561 202.483 47.2094 0.00000 2.99869e+21 6.33876e+20
562 202.483 47.2100 2.93010e+21 2.78192e+21 6.61871e+20
563 202.482 47.1789 7.73096e+21 9.07019e+21 1.35384e+21
564 202.482 47.1794 2.25753e+22 9.07019e+21 1.37277e+21
565 202.482 47.1800 3.48733e+22 1.00866e+22 1.31092e+21
566 202.482 47.1922 5.46237e+21 3.68290e+21 4.92222e+20
567 202.482 47.1928 2.94504e+21 7.01187e+21 5.46063e+20
568 202.482 47.1933 2.37618e+21 7.01187e+21 6.13599e+20
569 202.482 47.1939 4.91865e+21 8.44778e+21 7.97937e+20
570 202.482 47.1944 1.12494e+22 8.44778e+21 8.88846e+20
571 202.482 47.1950 2.99424e+22 9.09260e+21 9.77599e+20
572 202.482 47.1956 3.35202e+22 9.61170e+21 9.57283e+20
573 202.482 47.1961 2.40581e+22 9.61170e+21 9.17314e+20
574 202.482 47.1967 4.66299e+21 9.38077e+21 8.40840e+20
575 202.482 47.1972 3.39430e+21 9.38077e+21 8.34346e+20
576 202.482 47.1978 8.67726e+21 9.23061e+21 8.56182e+20
577 202.482 47.1983 1.78932e+22 9.23061e+21 8.71648e+20
578 202.482 47.1989 2.33617e+22 9.15063e+21 9.47052e+20
579 202.482 47.1994 2.33870e+22 9.02310e+21 9.68210e+20
580 202.482 47.2000 2.64142e+22 8.79072e+21 9.99063e+20
581 202.482 47.2006 2.76234e+22 7.96672e+21 1.00509e+21
582 202.482 47.2011 1.78814e+22 7.96672e+21 9.78545e+20
583 202.482 47.2072 6.82677e+21 3.90795e+21 8.99537e+20
584 202.482 47.2078 2.43022e+21 3.43602e+21 8.50859e+20
585 202.482 47.2083 8.75830e+20 3.43602e+21 7.91008e+20
586 202.482 47.2089 1.02487e+21 3.18182e+21 7.13903e+20
587 202.482 47.2094 1.03453e+21 3.18182e+21 7.09017e+20
588 202.481 47.1728 0.00000 1.04781e+21 5.04797e+20
589 202.481 47.1789 2.57438e+21 9.57739e+21 1.33891e+21
590 202.481 47.1794 1.24807e+22 9.57739e+21 1.36560e+21
591 202.481 47.1800 3.42591e+22 1.05014e+22 1.28110e+21
592 202.481 47.1917 5.52552e+21 5.07024e+21 4.81887e+20
593 202.481 47.1922 1.41762e+22 5.07024e+21 5.24462e+20
594 202.481 47.1928 9.33859e+21 8.77794e+21 5.93495e+20
595 202.481 47.1933 2.02609e+22 8.77794e+21 6.63465e+20
596 202.481 47.1939 2.45672e+22 9.94013e+21 8.31290e+20
597 202.481 47.1944 3.62919e+22 9.94013e+21 9.20985e+20
598 202.481 47.1950 2.87504e+22 1.03659e+22 9.55666e+20
599 202.481 47.1956 7.73075e+21 1.07707e+22 9.20679e+20
600 202.481 47.1961 2.68410e+21 1.07707e+22 8.80073e+20
601 202.481 47.1967 9.80931e+20 1.04260e+22 7.92682e+20
602 202.481 47.1972 0.00000 1.04260e+22 7.92365e+20
603 202.481 47.1978 3.14740e+21 1.03699e+22 8.10734e+20
604 202.481 47.1983 5.66327e+21 1.03699e+22 8.20798e+20
605 202.481 47.1989 8.38566e+21 1.04432e+22 9.17383e+20
606 202.481 47.1994 8.95275e+21 1.02903e+22 9.52547e+20
607 202.481 47.2000 2.37013e+22 1.00755e+22 9.93375e+20
608 202.481 47.2006 3.57969e+22 9.11261e+21 9.94677e+20
609 202.481 47.2011 2.77750e+22 9.11261e+21 9.72513e+20
610 202.481 47.2072 4.05970e+21 4.35666e+21 9.38256e+20
611 202.481 47.2078 3.71785e+21 3.74609e+21 9.03649e+20
612 202.481 47.2083 4.63048e+21 3.74609e+21 8.60098e+20
613 202.481 47.2089 4.10538e+21 3.47782e+21 7.96727e+20
614 202.481 47.2094 5.60515e+21 3.47782e+21 7.91514e+20
615 202.481 47.2100 5.54037e+20 3.20563e+21 7.82692e+20
616 202.480 47.1733 0.00000 1.09997e+21 4.72377e+20
617 202.480 47.1789 1.59576e+21 1.00963e+22 1.25991e+21
618 202.480 47.1794 1.31456e+22 1.00963e+22 1.28614e+21
619 202.480 47.1800 2.02943e+22 1.08472e+22 1.22451e+21
620 202.480 47.1906 2.16809e+21 3.72082e+21 5.34429e+20
621 202.480 47.1911 4.00391e+21 3.72082e+21 5.09288e+20
622 202.480 47.1917 1.21688e+22 6.68412e+21 5.44892e+20
623 202.480 47.1922 1.92242e+22 6.68412e+21 5.74307e+20
624 202.480 47.1928 2.68820e+22 1.06478e+22 6.04101e+20
625 202.480 47.1933 3.30300e+22 1.06478e+22 6.43791e+20
626 202.480 47.1939 2.77892e+22 1.16365e+22 8.07586e+20
627 202.480 47.1944 1.94715e+22 1.16365e+22 8.74857e+20
628 202.480 47.1950 8.66173e+21 1.15298e+22 8.48908e+20
629 202.480 47.1956 3.17068e+21 1.17995e+22 8.11538e+20
630 202.480 47.1961 3.29664e+21 1.17995e+22 7.74421e+20
631 202.480 47.1967 8.24942e+21 1.11819e+22 7.12582e+20
632 202.480 47.1972 9.24916e+21 1.11819e+22 7.06486e+20
633 202.480 47.1978 5.91028e+21 1.11049e+22 7.03372e+20
634 202.480 47.1983 3.62251e+21 1.11049e+22 6.98344e+20
635 202.480 47.1989 6.01919e+21 1.12351e+22 7.76315e+20
636 202.480 47.1994 7.05840e+21 1.12523e+22 8.24226e+20
637 202.480 47.2000 1.16897e+22 1.10919e+22 8.87591e+20
638 202.480 47.2006 1.50703e+22 1.01027e+22 9.17014e+20
639 202.480 47.2011 9.87664e+21 1.01027e+22 9.30336e+20
640 202.480 47.2017 7.71446e+21 8.99600e+21 9.19979e+20
641 202.480 47.2028 2.36752e+22 7.61491e+21 8.00186e+20
642 202.480 47.2056 9.68287e+21 5.50403e+21 9.32153e+20
643 202.480 47.2061 6.58298e+21 5.50403e+21 9.48850e+20
644 202.480 47.2067 1.51473e+21 4.94696e+21 9.81253e+20
645 202.480 47.2072 0.00000 4.94696e+21 9.87977e+20
646 202.480 47.2078 2.96854e+21 4.35562e+21 9.75962e+20
647 202.480 47.2083 4.30406e+21 4.35562e+21 9.64292e+20
648 202.480 47.2089 4.56785e+21 3.98725e+21 9.37612e+20
649 202.480 47.2094 3.22005e+21 3.98725e+21 9.37554e+20
650 202.480 47.2100 7.39504e+20 3.55384e+21 9.50438e+20
651 202.479 47.1733 0.00000 9.31463e+20 4.61405e+20
652 202.479 47.1789 8.21153e+21 1.06302e+22 1.20655e+21
653 202.479 47.1794 2.74095e+22 1.06302e+22 1.22425e+21
654 202.479 47.1800 3.26449e+22 1.11285e+22 1.17227e+21
655 202.479 47.1900 1.37701e+21 2.64151e+21 5.48599e+20
656 202.479 47.1906 6.98684e+21 4.92872e+21 5.53206e+20
657 202.479 47.1911 8.90201e+21 4.92872e+21 5.41819e+20
658 202.479 47.1917 1.47045e+22 8.40123e+21 5.80730e+20
659 202.479 47.1922 1.77870e+22 8.40123e+21 6.00058e+20
660 202.479 47.1928 2.72640e+22 1.23920e+22 6.18114e+20
661 202.479 47.1933 2.40961e+22 1.23920e+22 6.53071e+20
662 202.479 47.1939 1.51228e+22 1.31929e+22 7.76759e+20
663 202.479 47.1944 6.33618e+21 1.31929e+22 8.11528e+20
664 202.479 47.1950 1.93543e+21 1.28516e+22 7.84311e+20
665 202.479 47.1956 2.02124e+21 1.25236e+22 7.61059e+20
666 202.479 47.1961 5.90137e+21 1.25236e+22 7.44147e+20
667 202.479 47.1967 8.85998e+21 1.14865e+22 7.00089e+20
668 202.479 47.1972 9.69138e+21 1.14865e+22 6.64641e+20
669 202.479 47.1978 8.10317e+21 1.12591e+22 6.34554e+20
670 202.479 47.1983 5.39012e+21 1.12591e+22 6.24923e+20
671 202.479 47.1989 3.14707e+21 1.14900e+22 7.03433e+20
672 202.479 47.1994 5.52719e+21 1.16490e+22 7.44764e+20
673 202.479 47.2000 5.13102e+21 1.16603e+22 8.42365e+20
674 202.479 47.2006 2.13289e+21 1.07453e+22 8.93912e+20
675 202.479 47.2011 9.85318e+20 1.07453e+22 9.07623e+20
676 202.479 47.2017 1.03814e+21 9.64501e+21 8.99578e+20
677 202.479 47.2022 9.29419e+20 9.64501e+21 8.57795e+20
678 202.479 47.2028 2.91245e+21 8.46474e+21 8.13850e+20
679 202.479 47.2033 8.02991e+21 8.46474e+21 7.86654e+20
680 202.479 47.2056 1.37917e+22 6.25057e+21 9.52496e+20
681 202.479 47.2061 1.70922e+22 6.25057e+21 9.62519e+20
682 202.479 47.2067 9.92951e+21 5.66866e+21 9.85139e+20
683 202.479 47.2072 1.85924e+21 5.66866e+21 9.91806e+20
684 202.479 47.2078 5.73050e+21 5.08169e+21 9.89204e+20
685 202.479 47.2083 9.74798e+21 5.08169e+21 9.89455e+20
686 202.479 47.2089 1.17596e+22 4.89844e+21 1.00073e+21
687 202.479 47.2094 5.21614e+21 4.54450e+21 1.01012e+21
688 202.479 47.2100 9.94990e+20 3.92343e+21 1.03251e+21
689 202.479 47.2106 0.00000 2.74567e+21 9.90659e+20
690 202.479 47.2111 0.00000 2.74567e+21 9.27943e+20
691 202.479 47.1733 0.00000 5.65850e+20 4.58241e+20
692 202.479 47.1800 4.18313e+22 1.12876e+22 1.11115e+21
693 202.479 47.1844 2.45552e+21 2.34426e+21 5.54586e+20
694 202.479 47.1850 3.20500e+21 2.18993e+21 5.25071e+20
695 202.479 47.1900 4.37129e+21 3.53157e+21 5.38136e+20
696 202.479 47.1906 1.25830e+22 6.25358e+21 5.96695e+20
697 202.479 47.1911 1.11380e+22 6.25358e+21 6.02651e+20
698 202.479 47.1917 8.68743e+21 9.77648e+21 5.97323e+20
699 202.479 47.1922 1.70797e+22 9.77648e+21 5.96099e+20
700 202.479 47.1928 1.79984e+22 1.35768e+22 6.06079e+20
701 202.479 47.1933 1.29789e+22 1.35768e+22 6.27465e+20
702 202.479 47.1939 6.59373e+21 1.41405e+22 7.20545e+20
703 202.479 47.1944 5.72810e+21 1.41405e+22 7.47965e+20
704 202.479 47.1950 6.82432e+21 1.35835e+22 7.43529e+20
705 202.479 47.1956 2.94640e+21 1.27027e+22 7.27383e+20
706 202.479 47.1961 4.83976e+21 1.27027e+22 7.11843e+20
707 202.479 47.1967 7.51289e+21 1.13397e+22 6.62642e+20
708 202.479 47.1972 4.99226e+21 1.13397e+22 6.29751e+20
709 202.479 47.1978 1.14118e+22 1.09306e+22 6.03205e+20
710 202.479 47.1983 9.85419e+21 1.09306e+22 5.88663e+20
711 202.479 47.1989 6.43703e+21 1.11392e+22 6.45027e+20
712 202.479 47.1994 1.26989e+22 1.13208e+22 6.79202e+20
713 202.479 47.2000 1.11184e+22 1.13627e+22 8.03084e+20
714 202.479 47.2006 4.42069e+21 1.07040e+22 8.65231e+20
715 202.479 47.2011 4.25310e+21 1.07040e+22 8.77145e+20
716 202.479 47.2017 1.10358e+21 9.87179e+21 8.92800e+20
717 202.479 47.2022 2.36822e+21 9.87179e+21 8.66407e+20
718 202.479 47.2028 0.00000 9.10855e+21 8.26785e+20
719 202.479 47.2033 0.00000 9.10855e+21 7.99933e+20
720 202.479 47.2039 0.00000 8.75404e+21 8.18461e+20
721 202.479 47.2044 0.00000 8.36356e+21 8.45059e+20
722 202.479 47.2061 1.94835e+22 7.21065e+21 9.57732e+20
723 202.479 47.2067 2.30525e+22 6.39757e+21 9.72840e+20
724 202.479 47.2072 9.70942e+21 6.39757e+21 9.81444e+20
725 202.479 47.2078 7.26282e+21 5.73400e+21 9.84994e+20
726 202.479 47.2083 4.41226e+21 5.73400e+21 9.95682e+20
727 202.479 47.2089 5.62392e+21 5.50445e+21 1.02925e+21
728 202.479 47.2094 4.11208e+21 5.05298e+21 1.05245e+21
729 202.479 47.2100 2.86302e+21 4.27829e+21 1.08699e+21
730 202.479 47.2106 5.18705e+21 2.94308e+21 1.06219e+21
731 202.479 47.2111 5.73844e+21 2.94308e+21 1.00480e+21
732 202.479 47.2117 3.71168e+21 2.28078e+21 8.86957e+20
733 202.478 47.1511 NaN 1.85906e+20 8.78376e+20
734 202.478 47.1844 0.00000 2.18665e+21 5.24065e+20
735 202.478 47.1894 6.69665e+21 4.02412e+21 5.13333e+20
736 202.478 47.1900 1.68176e+22 4.57780e+21 5.37824e+20
737 202.478 47.1906 1.30810e+22 7.48664e+21 6.22861e+20
738 202.478 47.1911 1.76079e+22 7.48664e+21 6.35473e+20
739 202.478 47.1917 1.50026e+22 1.07148e+22 5.91964e+20
740 202.478 47.1922 1.97634e+22 1.07148e+22 5.82455e+20
741 202.478 47.1928 1.76972e+22 1.42400e+22 5.79058e+20
742 202.478 47.1933 9.48918e+21 1.42400e+22 5.85616e+20
743 202.478 47.1950 6.75336e+21 1.36741e+22 7.02995e+20
744 202.478 47.1956 5.72083e+21 1.24777e+22 6.89440e+20
745 202.478 47.1961 9.96287e+21 1.24777e+22 6.65929e+20
746 202.478 47.1967 1.30015e+22 1.10190e+22 5.87436e+20
747 202.478 47.1972 8.13916e+21 1.10190e+22 5.79580e+20
748 202.478 47.1978 6.48138e+21 1.04676e+22 5.81013e+20
749 202.478 47.1983 8.46075e+21 1.04676e+22 5.68343e+20
750 202.478 47.1989 9.82432e+21 1.04167e+22 5.91585e+20
751 202.478 47.1994 1.07885e+22 1.03079e+22 6.24689e+20
752 202.478 47.2000 1.01517e+22 1.02229e+22 7.64214e+20
753 202.478 47.2006 4.35513e+21 9.91073e+21 8.26111e+20
754 202.478 47.2011 2.77403e+21 9.91073e+21 8.46442e+20
755 202.478 47.2017 0.00000 9.64198e+21 8.96759e+20
756 202.478 47.2022 1.21541e+21 9.64198e+21 8.77036e+20
757 202.478 47.2028 1.01059e+21 9.32407e+21 8.34827e+20
758 202.478 47.2033 6.34014e+21 9.32407e+21 7.90223e+20
759 202.478 47.2039 3.80891e+21 9.08747e+21 8.26145e+20
760 202.478 47.2044 0.00000 8.81344e+21 8.65123e+20
761 202.478 47.2050 0.00000 8.43516e+21 9.16024e+20
762 202.478 47.2067 2.21698e+22 7.04262e+21 9.53821e+20
763 202.478 47.2072 1.28135e+22 7.04262e+21 9.63415e+20
764 202.478 47.2089 2.26642e+21 6.03714e+21 1.00856e+21
765 202.478 47.2094 6.31846e+21 5.51254e+21 1.05623e+21
766 202.478 47.2100 8.17411e+21 4.66775e+21 1.10981e+21
767 202.478 47.2117 3.71331e+21 2.55321e+21 9.57872e+20
768 202.478 47.2144 0.00000 2.22317e+21 7.23293e+20
769 202.477 47.1894 1.32081e+22 5.07308e+21 4.93940e+20
770 202.477 47.1900 8.39291e+21 5.66947e+21 5.15034e+20
771 202.477 47.1906 1.19146e+22 8.48784e+21 5.82377e+20
772 202.477 47.1911 1.46990e+22 8.48784e+21 6.09440e+20
773 202.477 47.1917 8.28941e+21 1.13257e+22 6.13598e+20
774 202.477 47.1922 1.73031e+22 1.13257e+22 6.04073e+20
775 202.477 47.1928 1.25554e+22 1.45607e+22 5.80123e+20
776 202.477 47.1933 9.40466e+21 1.45607e+22 5.59104e+20
777 202.477 47.1950 8.76403e+21 1.34444e+22 5.66599e+20
778 202.477 47.1956 8.81865e+21 1.20823e+22 5.72598e+20
779 202.477 47.1961 1.24155e+22 1.20823e+22 5.65127e+20
780 202.477 47.1967 9.42113e+21 1.07819e+22 5.19854e+20
781 202.477 47.1972 4.94959e+21 1.07819e+22 5.19218e+20
782 202.477 47.1989 4.08968e+21 9.79778e+21 5.38192e+20
783 202.477 47.1994 6.90829e+21 9.22850e+21 5.59868e+20
784 202.477 47.2000 9.37294e+21 8.89084e+21 6.90132e+20
785 202.477 47.2006 5.70549e+21 8.82590e+21 7.50486e+20
786 202.477 47.2011 2.85669e+21 8.82590e+21 7.90674e+20
787 202.477 47.2017 3.76764e+21 9.09127e+21 8.67635e+20
788 202.477 47.2022 3.79966e+21 9.09127e+21 8.63357e+20
789 202.477 47.2028 5.17465e+21 9.08046e+21 8.34897e+20
790 202.477 47.2033 7.26870e+21 9.08046e+21 8.06797e+20
791 202.477 47.2039 1.24852e+22 9.02851e+21 8.23493e+20
792 202.477 47.2044 5.90415e+21 8.88244e+21 8.53882e+20
793 202.477 47.2050 0.00000 8.62166e+21 8.67677e+20
794 202.477 47.2056 0.00000 8.24883e+21 8.51146e+20
795 202.477 47.2089 2.92626e+21 6.51311e+21 9.59274e+20
796 202.477 47.2094 4.16493e+21 5.99884e+21 1.01771e+21
797 202.477 47.2100 9.83570e+20 5.11101e+21 1.07143e+21
798 202.477 47.2106 2.31197e+21 3.52747e+21 1.11981e+21
799 202.477 47.2111 5.99993e+20 3.52747e+21 1.10858e+21
800 202.476 47.1761 4.79791e+21 2.29449e+21 7.99090e+20
801 202.476 47.1767 1.02019e+22 3.95586e+21 9.87268e+20
802 202.476 47.1772 5.35609e+21 3.95586e+21 1.05709e+21
803 202.476 47.1883 1.36490e+21 4.78124e+21 3.90037e+20
804 202.476 47.1889 7.95138e+21 5.49148e+21 4.44491e+20
805 202.476 47.1894 1.99770e+22 6.00827e+21 4.80812e+20
806 202.476 47.1900 1.30271e+22 6.62477e+21 5.14198e+20
807 202.476 47.1906 1.53436e+22 9.36644e+21 5.79024e+20
808 202.476 47.1911 1.79752e+22 9.36644e+21 6.12123e+20
809 202.476 47.1917 8.15130e+21 1.22262e+22 5.88940e+20
810 202.476 47.1922 1.55840e+22 1.22262e+22 5.68109e+20
811 202.476 47.1928 1.07404e+22 1.46754e+22 5.46885e+20
812 202.476 47.1933 9.74231e+21 1.46754e+22 5.24546e+20
813 202.476 47.1939 5.29917e+21 1.42709e+22 5.21778e+20
814 202.476 47.1944 8.30236e+21 1.42709e+22 5.05960e+20
815 202.476 47.1950 7.76551e+21 1.33242e+22 5.07724e+20
816 202.476 47.1956 7.04263e+21 1.17616e+22 5.26346e+20
817 202.476 47.1961 1.10991e+22 1.17616e+22 5.28194e+20
818 202.476 47.1967 8.25427e+21 1.07208e+22 5.06985e+20
819 202.476 47.1972 5.39193e+21 1.07208e+22 4.91402e+20
820 202.476 47.1989 5.67295e+20 9.34510e+21 5.07751e+20
821 202.476 47.1994 1.40753e+21 8.56528e+21 5.29781e+20
822 202.476 47.2000 1.36387e+21 7.95901e+21 6.56805e+20
823 202.476 47.2006 4.87286e+21 7.91895e+21 7.34555e+20
824 202.476 47.2011 5.26476e+21 7.91895e+21 7.93271e+20
825 202.476 47.2017 8.17118e+21 8.31173e+21 8.45336e+20
826 202.476 47.2022 1.01475e+22 8.31173e+21 8.32681e+20
827 202.476 47.2028 4.68710e+21 8.69208e+21 8.13093e+20
828 202.476 47.2033 3.08472e+21 8.69208e+21 7.98920e+20
829 202.476 47.2039 7.12787e+21 8.68993e+21 7.99007e+20
830 202.476 47.2044 4.86678e+21 8.69414e+21 8.11412e+20
831 202.476 47.2050 1.66279e+21 8.58134e+21 8.27429e+20
832 202.476 47.2056 0.00000 8.36937e+21 8.13353e+20
