      6.00000  1.00000e+06   0.00050598750
      6.10000       968124.79   0.00050598750
      6.20000       955472.95   0.00050598750
      6.30000       933106.62   0.00050598750
      6.40000       895651.60    0.0015495375
      6.50000       853265.05       3688.4667
      6.60000       804079.22       8881.1786
      6.70000       758200.97       11372.017
      6.80000       720157.80       14617.139
      6.90000       687089.52       17643.371
      7.00000       657616.23       19847.542
      7.10000       631746.69       22078.643
      7.20000       607563.81       24080.957
      7.30000       589416.61       25550.280
      7.40000       577086.25       28376.251
      7.50000       558167.74       30466.218
      7.60000       544036.42       32894.403
      7.70000       529003.31       34661.646
      7.80000       516273.66       35602.934
      7.90000       502033.13       36698.654
      8.00000       490182.47       37121.593
      8.10000       479363.16       37631.156
      8.20000       465624.46       38039.217
      8.30000       455620.98       38348.152
      8.40000       441560.18       38580.736
      8.50000       432666.91       38748.830
      8.60000       423303.21       38923.690
      8.70000       415574.24       39166.048
      8.80000       405739.70       39361.251
      8.90000       396627.44       39647.797
      9.00000       386545.63       39962.838
      9.10000       377893.95       40693.039
      9.20000       367501.84       41662.034
      9.30000       349923.32       41719.210
      9.40000       339832.08       41770.567
      9.50000       329679.73       41844.121
      9.60000       319465.95       41884.780
      9.70000       309258.60       41910.033
      9.80000       300104.27       41914.042
      9.90000       292744.58       41933.900
      10.0000       284544.48       41946.011
      10.1000       281886.47       41970.382
      10.2000       273657.43       43498.971
      10.3000       270016.88       45255.444
      10.4000       260128.37       46908.022
      10.5000       256091.31       48478.143
      10.6000       239616.60       48478.151
      10.7000       237483.23       49293.074
      10.8000       234295.73       51860.334
      10.9000       228592.36       68079.733
      11.0000       943134.71       107618.37
