ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Sigma_star,LBol
642,202.4801,47.2056,9.5199e+36,5.0429e+35,1.7055e+36,2.8198e+35,1.7358,0.2996,0.018374,0.0039284,0.0047066,0.012242,477.21546894884483,765.443802030169,1.9149574317553133,670.2351011143596,1.3149033149171271e+39
643,202.4801,47.2061,9.0672e+36,4.8127e+35,2.1074000000000003e+36,3.3239e+35,2.147,0.2545,0.016777,0.0034441000000000003,0.0042949,0.010971999999999999,477.2196862787122,770.843777169615,2.1336570533387174,746.7799686685511,1.2523756906077348e+39
644,202.4801,47.2067,7.7735e+36,4.1559e+35,1.414e+36,4.1248e+35,1.7597,0.6414,0.014396,0.0027374,0.004607899999999999,0.009611,477.2247470747797,777.3237473748743,1.9289626334449843,675.1369217057445,1.0736878453038675e+39
645,202.4801,47.2072,7.7428e+36,4.1386e+35,1.354e+36,4.1476e+35,1.6976,0.6075,0.013359000000000001,0.002353,0.0049031000000000005,0.009198399999999999,477.2289644049077,782.7237225786972,1.7780194005768837,622.3067902019093,1.0694475138121548e+39
646,202.4801,47.2078,1.0302000000000001e+37,5.4421e+35,1.7067e+36,3.4646e+35,1.6121,0.3779,0.014495,0.0024864,0.0042883,0.01026,477.23402520092986,789.2036928644318,1.8574319668639083,650.1011884023679,1.4229281767955803e+39
647,202.4801,47.2083,1.3637e+37,7.1521e+35,2.7013e+36,3.6317e+35,1.8945,0.2161,0.016236,0.0029098,0.0038295,0.011683,477.23824253097433,794.6036681373922,2.1083178392521646,737.9112437382577,1.8835635359116024e+39
648,202.4801,47.2089,1.3360000000000002e+37,7.0105e+35,2.7238e+36,3.0510000000000003e+35,1.94,0.1794,0.015352000000000001,0.0030361,0.0037018,0.01139,477.24330332716147,801.0836385076982,2.005089854464764,701.7814490626674,1.8453038674033152e+39
649,202.4801,47.2094,1.2807000000000002e+37,6.7276e+35,2.0851e+36,3.8329e+35,1.5846,0.3238,0.014662,0.003247,0.0047475,0.011378000000000001,477.24752065734253,806.4836138532698,1.9511472153171745,682.9015253610111,1.768922651933702e+39
650,202.4801,47.21,1.2693e+37,6.669e+35,1.4149e+36,5.1299e+35,0.9862,0.8374,0.015037,0.0036567,0.0076001,0.012435,477.2525814534719,812.9635843136984,1.6798818643267737,587.9586525143708,1.7531767955801105e+39
651,202.4793,47.1733,1.6188e+37,8.4672e+35,1.3190000000000001e+36,2.2973e+35,0.4911,0.2958,0.080639,0.013869999999999999,0.012766,0.040475,482.81632856990586,416.6008740158677,1.196840588235309,418.89420588235816,2.235911602209945e+39
652,202.4793,47.1789,1.5141e+37,7.9277e+35,2.0934000000000002e+36,2.6117e+35,1.3265,0.1853,0.019609,0.0042696999999999995,0.0053163,0.015576,482.86294317597765,477.0805933046908,1.980190505155805,693.0666768045318,2.0912983425414366e+39
653,202.4793,47.1794,1.0343000000000001e+37,5.4651e+35,2.6849e+36,1.9582e+35,2.3215,0.1115,0.014272,0.0026064,0.003699,0.011049,482.8671051944255,482.4805681281583,1.9518156584281203,683.1354804498421,1.4285911602209945e+39
654,202.4793,47.18,1.6992e+37,8.8813e+35,4.143e+36,2.5731e+35,2.2227,0.0572,0.019733,0.003039,0.0051835,0.015406999999999999,482.8720996164218,488.9605378965104,2.1425779800874083,749.9022930305929,2.346961325966851e+39
655,202.4793,47.19,5.2378e+36,2.885e+35,6.0441e+35,7.3195e+35,1.0409,1.5141,0.014597999999999998,0.005654,0.0043143999999999995,0.010029000000000001,482.9553399811765,596.9600321651936,2.6879975071534465,940.7991275037062,7.234530386740332e+38
656,202.4793,47.1906,7.6064e+36,4.0713e+35,2.0148000000000002e+36,1.0047000000000001e+36,2.3535,1.7121,0.012676,0.0045306999999999995,0.0034466,0.0090156,482.9603344032278,603.4400017873016,3.3648209867438683,1177.687345360354,1.0506077348066298e+39
657,202.4793,47.1911,8.6897e+36,4.6206e+35,2.7737e+36,1.0797e+36,2.6481,0.9135,0.010383,0.0033493000000000004,0.0029267,0.0076611000000000005,482.9644964212792,608.8399764762204,3.5168934341267435,1230.9127019443602,1.2002348066298344e+39
658,202.4793,47.1917,1.5583e+37,8.1525e+35,4.4212000000000004e+36,1.2692e+36,2.4621,0.6056,0.011101,0.0031269,0.0030050999999999997,0.008377299999999999,482.9694908431232,615.3199461086115,4.108281310497211,1437.898458674024,2.1523480662983424e+39
659,202.4793,47.1922,2.6843e+37,1.3966000000000002e+36,6.8833e+36,1.3895000000000002e+36,2.3023,0.3512,0.013068999999999999,0.0031361,0.0033229999999999996,0.010029000000000001,482.97365286141024,620.7199208080606,4.621606854885704,1617.5623992099966,3.707596685082873e+39
660,202.4793,47.1928,3.3366000000000003e+37,1.7339000000000002e+36,7.573400000000001e+36,1.3448000000000002e+36,2.1095,0.3018,0.013385,0.002758,0.0034233,0.010667,482.97864728325084,627.1998904554753,5.178699155777179,1812.5447045220126,4.6085635359116025e+39
661,202.4793,47.1933,2.753e+37,1.4322e+36,7.1317e+36,1.3501e+36,2.3183,0.3397,0.010651,0.0019736000000000003,0.0032843000000000004,0.0090319,482.9828093014888,632.5998651694032,4.8596391078412235,1700.8736877444283,3.802486187845304e+39
662,202.4793,47.1939,1.8343e+37,9.5771e+35,6.0241e+36,1.3922e+36,2.6931,0.4367,0.0076806,0.0013677,0.0034866,0.007292100000000001,482.98780372344834,639.0798348365586,4.341190039085658,1519.4165136799804,2.5335635359116024e+39
663,202.4793,47.1944,1.4520000000000001e+37,7.6065e+35,4.1348e+36,1.7539000000000002e+36,2.4679,1.5408,0.006442,0.0011612999999999999,0.0044396999999999995,0.006948,482.99196574180155,644.479809568794,4.186127774530998,1465.1447210858494,2.0055248618784533e+39
664,202.4793,47.195,1.8688000000000001e+37,9.7553e+35,3.9727e+36,1.9406e+36,2.006,1.5112,0.0072998,0.0013307,0.0057082999999999995,0.0086935,482.99696016360514,650.9597792607558,4.411506588132951,1544.027305846533,2.5812154696132598e+39
665,202.4793,47.1956,3.9323000000000004e+37,2.0420000000000002e+36,4.9063e+36,1.9174e+36,1.1643,0.9264,0.012325,0.0021609000000000003,0.007295,0.015118000000000001,483.00195458567566,657.4397489678178,4.515712177274102,1580.4992620459357,5.431353591160222e+39
666,202.4793,47.1961,6.1576e+37,3.1937e+36,6.5185e+36,1.763e+36,0.9047,0.532,0.018623,0.0030212,0.0079178,0.021759,483.006116603781,662.839723736784,4.657763697209256,1630.2172940232394,8.504972375690608e+39
667,202.4793,47.1967,3.6516e+37,1.8967e+36,5.864e+36,1.3354e+36,1.5629,0.4393,0.013666,0.002092,0.005389,0.014778,483.0111110257483,669.3196934760423,4.093972680219558,1432.8904380768454,5.0436464088397794e+39
668,202.4793,47.1972,1.8197e+37,9.4987e+35,3.7445000000000004e+36,1.1227e+36,1.9547,0.7079,0.009902,0.001538,0.0042074,0.0097918,483.01527304412537,674.7196682733588,3.6446701089143168,1275.6345381200108,2.5133977900552488e+39
669,202.4793,47.1978,1.2202000000000001e+37,6.4166e+35,3.4697e+36,1.122e+36,2.4656,0.6756,0.0092286,0.001576,0.0043925,0.0085325,483.02026746605736,681.1996380493831,3.4356347297028322,1202.4721553959912,1.6853591160220998e+39
670,202.4793,47.1983,9.7887e+36,5.1798e+35,2.7413e+36,1.0645e+36,2.4414,0.9984,0.009119,0.0017489,0.004550899999999999,0.0079135,483.0244294842818,686.5996128795177,3.1858320144883003,1115.041205070905,1.3520303867403316e+39
671,202.4793,47.1989,1.236e+37,6.4963e+35,2.1686e+36,9.5103e+35,1.7027,1.8038,0.010376,0.0020973000000000003,0.0042533,0.0085927,483.0294239064401,693.0795826967383,3.0171622019197217,1056.0067706719026,1.7071823204419888e+39
672,202.4793,47.1994,1.8566e+37,9.6902e+35,3.1647e+36,7.8623e+35,1.6571,0.5497,0.012733,0.0025228,0.0041026000000000005,0.010198,483.033585924794,698.4795575632689,3.0892673033591773,1081.243556175712,2.564364640883978e+39
673,202.4793,47.2,3.2429000000000003e+37,1.6852e+36,4.7779000000000005e+36,8.1995e+35,1.4269,0.3108,0.018331999999999998,0.0034902,0.0055374,0.014497,483.03858034693013,704.9595274269002,3.489092673779425,1221.1824358227987,4.47914364640884e+39
674,202.4793,47.2006,3.5255e+37,1.8314e+36,5.0995000000000005e+36,9.053e+35,1.3978,0.3386,0.020063,0.0037457999999999997,0.0060519,0.016316999999999998,483.04357476889845,711.4394973180549,3.2711470533983813,1144.9014686894334,4.869475138121547e+39
675,202.4793,47.2011,2.1426e+37,1.1166e+36,4.1715e+36,6.4748e+35,1.8672,0.2777,0.015174000000000002,0.0028961,0.0053805,0.012882,483.0477367872139,716.8394722491452,2.8588187356118198,1000.586557464137,2.95939226519337e+39
676,202.4793,47.2017,1.1808e+37,6.2135e+35,2.368e+36,5.5657e+35,1.9139,0.5157,0.011801,0.0024091,0.0053073999999999994,0.010596,483.0527312093328,723.3194421938151,2.544163756414028,890.4573147449098,1.630939226519337e+39
677,202.4793,47.2022,1.2295000000000002e+37,6.4629e+35,2.3308e+36,4.5414e+35,1.8251,0.3902,0.013297,0.0029564,0.0057132,0.012139,483.0568932278884,728.7194171712242,2.4735882379152243,865.7558832703285,1.698204419889503e+39
678,202.4793,47.2028,1.5333e+37,8.0259e+35,2.4207000000000002e+36,3.8865e+35,1.5361,0.2969,0.016535,0.0038673,0.0062788,0.014722,483.0618876500429,735.199387174379,2.313360582018982,809.6762037066437,2.1178176795580113e+39
679,202.4793,47.2033,9.7959e+36,5.1842e+35,2.0028e+36,3.4468e+35,1.9444,0.325,0.014311,0.0033344,0.005278100000000001,0.012199,483.06604966860283,740.59936220267,2.179529743467441,762.8354102136043,1.3530248618784531e+39
680,202.4793,47.2056,1.433e+37,7.5098e+35,2.1998e+36,2.4245e+35,1.4917,0.1617,0.022097,0.0047656999999999995,0.0056851,0.015392,483.0851949537885,765.4392476599527,2.0120308155812747,704.2107854534462,1.9792817679558012e+39
681,202.4793,47.2061,1.3100000000000002e+37,6.8774e+35,2.5829000000000002e+36,2.7553e+35,1.8872,0.1504,0.020309,0.004104,0.0049091000000000004,0.013557,483.0893569723759,770.8392228353662,2.1398528346189885,748.948492116646,1.8093922651933705e+39
682,202.4793,47.2067,7.220000000000001e+36,3.8751e+35,2.0207e+36,3.3137e+35,2.4405,0.2529,0.014122999999999998,0.0026601,0.0037687,0.009502600000000002,483.0943513947259,777.3191930841541,2.093175512312864,732.6114293095025,9.972375690607735e+38
683,202.4793,47.2072,7.506000000000001e+36,4.0201e+35,1.4845000000000002e+36,3.8999e+35,1.892,0.5132,0.013427000000000001,0.0023909,0.0039128,0.0092844,483.09851341338407,782.7191683243072,1.9306507353348463,675.7277573671962,1.0367403314917128e+39
684,202.4793,47.2078,1.1093e+37,5.8474e+35,1.7577e+36,3.5848e+35,1.5418,0.3621,0.015196000000000001,0.0026536,0.0039361,0.010832,483.1035078358475,789.1991386531828,2.062290226787117,721.801579375491,1.532182320441989e+39
685,202.4793,47.2083,1.4636e+37,7.6672e+35,2.636e+36,4.2316e+35,1.7441,0.2518,0.016472,0.0029704,0.0037095999999999995,0.011895999999999999,483.1076698544938,794.5991139623802,2.3403372758203647,819.1180465371276,2.0215469613259668e+39
686,202.4793,47.2089,1.2521000000000002e+37,6.5799e+35,3.1102e+36,3.9521e+35,2.2521,0.188,0.013691,0.0026719,0.0031618,0.010008,483.11266427695915,801.0790843762068,2.318752317348844,811.5633110720954,1.7294198895027628e+39
687,202.4793,47.2094,1.2452e+37,6.5441e+35,2.7562e+36,4.5053e+35,2.0698,0.2949,0.012739,0.0027375999999999998,0.0033692,0.009435700000000002,483.11682629575677,806.4790597579265,2.2578496245045843,790.2473685766045,1.719889502762431e+39
688,202.4793,47.21,1.9815e+37,1.0336e+36,2.8333000000000004e+36,6.3330000000000004e+35,1.3795,0.4482,0.017399,0.0040574,0.0049621000000000005,0.013106999999999999,483.1218207183212,812.9590302614798,2.2200655468365103,777.0229413927785,2.7368784530386744e+39
689,202.4793,47.2106,1.8119e+37,9.4615e+35,2.3386000000000003e+36,7.3615e+35,1.2178,0.7842,0.01762,0.0043468000000000005,0.005914,0.013666999999999999,483.1268151408893,819.4390008160751,1.992387068188245,697.3354738658858,2.5026243093922652e+39
690,202.4793,47.2111,1.1359e+37,5.9844e+35,1.4484000000000002e+36,5.5369e+35,1.1986,1.1449,0.015085,0.0038897,0.0059832999999999996,0.011772,483.13097715970224,824.8389763182539,1.6051761258512438,561.8116440479354,1.5689226519337017e+39
691,202.4785,47.1733,1.1463000000000001e+37,6.0381e+35,1.1797e+36,2.1224e+35,0.86,0.3273,0.068511,0.011929,0.014374000000000001,0.03678,488.6896277225168,416.5963774539002,1.1447865006808868,400.6752752383104,1.5832872928176798e+39
692,202.4785,47.18,9.8413e+36,5.2085e+35,2.2067000000000002e+36,1.6173e+35,2.0903,0.1082,0.016266,0.0023772,0.0051841000000000005,0.012504000000000001,488.7446575964284,488.9560418180379,1.7789761129334904,622.6416395267216,1.3592955801104973e+39
693,202.4785,47.1844,1.6583000000000002e+37,8.6705e+35,1.5866e+36,2.1451e+35,0.7449,0.183,0.096013,0.018392,0.016233,0.046881,488.78079661688963,536.4758199129253,1.7423080870189074,609.8078304566176,2.2904696132596688e+39
694,202.4785,47.185,7.3841e+36,3.9594e+35,8.3472e+35,1.3442e+35,1.0084,0.2966,0.06355,0.010591,0.012832,0.030481,488.7857246651551,542.9557896003148,1.6367607974091007,572.8662790931853,1.019903314917127e+39
695,202.4785,47.19,5.2851000000000003e+36,2.9074e+35,2.4726000000000003e+36,9.4266e+35,3.2521,0.8609,0.011601,0.0039025999999999996,0.0028204000000000003,0.0078567,488.8267917335928,596.9555368085481,3.3463375322655677,1171.2181362929487,7.299861878453039e+38
696,202.4785,47.1906,5.7981e+36,3.1616e+35,4.3306e+36,1.0659e+36,3.9911,0.4225,0.00951,0.0028185,0.0022726,0.006598100000000001,488.8317197816793,603.4355064740207,3.900380249766992,1365.1330874184473,8.008425414364642e+38
697,202.4785,47.1911,7.740900000000001e+36,4.1373e+35,5.589400000000001e+36,1.0602e+36,3.9377,0.3307,0.008619700000000001,0.0022562,0.0021518,0.0061701,488.83582648873397,608.8354811988884,4.157004448258961,1454.9515568906363,1.0691850828729283e+39
698,202.4785,47.1917,1.8728000000000001e+37,9.7751e+35,7.4745e+36,1.4095000000000002e+36,3.0011,0.3435,0.011303,0.0025908000000000003,0.0028305999999999995,0.0083061,488.8407545368715,615.3154508746372,4.913394675512824,1719.6881364294884,2.586740331491713e+39
699,202.4785,47.1922,2.2713e+37,1.1831e+36,8.6998e+36,1.4007e+36,2.9362,0.2625,0.011212,0.0022332,0.003046,0.008469299999999999,488.84486124383665,620.7154256101204,4.967272842262774,1738.5454947919707,3.137154696132597e+39
700,202.4785,47.1928,1.7373e+37,9.076e+35,6.434000000000001e+36,1.2556000000000001e+36,2.8829,0.382,0.008737100000000001,0.0015314999999999999,0.0027543000000000003,0.0068812,488.8497892919252,627.1953953008951,4.563206666269884,1597.1223331944593,2.399585635359116e+39
701,202.4785,47.1933,1.9893000000000002e+37,1.0376000000000001e+36,5.749e+36,1.6201e+36,2.4912,0.6183,0.0091021,0.0014685,0.0032989000000000004,0.0075929000000000005,488.8538959988799,632.5953700508243,4.9401640120818815,1729.0574042286585,2.7476519337016575e+39
702,202.4785,47.1939,2.2036e+37,1.1483e+36,5.716e+36,2.2045000000000002e+36,2.3205,0.9382,0.0095975,0.001525,0.0043558,0.008751,488.85882404712214,639.0753397613553,5.1353065419531365,1797.3572896835979,3.043646408839779e+39
703,202.4785,47.1944,2.0437e+37,1.0658000000000001e+36,4.7936000000000005e+36,2.2501e+36,2.1614,1.5796,0.0091728,0.0015272999999999999,0.004933,0.0090551,488.86293075389887,644.4753145298232,4.765738129316729,1668.008345260855,2.822790055248619e+39
704,202.4785,47.195,2.2167e+37,1.1551e+36,5.0385e+36,2.163e+36,2.1117,1.2204,0.0097607,0.0017225,0.0050108999999999996,0.010048,488.8678588021743,650.9552842649854,4.749120008123497,1662.192002843224,3.061740331491713e+39
705,202.4785,47.1956,2.7129000000000002e+37,1.4114e+36,5.922e+36,2.1211e+36,2.0478,0.8088,0.01145,0.0020252,0.0050202,0.011554,488.8727868504607,657.4352540154765,4.902568261403192,1715.8988914911172,3.7470994475138125e+39
706,202.4785,47.1961,2.6200000000000004e+37,1.3634000000000002e+36,6.2551e+36,1.9703e+36,2.1894,0.6509999999999999,0.011795,0.0019554000000000004,0.004483399999999999,0.011142,488.8768935574963,662.8352288201844,4.802271367747856,1680.7949787117498,3.618784530386741e+39
707,202.4785,47.1967,1.6095e+37,8.4185e+35,5.3793e+36,1.8111000000000002e+36,2.7208,0.7489,0.0095428,0.0014738,0.0034890999999999998,0.008451299999999998,488.8818216056672,669.3151986029002,4.409949631601683,1543.482371060589,2.2230662983425415e+39
708,202.4785,47.1972,1.0438e+37,5.5108e+35,4.125e+36,1.5253000000000002e+36,2.9855,0.8824,0.0086104,0.0013212,0.0032478999999999997,0.007210300000000001,488.88592831252646,674.7151734364877,4.014623775949771,1405.11832158242,1.4417127071823206e+39
709,202.4785,47.1978,9.183300000000001e+36,4.871e+35,3.6621e+36,1.3861e+36,2.9998,0.9347,0.0089855,0.0014985,0.0035347,0.0073339,488.8908563609045,681.1951432556508,3.814237306804835,1334.9830573816923,1.2684116022099449e+39
710,202.4785,47.1983,1.1602000000000002e+37,6.1070000000000004e+35,3.5442e+36,1.3212e+36,2.5788,0.8206,0.010314,0.0019367000000000002,0.0036549,0.0081624,488.8949630678415,686.5951181217622,3.662483948391468,1281.8693819370137,1.602486187845304e+39
711,202.4785,47.1989,2.5253e+37,1.3143000000000001e+36,4.4084000000000005e+36,1.1321000000000001e+36,1.6948,0.5355,0.015625999999999998,0.0030906999999999996,0.0040961999999999995,0.012118,488.89989111611465,693.0750879826119,3.7559346255304153,1314.5771189356453,3.487983425414365e+39
712,202.4785,47.1994,4.0277e+37,2.0912000000000002e+36,7.7436e+36,9.63e+35,1.8473,0.2014,0.020686000000000003,0.003937400000000001,0.004622,0.015872999999999998,488.9039978231074,698.4750628852208,4.12063255460397,1442.2213941113896,5.563121546961327e+39
713,202.4785,47.2,4.862900000000001e+37,2.5234e+36,7.4586e+36,1.2474e+36,1.4904,0.3124,0.023202,0.0041467,0.0056348,0.018088999999999997,488.9089258715602,704.9550327921597,4.775320127214262,1671.3620445249917,6.716712707182321e+39
714,202.4785,47.2006,5.8809e+37,3.0504e+36,8.0558e+36,1.3617e+36,1.3118,0.2782,0.027306,0.0047341,0.007023000000000001,0.022468000000000002,488.91385391999944,711.435002726406,4.717593762416786,1651.157816845875,8.12279005524862e+39
715,202.4785,47.2011,3.8956e+37,2.0228e+36,6.9705e+36,9.2142e+35,1.7338,0.21,0.020634,0.0036889,0.0067412999999999995,0.018108000000000003,488.91796062697637,716.8349776935277,3.659001558655691,1280.6505455294919,5.380662983425414e+39
716,202.4785,47.2017,2.1259000000000001e+37,1.1081e+36,3.4012e+36,8.9943e+35,1.557,0.6782,0.014476,0.0028478,0.007000399999999999,0.013622,488.9228886754432,723.3149476814442,3.384743586799836,1184.6602553799426,2.936325966850829e+39
717,202.4785,47.2022,1.9785000000000002e+37,1.0319000000000001e+36,3.3928000000000004e+36,1.1418e+36,1.6666,0.9827,0.014977,0.0033509,0.0079702,0.014455,488.92699538252566,728.7149226951174,3.3408674199967647,1169.3035969988678,2.7327348066298343e+39
718,202.4785,47.2028,2.4234e+37,1.2615e+36,2.7777e+36,6.5568e+35,1.0303,0.5219,0.018571,0.0045536000000000005,0.0078446,0.017513,488.9319234310076,735.1948927416014,2.7517470522526977,963.1114682884441,3.3472375690607736e+39
719,202.4785,47.2033,2.1367e+37,1.1137000000000001e+36,2.6863e+36,5.9353e+35,1.1762,0.4415,0.018685,0.004645799999999999,0.0067309,0.016794999999999997,488.9360301381205,740.5948678060884,2.6226452645346847,917.9258425871396,2.951243093922652e+39
720,202.4785,47.2039,8.5977e+36,4.5731e+35,1.738e+36,5.1239e+35,1.9265,1.0746,0.01253,0.003042,0.0054183,0.010754000000000001,488.9409581866742,747.0748379155859,2.204945831904697,771.731041166644,1.1875276243093923e+39
721,202.4785,47.2044,4.9103e+36,2.7224e+35,1.9303e+36,6.7941e+35,2.9772,1.0978,0.011286,0.0026894,0.0053886,0.009363,488.94506489380814,752.4748130347937,2.315588689053785,810.4560411688248,6.782182320441989e+38
722,202.4785,47.2061,6.4171e+36,3.4713e+35,1.758e+36,1.6871e+35,2.4067,0.1675,0.014322999999999999,0.0028196,0.0035985,0.009856700000000001,488.95902769827677,770.8347286405461,1.9497709362476672,682.4198276866836,8.863397790055249e+38
723,202.4785,47.2067,9.667200000000001e+36,5.1185e+35,2.2964000000000002e+36,2.17e+35,2.1814,0.1422,0.016684,0.0030393,0.0038921999999999997,0.011303,488.9639557468631,777.3146989329013,2.096691120396507,733.8418921387774,1.3352486187845306e+39
