      6.00000  1.00000e+06       0.0000000
      6.10000  1.00000e+06       0.0000000
      6.20000  1.00000e+06       0.0000000
      6.30000  1.00000e+06       524.99223
      6.40000       991564.66       26426.231
      6.50000       921379.84       57078.344
      6.60000       856494.94       79326.167
      6.70000       800225.44       95328.046
      6.80000       755973.58       106781.76
      6.90000       715127.29       111784.30
      7.00000       687418.67       115431.06
      7.10000       658395.06       118884.35
      7.20000       633608.72       122007.63
      7.30000       607909.08       123622.59
      7.40000       592499.61       126415.01
      7.50000       573702.08       129010.11
      7.60000       556972.71       131841.29
      7.70000       540802.52       134408.23
      7.80000       527110.24       137657.30
      7.90000       511256.17       138546.09
      8.00000       498715.46       139291.86
      8.10000       485606.05       141244.30
      8.20000       472524.62       141633.73
      8.30000       459039.45       142071.21
      8.40000       444761.89       142290.81
      8.50000       433817.48       142522.39
      8.60000       422476.50       142821.05
      8.70000       413542.13       143014.93
      8.80000       403563.95       143196.35
      8.90000       396419.38       143417.81
      9.00000       389526.83       143692.95
      9.10000       381279.61       143992.82
      9.20000       365399.28       144172.44
      9.30000       352450.80       144262.75
      9.40000       341848.33       144291.98
      9.50000       332743.82       144364.96
      9.60000       324278.26       144387.68
      9.70000       316146.16       144404.45
      9.80000       313902.76       144437.63
      9.90000       306249.68       144473.55
      10.0000       298961.58       145222.66
      10.1000       296823.56       146722.29
      10.2000       283604.71       147500.73
      10.3000       281595.07       147679.78
      10.4000       279764.44       147679.79
      10.5000       278073.26       147679.79
      10.6000       276647.05       149513.36
      10.7000       260738.90       151677.01
      10.8000       250230.52       153830.73
      10.9000       244185.96       178058.31
      11.0000       921718.88       248536.29
