ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,L_Edd,F_Edd,tau_RP
28,202.53,47.2072,1.3884e+37,7.2825e+35,1.6926e+36,1.3387999999999999e+35,1.1277,0.1289,0.057254,0.011121,0.0073975,0.024611,111.11588998333336,783.126660191663,0.8678719183613345,7487.763011941278,3.165374884226135e+21,6.525788104276906e+39,0.13341646113692135,0.06340823100921636,0.004700375437490634,0.6861931422405789,0.7286259604925894,1.8106877056121815e+37,0.00037018600979180403,1.5412634407530993e+35,1.4062879785659654e+37,3.232388318585678e+37,5.564097133803447e+39,0.4630153622757895,1.6548196565047901
29,202.53,47.2077,2.2847e+37,1.1904e+36,3.0114e+36,2.3026999999999998e+35,1.251,0.087,0.08494,0.014725,0.0094367,0.035372,111.12355736264504,788.526633010835,1.057613989915448,7455.0002290216225,3.1515247543507846e+21,1.0738597005071626e+40,0.21954522382564404,0.07727111254912479,0.005214303158908204,0.715403341964025,0.8082921668672779,2.979601124324511e+37,0.0006091644890315001,1.8864827325572097e+35,1.5600481166853086e+37,4.558514068335392e+37,8.348386123258146e+39,0.5678927329392129,1.8357536492750663
30,202.53,47.2083,1.3527e+37,7.0997e+35,2.3423e+36,1.5080000000000001e+35,1.682,0.0792,0.060267,0.0093358,0.0081389,0.025319,111.13275821751114,795.0066004356796,0.7361511538278209,7416.436650638831,3.1352223977906074e+21,6.357990181975922e+39,0.12998591686827535,0.053784476802213106,0.007010757724447323,0.8157586710640418,1.0867685249166759,1.7641294003036575e+37,0.0003606673980447806,1.319912029820344e+35,2.0975227276296478e+37,3.8748512482315085e+37,8.367773652805093e+39,0.8245138390389627,2.468215538034102
31,202.5292,47.1933,3.7659999999999997e+37,1.9562000000000002e+36,2.2686e+36,3.5702e+35,0.014,0.2785,0.089811,0.017006,0.013093,0.048456,116.77382238347845,632.9991185919943,1.1917460489108045,8507.485069168079,3.596451907322287e+21,1.7701035725084143e+40,0.36188878755520437,0.08707115455370239,5.8353512569716125e-05,0.02267157360192529,0.00904563576030527,4.911444756075681e+37,0.0010041202195879674,1.862758002581615e+35,1.745857204923607e+35,4.947530908150733e+37,3.2004585973984226e+39,0.046447228127997515,0.02054400566734687
32,202.5292,47.1939,2.868e+37,1.4918e+36,2.3795e+36,3.6460000000000004e+35,0.5197,0.253,0.067651,0.010187,0.010911,0.035706,116.78295686387798,639.4790853672663,1.0006615836177553,8452.08139895073,3.573030574953692e+21,1.3480236447036994e+40,0.27559666561559376,0.07311016823519546,0.0021661657487486766,0.4541569727931454,0.33578692175933206,3.740314275205802e+37,0.0007646884731222226,1.574336058271608e+35,6.480871352848562e+36,4.404144771073374e+37,5.278763161396612e+39,0.19456575602472534,0.7626228389514406
33,202.5292,47.1944,1.3692e+37,7.184199999999999e+35,1.9428e+36,1.5210000000000001e+35,1.3674,0.1067,0.038346,0.0048529,0.0074782,0.020731,116.79056893099244,644.8790576895915,0.8507711946680816,8406.325879160635,3.5536878990533864e+21,6.435543843543603e+39,0.13157146253865795,0.062158898697312906,0.005699470934844988,0.7442276330043005,0.883500167045816,1.7856479447739838e+37,0.0003650667564152536,1.3457996766535977e+35,1.7052036728661001e+37,3.50430961440662e+37,6.743739557443496e+39,0.6095029911901491,2.0065623821092933
34,202.5292,47.2072,2.0208999999999998e+37,1.0542000000000001e+36,2.509e+36,1.656e+35,1.1564,0.0713,0.078649,0.013505,0.0079149,0.032564,116.98543785327104,783.1183547415644,1.035940211630383,7384.198648322493,3.1215941135237277e+21,9.49867846437136e+39,0.194195711834921,0.07568757997436663,0.004820000138258552,0.693264649562825,0.7471695138012153,2.6355652436413547e+37,0.000538828080659937,1.865540054595553e+35,1.4420780512668994e+37,4.0962986954542096e+37,7.156376474007177e+39,0.5007832491737726,1.6969348681228515
35,202.5292,47.2077,1.8815e+37,9.8229e+35,2.877e+36,1.9279e+35,1.4856,0.0787,0.07501,0.011286,0.0071492,0.030365,116.99304992100052,788.5183276020039,1.086730915111171,7350.974300703564,3.107548861913863e+21,8.843467529672282e+39,0.18080025326211285,0.07939843204542403,0.00619214130525502,0.7746095099726656,0.9598711775363935,2.453766146722356e+37,0.0005016601681239407,1.9658498869754708e+35,1.8526039025960793e+37,4.32602854818819e+37,8.689248744593418e+39,0.7118509329926246,2.180012487100751
36,202.5283,47.19,2.5092999999999997e+37,1.3063000000000001e+36,1.7893000000000002e+36,1.8801999999999998e+35,0.2804,0.1362,0.14514,0.02706,0.017965,0.063121,123.32896465359812,597.3500281559153,0.6133889421181089,8724.540052055558,3.688209671321021e+21,1.179426684677473e+40,0.24112786367824596,0.044815332516830536,0.0011687374946106,0.3056949098079935,0.1811711619421141,3.2725141599630123e+37,0.000669049088425939,9.349048496571916e+34,3.4967025732898526e+36,3.6315334657885696e+37,3.489303686615532e+39,0.09729778567977221,0.411467084937433
37,202.5284,47.1933,3.3769999999999997e+37,1.7549e+36,2.3556e+36,1.9218e+35,0.2457,0.0968,0.087039,0.014011,0.010718,0.045606,122.64490791605095,632.9908721383794,1.1358940019415027,8418.088706393219,3.558660513414996e+21,1.5872649400852137e+40,0.3245083472049721,0.0829904932952759,0.001024104145598518,0.2770520311432634,0.15875090759335747,4.404128768260109e+37,0.0009004020131568151,1.7943128956832298e+35,3.06397939464093e+36,4.728469836681034e+37,4.392487990970631e+39,0.10610152053885057,0.36054729946193753
38,202.5284,47.1939,2.7848e+37,1.4488000000000002e+36,2.4099e+36,2.2181e+35,0.5863,0.1201,0.070915,0.0091834,0.011505,0.037635,122.65397602276892,639.4708389629865,0.9457623233328551,8362.092754871604,3.534988800210106e+21,1.3089177983859354e+40,0.26760167168978577,0.0690991207473388,0.0024437617442588976,0.4879230145695257,0.3788183033047843,3.6318086449069456e+37,0.0007425050418238374,1.5039758784759502e+35,7.311400566047935e+36,4.377988460296498e+37,5.510134467369137e+39,0.21949221812846262,0.8603536087689622
39,202.5284,47.1944,1.2745e+37,6.6972e+35,1.0853000000000001e+36,1.6460000000000001e+35,0.5609,0.3021,0.039035,0.0043577,0.0096144,0.0218,122.66153277829328,644.8708113264623,0.7483896237677773,8315.842113293944,3.5154368166609745e+21,5.990432828364243e+39,0.12247139132743175,0.05467870833447445,0.0023378918000252695,0.47004392892413266,0.3624069355682304,1.662144541056414e+37,0.0003398171056465386,1.196727695431868e+35,6.994652187440366e+36,2.373577036754769e+37,2.9669955371041305e+39,0.1823580766607437,0.8230809127724898
40,202.5284,47.2072,2.1877999999999997e+37,1.1403000000000001e+36,2.2642000000000002e+36,1.8383e+35,0.8689,0.0954,0.093457,0.013724,0.010783,0.038225,122.854985727873,783.1101094309407,0.9833036681767484,7281.023619277374,3.0779779300123256e+21,1.028314550168324e+40,0.21023374652503346,0.07184185073002029,0.0036216690765590244,0.597347666639854,0.5614109222949464,2.8532285813442308e+37,0.0005833282571467219,1.7958431484407882e+35,1.08355380382723e+37,3.954740816655869e+37,6.025166756044229e+39,0.3477566271959862,1.2750490374541212
41,202.5284,47.2077,1.1907e+37,6.2671e+35,1.8988e+36,1.4302e+35,1.552,0.1008,0.060198,0.0076631,0.0073769,0.024629,122.86254248416992,788.510082332516,0.820689531445902,7247.326295689431,3.0637327326709023e+21,5.596554232038685e+39,0.114418741195428,0.05996097977596477,0.006468903679157102,0.7893210160002537,1.0027733357138413,1.552856418231363e+37,0.0003174736976801362,1.5058240737530171e+35,1.9354074157438844e+37,3.503322074712778e+37,7.214844368450682e+39,0.7298989680650593,2.2774497711230244
42,202.5275,47.19,2.1985e+37,1.1458e+36,1.6202e+36,1.6109e+35,0.3326,0.1294,0.12573,0.020047,0.01613,0.055149,129.20041524758443,597.3418490910605,0.6547810303076597,8639.156495824558,3.6521146501526837e+21,1.0333437876154405e+40,0.21126194886885735,0.047839511007577065,0.0013863127343348273,0.34384506256834996,0.21489846099125232,2.867183031394685e+37,0.0005861811743930287,1.007856545988965e+35,4.1476579025542264e+36,3.292027387109997e+37,3.335670657815043e+39,0.1101721423996416,0.48806687749711203
43,202.5267,47.1883,1.3721e+37,7.1987e+35,8.718399999999999e+35,1.2770999999999999e+35,0.0982,0.2135,0.10727,0.022039,0.011735,0.042396,135.0465725034001,578.973824010815,0.6652828373683506,8727.107597370092,3.68929507472385e+21,6.449174487091861e+39,0.1318501342019373,0.04860679677106687,0.0004093082095961516,0.13724436565746198,0.06344867369014125,1.7894299919839195e+37,0.00036583997697733667,1.0137012952380458e+35,1.2245941251678442e+36,1.9220264174530845e+37,1.440720340474005e+39,0.03667114453280798,0.1441015254666759
44,202.5234,47.1727,1.5399999999999999e+37,8.063199999999999e+35,1.2519e+36,1.9235e+35,0.4875,0.2201,0.078897,0.014384,0.0085231,0.035192,159.04209698982862,410.46182021340655,0.8828027861689076,10175.236052600761,4.301476501140541e+21,7.238341746316936e+39,0.14798426256904268,0.06449928183496503,0.0020319526698383294,0.4353659478790748,0.31498195951062996,2.0083974838971184e+37,0.0004106067812441502,1.1537021876759746e+35,6.079324195716132e+36,2.6278669253454914e+37,3.082386071757024e+39,0.15682066286406446,0.7153716259165428
45,202.5226,47.1728,1.3233e+37,6.9484e+35,9.0543e+35,1.4846e+35,0.2153,0.2807,0.063798,0.012458,0.0091918,0.030187,164.91689254984158,411.53400272111793,0.7343811939503273,10098.21817751634,4.268917985728141e+21,6.219803657728053e+39,0.12716076276468455,0.053655310123464486,0.0008973936611614201,0.24855189557300553,0.1391089556566946,1.7257872665201668e+37,0.0003528285413119377,9.67055256673691e+34,2.684878973000376e+36,2.0039457163869414e+37,1.8184645018687047e+39,0.06552453856083146,0.31593745858427
46,202.5226,47.175,1.4226e+37,7.4581e+35,1.9366e+36,2.8463999999999998e+35,1.3021,0.2486,0.046631,0.0090071,0.0061772,0.021341,164.94837784164253,435.2938837368136,1.1182145476090652,9833.217238983987,4.15689156157597e+21,6.686535693708099e+39,0.136702864890078,0.0816989025947816,0.005427293479787669,0.7266634381630502,0.8413087373923923,1.8552897796052212e+37,0.0003793046798687845,1.5121814956362587e+35,1.6237719046650206e+37,3.4941834992266046e+37,6.557921146029158e+39,0.5733522631777597,1.910739269960883
47,202.5226,47.1755,1.6458999999999998e+37,8.6081e+35,2.5435e+36,3.0697999999999997e+35,1.5022,0.1737,0.052518,0.0093065,0.0066644,0.024591,164.95553358951213,440.6938566324021,1.059964669992124,9773.451014085096,4.1316260040365216e+21,7.736095246924054e+39,0.15816058296258917,0.07744305138347211,0.00626133189873054,0.7839834561045116,0.9705967170807553,2.146507414770303e+37,0.0004388426631491862,1.4421746127648217e+35,1.8733047808830302e+37,4.0342339417809817e+37,8.095956900545948e+39,0.7013206580888192,2.204371808106319
48,202.5218,47.1755,1.2185e+37,6.4098e+35,2.0816000000000002e+36,1.8046999999999998e+35,1.6607,0.1121,0.036538,0.0063899,0.0051239,0.017788,170.82858826429572,440.686104908377,1.0266272533872698,9707.26553292183,4.1036467718625716e+21,5.727220401225446e+39,0.1170901454158302,0.07500735221976584,0.006921977023180541,0.8069511954471862,1.0730062362242117,1.5891119052783368e+37,0.0003248859499649331,1.406339761445524e+35,2.070960757297596e+37,3.6741360601903883e+37,7.919520394026271e+39,0.8114185691838102,2.436959300840211
49,202.5219,47.2172,1.1133e+37,5.8698e+35,9.1302e+35,1.3241e+35,0.5014,0.2422,0.027141,0.0070834,0.0045893,0.017147,170.68720946756832,891.0448172600165,1.1732918969665136,5826.351633827227,2.4630302934234e+21,5.232757055957562e+39,0.10698109059617873,0.08572241374190172,0.002089889371603976,0.44184865885482916,0.32396298358693304,1.4519148823523781e+37,0.0002968367075059172,2.6778178347582528e+35,6.252662875347832e+36,2.103959348234744e+37,2.5010681927425758e+39,0.17377922841033563,0.7357688886862658
50,202.5219,47.2189,1.4624e+37,7.6628e+35,9.579099999999999e+35,1.1313e+35,0.1464,0.2258,0.034489,0.0079182,0.0065805,0.020698,170.71137446442225,909.4047291271328,0.9302457742087552,5748.517857392732,2.4301268640978043e+21,6.873604525853173e+39,0.1405273932343948,0.06796509207497901,0.0006102110171576029,0.18194835492348693,0.09459150537919224,1.9071951171760688e+37,0.0003899164655139255,2.151856741150414e+35,1.825667820005829e+36,2.1112804665881558e+37,1.7796413618589105e+39,0.06033916262090495,0.21483160212139868
