,ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,E_dot_Wind,L_Edd,F_Edd,tau_RP,v_inf,R_UV,velocity_no_aging,distance_no_aging,time_no_aging,velocity_aging,distance_aging,time_aging
1026,1027,202.4719,47.2,1.6464e+37,8.6034e+35,4.1195000000000003e+36,2.9107e+36,2.2635,1.1393,0.013723,0.0026666,0.0074769,0.011612,537.339277737367,704.9202467916532,4.99398587261479,4792.783662989646,2.0261000526008285e+21,1.0100757304960014e+39,0.020650491142172853,0.3647868229900642,0.00943451255011089,1.1743050367600945,1.4624854673893557,3.6588258418371645e+35,7.4802857208052285e-06,8.865732431629718e+37,4.51628318096524e+38,5.406515249970049e+38,954978.3908708404,1.0918546523568789e+41,2.075487185650353,4.776716010435432,0.0,1.27909716367197e+20,0.0,0.0,0.0,0.0,0.0,0.0
1027,1028,202.4719,47.2006,1.1644999999999998e+37,6.1254999999999994e+35,4.2526000000000004e+36,2.3733e+36,2.8607,1.523,0.011599,0.0024625,0.0050828,0.010259,537.343658203101,711.4002170793752,4.628453394502822,4711.8471474484495,1.9918849721953307e+21,7.144273494670758e+38,0.014606108439662467,0.3380837033524554,0.01192370667201335,1.1972721586322752,1.8483464442503774,2.587890362499622e+35,5.290811905902385e-06,8.357884163168326e+37,5.707855664142814e+38,6.546231970822146e+38,675456.958314561,1.6387698224989965e+41,2.804380810553005,6.037000879634476,0.0,1.4379687382183304e+20,0.0,0.0,0.0,0.0,0.0,0.0
1028,1029,202.4719,47.2011,1.0163e+37,5.3683999999999996e+35,5.646600000000001e+36,1.8399e+36,3.5238,0.6186,0.011012,0.0023284,0.003834,0.0098035,537.3473085912127,716.8001923409864,4.510451245285094,4644.577173473041,1.9634472818270963e+21,6.235058095864226e+38,0.012747263209299241,0.32946197192436333,0.014687579113797549,1.2141190088373082,2.2767865208688365,2.258542701080606e+35,4.617477148964014e-06,8.262708170692766e+37,7.030916135668349e+38,7.859445495438707e+38,589494.9821683886,2.389938712462998e+41,3.8084614386869946,7.436356031620222,0.0,1.595948644088678e+20,0.0,0.0,0.0,0.0,0.0,0.0
1029,1030,202.4719,47.2017,1.1170999999999999e+37,5.886e+35,5.921700000000001e+36,1.3376e+36,3.4494,0.3764,0.011614,0.0023302,0.0037748,0.010144,537.3516890569273,723.2801626826931,3.934222070170918,4564.076402700228,1.9294164080456033e+21,6.853471808412799e+38,0.014011578993513905,0.28736928899430864,0.014377471875569913,1.2143220739213834,2.228715427971214,2.482552446499208e+35,5.075453825748008e-06,7.334166275080137e+37,6.882468391615416e+38,7.61836757156993e+38,647963.0469155828,2.2673363885052123e+41,3.508158540867195,7.279348003709288,0.0,1.5790106747037014e+20,0.0,0.0,0.0,0.0,0.0,0.0
1030,1031,202.4719,47.2022,2.2494999999999997e+37,1.1717e+36,5.7069e+36,9.3575e+35,2.2853,0.2682,0.017196,0.0032459,0.0049642,0.015004,537.3553394450819,728.680137990917,3.843834101616436,4497.187303793544,1.901139728699572e+21,1.3800809983908862e+39,0.028215063061417536,0.28076488447940173,0.009525377305398017,1.1747322658860637,1.4765708145018306,4.999106372213739e+35,1.022042196850787e-05,7.272188332048578e+37,4.55977996618505e+38,5.291997905762122e+38,1304800.7108017218,1.0786210811482192e+41,1.90068882102458,4.822721050871698,0.0,1.2852419616324367e+20,0.0,0.0,0.0,0.0,0.0,0.0
1031,1032,202.4719,47.2028,3.0255e+37,1.5727e+36,6.3745e+36,8.667799999999999e+35,1.992,0.1936,0.022365,0.003959,0.0062844,0.019825,537.3597199108514,735.1601083910155,3.629090423342784,4417.16627728728,1.8673116618778828e+21,1.8561613961465333e+39,0.03794828774941932,0.26507682485773554,0.008302871217062465,1.1580482379755583,1.2870647453234356,6.7236258409125e+35,1.3746115432638617e-05,6.990227595158408e+37,3.974568631094657e+38,4.6803150164514094e+38,1754912.0029031385,8.434943974937807e+40,1.538928162043447,4.2037633279378745,0.0,1.199935642150648e+20,0.0,0.0,0.0,0.0,0.0,0.0
1032,1033,202.4719,47.2033,3.488e+37,1.8118000000000002e+36,4.6806000000000004e+36,9.1097e+35,1.2793,0.3118,0.027915,0.0045992,0.0096884,0.02513,537.3633702990013,740.5600837503184,3.230289085196515,4350.6970489131545,1.8392124784857527e+21,2.1399077672315678e+39,0.043749339834729666,0.2359455054287103,0.005332260616459846,1.0792393565726164,0.8265772734398951,7.751448333532574e+35,1.584744691093819e-05,6.317076987854162e+37,2.5525429968671665e+38,3.1920021439861153e+38,2023180.6531568822,3.964307331930331e+40,0.8237811335408733,2.6997361573448404,0.0,9.616111412631313e+19,0.0,0.0,0.0,0.0,0.0,0.0
1033,1034,202.472,47.2039,2.6083e+37,1.357e+36,2.1587e+36,8.1599e+35,0.5158,1.2898,0.027104,0.0041622,0.013246,0.024553,536.6340114655352,747.040550699202,2.548359628883848,4265.140874825338,1.8030444848919172e+21,1.600206831786152e+39,0.03271542519808641,0.18613415893905177,0.0021499101273899698,0.8282674387472218,0.333267066083247,5.796474394596621e+35,1.1850600853727089e-05,5.0834201400687595e+37,1.0291578814852532e+38,1.5432963698867256e+38,1512919.17936614,1.0069722209406979e+40,0.27839155972539803,1.0885045805975682,0.0,6.105960006730484e+19,0.0,0.0,0.0,0.0,0.0,0.0
1034,1035,202.472,47.2045,1.2365e+37,6.4966e+35,1.7262e+36,6.0927999999999994e+35,1.3418,0.699,0.021577,0.0031572,0.01215,0.018667,536.6384002280712,753.5205211937498,2.2509026320457446,4185.84689227974,1.7695237684349695e+21,7.585997575062597e+38,0.015509191142672945,0.16440582797559344,0.005592767369003221,1.0913359552457946,0.8669595759412578,2.7478973235129092e+35,5.617938103605239e-06,4.575064002434511e+37,2.677247082933138e+38,3.137501380500102e+38,717219.8617054143,4.0417392768049635e+40,0.7299454373988583,2.831631342081847,0.0,9.848207267311688e+19,0.0,0.0,0.0,0.0,0.0,0.0
1035,1036,202.472,47.205,4.0159000000000003e+36,2.285e+35,1.0735000000000001e+36,3.4465e+35,2.3679,0.7538,0.017564,0.002543,0.0071779,0.013635,536.6420575302105,758.9204966347697,2.022955236100949,4120.017047004503,1.74169487767889e+21,2.4637774089521944e+38,0.005037069204194119,0.14775511292994536,0.009869663029559344,1.1799977897982565,1.529940065487632,8.924610482406383e+34,1.8245918018817855e-06,4.17740718527221e+37,4.724588886329839e+38,5.1432220659053006e+38,232938.39406573173,1.0813669919966167e+41,1.5881771693517508,4.997033727020127,0.0,1.3082627177738166e+20,0.0,0.0,0.0,0.0,0.0,0.0
1036,1037,202.472,47.2056,3.296e+36,1.9473e+35,8.465e+35,1.852e+35,2.3047,0.5379,0.019698,0.0029209,0.005137,0.013341,536.6464462928068,765.4004671998082,2.015442957028583,4041.3359143220564,1.708433237205187e+21,2.022114679127078e+38,0.00413411192933684,0.14720460497117246,0.009606238601387483,1.1776102657479381,1.489105481198254,7.324763104163808e+34,1.4975110383730584e-06,4.242870241127956e+37,4.5984881144999285e+38,5.0235076149231406e+38,191181.2910781274,1.0300931998079582e+41,1.530296425109502,4.863661316214066,0.0,1.290685667425989e+20,0.0,0.0,0.0,0.0,0.0,0.0
1037,1038,202.472,47.21,1.8587e+37,9.7037e+35,1.643e+36,1.8804e+35,0.6198,0.2371,0.016256,0.0049542,0.0053555,0.014919,536.6786305527954,812.9202526731355,1.8476301860873412,3476.9914154474945,1.469862398365886e+21,1.1403229836448724e+39,0.023313330834521796,0.13493238860085038,0.002583393363622147,0.8888721122930616,0.4004632174455148,4.130624144936065e+35,8.44485366208739e-06,4.520389882059685e+37,1.2366654806990306e+38,1.6928350930499352e+38,1078120.9518413695,1.2367579496473155e+40,0.3016468529738857,1.3079781679999471,0.0,6.693281220968306e+19,0.0,0.0,0.0,0.0,0.0,0.0
1038,1039,202.472,47.2106,1.0083e+38,5.2259000000000004e+36,1.0032e+37,7.6515e+35,0.8067,0.091,0.053787,0.014226,0.0099741,0.046962,536.6830193156483,819.4002236193244,3.634384622983395,3402.1246262945137,1.438213232430804e+21,6.185977642487356e+39,0.12646920686742522,0.2654138176637282,0.003362412756427857,0.9701456749576469,0.52122245484559,2.2407641498569077e+36,4.5811297936636976e-05,9.087336591488708e+37,1.6095805796707129e+38,2.540721880318153e+38,5848546.595694048,2.2134971261562717e+40,0.6446193192442536,1.7023975284374915,0.0,7.636059697292752e+19,0.0,0.0,0.0,0.0,0.0,0.0
1039,1040,202.472,47.2111,1.1607e+38,6.0149e+36,1.6877e+37,1.6927e+36,1.4061,0.1258,0.057314,0.013222,0.010044,0.049886,536.6866766180455,824.8001994478734,4.201418850088855,3340.198225560324,1.4120344827505698e+21,7.120960279316745e+39,0.14558445741448026,0.3068182160078803,0.005860776716019846,1.0995641877860396,0.9085048887546598,2.579445550668365e+36,5.273546912134735e-05,1.0699714846199318e+38,2.80554264667781e+38,3.901308586804426e+38,6732528.050800439,5.226866956131211e+40,1.2945239731936098,2.967325108139279,0.0,1.008141262844158e+20,0.0,0.0,0.0,0.0,0.0,0.0
1040,1041,202.472,47.2117,3.3729999999999997e+37,1.7528e+36,6.679100000000001e+36,4.9572e+35,1.8939,0.105,0.020572,0.0044696,0.0056718,0.018363,536.6910653809806,831.2801704910498,2.2189941838581366,3266.477434116316,1.380869775573007e+21,2.0693546155023156e+39,0.04230691607297681,0.16204359042773633,0.007893979818270383,1.1506006502362074,1.2236806833172964,7.495881659691906e+35,1.5324953678496133e-05,5.778505078155007e+37,3.7788330976055075e+38,4.3641794870807e+38,1956476.0157964914,7.526260799360728e+40,1.3065286556980555,3.9967406459746684,0.0,1.1700160208652974e+20,0.0,0.0,0.0,0.0,0.0,0.0
1041,1042,202.472,47.2122,8.3591e+36,4.4537999999999996e+35,1.3303e+36,3.9577e+35,1.5488,0.7294,0.0096257,0.002171,0.004766,0.0094735,536.6947226834462,836.6801464023445,1.667060635975988,3205.5660472616078,1.355120112582099e+21,5.128355222782511e+38,0.010484664753798415,0.12173592780792787,0.006455565733426881,1.1177637971655645,1.0007057618257715,1.8576585941752333e+35,3.797889721135993e-06,4.42361523167434e+37,3.090267015983637e+38,3.534486197745246e+38,484861.5079645555,5.131298642506258e+40,0.871353020260572,3.268468193930813,0.0,1.0580616086759965e+20,0.0,0.0,0.0,0.0,0.0,0.0
1042,1043,202.4711,47.1761,1.0724999999999999e+37,5.6602e+35,7.6278e+35,3.9357e+35,0.2764,1.3722,0.034974,0.0070952,0.0072058,0.021105,543.0377789195155,446.7974975111784,1.7113761544957211,8151.6511439082815,3.446026771246707e+21,6.579848280836744e+38,0.013452169430260195,0.1250268326093086,0.001152065062447824,0.6171339898601153,0.1785866945820269,2.3834370234270882e+35,4.8728173199487404e-06,1.7865737465670316e+37,5.514913502181542e+37,7.325321618982845e+37,622093.2484262488,3.437527765111306e+39,0.07968681140360775,0.5832932649809379,0.0,4.469740457242978e+19,0.0,0.0,0.0,0.0,0.0,0.0
1043,1044,202.4711,47.1767,1.5849e+37,8.2925e+35,9.589e+35,5.3451e+35,0.0209,1.1988,0.036738,0.007458,0.0092034,0.023362,543.0420930115645,453.27746785466775,1.901052994456743,8066.7512577816,3.4101362166457555e+21,9.72345131962532e+38,0.019879108000018072,0.1388836875911612,8.711345805050478e-05,0.08652781043351887,0.013503841956455723,3.5221532293049815e+35,7.2008654269340416e-06,2.005468652729834e+37,4.170104638046102e+36,2.457700648827494e+37,919305.9108911533,6.219873397758433e+38,0.03300082610726834,0.044105749776055005,173013.05281760712,1.2290977667063902e+19,0.5146722797993658,28.276510208873958,25636396.785523042,0.06600269727910901,20.144204589653857,4200111.289368358
1044,1045,202.4711,47.1778,1.0102e+37,5.3413999999999995e+35,1.5153e+36,7.2433e+35,1.4554,1.6175,0.019882,0.0038444,0.0060372,0.012985,543.0500021802646,465.1574134128858,2.407019992588681,7911.239240522426,3.344395109075645e+21,6.197634250164363e+38,0.012670752035849744,0.1758471367269367,0.00606626444242606,1.1058792303952407,0.9403584489677348,2.244986555772536e+35,4.589762290547523e-06,2.5891313742186643e+37,2.9039092297666482e+38,3.165067353744287e+38,585956.7361866635,4.364283567382003e+40,0.6422923836254448,3.0713640298598297,0.0,1.0256624871112412e+20,0.0,0.0,0.0,0.0,0.0,0.0
1045,1046,202.4711,47.1783,1.5412e+37,8.0675e+35,2.613e+36,9.3367e+35,1.6487,0.7843,0.023294,0.0043669,0.0055343,0.01459,543.0535972569407,470.5573886380548,2.9736991368884653,7840.613238726044,3.314538692425832e+21,9.455349343054163e+38,0.01933098697055199,0.2172460862896876,0.006871959726692213,1.1298795156667394,1.06525283414395,3.425037893245528e+35,7.00231799860606e-06,3.227492442559689e+37,3.289594027151487e+38,3.615768309300701e+38,893958.1486942049,5.527926249326245e+40,0.835074572546747,3.479289457214445,0.0,1.0916517252438354e+20,0.0,0.0,0.0,0.0,0.0,0.0
1046,1047,202.4711,47.1789,1.7567e+37,9.1781e+35,3.0043e+36,7.025799999999999e+35,1.6623,0.3919,0.024067,0.0043799,0.0050696,0.014414,543.0579113489295,477.0373588860632,2.6096329572638157,7755.914617326382,3.2787332204204403e+21,1.077745405589362e+39,0.02203396367192362,0.19064856305899347,0.006928645996045651,1.1311394813593232,1.0740400231682463,3.903947616833908e+35,7.981424882008347e-06,2.8632800089485767e+37,3.3167296362794422e+38,3.6069615847911336e+38,1018956.8387043275,5.553746005096589e+40,0.810318297477749,3.507989849413217,0.0,1.0961449539267471e+20,0.0,0.0,0.0,0.0,0.0,0.0
1047,1048,202.4711,47.1795,1.0897e+37,5.7481999999999995e+35,2.6334000000000003e+36,3.2456e+35,2.2086,0.1788,0.01773,0.0031837,0.0036127,0.010373,543.0622254409051,483.5173291115463,2.154029549733533,7671.275151039693,3.2429527556313003e+21,6.6853712555970156e+38,0.01366790585375714,0.1573638277787845,0.009205683418676789,1.173156973884692,1.4270136528721584,2.42166090855804e+35,4.9509641338444215e-06,2.3894648982243713e+37,4.40674311176489e+38,4.648111262495885e+38,632069.9420140637,9.168295360330875e+40,1.2037625198287558,4.660859280162444,0.0,1.2634900331757191e+20,0.0,0.0,0.0,0.0,0.0,0.0
1048,1049,202.4711,47.1861,4.2251e+36,2.39e+35,1.4455e+36,2.9418e+35,2.7577,0.3351,0.032016,0.006375,0.0067237,0.017467,543.1096804518232,554.7970004973403,2.0830974124371058,6744.781072491492,2.8512869026998277e+21,2.5921227945327113e+38,0.00529946490067994,0.1521777951897286,0.011494391543821867,1.1942579595525096,1.7817964097281314,9.3895195969061e+34,1.9196401359921142e-06,2.628129337425649e+37,5.502343330306092e+38,5.766095216008348e+38,245072.83766207407,1.3950342040980755e+41,1.789176513942162,5.819637615187888,0.0,1.4118442715576798e+20,0.0,0.0,0.0,0.0,0.0,0.0
1049,1050,202.4711,47.1878,4.7501000000000005e+36,2.6443e+35,4.7447e+35,9.621799999999999e+35,0.8129,1.0438,0.0156,0.0044717,0.0082082,0.011595,543.1219037120408,573.1569156675383,2.801544848700444,6507.745428154315,2.751082519354002e+21,2.9142132698184262e+38,0.005957962704958411,0.20466119898541338,0.0033882550262801596,0.9719226343716258,0.5252283792537252,1.055623702096132e+35,2.1581696551504446e-06,3.6632643752670247e+37,1.6219512250084572e+38,1.9893332862372556e+38,275524.95471790445,1.7433042413080882e+40,0.3497393491664425,1.7154815307634026,0.0,7.665347506698838e+19,0.0,0.0,0.0,0.0,0.0,0.0
1050,1051,202.4711,47.1883,1.1176e+37,5.8905999999999996e+35,2.1656000000000002e+36,1.3634000000000002e+36,1.8596,0.9894,0.015923,0.0041593,0.0051659,0.011557,543.1254987886921,578.5568907136239,3.5590800739143864,6438.178255920969,2.721673712023577e+21,6.856539336748853e+38,0.0140178504011737,0.2600006936130357,0.007751013712474579,1.1508925609204612,1.2015188757045485,2.483663605950689e+35,5.077725535454277e-06,4.704081243750573e+37,3.710395495172502e+38,4.18328728315351e+38,648253.0670780193,7.081989252425178e+40,1.1556058763102948,3.9243565685909996,0.0,1.159372661353873e+20,0.0,0.0,0.0,0.0,0.0,0.0
1051,1052,202.4711,47.1889,2.5857e+37,1.3454e+36,5.9748e+36,1.6635000000000002e+36,2.1377,0.5285,0.019878,0.0042548,0.0044043,0.014075,543.1298128804784,585.0368607686961,4.895123011990957,6354.792656058083,2.68642330638291e+21,1.586341603707186e+39,0.03243195757186367,0.3576011300323929,0.008910164558591583,1.1683985655636666,1.3812039689146125,5.746249987389672e+35,1.1747919575003692e-05,6.554820476710052e+37,4.265278796531651e+38,4.926507094190046e+38,1499810.268024011,9.443644162741842e+40,1.6425689002954977,4.511237382596784,0.0,1.2430444679474717e+20,0.0,0.0,0.0,0.0,0.0,0.0
1052,1053,202.4711,47.1895,3.1500999999999996e+37,1.6374e+36,8.577100000000001e+36,2.1935000000000002e+36,2.397,0.4593,0.01864,0.0032527,0.0041985,0.012958,543.134126972325,591.5168308246745,5.764730988742082,6271.514604171764,2.6512183655443926e+21,1.9326042022810094e+39,0.03951112253824022,0.4211267089116778,0.009990954973543539,1.1810291371005148,1.5487420655322663,7.000526776221604e+35,1.431222549144105e-05,7.821744988945447e+37,4.7826511088021544e+38,5.5718261344729205e+38,1827185.0273823089,1.1848010377407818e+41,2.106111145264088,5.0584441250336765,0.0,1.3162770327533815e+20,0.0,0.0,0.0,0.0,0.0,0.0
1053,1054,202.4711,47.19,2.1028999999999998e+37,1.0963e+36,7.6484e+36,2.8644e+36,2.8543,0.9153,0.012508,0.0018724,0.003483,0.0088821,543.1377220489112,596.9168058730608,6.317254732045338,6202.201507887636,2.621916966211129e+21,1.2901410675777705e+39,0.026376286335565654,0.46148841963578147,0.011897030780552908,1.1973973079179006,1.8442112964742376,4.673314421039463e+35,9.554356682629564e-06,8.667188449800516e+37,5.6950859657296584e+38,6.5664781251307494e+38,1219766.799175346,1.6399674937648082e+41,2.843390141325846,6.023494812717406,0.0,1.4363593151816539e+20,0.0,0.0,0.0,0.0,0.0,0.0
1054,1055,202.4711,47.1906,1.9681e+37,1.0265000000000001e+36,8.0988e+36,4.1891e+36,3.0494,0.766,0.011179,0.0015237,0.0036261,0.0080954,543.142036140795,603.3967759344725,7.545435085342333,6119.132069878524,2.5868002147459075e+21,1.2074405036377432e+39,0.024685514830484933,0.5512074271464168,0.01271022865929231,1.2059996417669616,1.970268691962492,4.373745832920143e+35,8.941903745819223e-06,1.0492730979696523e+38,6.084362240793196e+38,7.138009084595768e+38,1141577.3633824713,1.890972097276119e+41,3.426787214807805,6.435218821392446,0.0,1.4846376996835e+20,0.0,0.0,0.0,0.0,0.0,0.0
1055,1056,202.4711,47.1911,1.844e+37,9.625599999999999e+35,1.1649e+37,4.7278000000000004e+36,3.7265,0.9071,0.010448,0.0013451,0.0034686,0.007549,543.1456312173514,608.7967509893967,8.37213562798488,6049.999345527904,2.5575750657943987e+21,1.1313044503368724e+39,0.023128951449323823,0.6115973687653709,0.015532454613646225,1.2186974146230252,2.4077544043412566,4.0979560570625186e+35,8.378065396723056e-06,1.1775343499939746e+38,7.43535642759751e+38,8.616988733648547e+38,1069594.3590657369,2.7605627053237295e+41,4.853503506623181,7.864118494759283,0.0,1.641208846612619e+20,0.0,0.0,0.0,0.0,0.0,0.0
1056,1057,202.4711,47.1917,3.5366e+37,1.8372000000000002e+36,1.3857e+37,6.023800000000001e+36,2.9719,1.2103,0.016153,0.0019942,0.0049634,0.011439,543.1499453092487,615.2767210610605,10.096044780688883,5967.15458467233,2.5225532942875083e+21,2.1697241426580166e+39,0.04435892065926173,0.7375285785095381,0.012387200286138525,1.2021472188457822,1.9201946368608023,7.859453032216542e+35,1.6068257094387615e-05,1.439709495023896e+38,5.929729174071392e+38,7.377298122127506e+38,2051370.612945708,1.910765893445439e+41,3.943185583498563,6.271668792318558,0.0,1.4656503717094631e+20,0.0,0.0,0.0,0.0,0.0,0.0
1057,1058,202.4711,47.1922,4.856699999999999e+37,2.5203e+36,1.8441e+37,8.0856e+36,2.9223,1.0928,0.02079,0.002522,0.0063018,0.014869,543.1535403856894,620.6766961268498,12.24690914896446,5898.216281667211,2.49341033496233e+21,2.979612973943106e+39,0.06091669116265239,0.894648737106331,0.012180462127320102,1.2045783308073632,1.8881472415957206,1.07931362160171e+36,2.2066025060881164e-05,1.7668316232049185e+38,5.8307640113694366e+38,7.608388770790372e+38,2817081.8458105014,1.933799771076564e+41,4.365059053332617,6.166996773711269,0.0,1.4533683071627967e+20,0.0,0.0,0.0,0.0,0.0,0.0
1058,1059,202.4711,47.1928,3.7777999999999997e+37,1.9621e+36,2.0014999999999998e+37,9.341e+36,3.4486,1.3002,0.016648,0.0021314,0.0067193,0.012924,543.1578544776653,627.156666213333,12.959885943742425,5815.6139032074925,2.458491028123058e+21,2.317701709589282e+39,0.047384247714346815,0.9467282432854682,0.014374137389137358,1.2143565344755058,2.2281985344991964,8.395476351611053e+35,1.7164129856692172e-05,1.8962389869067402e+38,6.880872179313772e+38,8.785506642572123e+38,2191276.3393050656,2.6139143088282307e+41,5.676605547056925,7.277659745344654,0.0,1.578827558539952e+20,0.0,0.0,0.0,0.0,0.0,0.0
1059,1060,202.4711,47.1933,5.0514e+37,2.6211000000000002e+36,2.156e+37,1.0565e+37,3.1071,1.8113,0.018898,0.002833,0.010654,0.017303,543.1614495542295,632.5566412933342,14.037801754634376,5746.885522820553,2.4294368114279763e+21,3.099062527349066e+39,0.06335877730537656,1.0254668189334224,0.012950728493240355,1.2061956371625762,2.00754963363175,1.1225821706423866e+36,2.2950628820502632e-05,2.0785112071295363e+38,6.199489053049302e+38,8.289226081885263e+38,2930015.697063267,2.237059963073252e+41,5.266046422635937,6.5569844559416515,0.0,1.498617852816841e+20,0.0,0.0,0.0,0.0,0.0,0.0
1060,1061,202.4711,47.1939,1.0083e+38,5.2258000000000003e+36,2.8175999999999997e+37,1.2509e+37,2.438,1.2137,0.029046,0.0053584,0.019441,0.03152,543.1657636461209,639.0366113998424,17.04718391033138,5664.545081891007,2.394628235988445e+21,6.185977642487356e+39,0.12646920686742522,1.245297459454676,0.010161847403211995,1.1843206045885757,1.5752328559731605,2.2407641498569077e+36,4.5811297936636976e-05,2.5607746903583738e+38,4.864456989261434e+38,7.447639321118378e+38,5848546.595694048,1.606217433867751e+41,4.561852375679585,5.144967366221153,0.0,1.32748657324038e+20,0.0,0.0,0.0,0.0,0.0,0.0
1061,1062,202.4711,47.1945,1.7028999999999998e+38,8.822600000000001e+36,3.5086e+37,1.6830999999999999e+37,1.9566,2.1173,0.040032,0.0084958,0.027202,0.046753,543.1700777379847,645.5165815192079,21.75423035480945,5582.356494550894,2.3598838550937068e+21,1.0447388006934163e+40,0.21359160207729683,1.5891395603190979,0.008155320192421897,1.1548009781077768,1.2641922091866635,3.784386859854535e+36,7.736988917613715e-05,3.3159484923802087e+38,3.90393623674689e+38,7.257728597725644e+38,9877506.692261623,1.2882909051046597e+41,4.41943751081657,4.129057895302833,0.0,1.189225768592803e+20,0.0,0.0,0.0,0.0,0.0,0.0
1062,1063,202.4711,47.195,1.819e+38,9.423300000000001e+36,4.0803e+37,2.1097e+37,2.091,0.8088,0.038731,0.0083724,0.022877,0.045696,543.1736728146143,650.9165566294273,24.48154161617576,5513.986903597793,2.3309813129455877e+21,1.1159668086566002e+40,0.22815381066334076,1.7883611440004124,0.008715513913091173,1.164217263942988,1.3510303124855942,4.0423980844884606e+36,8.264479911409566e-05,3.7779203657686036e+38,4.1720999034231575e+38,7.990444250036647e+38,10550933.50943913,1.5035049760998845e+41,5.282728971459252,4.412685300561293,0.0,1.2293917740701712e+20,0.0,0.0,0.0,0.0,0.0,0.0
1063,1064,202.4711,47.1956,1.5502e+38,8.0321e+36,3.7946999999999996e+37,1.9940999999999999e+37,2.2288,0.8096,0.033485,0.0068267,0.02221,0.038127,543.1779869065208,657.396526775954,21.27344405677061,5432.094680949034,2.2963622171792766e+21,9.510564853103142e+39,0.19443872308428303,1.554003370774339,0.009289879201098807,1.171836380351998,1.4400652130405989,3.4450387633721885e+36,7.043208773318915e-05,3.332329437396425e+38,4.4470474723814115e+38,7.813827297411558e+38,8991785.116180614,1.5569798685072194e+41,5.09384326776306,4.703487803869445,0.0,1.2692548630261257e+20,0.0,0.0,0.0,0.0,0.0,0.0
1064,1065,202.4711,47.1961,1.2683e+38,6.5718e+36,2.8391e+37,1.5637e+37,2.0877,0.7808,0.030966,0.0058362,0.023813,0.034369,543.1815819831338,662.7965019107842,17.56832126391029,5363.982366771424,2.2675684361447418e+21,7.781092377235658e+39,0.15908052669835904,1.2833420101875497,0.008701759156556882,1.1639710723037797,1.348898126913522,2.818567064627111e+36,5.762418840923999e-05,2.786880673463702e+38,4.165515527678873e+38,6.980581871788845e+38,7356651.440363744,1.3117159098344757e+41,4.104890225212802,4.405721234807178,0.0,1.2284212827269284e+20,0.0,0.0,0.0,0.0,0.0,0.0
1065,1066,202.4711,47.1967,1.0264999999999999e+38,5.3196e+36,2.1302e+37,1.1937999999999998e+37,1.9681,0.7608,0.030689,0.0053284,0.018342,0.031536,543.1858960750909,669.2764720892848,14.048792467408742,5282.411937780527,2.233085375341193e+21,6.297635673919737e+39,0.12875199925559058,1.0262392960632034,0.008203253434889878,1.1562974579423722,1.2716225528469143,2.2812103538908218e+36,4.663820026971919e-05,2.2629745970415017e+38,3.92688178858303e+38,6.21266848916344e+38,5954113.934820927,1.1078580796495666e+41,3.2645490931076293,4.153326609294442,0.0,1.192715510931237e+20,0.0,0.0,0.0,0.0,0.0,0.0
1066,1067,202.4711,47.1972,8.718699999999999e+37,4.5193e+36,1.8487e+37,9.2137e+36,2.002,1.5105,0.032402,0.0051306,0.013243,0.029509,543.1894911517212,674.6764472527605,12.21104842141445,5214.5792499418785,2.2044098034685806e+21,5.3489718607115444e+39,0.10935704392690868,0.8919909025013172,0.008344552297469405,1.1593534207291243,1.2935259137236534,1.937573181925758e+36,3.961271083210917e-05,1.992528110159709e+38,3.994521284865213e+38,6.00642512684418e+38,5057197.58046987,1.0866632165543707e+41,3.0175569396048467,4.224866557495795,0.0,1.2029437582826375e+20,0.0,0.0,0.0,0.0,0.0,0.0
1067,1068,202.4711,47.1978,6.602799999999999e+37,3.4237e+36,1.6166999999999998e+37,7.1905e+36,2.2293,1.0871,0.029549,0.004316,0.0098927,0.023342,543.193805243694,681.1564174679509,10.356651173754024,5133.358919884695,2.1700747433923518e+21,4.0508552194600325e+39,0.08281770099218835,0.7565264315709219,0.009291963255119154,1.1717984260005179,1.4403882714606098,1.4673527252479607e+36,2.999928969711659e-05,1.7166658963176008e+38,4.448045105069939e+38,6.179384528640019e+38,3829890.2570711756,1.2316657757904612e+41,3.0733566336805316,4.704542965347341,0.0,1.2693972247999649e+20,0.0,0.0,0.0,0.0,0.0,0.0
1068,1069,202.4711,47.1983,4.6979e+37,2.4378000000000002e+36,1.2522999999999999e+37,6.374999999999999e+36,2.3635,1.6242,0.02381,0.0034192,0.0076994,0.01757,543.1974003203436,686.5563926640588,9.36632858180281,5065.83076474694,2.141527909590282e+21,2.882188273990018e+39,0.058924892089901516,0.6841822288788582,0.009851323354180291,1.1792822502035303,1.5270971513915361,1.0440231974226685e+36,2.1344530058169873e-05,1.573201734626821e+38,4.715809718670795e+38,6.299451685271842e+38,2724971.4422206753,1.322745210113789e+41,3.106745090303854,4.987748306014642,0.0,1.3070466544811472e+20,0.0,0.0,0.0,0.0,0.0,0.0
