      6.00000  1.00000e+06   0.00074959219
      6.10000  1.00000e+06   0.00074959219
      6.20000  1.00000e+06   0.00074959219
      6.30000  1.00000e+06   0.00074959219
      6.40000  1.00000e+06    0.0025285622
      6.50000       997473.20       618.00061
      6.60000       984285.54       2431.8825
      6.70000       966927.35       3470.2310
      6.80000       949625.88       5012.7021
      6.90000       933142.74       6658.0024
      7.00000       916900.20       7938.4497
      7.10000       901850.93       9333.8959
      7.20000       886776.93       10699.460
      7.30000       874395.14       11683.954
      7.40000       866272.52       13748.222
      7.50000       852406.96       15379.752
      7.60000       841314.29       17326.109
      7.70000       829249.52       18834.151
      7.80000       818434.62       19680.054
      7.90000       806033.69       20689.244
      8.00000       795350.34       21093.268
      8.10000       785093.65       21590.720
      8.20000       771838.27       22001.045
      8.30000       761745.24       22321.544
      8.40000       746979.52       22569.233
      8.50000       737342.96       22754.935
      8.60000       726982.70       22953.370
      8.70000       718051.35       23224.761
      8.80000       707085.40       23447.846
      8.90000       695689.06       23803.490
      9.00000       683091.59       24198.359
      9.10000       672087.89       25178.857
      9.20000       658264.16       26476.322
      9.30000       633826.94       26545.039
      9.40000       618319.35       26618.362
      9.50000       602507.37       26721.006
      9.60000       586187.01       26783.350
      9.70000       569617.75       26811.383
      9.80000       554627.12       26815.266
      9.90000       542585.61       26834.312
      10.0000       529162.13       26847.773
      10.1000       524507.17       26876.054
      10.2000       510760.62       28410.267
      10.3000       505526.23       31467.556
      10.4000       488334.09       34450.812
      10.5000       481190.26       37370.583
      10.6000       451752.73       37370.602
      10.7000       447595.13       38917.023
      10.8000       441442.14       43912.309
      10.9000       430020.07       72320.579
      11.0000       961567.69       122326.02
