   0.6000000E+01   0.5292437E+02   0.4105437E+02   0.3933043E+02   0.3888557E+02
   0.6100000E+01   0.5283527E+02   0.4096527E+02   0.3937506E+02   0.3898253E+02
   0.6200000E+01   0.5277395E+02   0.4090395E+02   0.3936786E+02   0.3899719E+02
   0.6300000E+01   0.5267918E+02   0.4080918E+02   0.3934223E+02   0.3899114E+02
   0.6400000E+01   0.5256069E+02   0.4069069E+02   0.3928250E+02   0.3894516E+02
   0.6500000E+01   0.5241696E+02   0.4054696E+02   0.3919801E+02   0.3886853E+02
   0.6600000E+01   0.5218641E+02   0.4031641E+02   0.3904711E+02   0.3871821E+02
   0.6700000E+01   0.5190473E+02   0.4003473E+02   0.3888067E+02   0.3857723E+02
   0.6800000E+01   0.5157943E+02   0.3970943E+02   0.3872160E+02   0.3843724E+02
   0.6900000E+01   0.5135630E+02   0.3948630E+02   0.3855802E+02   0.3828528E+02
   0.7000000E+01   0.5106935E+02   0.3919935E+02   0.3840126E+02   0.3813387E+02
   0.7100000E+01   0.5082380E+02   0.3895380E+02   0.3824591E+02   0.3798622E+02
   0.7200000E+01   0.5055594E+02   0.3868594E+02   0.3810437E+02   0.3785165E+02
   0.7300000E+01   0.5035369E+02   0.3848369E+02   0.3797234E+02   0.3772094E+02
   0.7400000E+01   0.5012282E+02   0.3825282E+02   0.3787478E+02   0.3762555E+02
   0.7500000E+01   0.5001833E+02   0.3814833E+02   0.3776626E+02   0.3751792E+02
   0.7600000E+01   0.4986161E+02   0.3799161E+02   0.3766242E+02   0.3741700E+02
   0.7700000E+01   0.4972458E+02   0.3785458E+02   0.3755132E+02   0.3731123E+02
   0.7800000E+01   0.4968578E+02   0.3781578E+02   0.3743616E+02   0.3720356E+02
   0.7900000E+01   0.4947156E+02   0.3760156E+02   0.3730910E+02   0.3708881E+02
   0.8000000E+01   0.4928628E+02   0.3741628E+02   0.3718714E+02   0.3698277E+02
   0.8100000E+01   0.4910231E+02   0.3723231E+02   0.3703237E+02   0.3684851E+02
   0.8200000E+01   0.4899790E+02   0.3712790E+02   0.3686589E+02   0.3670483E+02
   0.8300000E+01   0.4867576E+02   0.3680576E+02   0.3666724E+02   0.3653954E+02
   0.8400000E+01   0.4864056E+02   0.3677056E+02   0.3646036E+02   0.3637272E+02
   0.8500000E+01   0.4827288E+02   0.3640288E+02   0.3618645E+02   0.3618372E+02
   0.8600000E+01   0.4778259E+02   0.3591259E+02   0.3590255E+02   0.3601367E+02
   0.8700000E+01   0.4769766E+02   0.3582766E+02   0.3555675E+02   0.3584601E+02
   0.8800000E+01   0.4743960E+02   0.3556960E+02   0.3522268E+02   0.3563912E+02
   0.8900000E+01   0.4729496E+02   0.3542496E+02   0.3484666E+02   0.3540426E+02
   0.9000000E+01   0.4715733E+02   0.3528733E+02   0.3457099E+02   0.3517351E+02
   0.9100000E+01   0.4690260E+02   0.3503260E+02   0.3425458E+02   0.3490530E+02
   0.9200000E+01   0.4666052E+02   0.3479052E+02   0.3401038E+02   0.3466854E+02
   0.9300000E+01   0.4683101E+02   0.3496101E+02   0.3384993E+02   0.3446353E+02
   0.9400000E+01   0.4672466E+02   0.3485466E+02   0.3345091E+02   0.3423139E+02
   0.9500000E+01   0.4663618E+02   0.3476618E+02   0.3307692E+02   0.3396205E+02
   0.9600000E+01   0.4651478E+02   0.3464478E+02   0.3281693E+02   0.3369211E+02
   0.9700000E+01   0.4647516E+02   0.3460516E+02   0.3268136E+02   0.3339613E+02
   0.9800000E+01   0.4630369E+02   0.3443369E+02   0.3253193E+02   0.3316942E+02
   0.9900000E+01   0.4611939E+02   0.3424939E+02   0.3242875E+02   0.3297514E+02
   0.1000000E+02   0.4614617E+02   0.3427617E+02   0.3225865E+02   0.3275386E+02
   0.1010000E+02   0.4596033E+02   0.3409033E+02   0.3228866E+02   0.3252164E+02
   0.1020000E+02   0.4588784E+02   0.3401784E+02   0.3191614E+02   0.3222361E+02
   0.1030000E+02   0.4547828E+02   0.3360828E+02   0.3211875E+02   0.3212061E+02
   0.1040000E+02   0.4312309E+02   0.3125309E+02   0.3324068E+02   0.3321973E+02
   0.1050000E+02   0.4688551E+02   0.3501551E+02   0.3411776E+02   0.3383084E+02
   0.1060000E+02   0.4734241E+02   0.3547241E+02   0.3358369E+02   0.3340021E+02
   0.1070000E+02   0.4731329E+02   0.3544329E+02   0.3350529E+02   0.3327709E+02
   0.1080000E+02   0.4716744E+02   0.3529744E+02   0.3348431E+02   0.3330734E+02
   0.1090000E+02   0.4686510E+02   0.3499510E+02   0.3310785E+02   0.3287153E+02
   0.1100000E+02   0.4673098E+02   0.3486098E+02   0.3302685E+02   0.3285325E+02
