tau,6.0,6.1,6.2,6.3,6.4,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
1e-07,9.804736156420165e-07,8.934398595088822e-07,8.995002211262868e-07,8.17455262520618e-07,7.932401937546865e-07,7.315764532957465e-07,3.361884294882094e-07,2.7367100575797435e-07,1.8150844931879554e-07,1.3634881476129806e-07,1.0255560157113497e-07,1.0962610397616491e-07,1.017018302713094e-07
1.01e-07,9.902783517984368e-07,9.023742581039711e-07,9.084952233375497e-07,8.256298151458243e-07,8.011725956922335e-07,7.38892217828704e-07,3.3955031378309156e-07,2.7640771581555413e-07,1.8332353381198353e-07,1.3771230290891105e-07,1.0358115758684632e-07,1.1072236501592658e-07,1.0271884857402251e-07
1.03e-07,1.009887824111277e-06,9.202430552941487e-07,9.264852277600754e-07,8.419789203962365e-07,8.170373995673271e-07,7.535237468946189e-07,3.462740823728557e-07,2.818811359307136e-07,1.8695370279835942e-07,1.4043927920413702e-07,1.0563226961826901e-07,1.1291488709544987e-07,1.0475288517944869e-07
1.04e-07,1.0196925602676972e-06,9.291774538892376e-07,9.354802299713384e-07,8.501534730214428e-07,8.249698015048741e-07,7.608395114275764e-07,3.4963596666773786e-07,2.8461784598829335e-07,1.8876878729154737e-07,1.4180276735175e-07,1.0665782563398037e-07,1.1401114813521152e-07,1.057699034821618e-07
1.06e-07,1.0393020325805374e-06,9.470462510794151e-07,9.534702343938639e-07,8.665025782718551e-07,8.408346053799677e-07,7.754710404934913e-07,3.5635973525750203e-07,2.900912661034528e-07,1.923989562779233e-07,1.4452974364697595e-07,1.0870893766540306e-07,1.1620367021473481e-07,1.0780394008758797e-07
1.07e-07,1.0491067687369579e-06,9.55980649674504e-07,9.624652366051269e-07,8.746771308970614e-07,8.487670073175146e-07,7.827868050264488e-07,3.5972161955238416e-07,2.928279761610326e-07,1.9421404077111125e-07,1.4589323179458894e-07,1.0973449368111442e-07,1.1729993125449647e-07,1.0882095839030108e-07
1.09e-07,1.068716241049798e-06,9.738494468646816e-07,9.804552410276526e-07,8.910262361474736e-07,8.646318111926083e-07,7.974183340923636e-07,3.664453881421483e-07,2.9830139627619203e-07,1.9784420975748714e-07,1.486202080898149e-07,1.1178560571253711e-07,1.1949245333401976e-07,1.1085499499572725e-07
1.1e-07,1.0785209772062183e-06,9.827838454597704e-07,9.894502432389156e-07,8.992007887726799e-07,8.725642131301553e-07,8.047340986253211e-07,3.698072724370304e-07,3.010381063337718e-07,1.9965929425067512e-07,1.499836962374279e-07,1.1281116172824847e-07,1.2058871437378142e-07,1.1187201329844036e-07
1.12e-07,1.0981304495190585e-06,1.000652642649948e-06,1.0074402476614411e-06,9.155498940230921e-07,8.884290170052489e-07,8.19365627691236e-07,3.765310410267946e-07,3.0651152644893126e-07,2.03289463237051e-07,1.5271067253265383e-07,1.1486227375967116e-07,1.2278123645330472e-07,1.1390604990386654e-07
1.13e-07,1.1079351856754788e-06,1.009587041245037e-06,1.0164352498727042e-06,9.237244466482985e-07,8.963614189427959e-07,8.266813922241935e-07,3.798929253216767e-07,3.0924823650651104e-07,2.05104547730239e-07,1.5407416068026683e-07,1.1588782977538252e-07,1.2387749749306637e-07,1.1492306820657965e-07
1.15e-07,1.127544657988319e-06,1.0274558384352146e-06,1.0344252542952299e-06,9.400735518987107e-07,9.122262228178895e-07,8.413129212901084e-07,3.866166939114409e-07,3.147216566216705e-07,2.0873471671661489e-07,1.568011369754928e-07,1.1793894180680521e-07,1.2607001957258967e-07,1.1695710481200582e-07
1.16e-07,1.1373493941447392e-06,1.0363902370303034e-06,1.0434202565064927e-06,9.48248104523917e-07,9.201586247554364e-07,8.486286858230659e-07,3.89978578206323e-07,3.1745836667925027e-07,2.1054980120980284e-07,1.5816462512310579e-07,1.1896449782251657e-07,1.2716628061235132e-07,1.1797412311471893e-07
1.18e-07,1.1569588664575794e-06,1.054259034220481e-06,1.0614102609290184e-06,9.645972097743293e-07,9.360234286305301e-07,8.632602148889808e-07,3.967023467960872e-07,3.229317867944097e-07,2.1417997019617873e-07,1.6089160141833172e-07,1.2101560985393927e-07,1.293588026918746e-07,1.200081597201451e-07
1.2e-07,1.1765683387704199e-06,1.0721278314106586e-06,1.079400265351544e-06,9.809463150247416e-07,9.518882325056237e-07,8.778917439548957e-07,4.034261153858513e-07,3.284052069095692e-07,2.1781013918255465e-07,1.6361857771355769e-07,1.2306672188536195e-07,1.315513247713979e-07,1.2204219632557127e-07
1.21e-07,1.1863730749268401e-06,1.0810622300057477e-06,1.0883952675628071e-06,9.891208676499478e-07,9.598206344431708e-07,8.852075084878533e-07,4.067879996807335e-07,3.31141916967149e-07,2.1962522367574263e-07,1.6498206586117068e-07,1.2409227790107333e-07,1.3264758581115958e-07,1.230592146282844e-07
1.23e-07,1.2059825472396803e-06,1.0989310271959253e-06,1.1063852719853328e-06,1.0054699729003603e-06,9.756854383182645e-07,8.998390375537681e-07,4.1351176827049765e-07,3.3661533708230845e-07,2.2325539266211852e-07,1.6770904215639664e-07,1.26143389932496e-07,1.3484010789068286e-07,1.2509325123371058e-07
1.25e-07,1.2255920195525206e-06,1.1167998243861029e-06,1.1243752764078585e-06,1.0218190781507726e-06,9.915502421933582e-07,9.14470566619683e-07,4.202355368602618e-07,3.4208875719746795e-07,2.2688556164849444e-07,1.7043601845162258e-07,1.281945019639187e-07,1.3703262997020616e-07,1.2712728783913675e-07
1.27e-07,1.2452014918653612e-06,1.1346686215762805e-06,1.1423652808303844e-06,1.038168183401185e-06,1.007415046068452e-06,9.291020956855981e-07,4.2695930545002604e-07,3.4756217731262745e-07,2.3051573063487038e-07,1.7316299474684857e-07,1.3024561399534141e-07,1.3922515204972946e-07,1.2916132444456298e-07
