ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,LBol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Mass_g,Mass_old,L_Edd
884,202.4744,47.1767,1.5605e+37,8.1665e+35,1.2042e+36,3.4508e+35,0.4052,0.727,0.025255,0.0038906,0.0047783,0.015855,518.8162844079068,453.2941079285795,2.0255114314362834,2.1553867403314918e+39,0.14798826531978362,,0.7000989069644004,0.18868702726598752,7.807518254899054e+35,7.89040375145297e+36,7.379343815393434e+35,8.909857102555719e+38
885,202.4744,47.1772,1.8308e+37,9.5597e+35,1.5737e+36,3.4123e+35,0.5756,0.546,0.026017,0.0036617,0.0046954,0.01587,518.8201076440554,458.6940830470928,2.0922653588823996,2.528729281767956e+39,0.15286545227252693,,0.8149287454717478,0.26803616212809084,9.159887485465679e+35,1.1208579465292025e+37,7.622541742597142e+35,1.489224155566675e+39
888,202.4744,47.1789,7.8577e+36,4.199e+35,5.978e+35,2.9212e+35,0.3828,1.0444,0.018363,0.0031616,0.0052054,0.011589,518.8331066469249,477.05399831636566,1.8118807540837143,1.0853176795580113e+39,0.13237994394976835,,0.6794043700786311,0.17825615507754194,3.9313768786619866e+35,7.454211638835629e+36,6.6010444717150156e+35,7.842531505657156e+38
917,202.4744,47.2033,3.2444e+37,1.6860000000000004e+36,2.5779e+36,5.813e+35,0.4514,0.5583,0.020659,0.0031692,0.0076535,0.019858,519.0196805668872,740.5727779391165,2.8875106554275485,4.4812154696132594e+39,0.2109678011968092,,0.7380694184772116,0.2102007011546564,1.6232433339438958e+36,8.790049983726237e+36,1.0519779630126566e+36,1.147259756906127e+39
918,202.4744,47.2039,3.1712e+37,1.648e+36,3.359e+36,4.349e+35,0.9056,0.2569,0.022457,0.003179,0.007855599999999999,0.021134,519.0242684503744,747.0527482692257,2.6382083962422778,4.3801104972375684e+39,0.1927532365665963,,0.9539196125826712,0.4217052613328684,1.586619794292591e+36,1.7634623981529636e+37,9.611521569505341e+35,3.1348043348692806e+39
924,202.4744,47.2267,2.3151e+37,1.206e+36,1.7605e+36,2.8973e+35,0.3821,0.2579,0.079442,0.01416,0.01047,0.035194,519.1986080524157,993.2916608462538,1.2774788449736667,3.197651933701657e+39,0.09333537955711148,,0.680478854098611,0.17793019032165308,1.1582944897095034e+36,7.440580635316338e+36,4.654111286485186e+35,8.327393686752132e+38
925,202.4744,47.2272,1.8891e+37,9.8609e+35,1.4958e+36,1.7179e+35,0.446,0.1778,0.06551799999999999,0.011149,0.009385700000000002,0.028977,519.2024312901317,998.6916381789256,1.0574043593860043,2.6092541436464093e+39,0.07725625955917215,,0.7326057585246213,0.20768611589494185,9.451574966568281e+35,8.684896528005982e+36,3.852335858836461e+35,9.975646183233371e+38
926,202.4735,47.1533,1.1265e+37,5.9369e+35,8.5771e+35,1.1914e+35,0.3841,0.2538,0.05660800000000001,0.0097104,0.0083103,0.025928,525.2473077253511,200.5705950735483,0.6913192371493716,1.5559392265193376e+39,0.05050928526006192,,0.6846244463451608,0.17886151819562146,5.636122597977434e+35,7.479526359657169e+36,2.5186144387757293e+35,7.614149138552128e+38
928,202.4736,47.1778,1.5143e+37,7.9291e+35,1.1821e+36,4.1162e+35,0.4235,1.117,0.023664,0.0031957,0.005169300000000001,0.015346,524.697497084545,465.1699253106426,2.199631104688419,2.0915745856353595e+39,0.1607098268981151,,0.7098088011535721,0.1972086773127979,7.576369684968689e+35,8.246757129171597e+36,8.01369665784585e+35,9.572084897330182e+38
965,202.4736,47.2267,1.8364e+37,9.5888e+35,1.1247e+36,1.5504e+35,0.0402,0.2104,0.066301,0.011207,0.0084381,0.029560000000000006,525.0660001556761,993.2875364729892,1.1726459266132,2.5364640883977905e+39,0.08567605880690718,,0.1446778544736201,0.018719690266763813,9.187905493942084e+35,7.828090592507634e+35,4.27218396889686e+35,9.67777696729623e+37
966,202.4736,47.2272,1.7521000000000004e+37,9.1541e+35,1.6063e+36,1.9503e+35,0.6775,0.1603,0.06214500000000001,0.0099409,0.008481299999999999,0.02772,525.0697680819908,998.6875138412244,1.09813440379032,2.4200276243093927e+39,0.08023208508365133,,0.8645694226769901,0.3154873173067782,8.766134402056158e+35,1.319286412045752e+37,4.0007235680396425e+35,1.8551435946891463e+39
967,202.4727,47.1778,1.2533e+37,6.5872e+35,8.932e+35,5.4216e+35,0.2796,0.9408,0.021939,0.0032099000000000003,0.0062853,0.014821,531.3043988785457,465.1653533653629,2.236367711036771,1.7310773480662982e+39,0.16339388316304235,,0.5745143839863653,0.1301996367807752,6.2705303613361e+35,5.444612262848594e+36,8.147535472402934e+35,5.483309695992765e+38
1005,202.4719,47.1789,1.8887000000000002e+37,9.8583e+35,1.5459e+36,9.6254e+35,0.4984,0.8594,0.027237,0.0047012,0.0075165000000000015,0.016677,537.1852313649557,477.0412987124003,2.7045717684850072,2.608701657458564e+39,0.19760188870775386,,0.7643068231980231,0.23208690619291256,9.44957368024854e+35,9.705274505735831e+36,9.853296625882477e+35,1.2413970965210905e+39
1034,202.472,47.2039,2.6083e+37,1.357e+36,2.1587e+36,8.1599e+35,0.5158,1.2898,0.027104000000000003,0.0041622,0.013246,0.024553,536.6340114655352,747.040550699202,2.548359628883848,3.602624309392265e+39,0.186188690439564,,0.7769799958745688,0.2401894586964372,1.3049887769466968e+36,1.004410230750109e+37,9.284184515052382e+35,1.3335056536534262e+39
1038,202.472,47.21,1.8587000000000002e+37,9.7037e+35,1.643e+36,1.8804e+35,0.6198,0.2371,0.016256,0.0049542,0.0053555,0.014919,536.6786305527954,812.9202526731357,1.8476301860873408,2.5672651933701658e+39,0.13499187511257246,,0.8328079504225933,0.2886185081427913,9.299477206267783e+35,1.2069279973224458e+37,6.731286812422384e+35,1.664804190097779e+39
1039,202.472,47.2106,1.0083e+38,5.2259e+36,1.0032e+37,7.6515e+35,0.8067,0.091,0.053787,0.014226,0.0099741,0.046962,536.6830193156484,819.4002236193244,3.634384622983395,1.3926795580110498e+40,0.2655360357452159,,0.9232003611103902,0.3756510979651336,5.0447424904932497e+36,1.5708757912875396e+37,1.3240791078308545e+36,3.156317111337766e+39
1040,202.472,47.2111,1.1607e+38,6.0149e+36,1.6877e+37,1.6927e+36,1.4061,0.1258,0.057314,0.013222,0.010044,0.049886,536.6866766180455,824.8001994478734,4.201418850088855,1.6031767955801102e+40,0.3069647881797444,,1.0711031534115292,0.6547700617934477,5.807232578315496e+36,2.7380791497823344e+37,1.5306610333616307e+36,7.456950500219125e+39
1043,202.4711,47.1761,1.0725e+37,5.6602e+35,7.6278e+35,3.9357e+35,0.2764,1.3722,0.034974,0.0070951999999999986,0.007205800000000002,0.021105,543.0377789195155,446.79749751117834,1.7113761544957211,1.481353591160221e+39,0.12503685957174548,,0.5747461413096275,0.12870951218242582,5.3659489448120714e+35,5.382299103903259e+36,6.234886086293144e+35,5.147673510306521e+38
1044,202.4711,47.1767,1.5849e+37,8.2925e+35,9.589e+35,5.3451e+35,0.0209,1.1988,0.036738,0.007458,0.0092034,0.023362,543.0420930115645,453.27746785466775,1.9010529944567436,2.1890883977900552e+39,0.1388950615455875,,0.07821656229821937,0.009732376282969246,7.929596720403403e+35,4.069828193617153e+35,6.92591680286492e+35,8.273787693554556e+37
1062,202.4711,47.1945,1.7029e+38,8.822600000000001e+36,3.5086000000000007e+37,1.6831e+37,1.9566,2.1173,0.040032,0.0084958,0.027202,0.046753,543.1700777379847,645.5165815192079,21.75423035480945,2.35207182320442e+40,1.5894113277318735,,1.1503237846857477,0.9111180591032356,8.519976184727715e+36,3.8100602122637914e+37,7.925501813316081e+36,1.5179538802473843e+40
1063,202.4711,47.195,1.8190000000000002e+38,9.4233e+36,4.0803e+37,2.1097e+37,2.091,0.8088,0.038731,0.008372399999999999,0.022877,0.045696,543.1736728146143,650.9165566294273,24.48154161617576,2.51243093922652e+40,1.7886746131878897,,1.1669850703020916,0.9737032922339088,9.100849539033248e+36,4.071775479834195e+37,8.919115928588946e+36,1.72194351216832e+40
1064,202.4711,47.1956,1.5502000000000001e+38,8.0321e+36,3.7947e+37,1.9941e+37,2.2288,0.8096,0.033485,0.0068267,0.02221,0.038127,543.1779869065208,657.3965267759539,21.273444056770614,2.1411602209944756e+40,1.5542840363564632,,1.1754739852187837,1.037871782750328,7.755985132165662e+36,4.340111520542542e+37,7.750341735723088e+36,1.8274324095264374e+40
1065,202.4711,47.1961,1.2683e+38,6.5718e+36,2.8391000000000004e+37,1.5637000000000004e+37,2.0877,0.7808,0.030966000000000007,0.0058362,0.023813,0.034369,543.1815819831338,662.7965019107842,17.56832126391029,1.7517955801104973e+40,1.2835797162513012,,1.1703853399759403,0.9721666012418609,6.345578598326481e+36,4.065349435317958e+37,6.400491295857664e+36,1.558439732502922e+40
1066,202.4711,47.1967,1.0265e+38,5.3196e+36,2.1302000000000003e+37,1.1938e+37,1.9681,0.7608,0.030689,0.0053284,0.018342,0.031536,543.1858960750909,669.2764720892848,14.048792467408745,1.4178176795580112e+40,1.0264352966969978,,1.1541953166872012,0.9164731943785538,5.1358010180415763e+36,3.8324540037597707e+37,5.1182564659536817e+36,1.3552702559807838e+40
1082,202.4711,47.21,1.6785e+37,8.7748e+35,1.2633e+36,1.6672e+35,0.3657,0.3028,0.014474,0.0039608,0.0054478,0.013808,543.2815251181313,812.9158186130234,1.7967445412982634,2.3183701657458563e+39,0.13127405936236733,,0.6656472231601132,0.17029330175511262,8.397897719223367e+35,7.121225695721497e+36,6.5459002170476416e+35,7.744256358144191e+38
1083,202.4711,47.2111,1.1039000000000001e+38,5.7209e+36,1.0839e+37,7.9674e+35,0.7859,0.0888,0.049513,0.009929,0.011768,0.047134,543.2894342877083,824.7957654750895,3.1010236828874285,1.5247237569060774e+40,0.22656752681008674,,0.9064615427960216,0.3659652880758628,5.52304992091193e+36,1.5303722379730724e+37,1.1297650351682926e+36,3.114546625502729e+39
1086,202.4703,47.1761,1.0459e+37,5.5238e+35,6.6885e+35,3.9552e+35,0.1085,1.3927,0.035202,0.0068256,0.0076795,0.020672,548.9107686839344,446.79361763098336,1.7601847344270936,1.4446132596685083e+39,0.12860292045131502,,0.3159709640544694,0.05052453716278293,5.232863404549133e+35,2.1128055454902442e+36,6.412705518395441e+35,1.8412811869241808e+38
1087,202.4703,47.1767,1.4894e+37,7.8011e+35,1.1791e+36,6.7315e+35,0.4456,1.4242,0.035886,0.0071107,0.010448,0.021911,548.9150164023449,453.27358801702417,2.0195322153900777,2.0571823204419886e+39,0.1475514108064409,,0.7319676232389758,0.20749985032014812,7.451789611564661e+35,8.677107383137816e+36,7.35756033381605e+35,1.0117574521621312e+39
1088,202.4703,47.1772,1.4697e+37,7.6994e+35,1.1306e+36,5.8048e+35,0.4004,1.6076,0.029341,0.005893600000000001,0.010019,0.018407,548.9185561676478,458.6735633170533,1.921799326299096,2.0299723756906078e+39,0.1404108336184813,,0.7038726629975326,0.18645184036846346,7.353226260317296e+35,7.796934013034966e+36,7.001499844854667e+35,8.592666877332853e+38
1103,202.4703,47.1939,2.358e+38,1.2215000000000002e+37,2.8585e+37,1.3923e+37,1.1187,2.0161,0.056923,0.011239,0.046254,0.066275,549.0367843253458,639.0327327752043,18.50329048266282,3.2569060773480672e+40,1.351890598462648,,1.0156723711213105,0.520938246304196,1.1797582854887521e+37,2.17842909100455e+37,6.741119307870035e+36,7.266509431417116e+39
1104,202.4703,47.1945,3.9091e+38,2.0247000000000001e+37,4.6621e+37,2.0985e+37,1.093,1.7049,0.077141,0.016199,0.044352,0.092766,549.0410320435651,645.5127029368701,28.626132127189933,5.399309392265194e+40,2.0914873994632543,,1.0030890769973415,0.5089706831237027,1.9558070881272603e+37,2.1283838352265776e+37,1.0429073259864211e+37,9.140403785102868e+39
1105,202.4703,47.195,4.3413e+38,2.2485e+37,8.0069e+37,4.0836e+37,1.7817,0.9006,0.076918,0.014928,0.028872,0.091411,549.0445718088109,650.9126780822759,45.204099185179466,5.996270718232044e+40,3.302709686024593,,1.134282455703388,0.8296734365247037,2.172046074975538e+37,3.4694798529031973e+37,1.6468758683630205e+37,1.8730904633268984e+40
1106,202.4703,47.1956,3.3331e+38,1.7264e+37,8.094700000000001e+37,4.1496e+37,2.2164,0.7469,0.059801,0.010333,0.02855,0.068789,549.0488195270657,657.3926482710876,34.67096563158507,4.603729281767956e+40,2.533136066845996,,1.1833092225456732,1.0320975499317244,1.6676218580842065e+37,4.315965171451225e+37,1.2631327171811315e+37,2.2207743834351237e+40
1107,202.4703,47.1961,1.6871000000000002e+38,8.7407e+36,4.172e+37,2.0978e+37,2.2449,1.9916,0.035232,0.005642100000000001,0.031760000000000004,0.040745,549.0523592922882,662.7926234412349,21.55056507937049,2.3302486187845307e+40,1.5745311002741025,,1.1904632896173726,1.0453689721357733,8.440925375097851e+36,4.371462828636914e+37,7.85130247445305e+36,1.8513773544633303e+40
1108,202.4703,47.1967,1.1972e+38,6.2036e+36,2.4102e+37,1.3922e+37,1.9202,0.7801,0.031401,0.004935800000000001,0.026529,0.034783999999999995,549.0566070105609,669.2725936621814,15.522193299121428,1.6535911602209948e+40,1.134085162218256,,1.1437106127909094,0.8941678917970118,5.989849954992086e+36,3.7391789939634723e+37,5.655045898308784e+36,1.3469904152469019e+40
1109,202.4703,47.1972,1.1248e+38,5.828900000000001e+36,1.9167000000000002e+37,1.0523e+37,1.6567,0.7309,0.036804,0.0058324,0.018603,0.036922,549.0601467758013,674.6725688609532,13.295969499308045,1.5535911602209948e+40,0.9714324152454162,,1.1180267965032722,0.7714654444016819,5.627617131118524e+36,3.2260690757729847e+37,4.8439879810900463e+36,1.0360028907622168e+40
1110,202.4703,47.1978,1.0292e+38,5.3338e+36,1.6763000000000004e+37,8.7067e+36,1.5852,2.1164,0.039258,0.0062031000000000005,0.014709,0.033778,549.0643944941099,681.152539118512,11.48568087207132,1.4215469613259668e+40,0.8391687955417609,,1.1009385100141045,0.7381704729073134,5.149309700699844e+36,3.086838111254503e+37,4.1844635776161184e+36,9.470728973106752e+39
1125,202.4703,47.2111,4.8942e+37,2.5399e+36,3.9797e+36,3.8759e+35,0.4879,0.1579,0.022004,0.004504600000000001,0.010721,0.025093,549.1585522552632,824.7918880635641,2.038871753705452,6.759944751381215e+39,0.14896439948819235,,0.7610975721705581,0.22719743485457874,2.4486738765220728e+36,9.500809452946454e+36,7.428018145233547e+35,1.331200226610275e+39
1126,202.4703,47.2117,2.8690000000000004e+37,1.4922e+36,3.1345e+36,3.3781e+35,0.9545,0.183,0.013837,0.0027964,0.0071342,0.016839,549.1627999741402,831.2718591969043,1.9447714527151407,3.9627071823204426e+39,0.1420892270781552,,0.9670281556434648,0.44447622785139457,1.435422612835975e+36,1.8586846941663031e+37,7.085191902259878e+35,3.347847914444419e+39
1128,202.4703,47.2133,1.0810000000000002e+37,5.7042e+35,8.0478e+35,5.011e+35,0.3486,1.4888,0.011314,0.003759900000000001,0.0071935,0.013818,549.174127224663,848.5517824915855,1.5502053412286374,1.493093922651934e+39,0.1132613698335012,,0.6506862391162055,0.16233044843268324,5.4084762791066196e+35,6.788239752607367e+36,5.6477085341718866e+35,6.91923632547405e+38
1144,202.4695,47.1939,2.3838e+38,1.2348000000000002e+37,2.6052e+37,1.3875e+37,0.955,0.7376,0.055437,0.010591,0.043742,0.065808,554.9078050417459,639.0289142920599,18.666953541696987,3.2925414364640885e+40,1.3638481770906896,,0.9669981387862332,0.4447090598198866,1.1926665822510969e+37,1.859658337274824e+37,6.800745038129961e+36,6.030855572083248e+39
1145,202.4695,47.1945,3.7307e+38,1.9322e+37,4.504300000000002e+37,2.1993e+37,1.1124,2.2262,0.07083400000000001,0.013347,0.037804,0.086998,554.9119863863239,645.508884495899,32.371603263480104,5.152900552486187e+40,2.3651396571905083,,1.0105294529775504,0.5180045635011957,1.8665497182667032e+37,2.1661611878371873e+37,1.1793623409340222e+37,9.38718972547639e+39
1146,202.4695,47.195,4.986e+38,2.5823000000000003e+37,9.5594e+37,5.093e+37,1.8429,1.4781,0.084573,0.013708,0.028261,0.10351,554.9154708401468,650.9088596766933,61.67414677106699,6.886740331491713e+40,4.506047141514268,,1.1400091301121396,0.8581720694681352,2.4946033975601848e+37,3.588653769386149e+37,2.246912688229163e+37,2.203232749334314e+40
1147,202.4695,47.1956,4.7886000000000005e+38,2.4801e+37,1.058e+38,5.2858e+37,2.067,0.816,0.081785,0.011341,0.034972,0.098083,554.9196521847623,657.388829907557,44.3003241538013,6.614088397790056e+40,3.236677918907808,,1.163805364126979,0.9625273577462884,2.395839917680847e+37,4.0250406106251936e+37,1.6139495338837412e+37,2.3348011515369376e+40
1148,202.4695,47.1961,1.9800000000000002e+38,1.0257e+37,5.1236e+37,2.2445e+37,2.3166,0.9535,0.039446,0.005067899999999999,0.034372,0.048118,554.9231366385959,662.7888051129416,23.802818563018995,2.7348066298342547e+40,1.7390856324937676,,1.1889075454848692,1.0787570764175387,9.906367282729977e+36,4.511083250398803e+37,8.671843526817026e+36,2.0303961205602033e+40
1150,202.4695,47.1972,9.6663e+37,5.01e+36,1.8706e+37,1.1508e+37,1.8576,0.8265,0.030657,0.0045332,0.019343,0.032425,554.9308024370806,674.6687506099684,13.862220107848813,1.3351243093922652e+40,1.0128039148053072,,1.1357668418216738,0.8650173293418025,4.8362584881339785e+36,3.6172788767766616e+37,5.050284418683345e+36,1.2325193036116012e+40
1151,202.4695,47.1978,1.0716e+38,5.5532e+36,1.6957e+37,9.5717e+36,1.5397,0.7416,0.037796,0.0061844,0.015465,0.034004,554.9349837817202,681.148720909807,12.361877051590564,1.4801104972375689e+40,0.9031855918305522,,1.0981386106731126,0.7169827637745335,5.361446050592648e+36,2.998236588379105e+37,4.503679394325769e+36,9.14098537070984e+39
1152,202.4695,47.1983,9.1436e+37,4.7392e+36,1.5369e+37,7.9973e+36,1.6349,1.7096,0.032691000000000005,0.0055595,0.011578,0.026627,554.9384682356078,686.5486961762689,10.963532450750089,1.26292817679558e+40,0.8010194975859359,,1.1110299118694114,0.7613139705754268,4.574740398301506e+36,3.183618236241476e+37,3.9942344501082056e+36,9.727815481252748e+39
1169,202.4695,47.2133,1.9477e+37,1.0163e+36,1.4302000000000002e+36,5.1203e+35,0.3269,1.0048,0.012179,0.0041735,0.008163,0.014988,555.0430018592747,848.5479653734996,1.6817063946236974,2.6901933701657458e+39,0.12286912246211,,0.6268248836791662,0.15222554100012664,9.744763412410696e+35,6.365678643509319e+36,6.126793208801668e+35,6.785841430945019e+38
1170,202.4695,47.2139,4.088e+37,2.1227e+36,3.7024e+36,5.9913e+35,0.6582,0.2362,0.029369,0.010038,0.011206,0.03186,555.0471832046225,855.0279367574483,2.216111147995705,5.646408839779005e+39,0.16191389466272446,,0.8555379559718977,0.3065000033229837,2.0453146187777847e+36,1.2817037880568472e+37,8.073736756247468e+35,1.9723913283459444e+39
1171,202.4695,47.2145,3.191400000000001e+37,1.6589000000000002e+36,3.2199000000000004e+36,4.1068e+35,0.8288,0.1986,0.034653,0.010487,0.010206,0.030778,555.0513645500026,861.5079082018193,1.54249940974235,4.408011049723757e+39,0.11269835773905935,,0.924059017795241,0.3859422709724838,1.5967262902072958e+36,1.6139108166841608e+37,5.61963428241866e+35,2.6851091214270522e+39
1193,202.4687,47.1956,2.1293e+38,1.103e+37,5.6124e+37,2.4359000000000002e+37,2.3458,0.8506,0.040444,0.0047451,0.025969,0.049769,560.7904848800645,657.3850716853605,27.316896320830182,2.941022099447514e+40,1.995831787319737,,1.1873174549274887,1.0923544633774769,1.0653347401574208e+37,4.567944007936421e+37,9.952092434152371e+36,2.1426522155566966e+40
1198,202.4687,47.1983,9.0202e+37,4.6754e+36,1.7362000000000002e+37,8.785700000000002e+36,1.8491,1.609,0.029502,0.005130399999999999,0.010571,0.024407,560.8090022494448,686.5449381436729,11.955794732501975,1.2458839779005525e+40,0.8735163354411467,,1.1376227333228162,0.861059185877437,4.5130007153374205e+36,3.600726943931808e+37,4.355735472440217e+36,1.1934092819659265e+40
1210,202.4687,47.2095,1.0273e+37,5.4291e+35,6.8365e+35,1.6026e+35,0.1713,0.5427,0.015418,0.004404,0.009258,0.015885,560.8858150450619,807.5043906673319,1.7125278560843489,1.418922651933702e+39,0.12512100539172055,,0.42601136353936064,0.07976823240538909,5.1398035906810644e+35,3.3357012897924324e+36,6.2390819658440164e+35,2.9431027474469863e+38
1216,202.4687,47.2133,2.0477e+37,1.0679e+36,1.9374e+36,4.2866e+35,0.7273,0.4753,0.009665,0.0029978,0.006877800000000001,0.01198,560.911876531497,848.5442083937953,1.6839940125977175,2.828314917127072e+39,0.1230362608008206,,0.8880109257575255,0.3386773813685901,1.0245084992346552e+36,1.4162612656544285e+37,6.1351274592465535e+35,2.1173023034854856e+39
1217,202.4687,47.2139,3.0234e+37,1.572e+36,1.9678e+36,3.8533e+35,0.1363,0.3635,0.017564,0.005169600000000001,0.010547,0.020654,560.9159915031701,855.0241798201976,1.8405465266534045,4.175966850828729e+39,0.134474327566074,,0.36751967406009656,0.06346999461094298,1.5126722647780712e+36,2.6541511138278376e+36,6.705479622384897e+35,2.93520049110875e+38
1218,202.4687,47.2145,2.9251e+37,1.5213000000000005e+36,2.2886e+36,3.0856e+35,0.4271,0.2097,0.025267,0.0066747,0.010298,0.025919,560.9201064748815,861.5041513066188,1.4572234747347599,4.040193370165746e+39,0.10646791267741527,,0.7119418085232819,0.19888506748594093,1.4634906534703766e+36,8.316859432985101e+36,5.308956972069476e+35,1.0120670692444039e+39
1220,202.4687,47.2317,5.1121e+37,2.6534000000000003e+36,4.2128e+36,5.5038e+35,0.509,0.1697,0.084757,0.018628,0.017536000000000003,0.061742999999999985,561.0380690174555,1047.2633656864907,1.4466566107189942,7.060911602209946e+39,0.10569587463739576,,0.7718712609434483,0.23702294392494486,2.5576939487900965e+36,9.911686844742254e+36,5.270459770122039e+35,1.4021999788473858e+39
1223,202.4678,47.1783,9.2409e+36,4.9026e+35,6.6308e+35,4.5643e+35,0.2904,1.5301,0.018053,0.0028347,0.004937899999999999,0.011469,567.2786763752675,470.5417724202338,1.7439968319183912,1.2763674033149172e+39,0.12742019712808506,,0.5920081431728081,0.13522880730020426,4.623421688029264e+35,5.654919174289098e+36,6.353729747433202e+35,5.419450376806497e+38
1263,202.4679,47.2117,3.9824e+37,2.0681000000000003e+36,4.6672000000000005e+36,4.2725e+35,1.0653,0.1768,0.010998,0.0035086,0.004647,0.014696,566.7699549808174,831.2605879208742,2.5574939853183327,5.500552486187846e+39,0.18685606636377355,,0.9988956177469304,0.496071792069241,1.9924806599365588e+36,2.0744440070145229e+37,9.317462804977716e+35,4.1298920495388224e+39
1264,202.4679,47.2122,1.1292e+38,5.852e+36,1.1906e+37,8.862e+35,0.8984,0.1021,0.02618,0.0075498000000000015,0.008507899999999999,0.032677,566.7733288124049,836.6605640125263,3.6694123838359216,1.5596685082872928e+40,0.2680952400459913,,0.9513128385403228,0.4183524809865824,5.649631280635701e+36,1.7494419373902634e+37,1.3368404226475706e+36,3.782567510637224e+39
1265,202.4679,47.2128,1.2623e+38,6.5415e+36,1.4398e+37,1.2998e+36,1.0224,0.1192,0.031277,0.008248700000000001,0.010923,0.038688,566.7773774103364,843.1405353738547,3.712430818105254,1.7435082872928178e+40,0.2712382603052142,,0.9888046349027108,0.47609480917262004,6.315559303530328e+36,1.9909054283034342e+37,1.3525128998277274e+36,4.665223336710724e+39
1266,202.4679,47.2133,5.1340000000000015e+37,2.6639000000000004e+36,6.1306e+36,5.1357e+35,1.095,0.1482,0.016850999999999998,0.0041779,0.0089598,0.020852,566.7807512419819,848.5405115526672,2.050112944741177,7.091160220994476e+39,0.14978570532517085,,1.0026803868037608,0.5099020109976711,2.5686509913906922e+36,2.1322784076606617e+37,7.468972055569325e+35,4.402263035391341e+39
1267,202.4679,47.2139,1.6409000000000004e+37,8.5813e+35,1.103e+36,3.2064e+35,0.1873,1.0992,0.0093982,0.00225,0.007937699999999999,0.011905,566.7847998399841,855.0204830208781,1.4094799823996662,2.266436464088398e+39,0.10297966941138303,,0.4562733905007744,0.08721885539713588,8.209776805167485e+35,3.6472670845191046e+36,5.135017867396818e+35,3.345856768057238e+38
1268,202.4679,47.2145,1.2584e+37,6.6139e+35,8.531e+35,2.5469e+35,0.2007,0.6809,0.011791,0.0027241999999999995,0.007733199999999998,0.014038,566.7888484380208,861.5004545491278,1.2806627292455672,1.738121546961326e+39,0.09356800105855786,,0.4713132737051185,0.0934587521527238,6.2960467619128295e+35,3.908203437602692e+36,4.665710814558015e+35,3.486590900105097e+38
1304,202.4671,47.2117,8.3506e+37,4.3291000000000005e+36,1.0898e+37,7.2447e+35,1.2353,0.0642,0.01985,0.0055101,0.0064051,0.026591000000000004,572.6390067260409,831.2569511061906,4.148026137469788,1.153397790055249e+40,0.3030638006076277,,1.0357075039294843,0.5752346613565508,4.1779853854123716e+36,2.405482663911612e+37,1.5112089988019838e+36,5.804276314293004e+39
1305,202.4671,47.2122,1.8148e+38,9.4021e+36,1.9929e+37,1.7387e+36,0.9625,0.1039,0.03846,0.0090155,0.010799,0.048773,572.6423252462369,836.6569272327705,5.6985245137224565,2.506629834254144e+40,0.416346580216562,,0.9685600092043142,0.448201539347268,9.07983603267594e+36,1.8742629839026367e+37,2.07608661074735e+36,4.861132383481321e+39
1306,202.4671,47.2128,1.9593e+38,1.015e+37,1.6788e+37,1.4537e+36,0.5706,0.1178,0.044377,0.0091516,0.014772,0.057187,572.6463074705018,843.1368986362164,4.699924141607736,2.7062154696132597e+40,0.3433866677108316,,0.8094037825711352,0.26570784244317003,9.802800715683255e+36,1.1111215154439942e+37,1.7122764951564942e+36,2.609714587952747e+39
1307,202.4671,47.2133,1.1488e+38,5.9534e+36,1.082e+37,9.7688e+35,0.7201,0.1102,0.032683,0.0063041,0.015625999999999998,0.043431,572.6496259907484,848.5368748496768,2.8211169106277496,1.5867403314917128e+40,0.2061169299706521,,0.882289440667784,0.33532460102230405,5.74769431030313e+36,1.4022408048917281e+37,1.0277893920440992e+36,2.777244553818698e+39
1308,202.4671,47.2139,2.3535e+37,1.2258e+36,2.0077e+36,3.0851e+35,0.5636,0.3635,0.011494,0.0022161,0.0097142,0.016297,572.6536082150767,855.0168463597508,1.4187174090043568,3.250690607734807e+39,0.1036545758661334,,0.8095866613295051,0.2624481948842807,1.1775068383790405e+36,1.0974905119247023e+37,5.168671662595169e+35,1.4430209147672316e+39
1309,202.4671,47.2145,8.2124e+36,4.3794e+35,6.2272e+35,2.2407e+35,0.3776,0.7878,0.008792900000000001,0.0017721,0.008189,0.012142,572.657590439443,861.4968179300197,1.2294124059463347,1.1343093922651934e+39,0.08982354110418801,,0.6857991030027683,0.17583470260522427,4.1088409430652344e+35,7.352952755549459e+36,4.478995622332745e+35,7.397469009066757e+38
1335,202.4662,47.2011,7.664900000000002e+37,3.9737e+36,1.1547e+37,2.7749e+36,1.462,0.4465,0.01735,0.002487,0.0054013,0.016850999999999998,579.1726565391753,716.7734445397549,7.449887884998947,1.0586878453038676e+40,0.5443049927129217,,1.0830471767024767,0.6808006758708631,3.8349148780503527e+36,2.8469324493149654e+37,2.714143363316328e+36,7.734088976324856e+39
1336,202.4662,47.2017,6.546e+37,3.3945e+36,1.0597e+37,1.8998e+36,1.5757,0.2907,0.018356,0.0025386,0.0060981,0.017539,579.1765640925838,723.253415181445,5.752601940037991,9.041436464088397e+39,0.42029759445878706,,1.0982059794103476,0.7337466655059638,3.2751050622601227e+36,3.0683388921926065e+37,2.0957881002201088e+36,8.463688367508563e+39
