ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,L_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Mass_g,Mass_old,L_Edd,v_inf
162,202.5103,47.1633,2.6328e+38,1.3638e+37,1.8656999999999998e+37,1.3548000000000002e+36,0.2707,0.0851,0.086269,0.028665,0.019516,0.10092,255.09990021360352,308.8219586235152,4.599970420757912,3.63646408839779e+40,0.336083831730126,0.04404700038951646,1.3294955597623177,3.1513806935404007,1.3172466556551257e+37,5.271303789531882e+36,1.3406890822173247e+34,1.5371623434006709e+40,1044057.6103498255
