ID RA Dec LHa E_LHa LPab E_Pab AHa E_AHa Ha/24um Ha/70um Ha/8um Ha/12um
160 202.5112 47.2183 1.1374e+37 5.993e+35 1.3833e+36 1.2188e+35 1.1238 0.1395 2.5527e-02 3.0926e-03 2.9862e-03 1.2481e-02
161 202.5103 47.1622 2.8178e+37 1.4658e+36 2.4776e+36 2.2907e+35 0.6114 0.1275 1.6543e-02 7.2037e-03 6.7914e-03 2.2022e-02
162 202.5103 47.1633 2.6328e+38 1.3638e+37 1.8657e+37 1.3548e+36 0.2707 0.0851 8.6269e-02 2.8665e-02 1.9516e-02 1.0092e-01
163 202.5103 47.1639 2.1633e+38 1.1207e+37 2.9885e+37 3.0755e+36 1.3252 0.129 6.7703e-02 2.0082e-02 1.7497e-02 8.0465e-02
164 202.5103 47.1644 6.1506e+37 3.1902e+36 8.792e+36 6.0582e+35 1.3791 0.1058 2.1382e-02 5.9867e-03 1.2310e-02 2.6459e-02
165 202.5103 47.165 3.0041e+37 1.5621e+36 1.8151e+36 1.733e+35 0.0188 0.1812 1.2916e-02 3.4676e-03 1.1337e-02 1.7317e-02
166 202.5104 47.2089 1.169e+37 6.1548e+35 1.5166e+36 3.8944e+35 1.226 0.4317 3.1262e-02 8.4836e-03 5.8418e-03 1.7552e-02
167 202.5104 47.2144 1.8743e+37 9.7837e+35 1.4227e+36 3.0339e+35 0.3792 0.319 2.0215e-02 5.2070e-03 4.7252e-03 1.8364e-02
168 202.5104 47.2183 1.4222e+37 7.4551e+35 8.82e+35 1.0962e+35 0.0599 0.1941 3.1983e-02 3.4023e-03 4.4808e-03 1.6813e-02
169 202.5095 47.1639 1.9317e+38 1.0008e+37 1.8536e+37 1.2764e+36 0.7494 0.0697 6.3015e-02 1.4059e-02 1.6773e-02 7.3519e-02
170 202.5095 47.1644 6.053e+37 3.1397e+36 6.5988e+36 4.1808e+35 0.9511 0.0853 2.2412e-02 4.7832e-03 1.2316e-02 2.7956e-02
171 202.5095 47.165 2.1943e+37 1.1436e+36 1.5406e+36 1.6458e+35 0.256 0.2086 1.0795e-02 2.3237e-03 1.0454e-02 1.5213e-02
172 202.5095 47.1655 1.2362e+37 6.5001e+35 7.988e+35 1.1946e+35 0.1249 0.2506 8.8037e-03 1.8842e-03 6.5851e-03 1.3145e-02
173 202.5096 47.2 3.8885e+37 2.0195e+36 3.3497e+36 5.6482e+35 0.579 0.2861 4.9822e-02 1.5071e-02 9.5622e-03 3.3224e-02
174 202.5096 47.2005 1.7594e+37 9.1918e+35 1.9677e+36 3.874e+35 0.9914 0.3636 2.8091e-02 7.2089e-03 5.6020e-03 1.7102e-02
175 202.5096 47.2089 9.4578e+36 5.0128e+35 8.3241e+35 5.3917e+35 0.613 1.1049 2.4841e-02 6.7303e-03 4.5795e-03 1.3334e-02
176 202.5096 47.2144 2.751e+37 1.4312e+36 1.749e+36 2.3064e+35 0.0991 0.2092 1.7157e-02 6.5601e-03 5.3162e-03 2.1711e-02
177 202.5087 47.1622 2.1228e+37 1.1067e+36 1.344e+36 1.6095e+35 0.0925 0.2231 1.5392e-02 4.6639e-03 7.1405e-03 1.8739e-02
178 202.5087 47.1628 3.5594e+37 1.8493e+36 2.1717e+36 1.987e+35 0.0342 0.1368 1.8186e-02 4.5677e-03 8.8763e-03 2.1926e-02
179 202.5087 47.1644 3.0784e+37 1.6005e+36 2.256e+36 1.8778e+35 0.3237 0.1231 1.4794e-02 2.6301e-03 1.1611e-02 2.0455e-02
180 202.5087 47.165 1.2964e+37 6.8091e+35 1.0415e+36 1.3779e+35 0.4688 0.2218 8.8421e-03 1.6367e-03 8.9064e-03 1.3627e-02
181 202.5087 47.1989 2.2293e+37 1.1616e+36 1.4553e+36 4.5639e+35 0.1411 0.7165 2.6367e-02 8.0130e-03 7.5599e-03 2.0072e-02
182 202.5087 47.2 5.686e+37 2.9497e+36 5.8829e+36 7.2355e+35 0.8684 0.1601 6.1662e-02 1.5089e-02 1.0852e-02 4.0332e-02
183 202.5087 47.2005 1.815e+37 9.4785e+35 2.8299e+36 3.2447e+35 1.5163 0.2111 2.5717e-02 5.3596e-03 4.7743e-03 1.5622e-02
184 202.5088 47.2139 1.538e+37 8.0509e+35 1.0407e+36 2.4272e+35 0.1976 0.4519 7.4281e-03 4.8311e-03 3.5840e-03 1.0659e-02
185 202.5088 47.2144 3.099e+37 1.611e+36 1.866e+36 3.8629e+35 0.0134 0.3512 1.1942e-02 6.3599e-03 6.1520e-03 1.7125e-02
186 202.5079 47.1622 2.625e+37 1.3662e+36 2.4277e+36 2.3164e+35 0.6912 0.1228 2.4883e-02 6.7337e-03 1.0456e-02 2.8424e-02
187 202.5079 47.1628 1.6814e+37 8.7901e+35 1.7079e+36 1.509e+35 0.8394 0.1319 1.2965e-02 2.9423e-03 7.7182e-03 1.5722e-02
188 202.5079 47.1967 3.3795e+37 1.7562e+36 2.8526e+36 6.5849e+35 0.5469 0.4011 3.9288e-02 1.1355e-02 7.6611e-03 2.7713e-02
189 202.5079 47.1972 2.8757e+37 1.4956e+36 3.3312e+36 6.4269e+35 1.047 0.3344 3.1784e-02 8.7876e-03 6.2800e-03 2.2480e-02
190 202.5079 47.1983 3.6248e+37 1.883e+36 2.8322e+36 6.0574e+35 0.4249 0.3369 3.6950e-02 9.3301e-03 9.5390e-03 2.7648e-02
191 202.5079 47.1989 1.8413e+37 9.6139e+35 1.6242e+36 4.3846e+35 0.6166 0.6815 2.1470e-02 5.3321e-03 6.1512e-03 1.5953e-02
192 202.5079 47.1994 2.1045e+37 1.0972e+36 1.458e+36 3.9346e+35 0.2349 0.6109 2.4515e-02 5.7554e-03 6.3952e-03 1.7316e-02
193 202.5079 47.2 2.1412e+37 1.1162e+36 2.1966e+36 3.8156e+35 0.8551 0.3877 2.6358e-02 5.4667e-03 5.8025e-03 1.7270e-02
194 202.5079 47.2094 1.4745e+37 7.7246e+35 1.9859e+36 3.1256e+35 1.285 0.2573 2.6174e-02 6.0498e-03 4.6249e-03 1.4242e-02
195 202.5079 47.2139 2.0037e+37 1.0452e+36 1.6683e+36 3.9626e+35 0.5252 0.4521 6.1615e-03 4.6101e-03 3.6528e-03 8.9508e-03
196 202.5079 47.2144 2.9255e+37 1.5214e+36 1.8672e+36 4.8553e+35 0.1054 0.6765 7.8128e-03 4.4347e-03 4.9700e-03 1.1128e-02
197 202.507 47.1622 2.287e+37 1.1915e+36 1.8395e+36 1.9874e+35 0.4707 0.1429 3.3510e-02 8.5703e-03 1.2764e-02 3.4191e-02
198 202.5071 47.1967 4.759e+37 2.4698e+36 3.6831e+36 5.2367e+35 0.4099 0.2245 4.9258e-02 1.2208e-02 8.2317e-03 3.2794e-02
199 202.5071 47.1972 3.5537e+37 1.8462e+36 4.9926e+36 5.4369e+35 1.3517 0.1495 3.6358e-02 8.1837e-03 6.2842e-03 2.4140e-02
200 202.5071 47.1978 1.5343e+37 8.0319e+35 1.9971e+36 4.4586e+35 1.2312 0.4596 1.8417e-02 3.8367e-03 4.6715e-03 1.2652e-02
201 202.5071 47.2033 9.4587e+36 5.0135e+35 6.0491e+35 4.3216e+35 0.1085 1.1014 2.6731e-02 5.7071e-03 6.1030e-03 1.4532e-02
202 202.5071 47.2039 9.9114e+36 5.2447e+35 9.3416e+35 3.5756e+35 0.7212 0.9536 2.7779e-02 5.9664e-03 5.3156e-03 1.4890e-02
203 202.5071 47.2094 1.4727e+37 7.7151e+35 1.6835e+36 4.1805e+35 1.026 0.5417 2.4729e-02 5.3698e-03 4.5796e-03 1.3947e-02
204 202.5071 47.21 1.2556e+37 6.5989e+35 1.9317e+36 4.4124e+35 1.4953 0.4581 2.1194e-02 4.4062e-03 3.8068e-03 1.1762e-02
205 202.5071 47.2133 1.2365e+37 6.5007e+35 1.8173e+36 2.2585e+35 1.4231 0.219 4.2336e-03 3.4456e-03 2.9254e-03 6.3180e-03
206 202.5071 47.2139 3.6316e+37 1.8865e+36 6.0645e+36 5.2634e+35 1.6247 0.1621 7.6991e-03 4.8126e-03 3.1056e-03 1.0575e-02
207 202.5071 47.2144 5.3229e+37 2.7617e+36 1.121e+37 8.0529e+35 1.9912 0.0988 1.0114e-02 4.6143e-03 3.6413e-03 1.3428e-02
208 202.5071 47.215 3.531e+37 1.8345e+36 4.0665e+36 6.3076e+35 1.0377 0.3479 7.8448e-03 2.7713e-03 5.0325e-03 1.0818e-02
209 202.5063 47.1972 1.6888e+37 8.8281e+35 2.1956e+36 4.5557e+35 1.2292 0.4039 2.0781e-02 3.9190e-03 4.8619e-03 1.3673e-02
210 202.5063 47.2094 1.5227e+37 7.9721e+35 2.3691e+36 4.3258e+35 1.513 0.3171 2.5386e-02 5.1052e-03 4.5649e-03 1.4637e-02
211 202.5063 47.21 1.4859e+37 7.7829e+35 2.3016e+36 4.1607e+35 1.5058 0.2997 2.3378e-02 4.4355e-03 4.3373e-03 1.3376e-02
212 202.5063 47.2105 1.7226e+37 9.0019e+35 2.1373e+36 4.1868e+35 1.1554 0.3542 2.4208e-02 4.5559e-03 4.7165e-03 1.4593e-02
213 202.5063 47.2111 1.7692e+37 9.2419e+35 2.7273e+36 4.2786e+35 1.4984 0.2572 2.1292e-02 4.5863e-03 4.8231e-03 1.5274e-02
214 202.5063 47.2117 1.3256e+37 6.958e+35 2.0257e+36 3.695e+35 1.4845 0.3212 1.2956e-02 3.9234e-03 4.7207e-03 1.2899e-02
215 202.5063 47.2133 2.0831e+37 1.0862e+36 2.6569e+36 2.7134e+35 1.1989 0.1792 5.4960e-03 3.3765e-03 3.3813e-03 8.1115e-03
216 202.5063 47.2139 7.3799e+37 3.8265e+36 1.283e+37 8.0363e+35 1.6883 0.0686 1.2950e-02 5.9066e-03 3.8017e-03 1.7219e-02
217 202.5063 47.2144 9.6581e+37 5.0061e+36 2.5712e+37 2.696e+36 2.3615 0.1326 1.5673e-02 5.1751e-03 3.9210e-03 2.0064e-02
218 202.5063 47.215 4.7623e+37 2.4716e+36 9.2302e+36 7.5341e+35 1.8601 0.1297 9.1014e-03 2.3487e-03 3.9910e-03 1.2109e-02
219 202.5063 47.2155 2.0981e+37 1.0939e+36 1.6086e+36 5.0369e+35 0.395 0.7159 5.9241e-03 1.3401e-03 6.2963e-03 8.6002e-03
220 202.5063 47.2189 3.2188e+37 1.6731e+36 2.4543e+36 2.5745e+35 0.3864 0.1418 3.1627e-02 9.7471e-03 7.9945e-03 2.5850e-02
221 202.5054 47.1855 1.289e+37 6.7705e+35 1.1253e+36 3.2649e+35 0.6002 0.515 7.7703e-02 1.3738e-02 1.5000e-02 3.4841e-02
222 202.5055 47.195 2.6648e+37 1.3866e+36 2.0515e+36 5.7871e+35 0.4015 0.5618 2.8798e-02 7.1629e-03 5.8058e-03 1.7822e-02
223 202.5055 47.1955 1.7e+37 8.8853e+35 1.3086e+36 5.5862e+35 0.4013 1.1655 2.0914e-02 4.5586e-03 4.8879e-03 1.2851e-02
224 202.5055 47.2033 1.2587e+37 6.6149e+35 1.5721e+36 3.6639e+35 1.166 0.3644 3.5744e-02 6.6480e-03 6.4265e-03 1.9053e-02
225 202.5055 47.2094 1.4747e+37 7.7248e+35 2.5842e+36 4.8009e+35 1.7009 0.3049 2.6712e-02 4.9060e-03 4.5954e-03 1.5555e-02
226 202.5055 47.21 1.0362e+37 5.4747e+35 1.8913e+36 3.1713e+35 1.7652 0.3254 1.9641e-02 3.3548e-03 3.7571e-03 1.1596e-02
227 202.5055 47.2105 1.0986e+37 5.7938e+35 1.8652e+36 3.0117e+35 1.6509 0.2853 1.8702e-02 3.1184e-03 3.8350e-03 1.1928e-02
228 202.5055 47.2111 1.1366e+37 5.9885e+35 2.4394e+36 3.2265e+35 2.0212 0.2015 1.6265e-02 3.0371e-03 3.8926e-03 1.2595e-02
229 202.5055 47.2117 9.8955e+36 5.2359e+35 2.1306e+36 2.976e+35 2.0261 0.2231 1.1097e-02 2.8096e-03 4.2161e-03 1.1944e-02
230 202.5055 47.2133 3.0978e+37 1.6104e+36 2.4621e+36 2.9759e+35 0.4519 0.2473 7.8648e-03 3.5973e-03 5.3900e-03 1.1966e-02
231 202.5055 47.2139 7.529e+37 3.9037e+36 6.8317e+36 7.5473e+35 0.6612 0.2104 1.3861e-02 4.6887e-03 5.1951e-03 1.9071e-02
232 202.5055 47.2144 8.5064e+37 4.4097e+36 1.2013e+37 1.3717e+36 1.3599 0.181 1.4625e-02 3.6065e-03 4.7172e-03 1.9425e-02
233 202.5055 47.215 4.1912e+37 2.1761e+36 6.4962e+36 7.3335e+35 1.507 0.1973 8.5030e-03 1.6609e-03 4.1572e-03 1.1642e-02
234 202.5055 47.2155 2.6374e+37 1.3725e+36 2.4528e+36 5.4608e+35 0.7 0.4499 7.2498e-03 1.2694e-03 6.0018e-03 1.0532e-02
235 202.5055 47.2183 5.3716e+37 2.787e+36 3.2141e+36 7.2724e+35 0.0034 0.5526 3.3524e-02 1.1626e-02 8.8919e-03 2.6174e-02
236 202.5055 47.2189 4.9431e+37 2.5653e+36 3.6807e+36 4.1417e+35 0.3488 0.1872 3.3065e-02 9.0629e-03 8.9746e-03 2.6439e-02
237 202.5055 47.2194 3.237e+37 1.6825e+36 2.5519e+36 3.0202e+35 0.439 0.1952 2.6235e-02 6.0214e-03 8.8281e-03 2.2469e-02
238 202.5046 47.1583 7.9597e+37 4.1267e+36 9.3313e+36 7.7812e+35 1.0658 0.0957 1.4485e-01 3.1173e-02 2.0723e-02 1.0396e-01
239 202.5046 47.1589 1.9676e+37 1.0266e+36 2.695e+36 2.0955e+35 1.3117 0.1355 4.5107e-02 9.2011e-03 1.2048e-02 3.2560e-02
240 202.5046 47.195 3.3979e+37 1.7657e+36 2.9905e+36 6.907e+35 0.6129 0.3968 3.1881e-02 6.4346e-03 6.0223e-03 1.8962e-02
241 202.5046 47.1955 1.7548e+37 9.1679e+35 2.0066e+36 5.7639e+35 1.0266 0.5396 2.0677e-02 3.7115e-03 4.4025e-03 1.2372e-02
242 202.5047 47.2133 4.9077e+37 2.5468e+36 4.6017e+36 4.8126e+35 0.713 0.1325 1.4162e-02 5.1453e-03 1.1191e-02 2.2103e-02
243 202.5047 47.2139 5.6498e+37 2.931e+36 5.0462e+36 4.2075e+35 0.6362 0.1107 1.3112e-02 3.5577e-03 7.8835e-03 1.8942e-02
244 202.5047 47.2144 5.3049e+37 2.7523e+36 5.1162e+36 5.2468e+35 0.7575 0.1455 1.1670e-02 2.3396e-03 6.1441e-03 1.6378e-02
245 202.5047 47.215 3.8331e+37 1.9908e+36 4.098e+36 5.3651e+35 0.9202 0.225 9.5311e-03 1.5391e-03 5.6898e-03 1.3518e-02
246 202.5047 47.2155 2.932e+37 1.5248e+36 2.9935e+36 5.3952e+35 0.8474 0.3107 9.2775e-03 1.3748e-03 6.0522e-03 1.3215e-02
247 202.5047 47.2161 2.5499e+37 1.3273e+36 1.9316e+36 4.65e+35 0.376 0.4393 1.0697e-02 1.7230e-03 6.4581e-03 1.4522e-02
248 202.5047 47.2178 8.1528e+37 4.2267e+36 7e+36 9.7706e+35 0.5739 0.2191 3.9583e-02 1.2339e-02 8.0969e-03 3.0300e-02
249 202.5047 47.2183 7.5308e+37 3.9047e+36 7.2638e+36 1.4617e+36 0.7577 0.3703 3.6249e-02 9.6882e-03 7.7186e-03 2.6990e-02
250 202.5047 47.2189 5.4087e+37 2.8062e+36 5.0422e+36 6.9204e+35 0.7038 0.2454 2.7926e-02 6.3046e-03 7.5894e-03 2.2178e-02
251 202.5047 47.2194 3.9449e+37 2.0487e+36 3.1907e+36 3.5384e+35 0.4795 0.1652 2.3791e-02 4.8271e-03 9.2637e-03 2.0917e-02
252 202.5038 47.1583 1.2013e+38 6.2252e+36 1.0099e+37 9.1061e+35 0.5406 0.1069 2.1304e-01 3.6647e-02 3.3286e-02 1.5562e-01
253 202.5038 47.1589 2.625e+37 1.3661e+36 2.5793e+36 2.1181e+35 0.787 0.1505 5.7688e-02 9.3997e-03 1.6436e-02 4.3129e-02
254 202.5038 47.1933 3.9112e+37 2.0312e+36 2.7567e+36 4.7136e+35 0.2621 0.3596 3.5886e-02 1.1063e-02 5.4407e-03 2.2961e-02
255 202.5038 47.1939 6.9547e+37 3.6064e+36 6.9827e+36 8.4997e+35 0.821 0.1786 5.4040e-02 1.2614e-02 7.3158e-03 3.2582e-02
256 202.5038 47.1944 4.5947e+37 2.3849e+36 4.6881e+36 9.2975e+35 0.8465 0.361 3.6992e-02 6.8338e-03 6.4350e-03 2.2020e-02
257 202.5038 47.195 2.3637e+37 1.2311e+36 2.559e+36 5.816e+35 0.9401 0.4165 2.2982e-02 3.6095e-03 4.8630e-03 1.3636e-02
258 202.5039 47.2133 2.4476e+37 1.2743e+36 2.1736e+36 2.7273e+35 0.6272 0.2248 1.1237e-02 3.5258e-03 9.7313e-03 1.8247e-02
259 202.5039 47.2139 2.485e+37 1.2937e+36 2.1134e+36 2.6993e+35 0.5587 0.2659 9.3580e-03 2.2316e-03 7.2229e-03 1.4866e-02
260 202.5039 47.2144 2.7236e+37 1.417e+36 2.2364e+36 2.6928e+35 0.5034 0.2099 9.4217e-03 1.6870e-03 6.2615e-03 1.4670e-02
261 202.5039 47.215 3.4803e+37 1.8082e+36 2.9465e+36 4.9609e+35 0.5517 0.2856 1.2206e-02 1.7909e-03 7.2753e-03 1.8332e-02
262 202.5039 47.2155 2.7269e+37 1.4187e+36 2.724e+36 4.556e+35 0.813 0.2745 1.1641e-02 1.6012e-03 5.7839e-03 1.5943e-02
263 202.5039 47.2161 1.9156e+37 9.997e+35 2.118e+36 3.3858e+35 0.9734 0.261 1.0538e-02 1.6058e-03 4.2466e-03 1.2168e-02
264 202.5039 47.2167 3.0657e+37 1.5939e+36 2.3856e+36 3.7544e+35 0.4185 0.2487 1.6726e-02 3.2680e-03 5.4533e-03 1.5202e-02
265 202.5039 47.2172 6.5798e+37 3.4124e+36 4.9288e+36 4.9011e+35 0.3583 0.1604 3.1931e-02 7.6806e-03 6.8344e-03 2.4654e-02
266 202.5039 47.2178 1.03e+38 5.3386e+36 1.1771e+37 1.1046e+36 1.0256 0.1161 4.4906e-02 1.0694e-02 7.2008e-03 3.2241e-02
267 202.5039 47.2183 9.0691e+37 4.7011e+36 9.8642e+36 1.272e+36 0.9475 0.1991 3.7780e-02 7.9068e-03 7.0197e-03 2.7532e-02
268 202.5039 47.2189 6.3328e+37 3.2845e+36 5.7621e+36 6.8737e+35 0.6655 0.1927 2.7467e-02 5.1211e-03 7.3069e-03 2.1765e-02
269 202.5039 47.2217 1.6886e+37 8.8274e+35 1.2174e+36 5.492e+35 0.2979 1.5426 1.8682e-02 5.6144e-03 6.9321e-03 1.7632e-02
270 202.503 47.1933 5.5142e+37 2.8608e+36 3.5287e+36 5.7762e+35 0.1095 0.3086 4.8265e-02 1.0990e-02 7.5019e-03 3.0549e-02
271 202.503 47.1939 6.0657e+37 3.1462e+36 7.1266e+36 8.5549e+35 1.0693 0.1683 4.8436e-02 8.5165e-03 6.9522e-03 2.9938e-02
272 202.503 47.1944 2.2529e+37 1.1739e+36 3.8423e+36 4.8451e+35 1.658 0.2261 2.1120e-02 3.0123e-03 4.2308e-03 1.3251e-02
273 202.503 47.2144 9.8476e+36 5.2117e+35 6.9131e+35 2.6926e+35 0.2558 1.1663 7.5011e-03 1.3058e-03 5.5191e-03 1.1732e-02
274 202.503 47.215 1.6445e+37 8.5992e+35 1.2614e+36 3.8442e+35 0.3958 0.5222 1.0736e-02 1.5498e-03 6.3876e-03 1.5465e-02
275 202.503 47.2155 1.458e+37 7.6395e+35 1.217e+36 3.4378e+35 0.5292 0.595 1.0790e-02 1.4732e-03 4.8929e-03 1.3262e-02
276 202.503 47.2161 1.1272e+37 5.9399e+35 1.6764e+36 2.3117e+35 1.4418 0.235 9.7591e-03 1.4654e-03 3.3463e-03 9.7893e-03
277 202.503 47.2167 1.681e+37 8.7876e+35 2.1395e+36 2.493e+35 1.1956 0.1946 1.2431e-02 2.2504e-03 3.5938e-03 1.0357e-02
278 202.503 47.2172 3.6283e+37 1.8849e+36 3.172e+36 2.6838e+35 0.6024 0.1411 2.0312e-02 4.1165e-03 4.5792e-03 1.5455e-02
279 202.503 47.2178 6.4007e+37 3.3196e+36 6.8921e+36 4.3964e+35 0.9315 0.0637 2.9259e-02 5.6944e-03 5.3809e-03 2.1740e-02
280 202.503 47.2183 7.0636e+37 3.6628e+36 7.4887e+36 5.5112e+35 0.907 0.0855 2.9175e-02 5.1126e-03 5.8849e-03 2.2300e-02
281 202.503 47.2189 7.541e+37 3.91e+36 6.8924e+36 5.5381e+35 0.6726 0.1167 3.0348e-02 4.8961e-03 7.2681e-03 2.4855e-02
282 202.503 47.22 4.6302e+37 2.4032e+36 3.4324e+36 5.8311e+35 0.3418 0.329 2.3098e-02 3.8602e-03 1.1107e-02 2.2469e-02
283 202.5031 47.2217 3.1235e+37 1.6238e+36 2.1955e+36 7.7422e+35 0.2578 0.7437 2.3319e-02 6.7024e-03 7.6363e-03 1.9872e-02
284 202.5031 47.2222 3.793e+37 1.9701e+36 2.7891e+36 5.0327e+35 0.329 0.3224 3.0425e-02 8.5769e-03 8.9038e-03 2.4005e-02
285 202.5031 47.2228 2.8222e+37 1.468e+36 2.1215e+36 3.7216e+35 0.3639 0.2885 2.6635e-02 6.6713e-03 9.2715e-03 2.1534e-02
286 202.5031 47.2233 1.5916e+37 8.3273e+35 1.0179e+36 2.9627e+35 0.1085 0.6438 1.9339e-02 4.5070e-03 1.0402e-02 1.6868e-02
287 202.5031 47.2239 1.0922e+37 5.7615e+35 1.1123e+36 5.6829e+35 0.8435 1.1834 1.6783e-02 4.1568e-03 1.2566e-02 1.6555e-02
288 202.5031 47.2255 1.4256e+37 7.4727e+35 1.0259e+36 7.4469e+35 0.295 1.2962 2.4575e-02 1.1085e-02 1.6944e-02 2.4312e-02
289 202.5031 47.2261 1.6362e+37 8.5558e+35 1.0291e+36 5.2413e+35 0.0823 1.5191 2.8676e-02 1.2080e-02 1.7887e-02 2.6130e-02
290 202.5022 47.1878 1.5992e+37 8.3665e+35 9.7144e+35 5.8134e+35 0.0272 1.4103 1.8743e-02 9.0852e-03 6.9360e-03 1.7115e-02
291 202.5022 47.1883 1.2234e+37 6.434e+35 1.2617e+36 5.2624e+35 0.8634 1.1557 1.8777e-02 6.6689e-03 5.3102e-03 1.4461e-02
292 202.5022 47.1939 3.03e+37 1.5755e+36 2.779e+36 5.3637e+35 0.6781 0.3535 2.9928e-02 4.2875e-03 7.2148e-03 1.9555e-02
293 202.5022 47.2178 1.5428e+37 8.0753e+35 1.8149e+36 2.2747e+35 1.0713 0.25 1.0184e-02 1.7726e-03 3.0320e-03 8.1654e-03
294 202.5022 47.2183 2.2344e+37 1.1643e+36 2.6458e+36 2.6742e+35 1.0816 0.185 1.1740e-02 1.8737e-03 3.2255e-03 9.6740e-03
295 202.5022 47.2189 5.1165e+37 2.6549e+36 5.768e+36 4.0141e+35 1.004 0.0892 2.2266e-02 3.3127e-03 5.0076e-03 1.9153e-02
296 202.5022 47.2194 8.9074e+37 4.6174e+36 1.0098e+37 9.7189e+35 1.0129 0.1209 3.7595e-02 5.4797e-03 8.1565e-03 3.3644e-02
297 202.5022 47.22 5.0266e+37 2.6084e+36 4.57e+36 5.6408e+35 0.6643 0.2206 2.3737e-02 3.6571e-03 7.6530e-03 2.2212e-02
298 202.5022 47.2217 6.6934e+37 3.4712e+36 5.0929e+36 6.9819e+35 0.383 0.2396 3.7814e-02 9.4572e-03 8.0406e-03 2.9282e-02
299 202.5022 47.2222 7.0398e+37 3.6505e+36 6.2985e+36 7.801e+35 0.6389 0.1889 4.2392e-02 1.0346e-02 9.6510e-03 3.1454e-02
300 202.5022 47.2228 3.0233e+37 1.572e+36 2.5306e+36 4.7127e+35 0.5336 0.3938 2.1797e-02 4.9116e-03 7.8407e-03 1.7098e-02
301 202.5022 47.2233 1.518e+37 7.9485e+35 1.5905e+36 3.1384e+35 0.8883 0.3361 1.3958e-02 3.1159e-03 7.9479e-03 1.1998e-02
302 202.5022 47.2239 1.2877e+37 6.7638e+35 1.4471e+36 6.9009e+35 0.9991 0.9619 1.3699e-02 3.4500e-03 1.0732e-02 1.3104e-02
303 202.5022 47.2244 1.2464e+37 6.5519e+35 1.6574e+36 6.9744e+35 1.2649 0.7307 1.4324e-02 4.5024e-03 1.1508e-02 1.3965e-02
304 202.5022 47.225 1.4064e+37 7.3743e+35 2.0324e+36 6.8988e+35 1.3963 0.3972 1.6366e-02 6.2135e-03 1.0426e-02 1.5191e-02
305 202.5022 47.2255 1.9081e+37 9.9589e+35 1.9521e+36 8.7609e+35 0.8507 0.4745 2.1842e-02 8.5219e-03 1.1309e-02 1.8975e-02
306 202.5022 47.2261 2.6305e+37 1.3689e+36 1.7181e+36 7.6485e+35 0.1418 0.5683 3.0890e-02 1.0848e-02 1.2615e-02 2.5285e-02
307 202.5022 47.2267 1.9149e+37 9.9938e+35 1.4142e+36 5.21e+35 0.3359 0.8034 2.5005e-02 7.6215e-03 8.8880e-03 2.0163e-02
308 202.5014 47.1855 1.4673e+37 7.6875e+35 9.444e+35 4.3476e+35 0.1185 1.0995 1.6284e-02 1.2258e-02 7.3866e-03 1.8609e-02
309 202.5014 47.1861 1.331e+37 6.9867e+35 8.4072e+35 4.382e+35 0.0888 1.1233 1.1637e-02 8.9954e-03 5.9288e-03 1.4069e-02
310 202.5014 47.1878 2.6698e+37 1.3893e+36 2.155e+36 6.8216e+35 0.4763 0.7474 1.9462e-02 7.5439e-03 7.0175e-03 1.8387e-02
311 202.5014 47.1883 1.5243e+37 7.9808e+35 1.7887e+36 4.9587e+35 1.0674 0.5485 1.5885e-02 4.7499e-03 5.0251e-03 1.3348e-02
312 202.5014 47.2189 2.2238e+37 1.1588e+36 2.598e+36 3.2536e+35 1.0603 0.2514 1.2726e-02 1.8708e-03 3.7198e-03 1.1583e-02
313 202.5014 47.2194 4.6243e+37 2.4002e+36 5.7076e+36 5.4349e+35 1.1472 0.1214 2.2885e-02 3.2389e-03 5.6861e-03 2.0756e-02
314 202.5014 47.22 3.2349e+37 1.6814e+36 2.9886e+36 4.361e+35 0.6896 0.2636 1.6982e-02 2.4942e-03 5.7315e-03 1.5321e-02
315 202.5014 47.2211 3.3223e+37 1.7266e+36 2.8365e+36 4.8404e+35 0.565 0.292 1.7957e-02 3.5469e-03 3.9750e-03 1.3897e-02
316 202.5014 47.2217 6.6831e+37 3.4659e+36 6.6498e+36 6.8958e+35 0.8068 0.1468 3.3955e-02 7.2421e-03 5.6138e-03 2.4220e-02
317 202.5014 47.2222 6.212e+37 3.2219e+36 6.8097e+36 9.0969e+35 0.9598 0.201 3.2745e-02 6.6968e-03 6.7569e-03 2.2906e-02
318 202.5014 47.2228 2.5544e+37 1.3296e+36 2.3345e+36 4.9837e+35 0.6725 0.5046 1.5850e-02 3.0608e-03 5.2464e-03 1.1834e-02
319 202.5014 47.2233 2.0384e+37 1.0631e+36 1.5827e+36 3.8876e+35 0.415 0.4939 1.4310e-02 2.8431e-03 6.4057e-03 1.1586e-02
320 202.5014 47.225 4.5821e+37 2.3784e+36 3.6528e+36 5.189e+35 0.4566 0.1966 3.4259e-02 1.0507e-02 9.2778e-03 2.7719e-02
321 202.5014 47.2255 4.5662e+37 2.3701e+36 4.3783e+36 7.0855e+35 0.7483 0.2145 3.6062e-02 1.0552e-02 8.7932e-03 2.7616e-02
322 202.5014 47.2261 3.7874e+37 1.967e+36 2.8086e+36 5.9371e+35 0.3424 0.2824 3.3266e-02 8.6306e-03 7.9328e-03 2.4678e-02
323 202.5014 47.2267 2.5022e+37 1.3026e+36 2.0478e+36 5.3498e+35 0.4981 0.4456 2.5107e-02 5.8229e-03 6.9620e-03 1.9096e-02
