tau,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0
1e-07,8.754104582230706e-07,8.259944396972399e-07,8.114084739386651e-07,7.920249550509785e-07,7.573408003344458e-07,7.164111926501112e-07,6.407636602841959e-07,5.610949211658603e-07,3.7975109886412603e-07,2.7550173897201933e-07,2.9440738196821533e-07,2.726846700804348e-07,3.0518525117637087e-07,3.0106608328249604e-07,2.9342560258088485e-07,2.8220809751715757e-07,2.6894758143189156e-07,2.1063143096136043e-07,1.796797243393545e-07,1.7659903108778317e-07,1.87318434079751e-07,1.176832931862745e-07,1.4914542106696208e-07,1.1598004495219909e-07,1.6248191964771255e-07,9.807422194705302e-08,1.1596730069887566e-07,1.0199990415855117e-07,1.2574913706931722e-07,1.0584647219194054e-07,1.0222743746873875e-07,8.174190628298125e-08,1.1063673090169834e-07,9.623572006200556e-08,1.0221909880477615e-07,1.1123684626850995e-07,1.1334828123885505e-07,1.0709166859977726e-07,9.898290541277226e-08,1.0116358607937638e-07,9.802768074412797e-08
1.01e-07,8.841645628053014e-07,8.342543840942123e-07,8.195225586780518e-07,7.999452046014883e-07,7.649142083377903e-07,7.235753045766124e-07,6.47171296887038e-07,5.66705870377519e-07,3.835486098527673e-07,2.7825675636173954e-07,2.9735145578789754e-07,2.754115167812392e-07,3.0823710368813463e-07,3.0407674411532105e-07,2.9635985860669376e-07,2.850301784923292e-07,2.716370572462105e-07,2.1273774527097406e-07,1.8147652158274807e-07,1.7836502139866103e-07,1.8919161842054853e-07,1.1886012611813726e-07,1.5063687527763172e-07,1.1713984540172108e-07,1.6410673884418967e-07,9.905496416652356e-08,1.1712697370586442e-07,1.0301990320013669e-07,1.270066284400104e-07,1.0690493691385995e-07,1.0324971184342613e-07,8.255932534581108e-08,1.1174309821071534e-07,9.719807726262562e-08,1.0324128979282392e-07,1.1234921473119507e-07,1.1448176405124361e-07,1.0816258528577504e-07,9.99727344669e-08,1.0217522194017016e-07,9.900795755156926e-08
1.03e-07,9.016727719697627e-07,8.507742728881571e-07,8.357507281568251e-07,8.157857037025077e-07,7.800610243444792e-07,7.379035284296145e-07,6.599865700927219e-07,5.779277688008361e-07,3.911436318300498e-07,2.837667911411799e-07,3.0323960342726184e-07,2.808652101828478e-07,3.14340808711662e-07,3.100980657809709e-07,3.022283706583114e-07,2.9067434044267235e-07,2.770160088748483e-07,2.1695037389020124e-07,1.8507011606953513e-07,1.8189700202041668e-07,1.9293798710214353e-07,1.2121379198186272e-07,1.5361978369897095e-07,1.1945944630076506e-07,1.6735637723714392e-07,1.0101644860546462e-07,1.1944631971984194e-07,1.050599012833077e-07,1.2952161118139674e-07,1.0902186635769876e-07,1.052942605928009e-07,8.419416347147069e-08,1.139558328287493e-07,9.912279166386572e-08,1.0528567176891943e-07,1.1457395165656525e-07,1.167487296760207e-07,1.1030441865777057e-07,1.0195239257515544e-07,1.0419849366175768e-07,1.0096851116645182e-07
1.04e-07,9.104268765519935e-07,8.590342172851295e-07,8.438648128962118e-07,8.237059532530177e-07,7.876344323478238e-07,7.450676403561157e-07,6.663942066955638e-07,5.835387180124947e-07,3.949411428186911e-07,2.8652180853090013e-07,3.06183677246944e-07,2.835920568836522e-07,3.173926612234257e-07,3.1310872661379593e-07,3.051626266841203e-07,2.934964214178439e-07,2.797054846891672e-07,2.1905668819981487e-07,1.868669133129287e-07,1.836629923312945e-07,1.9481117144294108e-07,1.223906249137255e-07,1.5511123790964057e-07,1.2061924675028706e-07,1.6898119643362107e-07,1.0199719082493515e-07,1.206059927268307e-07,1.0607990032489323e-07,1.3077910255208992e-07,1.1008033107961817e-07,1.063165349674883e-07,8.501158253430051e-08,1.1506220013776628e-07,1.0008514886448579e-07,1.0630786275696721e-07,1.1568632011925036e-07,1.1788221248840927e-07,1.1137533534376835e-07,1.0294222162928316e-07,1.0521012952255145e-07,1.019487879738931e-07
1.06e-07,9.279350857164548e-07,8.755541060790742e-07,8.600929823749851e-07,8.395464523540371e-07,8.027812483545126e-07,7.593958642091178e-07,6.792094799012477e-07,5.94760616435812e-07,4.025361647959736e-07,2.920318433103405e-07,3.120718248863083e-07,2.890457502852609e-07,3.2349636624695315e-07,3.191300482794458e-07,3.1103113873573795e-07,2.991405833681871e-07,2.850844363178051e-07,2.2326931681904205e-07,1.9046050779971577e-07,1.8719497295305017e-07,1.9855754012453607e-07,1.2474429077745098e-07,1.580941463309798e-07,1.2293884764933102e-07,1.7223083482657528e-07,1.0395867526387621e-07,1.229253387408082e-07,1.0811989840806424e-07,1.3329408529347626e-07,1.1219726052345698e-07,1.0836108371686306e-07,8.664642065996013e-08,1.1727493475580024e-07,1.0200986326572589e-07,1.0835224473306272e-07,1.1791105704462056e-07,1.2014917811318635e-07,1.135171687157639e-07,1.049218797375386e-07,1.0723340124413897e-07,1.0390934158877565e-07
1.07e-07,9.366891902986857e-07,8.838140504760468e-07,8.682070671143718e-07,8.47466701904547e-07,8.103546563578571e-07,7.66559976135619e-07,6.856171165040897e-07,6.003715656474706e-07,4.063336757846149e-07,2.947868607000607e-07,3.1501589870599044e-07,2.9177259698606527e-07,3.2654821875871686e-07,3.221407091122708e-07,3.1396539476154685e-07,3.0196266434335864e-07,2.87773912132124e-07,2.2537563112865568e-07,1.9225730504310934e-07,1.8896096326392802e-07,2.004307244653336e-07,1.2592112370931373e-07,1.5958560054164945e-07,1.2409864809885303e-07,1.7385565402305243e-07,1.0493941748334675e-07,1.2408501174779698e-07,1.0913989744964976e-07,1.3455157666416944e-07,1.1325572524537639e-07,1.0938335809155047e-07,8.746383972278995e-08,1.1838130206481723e-07,1.0297222046634595e-07,1.0937443572111049e-07,1.1902342550730566e-07,1.2128266092557492e-07,1.1458808540176167e-07,1.0591170879166634e-07,1.0824503710493275e-07,1.0488961839621694e-07
1.09e-07,9.54197399463147e-07,9.003339392699915e-07,8.84435236593145e-07,8.633072010055665e-07,8.25501472364546e-07,7.808881999886213e-07,6.984323897097736e-07,6.115934640707877e-07,4.139286977618974e-07,3.002968954795011e-07,3.2090404634535474e-07,2.972262903876739e-07,3.326519237822443e-07,3.281620307779207e-07,3.198339068131645e-07,3.076068262937018e-07,2.931528637607618e-07,2.2958825974788286e-07,1.958508995298964e-07,1.9249294388568368e-07,2.041770931469286e-07,1.282747895730392e-07,1.6256850896298868e-07,1.26418248997897e-07,1.7710529241600668e-07,1.069009019222878e-07,1.2640435776177447e-07,1.1117989553282078e-07,1.3706655940555578e-07,1.1537265468921518e-07,1.1142790684092523e-07,8.909867784844957e-08,1.205940366828512e-07,1.0489693486758606e-07,1.11418817697206e-07,1.2124816243267584e-07,1.23549626550352e-07,1.167299187737572e-07,1.0789136689992178e-07,1.1026830882652026e-07,1.0685017201109949e-07
1.1e-07,9.629515040453777e-07,9.085938836669639e-07,8.925493213325317e-07,8.712274505560764e-07,8.330748803678905e-07,7.880523119151224e-07,7.048400263126156e-07,6.172044132824464e-07,4.1772620875053867e-07,3.030519128692213e-07,3.238481201650369e-07,2.999531370884783e-07,3.35703776294008e-07,3.311726916107457e-07,3.227681628389734e-07,3.1042890726887336e-07,2.9584233957508073e-07,2.316945740574965e-07,1.9764769677328997e-07,1.942589341965615e-07,2.0605027748772612e-07,1.2945162250490196e-07,1.640599631736583e-07,1.27578049447419e-07,1.787301116124838e-07,1.0788164414175834e-07,1.2756403076876323e-07,1.121998945744063e-07,1.3832405077624896e-07,1.164311194111346e-07,1.1245018121561263e-07,8.991609691127939e-08,1.217004039918682e-07,1.0585929206820612e-07,1.1244100868525378e-07,1.2236053089536095e-07,1.2468310936274057e-07,1.1780083545975499e-07,1.088811959540495e-07,1.1127994468731403e-07,1.0783044881854077e-07
1.12e-07,9.804597132098391e-07,9.251137724609087e-07,9.08777490811305e-07,8.870679496570958e-07,8.482216963745794e-07,8.023805357681246e-07,7.176552995182994e-07,6.284263117057636e-07,4.253212307278212e-07,3.0856194764866167e-07,3.297362678044012e-07,3.05406830490087e-07,3.418074813175354e-07,3.371940132763956e-07,3.2863667489059105e-07,3.1607306921921653e-07,3.0122129120371854e-07,2.3590720267672367e-07,2.0124129126007704e-07,1.9779091481831716e-07,2.0979664616932114e-07,1.3180528836862744e-07,1.6704287159499753e-07,1.29897650346463e-07,1.8197975000543804e-07,1.0984312858069939e-07,1.2988337678274075e-07,1.1423989265757731e-07,1.408390335176353e-07,1.185480488549734e-07,1.144947299649874e-07,9.1550935036939e-08,1.2391313860990213e-07,1.0778400646944623e-07,1.1448539066134929e-07,1.2458526782073116e-07,1.2695007498751766e-07,1.1994266883175053e-07,1.1086085406230494e-07,1.1330321640890155e-07,1.0979100243342333e-07
