ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,Dist_to_center,H_old,L_Bol,F_Bol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Sigma_new,Mass_old,Mass_g,Mass_tot,L_Edd,F_Edd,tau_RP
11,202.5317,47.2127,1.5220999999999998e+37,7.972799999999999e+35,1.2202000000000001e+36,1.1325e+35,0.4654,0.1398,0.058718,0.0095657,0.0080653,0.028641,98.72873485191803,842.5442108716005,0.8856575849959126,7391.00901036329,3.124473124107002e+21,9.338169760616884e+38,0.019091419197947827,0.06470767260112063,0.0019398374821389917,0.797313215097823,0.30070277734614803,3.382591602198948e+35,6.915538687826554e-06,1.5934387632144452e+35,5.803728165510333e+36,6.301331202051672e+36,3.853673217240922e+38,0.06929971019295185,0.9821443036256459
12,202.5317,47.2133,1.5877e+37,8.3114e+35,1.5072e+36,1.8511e+35,0.7324,0.1635,0.065384,0.010549,0.0096164,0.031715,98.73807675183008,849.0241786250358,0.7739996253740565,7360.750336518332,3.111681580615832e+21,9.740629478307225e+38,0.019914227882912926,0.05654974640859539,0.0030527223290042925,0.9419685112541465,0.47321597363197,3.528375722233276e+35,7.213587001289153e-06,1.3982727834475371e+35,9.133327263471785e+36,9.625992114039866e+36,7.841440153257e+38,0.13605435412784786,1.5456005328221383
13,202.5317,47.2205,1.5763e+37,8.2643e+35,2.5348e+36,1.6563999999999999e+35,1.5651,0.0708,0.025236,0.005882,0.0042607,0.016956,98.85017955735655,926.7837966536536,1.2900261186255244,7072.066972487405,2.9896436543967304e+21,9.670689832245184e+38,0.0197712397882696,0.09425148297061266,0.006523505894490193,1.1193187976506895,1.0112374663181267,3.5030412867395056e+35,7.161792019986201e-06,2.4256333641201732e+35,1.9517436510185264e+37,2.0110303975271232e+37,2.945947767217568e+39,0.5139666363305619,3.3028664581102234
14,202.5317,47.2222,2.4546999999999997e+37,1.2817e+36,1.8824e+36,1.6162e+35,0.3954,0.1607,0.018655,0.0065816,0.0076769,0.02139,98.87664827754668,945.1437079671103,0.807344963645837,7025.02264348303,2.9697561476422786e+21,1.50597236130256e+39,0.03078884876499739,0.058985978798604094,0.001648069919290411,0.7405323362296695,0.2554745985446217,5.455126211101607e+35,1.1152731631961e-05,1.5282147679448945e+35,4.93079956304853e+36,5.62913366095318e+36,3.1490265238895307e+38,0.05498209767642308,0.8344216967201985
15,202.5317,47.2227,3.7292999999999997e+37,1.9408000000000002e+36,5.4867e+36,2.9447999999999998e+35,1.4246,0.043,0.025749,0.0093669,0.0080417,0.030243,98.88443319535963,950.5436820032968,1.0958625975203322,7012.787922488894,2.9645840450411954e+21,2.2879466847295542e+39,0.046775921171346706,0.0800655597430104,0.005937886714772685,1.1038848144739273,0.9204580502950634,8.28769388481738e+35,1.6943774015183998e-05,2.0779656734244414e+35,1.7765344100958362e+37,1.8801910056782544e+37,2.5419676615605762e+39,0.4307084739795811,3.006366082821434
16,202.5308,47.1916,1.238e+37,6.5098e+35,8.8101e+35,2.3271e+35,0.2773,0.5057,0.067012,0.017905,0.021217,0.045251,105.0053941868258,614.655886398153,0.7115289708353133,8844.7691214058,3.739035275158671e+21,7.59520016007076e+38,0.015528005365652329,0.05198563097780512,0.0011558163596844485,0.618740126407724,0.1791681997380465,2.751230801867353e+35,5.6247532327240485e-06,1.0697447136229323e+35,3.458044306609401e+36,3.8401418581584296e+36,1.8031829951395135e+38,0.0323051761416831,0.5851925556411508
17,202.5308,47.1933,2.1579e+37,1.1248000000000001e+36,2.1877000000000002e+36,3.0016e+35,0.8364,0.2581,0.06,0.01588,0.0096924,0.035693,105.03165133215134,633.015791924259,1.0985671816434055,8688.20080375861,3.6728476274519274e+21,1.3238838792743693e+39,0.027066141178143103,0.0802633506264248,0.003486205565236469,0.9757349448623924,0.5404121249942377,4.795541960702391e+35,9.804244750319242e-06,1.6813989269544328e+35,1.0430249758557892e+37,1.1077943847323574e+37,9.948839005100946e+38,0.1721254940134232,1.7650741202245173
18,202.5308,47.1939,1.5023e+37,7.8677e+35,3.3236000000000005e+36,4.67e+35,2.0691,0.2174,0.041996,0.0087973,0.0058854,0.023016,105.04091856002134,639.4957586006032,1.4416868776754943,8633.956855278051,3.649916555532612e+21,9.216695638509129e+38,0.018843071454619945,0.10533230452752845,0.008624232346999975,1.1625134007918818,1.3368803536891167,3.338589687920294e+35,6.8255789834582686e-06,2.2204195483867904e+35,2.580252244791025e+37,2.635842337154096e+37,4.9148461418227366e+39,0.8461974601524002,4.3664692278294455
19,202.5308,47.2077,1.7143e+37,8.962e+35,1.8463e+36,1.5638e+35,0.9318,0.1441,0.070321,0.013176,0.011216,0.031504,105.25406480829878,788.5349985591795,0.7659195839313716,7559.388478833336,3.195653814476668e+21,1.0517327652996205e+39,0.021502148302373007,0.05595942249789944,0.003883843072318677,1.0072718557336262,0.6020516715323178,3.809721295348305e+35,7.788783898916667e-06,1.347317310610364e+35,1.1619926739627264e+37,1.213563060022313e+37,1.1761715967176278e+39,0.20167984047549986,1.9663989302070835
20,202.5308,47.2083,1.4044e+37,7.3652e+35,1.9477e+36,1.3915e+35,1.3313,0.0949,0.063902,0.010966,0.010237,0.028829,105.26333203722665,795.0149659343091,0.6860776288135734,7521.360139771575,3.179577724840422e+21,8.616073590309672e+38,0.017615129834832093,0.05012602684943605,0.005549002234575933,1.0881388939475891,0.8601753491210288,3.1210246673202827e+35,6.38077822297064e-06,1.2129704711863889e+35,1.660185497796284e+37,1.7035254491813508e+37,2.183565989282892e+39,0.37163243709950233,2.8094729510460295
21,202.5308,47.2089,1.0003e+37,5.2934e+35,1.5969e+36,1.3682999999999999e+35,1.5535,0.1282,0.055264,0.0090006,0.009375,0.025648,105.27259926593314,801.4949333563758,0.6492672464047384,7484.157787601094,3.1638508126762985e+21,6.1368971891104846e+38,0.012546578164185801,0.04743659339595527,0.0064751558412181436,1.1181622819763557,1.0037425109738742,2.222985598633209e+35,4.544782438363381e-06,1.1535963897825929e+35,1.9372779770348741e+37,1.9710437969190324e+37,2.8689988049867563e+39,0.48842108316779603,3.2783867118230368
22,202.5309,47.2205,1.2233e+37,6.449e+35,1.6131e+36,1.5778e+35,1.2518,0.1298,0.021201,0.0049005,0.0049867,0.017003,104.7182561341736,926.7753645080948,1.1180064141410837,6958.1818690558475,2.941499896973472e+21,7.50501482699076e+38,0.015343625980454356,0.08168341541604139,0.005217637645340761,1.077863724446628,0.8088090603392954,2.7185627139938065e+35,5.557964967359715e-06,2.1365912370641725e+35,1.5610457493738365e+37,1.6095972888844163e+37,1.9584781951924574e+39,0.34383396208753564,2.6417022760605575
23,202.5309,47.2222,3.3933e+37,1.7665000000000002e+36,3.2077000000000004e+36,2.1773e+35,0.7259,0.1033,0.023442,0.0072712,0.0070015,0.027044,104.7445367953676,945.1352759623144,1.383488838151154,6910.362277113961,2.9212846557772167e+21,2.0818087805466968e+39,0.0425615352239645,0.1010799949485129,0.003025629626739781,0.9373561959765243,0.46901621417182815,7.540994733422042e+35,1.5417185092570687e-05,2.6622431963327215e+35,9.052269607528903e+36,1.0072593400504379e+37,8.172221936304787e+38,0.14502338605061557,1.531883433609489
24,202.5309,47.2227,6.1358e+37,3.1863000000000004e+36,1.1859e+37,1.2754000000000001e+36,1.8557,0.1359,0.038072,0.01081,0.0080376,0.043422,104.752266401756,950.5352500398924,2.6608587996137607,6897.924188139244,2.9160265814517403e+21,3.76434807287255e+39,0.07696020623793987,0.1944067634198451,0.007734758091115872,1.150750488130484,1.1989990200284635,1.3635704324796206e+36,2.7877512831460594e-05,5.129514753473806e+35,2.314133725126241e+37,2.501785915908941e+37,4.226066939440505e+39,0.7425244354488155,3.91612630906341
25,202.5309,47.2233,2.3449999999999997e+37,1.225e+36,6.3379e+36,3.7271e+35,2.3853,0.0447,0.016889,0.00403,0.0050729,0.019248,104.76154192953652,957.0152190074066,1.2359340707155608,6883.984576600682,2.910133753889001e+21,1.4386707896095257e+39,0.029412901924438375,0.09029939345324282,0.009942188109467419,1.182172486220774,1.5411824985040112,5.211337827446641e+35,1.0654318522405405e-05,2.3874169599984657e+35,2.974566564931628e+37,3.0505541128060794e+37,6.447986993704636e+39,1.1024714872734918,5.033753346450909
26,202.53,47.1933,2.9881e+37,1.5539e+36,2.3308e+36,5.375e+35,0.4223,0.498,0.07358,0.016657,0.010837,0.041159,110.90273685576454,633.0074251872513,1.4023783094803226,8597.529147797406,3.634517116452438e+21,1.8332162841928462e+39,0.037479186456466654,0.1024603440870735,0.00176019202558508,0.763584232798608,0.2728551415412082,6.6405111139417094e+35,1.3576191546609634e-05,2.169029623200542e+35,5.266253554565995e+36,6.14720762828022e+36,3.561894162257786e+38,0.06399123222682175,0.8911893842310061
27,202.53,47.1939,1.9463999999999998e+37,1.0157e+36,2.829e+36,4.6559e+35,1.4054,0.2921,0.048473,0.0086888,0.0069821,0.025725,110.9119377097348,639.4873919131657,1.2905177351971473,8542.709477653862,3.611342664115043e+21,1.194127430659267e+39,0.02441333573804983,0.09428759888381046,0.00585785904039136,1.0995473484551992,0.9080526069666448,4.32552151272586e+35,8.843311544567113e-06,2.008825762318018e+35,1.7525912255711695e+37,1.8159346983216083e+37,2.4316643661226338e+39,0.4197691163526042,2.9658478820702254
28,202.53,47.2072,1.3884e+37,7.2825e+35,1.6926e+36,1.3387999999999999e+35,1.1277,0.1289,0.057254,0.011121,0.0073975,0.024611,111.11588998333336,783.126660191663,0.8678719183613345,7487.763011941278,3.165374884226135e+21,8.517912683555931e+38,0.017414444789718653,0.06340823100921636,0.004700375437490634,1.0528229530923447,0.7286259604925894,3.0854675648728855e+35,6.308083512370006e-06,1.5412634407530993e+35,1.4062879785659654e+37,1.452555288622225e+37,1.6300536950387042e+39,0.28143444574150134,2.3798111972467573
29,202.53,47.2077,2.2847e+37,1.1904e+36,3.0114e+36,2.3026999999999998e+35,1.251,0.087,0.08494,0.014725,0.0094367,0.035372,111.12355736264504,788.526633010835,1.057613989915448,7455.0002290216225,3.1515247543507846e+21,1.4016763978767096e+39,0.028656570160667107,0.07727111254912479,0.005214303158908204,1.0780749744402953,0.8082921668672779,5.077331997598013e+35,1.0380350331829267e-05,1.8864827325572097e+35,1.5600481166853086e+37,1.6296862639868608e+37,1.9812099645144156e+39,0.34057879492668064,2.6400140176959237
30,202.53,47.2083,1.3527e+37,7.0997e+35,2.3423e+36,1.5080000000000001e+35,1.682,0.0792,0.060267,0.0093358,0.0081389,0.025319,111.13275821751114,795.0066004356796,0.7361511538278209,7416.436650638831,3.1352223977906074e+21,8.298891160361644e+38,0.01696666628280929,0.053784476802213106,0.007010757724447323,1.1337837646240576,1.0867685249166759,3.0061307800371304e+35,6.1458834393423416e-06,1.319912029820344e+35,2.0975227276296478e+37,2.1407831557282224e+37,3.327264573988038e+39,0.5658635447913212,3.549563211642321
31,202.5292,47.1933,3.7659999999999997e+37,1.9562000000000002e+36,2.2686e+36,3.5702e+35,0.014,0.2785,0.089811,0.017006,0.013093,0.048456,116.77382238347845,632.9991185919943,1.1917460489108045,8507.485069168079,3.596451907322287e+21,2.3104623427161937e+39,0.04723624249357566,0.08707115455370239,5.8353512569716125e-05,0.058559255046406564,0.00904563576030527,8.369252988556098e+35,1.71105175076242e-05,1.862758002581615e+35,1.745857204923607e+35,1.197786819606132e+36,3.0002944337480635e+37,0.005623783556071197,0.02954452138108948
32,202.5292,47.1939,2.868e+37,1.4918e+36,2.3795e+36,3.6460000000000004e+35,0.5197,0.253,0.067651,0.010187,0.010911,0.035706,116.78295686387798,639.4790853672663,1.0006615836177553,8452.08139895073,3.573030574953692e+21,1.7595342535608186e+39,0.0359727943365839,0.07311016823519546,0.0021661657487486766,0.8320080294499713,0.33578692175933206,6.373610613695934e+35,1.3030526875163624e-05,1.574336058271608e+35,6.480871352848562e+36,7.275666020045317e+36,4.761395901398403e+38,0.08163720680207658,1.0967348401251573
33,202.5292,47.1944,1.3692e+37,7.184199999999999e+35,1.9428e+36,1.5210000000000001e+35,1.3674,0.1067,0.038346,0.0048529,0.0074782,0.020731,116.79056893099244,644.8790576895915,0.8507711946680816,8406.325879160635,3.5536878990533864e+21,8.40011959545144e+38,0.017173622735582525,0.062158898697312906,0.005699470934844988,1.0954657401685535,0.883500167045816,3.042799041936009e+35,6.220849859649246e-06,1.3457996766535977e+35,1.7052036728661001e+37,1.7490896600519962e+37,2.2873607557756025e+39,0.39072656113799065,2.885655609750125
34,202.5292,47.2072,2.0208999999999998e+37,1.0542000000000001e+36,2.509e+36,1.656e+35,1.1564,0.0713,0.078649,0.013505,0.0079149,0.032564,116.98543785327104,783.1183547415644,1.035940211630383,7384.198648322493,3.1215941135237277e+21,1.2398336028664778e+39,0.025347775479359277,0.07568757997436663,0.004820000138258552,1.05850107785709,0.7471695138012153,4.491084270996552e+35,9.181796290801313e-06,1.865540054595553e+35,1.4420780512668994e+37,1.5056442945228204e+37,1.7233066472429603e+39,0.2977758284204524,2.440377466077991
35,202.5292,47.2077,1.8815e+37,9.8229e+35,2.877e+36,1.9279e+35,1.4856,0.0787,0.07501,0.011286,0.0071492,0.030365,116.99304992100052,788.5183276020039,1.086730915111171,7350.974300703564,3.107548861913863e+21,1.1543109128572806e+39,0.023599307023808445,0.07939843204542403,0.00619214130525502,1.1097552499863819,0.9598711775363935,4.1812930159236055e+35,8.548443624693292e-06,1.9658498869754708e+35,1.8526039025960793e+37,1.91407533162507e+37,2.6844153500919733e+39,0.4624564250060489,3.135095783124752
36,202.5283,47.19,2.5092999999999997e+37,1.3063000000000001e+36,1.7893000000000002e+36,1.8801999999999998e+35,0.2804,0.1362,0.14514,0.02706,0.017965,0.063121,123.32896465359812,597.3500281559153,0.6133889421181089,8724.540052055558,3.688209671321021e+21,1.539469770732274e+39,0.031473686481446994,0.044815332516830536,0.0011687374946106,0.6214044973278221,0.1811711619421141,5.576464823203349e+35,1.1400802331885662e-05,9.349048496571916e+34,3.4967025732898526e+36,4.147839540575907e+36,1.96096961987917e+38,0.03232859578401095,0.5917345568041064
37,202.5284,47.1933,3.3769999999999997e+37,1.7549e+36,2.3556e+36,1.9218e+35,0.2457,0.0968,0.087039,0.014011,0.010718,0.045606,122.64490791605095,632.9908721383794,1.1358940019415027,8418.088706393219,3.558660513414996e+21,2.071808638171159e+39,0.042357087334255174,0.0829904932952759,0.001024104145598518,0.5769480174211684,0.15875090759335747,7.504770935303754e+35,1.5343127356146288e-05,1.7943128956832298e+35,3.06397939464093e+36,3.9938877777396284e+36,1.782000651948829e+38,0.031216804575088335,0.5185063502381203
38,202.5284,47.1939,2.7848e+37,1.4488000000000002e+36,2.4099e+36,2.2181e+35,0.5863,0.1201,0.070915,0.0091834,0.011505,0.037635,122.65397602276892,639.4708389629865,0.9457623233328551,8362.092754871604,3.534988800210106e+21,1.7084905820488732e+39,0.03492923210199403,0.0690991207473388,0.0024437617442588976,0.873732053119686,0.3788183033047843,6.18871368096947e+35,1.265251438004033e-05,1.5039758784759502e+35,7.311400566047935e+36,8.080669521992477e+36,5.680985648084123e+38,0.09694935924912482,1.2372823489809115
39,202.5284,47.1944,1.2745e+37,6.6972e+35,1.0853000000000001e+36,1.6460000000000001e+35,0.5609,0.3021,0.039035,0.0043577,0.0096144,0.0218,122.66153277829328,644.8708113264623,0.7483896237677773,8315.842113293944,3.5154368166609745e+21,7.819129728602733e+38,0.01598581812481736,0.05467870833447445,0.0023378918000252695,0.8596547162299609,0.3624069355682304,2.8323454418254773e+35,5.790588041281744e-06,1.196727695431868e+35,6.994652187440366e+36,7.3975595011661e+36,5.0570190321237944e+38,0.08831097078753276,1.183680145903792
40,202.5284,47.2072,2.1877999999999997e+37,1.1403000000000001e+36,2.2642000000000002e+36,1.8383e+35,0.8689,0.0954,0.093457,0.013724,0.010783,0.038225,122.854985727873,783.1101094309407,0.9833036681767484,7281.023619277374,3.0779779300123256e+21,1.3422276987239745e+39,0.027441171356198835,0.07184185073002029,0.0036216690765590244,0.989777021160962,0.5614109222949464,4.8619892959009636e+35,9.940092990754175e-06,1.7958431484407882e+35,1.08355380382723e+37,1.1501321282706476e+37,1.0578162108082976e+39,0.18356772434217894,1.8336596162877605
41,202.5284,47.2077,1.1907e+37,6.2671e+35,1.8988e+36,1.4302e+35,1.552,0.1008,0.060198,0.0076631,0.0073769,0.024629,122.86254248416992,788.510082332516,0.820689531445902,7247.326295689431,3.0637327326709023e+21,7.30501197948001e+38,0.014934730201035725,0.05996097977596477,0.006468903679157102,1.118012732535709,1.0027733357138413,2.646115117757235e+35,5.409849494510924e-06,1.5058240737530171e+35,1.9354074157438844e+37,1.9769268076589871e+37,2.875146379415154e+39,0.4927559003109997,3.275221227389348
42,202.5275,47.19,2.1985e+37,1.1458e+36,1.6202e+36,1.6109e+35,0.3326,0.1294,0.12573,0.020047,0.01613,0.055149,129.20041524758443,597.3418490910605,0.6547810303076597,8639.156495824558,3.6521146501526837e+21,1.3487922093631312e+39,0.027575379480118452,0.047839511007577065,0.0013863127343348273,0.6792705119103593,0.21489846099125232,4.885768108162661e+35,9.988707578468352e-06,1.007856545988965e+35,4.1476579025542264e+36,4.7370203679693886e+36,2.4301313223019422e+38,0.041000170366130365,0.7018934150964542
43,202.5267,47.1883,1.3721e+37,7.1987e+35,8.718399999999999e+35,1.2770999999999999e+35,0.0982,0.2135,0.10727,0.022039,0.011735,0.042396,135.0465725034001,578.973824010815,0.6652828373683506,8727.107597370092,3.68929507472385e+21,8.417911259800556e+38,0.017209996900009336,0.04860679677106687,0.0004093082095961516,0.31507754969531004,0.06344867369014125,3.0492437667545996e+35,6.234025775945611e-06,1.0137012952380458e+35,1.2245941251678442e+36,1.6308886313671087e+36,5.325651833368639e+37,0.010103981780081725,0.20723371425878476
44,202.5234,47.1727,1.5399999999999999e+37,8.063199999999999e+35,1.2519e+36,1.9235e+35,0.4875,0.2201,0.078897,0.014384,0.0085231,0.035192,159.04209698982862,410.46182021340655,0.8828027861689076,10175.236052600761,4.301476501140541e+21,9.447987275047632e+38,0.019315935592168484,0.06449928183496503,0.0020319526698383294,0.8093627639608588,0.31498195951062996,3.422371110561973e+35,6.996865895311013e-06,1.1537021876759746e+35,6.079324195716132e+36,6.536931525539926e+36,4.125245345884284e+38,0.07163618525695307,1.0287824409486517
45,202.5226,47.1728,1.3233e+37,6.9484e+35,9.0543e+35,1.4846e+35,0.2153,0.2807,0.063798,0.012458,0.0091918,0.030187,164.91689254984158,411.53400272111793,0.7343811939503273,10098.21817751634,4.268917985728141e+21,8.118520494201644e+38,0.01659790751241335,0.053655310123464486,0.0008973936611614201,0.5373062535604307,0.1391089556566946,2.9407946042900386e+35,6.012306908613677e-06,9.67055256673691e+34,2.684878973000376e+36,3.075663959096749e+36,1.2912577784641497e+38,0.023034908056649643,0.45435253238204026
46,202.5226,47.175,1.4226e+37,7.4581e+35,1.9366e+36,2.8463999999999998e+35,1.3021,0.2486,0.046631,0.0090071,0.0061772,0.021341,164.94837784164253,435.2938837368136,1.1182145476090652,9833.217238983987,4.15689156157597e+21,8.727731621742053e+38,0.01784340907364863,0.0816989025947816,0.005427293479787669,1.0878416915963485,0.8413087373923923,3.1614708713541967e+35,6.463468456278861e-06,1.5121814956362587e+35,1.6237719046650206e+37,1.6705084283349251e+37,2.094855104134289e+39,0.3597173345402911,2.747851520736901
47,202.5226,47.1755,1.6458999999999998e+37,8.6081e+35,2.5435e+36,3.0697999999999997e+35,1.5022,0.1737,0.052518,0.0093065,0.0066644,0.024591,164.95553358951213,440.6938566324021,1.059964669992124,9773.451014085096,4.1316260040365216e+21,1.0097689776623959e+39,0.020644219734513056,0.07744305138347211,0.00626133189873054,1.1117004419040275,0.9705967170807553,3.657714682385683e+35,7.4780140110989575e-06,1.4421746127648217e+35,1.8733047808830302e+37,1.9243036738345354e+37,2.724157887671992e+39,0.46419667149156035,3.1701271441909005
48,202.5218,47.1755,1.2185e+37,6.4098e+35,2.0816000000000002e+36,1.8046999999999998e+35,1.6607,0.1121,0.036538,0.0063899,0.0051239,0.017788,170.82858826429572,440.686104908377,1.0266272533872698,9707.26553292183,4.1036467718625716e+21,7.475566554964637e+38,0.015283420466920324,0.07500735221976584,0.006921977023180541,1.130849687109066,1.0730062362242117,2.7078955832595874e+35,5.5361565541795254e-06,1.406339761445524e+35,2.070960757297596e+37,2.1121031107446474e+37,3.2495486656376493e+39,0.5546076505401797,3.50461333268395
49,202.5219,47.2172,1.1133e+37,5.8698e+35,9.1302e+35,1.3241e+35,0.5014,0.2422,0.027141,0.0070834,0.0045893,0.017147,170.68720946756832,891.0448172600165,1.1732918969665136,5826.351633827227,2.4630302934234e+21,6.830158593058786e+38,0.013963916295299467,0.08572241374190172,0.002089889371603976,0.818750954274978,0.32396298358693304,2.4741076346679514e+35,5.0581888319803576e-06,2.6778178347582528e+35,6.252662875347832e+36,6.767855422290452e+36,4.342408508611665e+38,0.08443648816774728,1.0581159300341618
50,202.5219,47.2189,1.4624e+37,7.6628e+35,9.579099999999999e+35,1.1313e+35,0.1464,0.2258,0.034489,0.0079182,0.0065805,0.020698,170.71137446442225,909.4047291271328,0.9302457742087552,5748.517857392732,2.4301268640978043e+21,8.971906877291985e+38,0.018342613123368306,0.06796509207497901,0.0006102110171576029,0.41567104425018053,0.09459150537919224,3.2499191636920973e+35,6.644296548897939e-06,2.151856741150414e+35,1.825667820005829e+36,2.36584541049008e+36,8.730327092921912e+37,0.01934371929666401,0.30895128072796424
51,202.521,47.1766,1.4333e+37,7.5129e+35,2.0597e+36,2.2709e+35,1.3875,0.17,0.04262,0.0064297,0.0065237,0.022723,176.7171422231743,452.5583538028103,0.9988523023649054,9509.367926979536,4.0199875921450474e+21,8.793376728133617e+38,0.017977617197568237,0.0729780502857812,0.005783249906462937,1.0986576331091458,0.8964871155302543,3.1852496836158933e+35,6.512083043993035e-06,1.396766902679794e+35,1.7302691941653606e+37,1.7760893600283174e+37,2.3499569313386833e+39,0.4015548270169295,2.928073101161546
