   0.6000000E+01   0.7409942E-02   0.3373529E-02   0.2195781E-03   0.6423479E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.9345389E-02   0.7680662E-02   0.3419411E-03   0.5346978E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.9752730E-02   0.1265293E-01   0.4478510E-03   0.4947081E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.9924186E-02   0.2095798E-01   0.6153627E-03   0.5168077E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.7884102E-02   0.2217146E-01   0.7590098E-03   0.9931921E+10   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6500000E+01   0.6208384E-02   0.1622269E-01   0.2424149E-02   0.1617468E+11   0.3277112E+41   0.0000000E+00   0.8416081E-04   0.2049067E-02
   0.6600000E+01   0.5738024E-02   0.1120237E-01   0.2130969E-02   0.1777998E+11   0.2884801E+41   0.0000000E+00   0.7393696E-04   0.1744387E-02
   0.6700000E+01   0.5460075E-02   0.7316891E-02   0.1021249E-02   0.1308297E+11   0.3311790E+41   0.0000000E+00   0.8445427E-04   0.2137272E-02
   0.6800000E+01   0.4408543E-02   0.4497234E-02   0.4140369E-03   0.5750775E+10   0.3761564E+41   0.2566700E-04   0.1496116E-03   0.2202971E-02
   0.6900000E+01   0.3209615E-02   0.2756045E-02   0.1529233E-03   0.3415498E+10   0.4063211E+41   0.5006760E-03   0.8723629E-03   0.1807347E-02
   0.7000000E+01   0.1959131E-02   0.1453040E-02   0.8306645E-04   0.1744186E+10   0.3935910E+41   0.9142332E-03   0.1072390E-02   0.1469992E-02
   0.7100000E+01   0.1683760E-02   0.1107444E-02   0.5961509E-04   0.8840907E+09   0.3543908E+41   0.9040690E-03   0.9345879E-03   0.8534119E-03
   0.7200000E+01   0.1033173E-02   0.6234755E-03   0.3430371E-04   0.4074570E+09   0.2768582E+41   0.6993213E-03   0.6761479E-03   0.4146191E-03
   0.7300000E+01   0.5516216E-03   0.3244844E-03   0.1797224E-04   0.1664293E+09   0.1641845E+41   0.4523040E-03   0.4038457E-03   0.1880445E-03
   0.7400000E+01   0.5140536E-03   0.3228514E-03   0.1710662E-04   0.7868994E+08   0.2662104E+41   0.6826974E-03   0.5661975E-03   0.1765717E-03
   0.7500000E+01   0.3745725E-03   0.2475602E-03   0.1363901E-04   0.5190551E+08   0.1379921E+41   0.4020245E-03   0.3156042E-03   0.7065704E-04
   0.7600000E+01   0.3196477E-03   0.2143855E-03   0.1113276E-04   0.3445672E+08   0.1160606E+41   0.3681576E-03   0.2756354E-03   0.3803090E-04
   0.7700000E+01   0.2834354E-03   0.1960302E-03   0.1121206E-04   0.2331000E+08   0.3800767E+40   0.1138434E-03   0.8722772E-04   0.1091698E-04
   0.7800000E+01   0.4684899E-03   0.3204626E-03   0.1792435E-04   0.1699558E+08   0.8200320E+39   0.1805958E-04   0.1582212E-04   0.4800098E-05
   0.7900000E+01   0.2482856E-03   0.1667959E-03   0.8979906E-05   0.9412364E+07   0.4036799E+39   0.8579648E-05   0.7713467E-05   0.3002025E-05
   0.8000000E+01   0.2594318E-03   0.1702379E-03   0.9080245E-05   0.5675299E+07   0.1249087E+39   0.2309240E-05   0.1940598E-05   0.3219226E-06
   0.8100000E+01   0.2659010E-03   0.1677795E-03   0.8966146E-05   0.4042757E+07   0.1211312E+39   0.4243949E-05   0.3163424E-05   0.4467514E-06
   0.8200000E+01   0.1616712E-03   0.9991274E-04   0.5369202E-05   0.1619342E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8300000E+01   0.1931489E-03   0.1114862E-03   0.6239590E-05   0.1352133E+07   0.1278611E+38   0.4165714E-06   0.2950650E-06   0.1728810E-07
   0.8400000E+01   0.1041916E-03   0.5728370E-04   0.3314019E-05   0.7451612E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8500000E+01   0.9055658E-04   0.4897156E-04   0.2865888E-05   0.3546540E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8600000E+01   0.6017927E-04   0.3193523E-04   0.1887812E-05   0.3162355E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8700000E+01   0.6015957E-04   0.3161493E-04   0.1879636E-05   0.1336509E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8800000E+01   0.4931356E-04   0.2588774E-04   0.1540939E-05   0.1706085E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8900000E+01   0.4189608E-04   0.2167102E-04   0.1303041E-05   0.7657037E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9000000E+01   0.2837719E-04   0.1450769E-04   0.8776861E-06   0.4414601E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9100000E+01   0.1389500E-04   0.7034698E-05   0.4290203E-06   0.3393676E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9200000E+01   0.9164795E-05   0.4650048E-05   0.2833714E-06   0.2379751E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9300000E+01   0.1295833E-04   0.6583511E-05   0.4009526E-06   0.1809776E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
