tau,6.0,6.2,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
2.2e-07,1.9698613542973778e-06,1.71e-06,1.53e-06,6.42e-07,6.02e-07,3.62e-07,2.4e-07,1.83e-07,2.09e-07,2.43e-07
2.23e-07,1.9967231000377965e-06,1.73e-06,1.55e-06,6.51e-07,6.1e-07,3.67e-07,2.43e-07,1.86e-07,2.11e-07,2.46e-07
2.26e-07,2.0235848457782153e-06,1.75e-06,1.57e-06,6.59e-07,6.18e-07,3.72e-07,2.46e-07,1.88e-07,2.14e-07,2.5e-07
2.29e-07,2.050446591518634e-06,1.78e-06,1.59e-06,6.68e-07,6.27e-07,3.77e-07,2.5e-07,1.91e-07,2.17e-07,2.53e-07
2.33e-07,2.086262252505859e-06,1.81e-06,1.62e-06,6.8e-07,6.38e-07,3.84e-07,2.54e-07,1.94e-07,2.21e-07,2.57e-07
2.36e-07,2.113123998246278e-06,1.83e-06,1.64e-06,6.89e-07,6.46e-07,3.89e-07,2.57e-07,1.96e-07,2.24e-07,2.61e-07
2.39e-07,2.1399857439866967e-06,1.85e-06,1.66e-06,6.97e-07,6.54e-07,3.94e-07,2.6e-07,1.99e-07,2.27e-07,2.64e-07
2.43e-07,2.175801404973922e-06,1.88e-06,1.69e-06,7.09e-07,6.65e-07,4e-07,2.65e-07,2.02e-07,2.3e-07,2.68e-07
2.46e-07,2.2026631507143406e-06,1.91e-06,1.71e-06,7.18e-07,6.73e-07,4.05e-07,2.68e-07,2.05e-07,2.33e-07,2.72e-07
2.49e-07,2.22952489645476e-06,1.93e-06,1.73e-06,7.26e-07,6.81e-07,4.1e-07,2.71e-07,2.07e-07,2.36e-07,2.75e-07
2.53e-07,2.2653405574419845e-06,1.96e-06,1.76e-06,7.38e-07,6.92e-07,4.17e-07,2.76e-07,2.11e-07,2.4e-07,2.79e-07
2.56e-07,2.2922023031824033e-06,1.98e-06,1.78e-06,7.47e-07,7.01e-07,4.22e-07,2.79e-07,2.13e-07,2.43e-07,2.83e-07
2.6e-07,2.3280179641696284e-06,2.02e-06,1.81e-06,7.59e-07,7.11e-07,4.28e-07,2.83e-07,2.16e-07,2.47e-07,2.87e-07
2.64e-07,2.363833625156853e-06,2.05e-06,1.84e-06,7.7e-07,7.22e-07,4.35e-07,2.88e-07,2.2e-07,2.5e-07,2.92e-07
2.67e-07,2.390695370897272e-06,2.07e-06,1.86e-06,7.79e-07,7.31e-07,4.4e-07,2.91e-07,2.22e-07,2.53e-07,2.95e-07
2.71e-07,2.426511031884497e-06,2.1e-06,1.89e-06,7.91e-07,7.42e-07,4.46e-07,2.95e-07,2.26e-07,2.57e-07,2.99e-07
2.75e-07,2.4623266928717222e-06,2.13e-06,1.91e-06,8.02e-07,7.53e-07,4.53e-07,3e-07,2.29e-07,2.61e-07,3.04e-07
2.79e-07,2.4981423538589474e-06,2.16e-06,1.94e-06,8.14e-07,7.63e-07,4.6e-07,3.04e-07,2.32e-07,2.65e-07,3.08e-07
2.82e-07,2.525004099599366e-06,2.19e-06,1.96e-06,8.23e-07,7.72e-07,4.65e-07,3.07e-07,2.35e-07,2.67e-07,3.11e-07
2.86e-07,2.5608197605865913e-06,2.22e-06,1.99e-06,8.34e-07,7.83e-07,4.71e-07,3.12e-07,2.38e-07,2.71e-07,3.16e-07
2.9e-07,2.596635421573816e-06,2.25e-06,2.02e-06,8.46e-07,7.94e-07,4.78e-07,3.16e-07,2.41e-07,2.75e-07,3.2e-07
2.94e-07,2.6324510825610416e-06,2.28e-06,2.05e-06,8.58e-07,8.05e-07,4.84e-07,3.2e-07,2.45e-07,2.79e-07,3.25e-07
2.99e-07,2.6772206587950727e-06,2.32e-06,2.08e-06,8.72e-07,8.18e-07,4.93e-07,3.26e-07,2.49e-07,2.84e-07,3.3e-07
3.03e-07,2.7130363197822974e-06,2.35e-06,2.11e-06,8.84e-07,8.29e-07,4.99e-07,3.3e-07,2.52e-07,2.87e-07,3.35e-07
3.07e-07,2.7488519807695226e-06,2.38e-06,2.14e-06,8.96e-07,8.4e-07,5.06e-07,3.35e-07,2.56e-07,2.91e-07,3.39e-07
3.11e-07,2.7846676417567477e-06,2.41e-06,2.16e-06,9.07e-07,8.51e-07,5.12e-07,3.39e-07,2.59e-07,2.95e-07,3.43e-07
3.15e-07,2.820483302743973e-06,2.44e-06,2.19e-06,9.19e-07,8.62e-07,5.19e-07,3.43e-07,2.62e-07,2.99e-07,3.48e-07
3.2e-07,2.865252878978004e-06,2.48e-06,2.23e-06,9.34e-07,8.76e-07,5.27e-07,3.49e-07,2.66e-07,3.03e-07,3.53e-07
3.24e-07,2.901068539965229e-06,2.51e-06,2.25e-06,9.45e-07,8.87e-07,5.34e-07,3.53e-07,2.7e-07,3.07e-07,3.58e-07
3.29e-07,2.9458381161992603e-06,2.55e-06,2.29e-06,9.6e-07,9e-07,5.42e-07,3.59e-07,2.74e-07,3.12e-07,3.63e-07
3.33e-07,2.9816537771864854e-06,2.58e-06,2.32e-06,9.72e-07,9.11e-07,5.49e-07,3.63e-07,2.77e-07,3.16e-07,3.68e-07
3.38e-07,3.0264233534205166e-06,2.62e-06,2.35e-06,9.86e-07,9.25e-07,5.57e-07,3.68e-07,2.81e-07,3.21e-07,3.73e-07
3.43e-07,3.071192929654548e-06,2.66e-06,2.39e-06,1e-06,9.39e-07,5.65e-07,3.74e-07,2.86e-07,3.25e-07,3.79e-07
3.48e-07,3.1159625058885792e-06,2.7e-06,2.42e-06,1.02e-06,9.52e-07,5.73e-07,3.79e-07,2.9e-07,3.3e-07,3.84e-07
3.52e-07,3.1517781668758044e-06,2.73e-06,2.45e-06,1.03e-06,9.63e-07,5.8e-07,3.84e-07,2.93e-07,3.34e-07,3.89e-07
3.57e-07,3.1965477431098355e-06,2.77e-06,2.48e-06,1.04e-06,9.77e-07,5.88e-07,3.89e-07,2.97e-07,3.39e-07,3.94e-07
3.62e-07,3.241317319343867e-06,2.81e-06,2.52e-06,1.06e-06,9.91e-07,5.96e-07,3.94e-07,3.01e-07,3.43e-07,4e-07
3.67e-07,3.2860868955778986e-06,2.85e-06,2.55e-06,1.07e-06,1e-06,6.05e-07,4e-07,3.06e-07,3.48e-07,4.05e-07
3.73e-07,3.339810387058736e-06,2.89e-06,2.6e-06,1.09e-06,1.02e-06,6.15e-07,4.06e-07,3.11e-07,3.54e-07,4.12e-07
3.78e-07,3.3845799632927676e-06,2.93e-06,2.63e-06,1.1e-06,1.03e-06,6.23e-07,4.12e-07,3.15e-07,3.58e-07,4.17e-07
3.83e-07,3.4293495395267983e-06,2.97e-06,2.67e-06,1.12e-06,1.05e-06,6.31e-07,4.17e-07,3.19e-07,3.63e-07,4.23e-07
3.88e-07,3.47411911576083e-06,3.01e-06,2.7e-06,1.13e-06,1.06e-06,6.39e-07,4.23e-07,3.23e-07,3.68e-07,4.28e-07
3.94e-07,3.527842607241668e-06,3.05e-06,2.74e-06,1.15e-06,1.08e-06,6.49e-07,4.29e-07,3.28e-07,3.74e-07,4.35e-07
3.99e-07,3.572612183475699e-06,3.09e-06,2.78e-06,1.16e-06,1.09e-06,6.57e-07,4.35e-07,3.32e-07,3.78e-07,4.41e-07
4.05e-07,3.6263356749565364e-06,3.14e-06,2.82e-06,1.18e-06,1.11e-06,6.67e-07,4.41e-07,3.37e-07,3.84e-07,4.47e-07
4.1e-07,3.6711052511905676e-06,3.18e-06,2.85e-06,1.2e-06,1.12e-06,6.75e-07,4.47e-07,3.41e-07,3.89e-07,4.53e-07
4.16e-07,3.7248287426714055e-06,3.23e-06,2.89e-06,1.21e-06,1.14e-06,6.85e-07,4.53e-07,3.46e-07,3.95e-07,4.59e-07
4.22e-07,3.778552234152243e-06,3.27e-06,2.94e-06,1.23e-06,1.15e-06,6.95e-07,4.6e-07,3.51e-07,4e-07,4.66e-07
4.28e-07,3.8322757256330805e-06,3.32e-06,2.98e-06,1.25e-06,1.17e-06,7.05e-07,4.66e-07,3.56e-07,4.06e-07,4.73e-07
4.34e-07,3.885999217113918e-06,3.36e-06,3.02e-06,1.27e-06,1.19e-06,7.15e-07,4.73e-07,3.61e-07,4.12e-07,4.79e-07
4.4e-07,3.9397227085947556e-06,3.41e-06,3.06e-06,1.28e-06,1.2e-06,7.25e-07,4.79e-07,3.66e-07,4.17e-07,4.86e-07
4.46e-07,3.993446200075593e-06,3.46e-06,3.1e-06,1.3e-06,1.22e-06,7.35e-07,4.86e-07,3.71e-07,4.23e-07,4.93e-07
4.52e-07,4.047169691556431e-06,3.5e-06,3.15e-06,1.32e-06,1.24e-06,7.45e-07,4.93e-07,3.76e-07,4.29e-07,4.99e-07
4.58e-07,4.100893183037268e-06,3.55e-06,3.19e-06,1.34e-06,1.25e-06,7.55e-07,4.99e-07,3.81e-07,4.34e-07,5.06e-07
4.65e-07,4.1635705897649124e-06,3.61e-06,3.24e-06,1.36e-06,1.27e-06,7.66e-07,5.07e-07,3.87e-07,4.41e-07,5.14e-07
4.71e-07,4.21729408124575e-06,3.65e-06,3.28e-06,1.37e-06,1.29e-06,7.76e-07,5.13e-07,3.92e-07,4.47e-07,5.2e-07
4.78e-07,4.2799714879733934e-06,3.71e-06,3.33e-06,1.39e-06,1.31e-06,7.88e-07,5.21e-07,3.98e-07,4.53e-07,5.28e-07
4.85e-07,4.342648894701038e-06,3.76e-06,3.37e-06,1.41e-06,1.33e-06,7.99e-07,5.29e-07,4.04e-07,4.6e-07,5.36e-07
4.91e-07,4.396372386181875e-06,3.81e-06,3.42e-06,1.43e-06,1.34e-06,8.09e-07,5.35e-07,4.09e-07,4.66e-07,5.42e-07
4.98e-07,4.45904979290952e-06,3.86e-06,3.47e-06,1.45e-06,1.36e-06,8.2e-07,5.43e-07,4.15e-07,4.72e-07,5.5e-07
5.05e-07,4.521727199637163e-06,3.92e-06,3.51e-06,1.47e-06,1.38e-06,8.32e-07,5.5e-07,4.2e-07,4.79e-07,5.58e-07
5.12e-07,4.584404606364807e-06,3.97e-06,3.56e-06,1.49e-06,1.4e-06,8.44e-07,5.58e-07,4.26e-07,4.86e-07,5.65e-07
5.19e-07,4.647082013092451e-06,4.02e-06,3.61e-06,1.51e-06,1.42e-06,8.55e-07,5.66e-07,4.32e-07,4.92e-07,5.73e-07
5.27e-07,4.7187133350669e-06,4.09e-06,3.67e-06,1.54e-06,1.44e-06,8.68e-07,5.74e-07,4.39e-07,5e-07,5.82e-07
5.34e-07,4.781390741794544e-06,4.14e-06,3.72e-06,1.56e-06,1.46e-06,8.8e-07,5.82e-07,4.45e-07,5.06e-07,5.9e-07
5.41e-07,4.844068148522188e-06,4.19e-06,3.76e-06,1.58e-06,1.48e-06,8.91e-07,5.9e-07,4.5e-07,5.13e-07,5.97e-07
5.49e-07,4.915699470496638e-06,4.26e-06,3.82e-06,1.6e-06,1.5e-06,9.04e-07,5.98e-07,4.57e-07,5.21e-07,6.06e-07
5.57e-07,4.987330792471089e-06,4.32e-06,3.88e-06,1.63e-06,1.52e-06,9.18e-07,6.07e-07,4.64e-07,5.28e-07,6.15e-07
5.64e-07,5.050008199198732e-06,4.37e-06,3.92e-06,1.65e-06,1.54e-06,9.29e-07,6.15e-07,4.7e-07,5.35e-07,6.23e-07
5.72e-07,5.1216395211731826e-06,4.43e-06,3.98e-06,1.67e-06,1.57e-06,9.42e-07,6.23e-07,4.76e-07,5.42e-07,6.32e-07
5.8e-07,5.193270843147632e-06,4.5e-06,4.04e-06,1.69e-06,1.59e-06,9.56e-07,6.32e-07,4.83e-07,5.5e-07,6.41e-07
5.88e-07,5.264902165122083e-06,4.56e-06,4.09e-06,1.72e-06,1.61e-06,9.69e-07,6.41e-07,4.9e-07,5.58e-07,6.49e-07
5.96e-07,5.336533487096533e-06,4.62e-06,4.15e-06,1.74e-06,1.63e-06,9.82e-07,6.49e-07,4.96e-07,5.65e-07,6.58e-07
6.05e-07,5.417118724317789e-06,4.69e-06,4.21e-06,1.77e-06,1.66e-06,9.97e-07,6.59e-07,5.04e-07,5.74e-07,6.68e-07
6.13e-07,5.488750046292239e-06,4.75e-06,4.27e-06,1.79e-06,1.68e-06,1.01e-06,6.68e-07,5.1e-07,5.81e-07,6.77e-07
6.22e-07,5.5693352835134955e-06,4.82e-06,4.33e-06,1.81e-06,1.7e-06,1.02e-06,6.78e-07,5.18e-07,5.9e-07,6.87e-07
6.3e-07,5.640966605487946e-06,4.88e-06,4.38e-06,1.84e-06,1.72e-06,1.04e-06,6.87e-07,5.25e-07,5.97e-07,6.96e-07
6.39e-07,5.721551842709202e-06,4.95e-06,4.45e-06,1.86e-06,1.75e-06,1.05e-06,6.96e-07,5.32e-07,6.06e-07,7.06e-07
6.48e-07,5.802137079930458e-06,5.02e-06,4.51e-06,1.89e-06,1.77e-06,1.07e-06,7.06e-07,5.4e-07,6.15e-07,7.16e-07
6.57e-07,5.882722317151715e-06,5.09e-06,4.57e-06,1.92e-06,1.8e-06,1.08e-06,7.16e-07,5.47e-07,6.23e-07,7.26e-07
6.66e-07,5.963307554372971e-06,5.16e-06,4.63e-06,1.94e-06,1.82e-06,1.1e-06,7.26e-07,5.54e-07,6.32e-07,7.35e-07
6.76e-07,6.052846706841033e-06,5.24e-06,4.7e-06,1.97e-06,1.85e-06,1.11e-06,7.37e-07,5.63e-07,6.41e-07,7.47e-07
6.85e-07,6.13343194406229e-06,5.31e-06,4.77e-06,2e-06,1.87e-06,1.13e-06,7.46e-07,5.7e-07,6.5e-07,7.56e-07
6.95e-07,6.2229710965303525e-06,5.39e-06,4.84e-06,2.03e-06,1.9e-06,1.15e-06,7.57e-07,5.79e-07,6.59e-07,7.68e-07
7.04e-07,6.303556333751609e-06,5.46e-06,4.9e-06,2.05e-06,1.93e-06,1.16e-06,7.67e-07,5.86e-07,6.68e-07,7.77e-07
7.14e-07,6.393095486219671e-06,5.54e-06,4.97e-06,2.08e-06,1.95e-06,1.18e-06,7.78e-07,5.94e-07,6.77e-07,7.89e-07
7.24e-07,6.482634638687734e-06,5.61e-06,5.04e-06,2.11e-06,1.98e-06,1.19e-06,7.89e-07,6.03e-07,6.87e-07,8e-07
7.34e-07,6.572173791155797e-06,5.69e-06,5.11e-06,2.14e-06,2.01e-06,1.21e-06,8e-07,6.11e-07,6.96e-07,8.11e-07
7.44e-07,6.661712943623859e-06,5.77e-06,5.18e-06,2.17e-06,2.04e-06,1.23e-06,8.11e-07,6.19e-07,7.06e-07,8.22e-07
7.55e-07,6.7602060113387285e-06,5.85e-06,5.25e-06,2.2e-06,2.07e-06,1.24e-06,8.23e-07,6.29e-07,7.16e-07,8.34e-07
7.65e-07,6.849745163806791e-06,5.93e-06,5.32e-06,2.23e-06,2.09e-06,1.26e-06,8.34e-07,6.37e-07,7.25e-07,8.45e-07
7.76e-07,6.94823823152166e-06,6.02e-06,5.4e-06,2.26e-06,2.12e-06,1.28e-06,8.46e-07,6.46e-07,7.36e-07,8.57e-07
7.87e-07,7.04673129923653e-06,6.1e-06,5.48e-06,2.3e-06,2.15e-06,1.3e-06,8.58e-07,6.55e-07,7.46e-07,8.69e-07
7.98e-07,7.145224366951398e-06,6.19e-06,5.55e-06,2.33e-06,2.18e-06,1.31e-06,8.7e-07,6.64e-07,7.57e-07,8.81e-07
8.09e-07,7.243717434666267e-06,6.27e-06,5.63e-06,2.36e-06,2.21e-06,1.33e-06,8.82e-07,6.74e-07,7.67e-07,8.93e-07
8.2e-07,7.342210502381135e-06,6.36e-06,5.71e-06,2.39e-06,2.24e-06,1.35e-06,8.94e-07,6.83e-07,7.78e-07,9.06e-07
8.31e-07,7.440703570096004e-06,6.44e-06,5.78e-06,2.42e-06,2.27e-06,1.37e-06,9.06e-07,6.92e-07,7.88e-07,9.18e-07
8.43e-07,7.54815055305768e-06,6.54e-06,5.87e-06,2.46e-06,2.31e-06,1.39e-06,9.19e-07,7.02e-07,7.99e-07,9.31e-07
8.55e-07,7.655597536019354e-06,6.63e-06,5.95e-06,2.49e-06,2.34e-06,1.41e-06,9.32e-07,7.12e-07,8.11e-07,9.44e-07
8.67e-07,7.76304451898103e-06,6.72e-06,6.03e-06,2.53e-06,2.37e-06,1.43e-06,9.45e-07,7.22e-07,8.22e-07,9.57e-07
8.79e-07,7.870491501942704e-06,6.82e-06,6.12e-06,2.56e-06,2.41e-06,1.45e-06,9.58e-07,7.32e-07,8.34e-07,9.71e-07
8.91e-07,7.977938484904381e-06,6.91e-06,6.2e-06,2.6e-06,2.44e-06,1.47e-06,9.71e-07,7.42e-07,8.45e-07,9.84e-07
9.03e-07,8.085385467866054e-06,7e-06,6.28e-06,2.63e-06,2.47e-06,1.49e-06,9.84e-07,7.52e-07,8.56e-07,9.97e-07
9.16e-07,8.201786366074536e-06,7.1e-06,6.37e-06,2.67e-06,2.51e-06,1.51e-06,9.98e-07,7.63e-07,8.69e-07,1.01e-06
9.29e-07,8.318187264283018e-06,7.2e-06,6.46e-06,2.71e-06,2.54e-06,1.53e-06,1.01e-06,7.73e-07,8.81e-07,1.03e-06
9.42e-07,8.4345881624915e-06,7.3e-06,6.56e-06,2.75e-06,2.58e-06,1.55e-06,1.03e-06,7.84e-07,8.93e-07,1.04e-06
9.55e-07,8.55098906069998e-06,7.4e-06,6.65e-06,2.79e-06,2.61e-06,1.57e-06,1.04e-06,7.95e-07,9.06e-07,1.05e-06
9.68e-07,8.667389958908464e-06,7.51e-06,6.74e-06,2.82e-06,2.65e-06,1.59e-06,1.05e-06,8.06e-07,9.18e-07,1.07e-06
9.82e-07,8.79274477236375e-06,7.61e-06,6.83e-06,2.86e-06,2.69e-06,1.62e-06,1.07e-06,8.18e-07,9.31e-07,1.08e-06
9.95e-07,8.90914567057223e-06,7.71e-06,6.92e-06,2.9e-06,2.72e-06,1.64e-06,1.08e-06,8.28e-07,9.44e-07,1.1e-06
1.01e-06,9.043454399274326e-06,7.83e-06,7.03e-06,2.95e-06,2.76e-06,1.66e-06,1.1e-06,8.41e-07,9.58e-07,1.12e-06
1.02e-06,9.132993551742388e-06,7.91e-06,7.1e-06,2.98e-06,2.79e-06,1.68e-06,1.11e-06,8.49e-07,9.67e-07,1.13e-06
1.04e-06,9.312071856678514e-06,8.06e-06,7.24e-06,3.03e-06,2.85e-06,1.71e-06,1.13e-06,8.66e-07,9.86e-07,1.15e-06
1.05e-06,9.401611009146575e-06,8.14e-06,7.31e-06,3.06e-06,2.87e-06,1.73e-06,1.14e-06,8.74e-07,9.96e-07,1.16e-06
