tau,6.0,6.2,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
1e-07,8.953915246806262e-07,7.75e-07,6.96e-07,2.92e-07,2.74e-07,1.65e-07,1.09e-07,8.33e-08,9.48e-08,1.1e-07
1.01e-07,9.043454399274326e-07,7.83e-07,7.03e-07,2.95e-07,2.76e-07,1.66e-07,1.1e-07,8.41e-08,9.58e-08,1.12e-07
1.03e-07,9.22253270421045e-07,7.99e-07,7.17e-07,3e-07,2.82e-07,1.7e-07,1.12e-07,8.58e-08,9.77e-08,1.14e-07
1.04e-07,9.312071856678514e-07,8.06e-07,7.24e-07,3.03e-07,2.85e-07,1.71e-07,1.13e-07,8.66e-08,9.86e-08,1.15e-07
1.06e-07,9.491150161614638e-07,8.22e-07,7.38e-07,3.09e-07,2.9e-07,1.75e-07,1.16e-07,8.83e-08,1.01e-07,1.17e-07
1.07e-07,9.580689314082701e-07,8.3e-07,7.45e-07,3.12e-07,2.93e-07,1.76e-07,1.17e-07,8.91e-08,1.01e-07,1.18e-07
1.09e-07,9.759767619018827e-07,8.45e-07,7.59e-07,3.18e-07,2.98e-07,1.8e-07,1.19e-07,9.08e-08,1.03e-07,1.2e-07
1.1e-07,9.849306771486889e-07,8.53e-07,7.65e-07,3.21e-07,3.01e-07,1.81e-07,1.2e-07,9.16e-08,1.04e-07,1.21e-07
1.12e-07,1.0028385076423015e-06,8.68e-07,7.79e-07,3.27e-07,3.06e-07,1.85e-07,1.22e-07,9.32e-08,1.06e-07,1.24e-07
1.13e-07,1.0117924228891076e-06,8.76e-07,7.86e-07,3.3e-07,3.09e-07,1.86e-07,1.23e-07,9.41e-08,1.07e-07,1.25e-07
1.15e-07,1.0297002533827202e-06,8.92e-07,8e-07,3.36e-07,3.15e-07,1.89e-07,1.25e-07,9.57e-08,1.09e-07,1.27e-07
1.16e-07,1.0386541686295266e-06,8.99e-07,8.07e-07,3.38e-07,3.17e-07,1.91e-07,1.26e-07,9.66e-08,1.1e-07,1.28e-07
1.18e-07,1.056561999123139e-06,9.15e-07,8.21e-07,3.44e-07,3.23e-07,1.94e-07,1.29e-07,9.82e-08,1.12e-07,1.3e-07
1.2e-07,1.0744698296167513e-06,9.3e-07,8.35e-07,3.5e-07,3.28e-07,1.98e-07,1.31e-07,9.99e-08,1.14e-07,1.33e-07
1.21e-07,1.083423744863558e-06,9.38e-07,8.42e-07,3.53e-07,3.31e-07,1.99e-07,1.32e-07,1.01e-07,1.15e-07,1.34e-07
1.23e-07,1.1013315753571703e-06,9.54e-07,8.56e-07,3.59e-07,3.37e-07,2.03e-07,1.34e-07,1.02e-07,1.17e-07,1.36e-07
1.25e-07,1.1192394058507829e-06,9.69e-07,8.7e-07,3.65e-07,3.42e-07,2.06e-07,1.36e-07,1.04e-07,1.19e-07,1.38e-07
1.27e-07,1.1371472363443955e-06,9.85e-07,8.84e-07,3.71e-07,3.48e-07,2.09e-07,1.38e-07,1.06e-07,1.2e-07,1.4e-07
1.28e-07,1.1461011515912016e-06,9.92e-07,8.91e-07,3.73e-07,3.5e-07,2.11e-07,1.39e-07,1.07e-07,1.21e-07,1.41e-07
1.3e-07,1.1640089820848142e-06,1.01e-06,9.05e-07,3.79e-07,3.56e-07,2.14e-07,1.42e-07,1.08e-07,1.23e-07,1.44e-07
1.32e-07,1.1819168125784266e-06,1.02e-06,9.19e-07,3.85e-07,3.61e-07,2.17e-07,1.44e-07,1.1e-07,1.25e-07,1.46e-07
1.34e-07,1.1998246430720394e-06,1.04e-06,9.32e-07,3.91e-07,3.67e-07,2.21e-07,1.46e-07,1.12e-07,1.27e-07,1.48e-07
1.36e-07,1.2177324735656517e-06,1.05e-06,9.46e-07,3.97e-07,3.72e-07,2.24e-07,1.48e-07,1.13e-07,1.29e-07,1.5e-07
1.37e-07,1.226686388812458e-06,1.06e-06,9.53e-07,4e-07,3.75e-07,2.26e-07,1.49e-07,1.14e-07,1.3e-07,1.51e-07
1.39e-07,1.2445942193060705e-06,1.08e-06,9.67e-07,4.06e-07,3.8e-07,2.29e-07,1.51e-07,1.16e-07,1.32e-07,1.54e-07
1.41e-07,1.262502049799683e-06,1.09e-06,9.81e-07,4.11e-07,3.86e-07,2.32e-07,1.54e-07,1.17e-07,1.34e-07,1.56e-07
1.43e-07,1.2804098802932956e-06,1.11e-06,9.95e-07,4.17e-07,3.91e-07,2.36e-07,1.56e-07,1.19e-07,1.36e-07,1.58e-07
1.45e-07,1.298317710786908e-06,1.12e-06,1.01e-06,4.23e-07,3.97e-07,2.39e-07,1.58e-07,1.21e-07,1.38e-07,1.6e-07
1.47e-07,1.3162255412805208e-06,1.14e-06,1.02e-06,4.29e-07,4.02e-07,2.42e-07,1.6e-07,1.22e-07,1.39e-07,1.62e-07
1.49e-07,1.3341333717741332e-06,1.16e-06,1.04e-06,4.35e-07,4.08e-07,2.45e-07,1.62e-07,1.24e-07,1.41e-07,1.65e-07
1.51e-07,1.3520412022677455e-06,1.17e-06,1.05e-06,4.41e-07,4.13e-07,2.49e-07,1.65e-07,1.26e-07,1.43e-07,1.67e-07
1.54e-07,1.3789029480081645e-06,1.19e-06,1.07e-06,4.49e-07,4.21e-07,2.54e-07,1.68e-07,1.28e-07,1.46e-07,1.7e-07
1.56e-07,1.3968107785017769e-06,1.21e-06,1.09e-06,4.55e-07,4.27e-07,2.57e-07,1.7e-07,1.3e-07,1.48e-07,1.72e-07
1.58e-07,1.4147186089953896e-06,1.23e-06,1.1e-06,4.61e-07,4.32e-07,2.6e-07,1.72e-07,1.32e-07,1.5e-07,1.74e-07
1.6e-07,1.432626439489002e-06,1.24e-06,1.11e-06,4.67e-07,4.38e-07,2.64e-07,1.74e-07,1.33e-07,1.52e-07,1.77e-07
1.62e-07,1.4505342699826146e-06,1.26e-06,1.13e-06,4.73e-07,4.43e-07,2.67e-07,1.77e-07,1.35e-07,1.54e-07,1.79e-07
1.65e-07,1.4773960157230333e-06,1.28e-06,1.15e-06,4.81e-07,4.52e-07,2.72e-07,1.8e-07,1.37e-07,1.56e-07,1.82e-07
1.67e-07,1.495303846216646e-06,1.29e-06,1.16e-06,4.87e-07,4.57e-07,2.75e-07,1.82e-07,1.39e-07,1.58e-07,1.84e-07
1.69e-07,1.5132116767102583e-06,1.31e-06,1.18e-06,4.93e-07,4.62e-07,2.78e-07,1.84e-07,1.41e-07,1.6e-07,1.87e-07
1.72e-07,1.5400734224506772e-06,1.33e-06,1.2e-06,5.02e-07,4.71e-07,2.83e-07,1.87e-07,1.43e-07,1.63e-07,1.9e-07
1.74e-07,1.5579812529442896e-06,1.35e-06,1.21e-06,5.08e-07,4.76e-07,2.87e-07,1.9e-07,1.45e-07,1.65e-07,1.92e-07
1.76e-07,1.5758890834379022e-06,1.36e-06,1.22e-06,5.13e-07,4.82e-07,2.9e-07,1.92e-07,1.47e-07,1.67e-07,1.94e-07
1.79e-07,1.6027508291783212e-06,1.39e-06,1.25e-06,5.22e-07,4.9e-07,2.95e-07,1.95e-07,1.49e-07,1.7e-07,1.98e-07
1.81e-07,1.6206586596719335e-06,1.4e-06,1.26e-06,5.28e-07,4.95e-07,2.98e-07,1.97e-07,1.51e-07,1.72e-07,2e-07
1.84e-07,1.6475204054123525e-06,1.43e-06,1.28e-06,5.37e-07,5.04e-07,3.03e-07,2.01e-07,1.53e-07,1.74e-07,2.03e-07
1.86e-07,1.6654282359059648e-06,1.44e-06,1.29e-06,5.43e-07,5.09e-07,3.06e-07,2.03e-07,1.55e-07,1.76e-07,2.05e-07
1.89e-07,1.6922899816463838e-06,1.47e-06,1.32e-06,5.51e-07,5.17e-07,3.11e-07,2.06e-07,1.57e-07,1.79e-07,2.09e-07
1.92e-07,1.7191517273868024e-06,1.49e-06,1.34e-06,5.6e-07,5.25e-07,3.16e-07,2.09e-07,1.6e-07,1.82e-07,2.12e-07
1.94e-07,1.737059557880415e-06,1.5e-06,1.35e-06,5.66e-07,5.31e-07,3.2e-07,2.11e-07,1.62e-07,1.84e-07,2.14e-07
1.97e-07,1.763921303620834e-06,1.53e-06,1.37e-06,5.75e-07,5.39e-07,3.25e-07,2.15e-07,1.64e-07,1.87e-07,2.18e-07
2e-07,1.7907830493612525e-06,1.55e-06,1.39e-06,5.83e-07,5.47e-07,3.3e-07,2.18e-07,1.67e-07,1.9e-07,2.21e-07
2.03e-07,1.8176447951016714e-06,1.57e-06,1.41e-06,5.92e-07,5.56e-07,3.34e-07,2.21e-07,1.69e-07,1.93e-07,2.24e-07
2.05e-07,1.8355526255952838e-06,1.59e-06,1.43e-06,5.98e-07,5.61e-07,3.38e-07,2.23e-07,1.71e-07,1.94e-07,2.26e-07
2.08e-07,1.8624143713357028e-06,1.61e-06,1.45e-06,6.07e-07,5.69e-07,3.43e-07,2.27e-07,1.73e-07,1.97e-07,2.3e-07
2.11e-07,1.8892761170761215e-06,1.64e-06,1.47e-06,6.16e-07,5.77e-07,3.48e-07,2.3e-07,1.76e-07,2e-07,2.33e-07
2.14e-07,1.9161378628165403e-06,1.66e-06,1.49e-06,6.24e-07,5.86e-07,3.53e-07,2.33e-07,1.78e-07,2.03e-07,2.36e-07
2.17e-07,1.942999608556959e-06,1.68e-06,1.51e-06,6.33e-07,5.94e-07,3.58e-07,2.36e-07,1.81e-07,2.06e-07,2.4e-07
