time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra,Mass
6.0,1000000.0,4227563664.4262905,45782.81407316611,60271.34137212617,28.373092093553954,66789.69188482434,82085.1535837339,19.449109036766693,54918.53388867575,69805.37470881012,23.653217011094586,1000000.0005059876
6.1,1258925.411794166,4291470716.58338,43826.301971122055,58132.814802628265,29.639735537256477,67202.75718482384,82135.29982496442,19.32956405981135,53047.419924062546,67285.14732191616,24.48752459326995,968124.7905059876
6.2,1584893.1924611141,4065323011.400211,43134.89395297207,57377.79811717872,30.114830035660646,67256.49769911969,82071.58136151226,19.314118998750697,52337.07195932974,66363.1048576242,24.819882950453,955472.9505059875
6.3,1995262.3149688789,3592812504.0420446,42356.57457522031,56535.098085642974,30.668202351753642,67067.98317120259,81745.59451859214,19.368407078591858,51553.26467252739,65348.84964912048,25.197240334853785,933106.6205059876
6.4,2511886.4315095823,2887760968.6884646,41376.7901655575,55481.42349668732,31.394412055706102,66026.42592700553,80587.80392002293,19.673940876886,50461.321507894594,64090.75971957396,25.742488725682175,895651.6015495375
6.5,3162277.6601683795,2150268319.4687943,39718.180852961355,53673.25969677297,32.70542537708263,63840.80805304572,78242.4994658386,20.34748681314705,48579.5726106388,62000.14005117231,26.739634175281367,856953.5167
6.6,3981071.7055349695,1351741909.6519976,38648.379420385514,52452.63097936802,33.61072364433547,63112.09850670594,77334.34293834498,20.58242445958243,47420.48804176771,60574.446031959254,27.393222922038415,812960.3986
6.7,5011872.336272725,879567958.087381,37414.97428565904,50971.62013146211,34.71871957153529,62866.78872953694,76823.5784723713,20.66273824782919,45818.666291673995,58581.465587772356,28.350890698799095,769572.987
6.8,6309573.44480193,587725979.0958301,34699.018595079746,47699.83054887427,37.43621729359791,59779.8166552585,73117.52155741655,21.72974212167869,42938.92013322796,54970.58529538705,30.252274532511557,734774.939
6.9,7943282.347242822,407850302.61098915,31437.600400974374,43673.73479723309,41.3199475606204,54575.19093305382,67127.39680367794,23.802023919503178,39437.63348393538,50666.08467857683,32.938081858515616,704732.8910000001
7.0,10000000.0,259438094.13431928,30067.35671241746,42151.85125952277,43.20299959934717,52857.546922804184,65164.858870526405,24.57548780871585,38240.73134161941,49165.341180842246,33.96901561310439,677463.772
7.1,12589254.117941663,169111875.55233264,28783.084594462147,40775.00331634574,45.13067373779414,51012.36434492234,63111.71168222147,25.464414690069148,37285.274830094866,47958.40850400883,34.83949108379671,653825.333
7.2,15848931.924611142,112278787.29031202,28170.07641895582,40227.576288693876,46.11276095530556,50313.1051709768,62367.298763216044,25.818322991309433,37070.51949331237,47642.3511487929,35.04132172289475,631644.7670000001
7.3,19952623.149688788,81840319.54826234,26302.60416976718,37980.32446256268,49.38674481111268,47141.47445251409,58731.115205435235,27.555353647423374,35636.285361460876,45708.45908620038,36.45161067782932,614966.89
7.4,25118864.315095823,60897463.04851725,26082.602451207833,37921.06222510912,49.80331247351607,46958.05110656111,58615.967187243754,27.66298790919157,35731.043086067904,45821.782518334636,36.35494202816879,605462.501
