tau,6.0,6.2,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,6.1
1e-07,8.734954664125238e-07,7.75e-07,6.888267611029663e-07,3.190429539273947e-07,2.586529526680501e-07,1.6512400314587006e-07,1.2110339024856304e-07,9.988323773679453e-08,1.1115103867341437e-07,8.496092240926265e-08,8.437444818044581e-07
1.01e-07,8.822304210766491e-07,7.83e-07,6.957150287139961e-07,3.222333834666687e-07,2.612394821947306e-07,1.6677524317732877e-07,1.2231442415104868e-07,1.0088207011416248e-07,1.1226254906014853e-07,8.581053163335529e-08,8.521819266225027e-07
1.03e-07,8.997003304048995e-07,7.99e-07,7.094915639360554e-07,3.2861424254521654e-07,2.664125412480916e-07,1.7007772324024615e-07,1.2473649195601993e-07,1.0287973486889836e-07,1.1448556983361681e-07,8.750975008154053e-08,8.690568162585918e-07
1.04e-07,9.084352850690249e-07,8.06e-07,7.163798315470851e-07,3.3180467208449053e-07,2.6899907077477214e-07,1.7172896327170486e-07,1.2594752585850557e-07,1.0387856724626631e-07,1.1559708022035096e-07,8.835935930563316e-08,8.774942610766365e-07
1.06e-07,9.259051943972753e-07,8.22e-07,7.301563667691444e-07,3.381855311630384e-07,2.741721298281331e-07,1.7503144333462226e-07,1.2836959366347681e-07,1.058762320010022e-07,1.1782010099381924e-07,9.00585777538184e-08,8.943691507127256e-07
1.07e-07,9.346401490614005e-07,8.3e-07,7.370446343801741e-07,3.4137596070231235e-07,2.7675865935481364e-07,1.7668268336608098e-07,1.2958062756596248e-07,1.0687506437837015e-07,1.1893161138055339e-07,9.090818697791105e-08,9.028065955307702e-07
1.09e-07,9.52110058389651e-07,8.45e-07,7.508211696022333e-07,3.4775681978086023e-07,2.819317184081746e-07,1.7998516342899835e-07,1.3200269537093373e-07,1.0887272913310603e-07,1.2115463215402168e-07,9.260740542609629e-08,9.196814851668593e-07
1.1e-07,9.608450130537763e-07,8.53e-07,7.577094372132631e-07,3.509472493201342e-07,2.845182479348551e-07,1.8163640346045707e-07,1.3321372927341936e-07,1.0987156151047399e-07,1.2226614254075582e-07,9.345701465018892e-08,9.281189299849039e-07
1.12e-07,9.783149223820266e-07,8.68e-07,7.714859724353224e-07,3.573281083986821e-07,2.896913069882161e-07,1.8493888352337447e-07,1.356357970783906e-07,1.1186922626520987e-07,1.244891633142241e-07,9.515623309837416e-08,9.44993819620993e-07
1.13e-07,9.87049877046152e-07,8.76e-07,7.783742400463521e-07,3.6051853793795605e-07,2.922778365148966e-07,1.8659012355483318e-07,1.3684683098087625e-07,1.1286805864257783e-07,1.2560067370095827e-07,9.60058423224668e-08,9.534312644390377e-07
1.15e-07,1.0045197863744024e-06,8.92e-07,7.921507752684114e-07,3.6689939701650393e-07,2.974508955682576e-07,1.8989260361775056e-07,1.392688987858475e-07,1.148657233973137e-07,1.2782369447442654e-07,9.770506077065205e-08,9.703061540751267e-07
1.16e-07,1.0132547410385277e-06,8.99e-07,7.990390428794411e-07,3.700898265557779e-07,3.0003742509493816e-07,1.9154384364920927e-07,1.4047993268833313e-07,1.1586455577468166e-07,1.289352048611607e-07,9.855466999474468e-08,9.787435988931715e-07
1.18e-07,1.0307246503667782e-06,9.15e-07,8.128155781015003e-07,3.7647068563432575e-07,3.0521048414829914e-07,1.9484632371212668e-07,1.4290200049330438e-07,1.1786222052941754e-07,1.3115822563462896e-07,1.0025388844292992e-07,9.956184885292605e-07
1.2e-07,1.0481945596950285e-06,9.3e-07,8.265921133235596e-07,3.8285154471287363e-07,3.103835432016601e-07,1.9814880377504405e-07,1.4532406829827563e-07,1.1985988528415342e-07,1.3338124640809726e-07,1.0195310689111518e-07,1.0124933781653497e-06
1.21e-07,1.056929514359154e-06,9.38e-07,8.334803809345894e-07,3.860419742521477e-07,3.129700727283407e-07,1.998000438065028e-07,1.465351022007613e-07,1.208587176615214e-07,1.3449275679483142e-07,1.0280271611520782e-07,1.0209308229833943e-06
1.23e-07,1.0743994236874043e-06,9.54e-07,8.472569161566487e-07,3.924228333306955e-07,3.1814313178170166e-07,2.0310252386942017e-07,1.4895717000573254e-07,1.2285638241625728e-07,1.3671577756829969e-07,1.0450193456339306e-07,1.0378057126194835e-06
1.25e-07,1.0918693330156548e-06,9.69e-07,8.61033451378708e-07,3.988036924092434e-07,3.2331619083506263e-07,2.0640500393233757e-07,1.513792378107038e-07,1.2485404717099316e-07,1.3893879834176798e-07,1.062011530115783e-07,1.0546806022555725e-06
1.27e-07,1.1093392423439055e-06,9.85e-07,8.748099866007674e-07,4.051845514877913e-07,3.2848924988842366e-07,2.09707483995255e-07,1.538013056156751e-07,1.2685171192572907e-07,1.4116181911523627e-07,1.0790037145976358e-07,1.0715554918916619e-06
1.28e-07,1.1180741970080305e-06,9.92e-07,8.816982542117971e-07,4.0837498102706526e-07,3.310757794151042e-07,2.1135872402671368e-07,1.550123395181607e-07,1.2785054430309701e-07,1.422733295019704e-07,1.087499806838562e-07,1.0799929367097065e-06
1.3e-07,1.135544106336281e-06,1.01e-06,8.954747894338564e-07,4.1475584010561314e-07,3.3624883846846515e-07,2.1466120408963109e-07,1.5743440732313195e-07,1.298482090578329e-07,1.444963502754387e-07,1.1044919913204144e-07,1.0968678263457955e-06
1.32e-07,1.1530140156645314e-06,1.02e-06,9.092513246559156e-07,4.21136699184161e-07,3.4142189752182613e-07,2.1796368415254846e-07,1.598564751281032e-07,1.3184587381256876e-07,1.4671937104890697e-07,1.121484175802267e-07,1.1137427159818845e-06
1.34e-07,1.170483924992782e-06,1.04e-06,9.230278598779751e-07,4.2751755826270895e-07,3.4659495657518716e-07,2.212661642154659e-07,1.622785429330745e-07,1.3384353856730467e-07,1.489423918223753e-07,1.1384763602841196e-07,1.1306176056179739e-06
1.36e-07,1.1879538343210324e-06,1.05e-06,9.368043951000343e-07,4.3389841734125683e-07,3.5176801562854814e-07,2.245686442783833e-07,1.6470061073804575e-07,1.3584120332204055e-07,1.5116541259584356e-07,1.155468544765972e-07,1.1474924952540629e-06
1.37e-07,1.1966887889851577e-06,1.06e-06,9.43692662711064e-07,4.3708884688053077e-07,3.5435454515522865e-07,2.2621988430984198e-07,1.6591164464053136e-07,1.368400356994085e-07,1.522769229825777e-07,1.1639646370068983e-07,1.1559299400721075e-06
1.39e-07,1.214158698313408e-06,1.08e-06,9.574691979331232e-07,4.434697059590786e-07,3.5952760420858963e-07,2.2952236437275935e-07,1.683337124455026e-07,1.3883770045414438e-07,1.5449994375604598e-07,1.1809568214887508e-07,1.1728048297081967e-06
