time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra,Mass
6.0,1000000.0,4005645993.795053,41169.04433112433,54380.72693940942,31.55283347245297,56349.00074799904,71147.07082184042,23.052760168886007,69046.04639195943,90136.1241473846,18.813531952660384,1000000.0
6.1,1258925.411794166,4611571701.471312,41240.953427104425,54469.255387665464,31.497816904161816,55635.57569871056,70449.40064227315,23.34836988179321,69262.09800491278,90449.84305080689,18.754846263938777,1000000.0
6.2,1584893.1924611141,4872441685.629679,41355.68624696603,54583.3322682277,31.4104327091247,56350.94772571002,71104.49658007584,23.05196367455828,69773.98273576103,90813.02638890383,18.61725458498484,1000000.0
6.3,1995262.3149688789,5155582195.520047,39841.206302918865,52811.70404804066,32.604434467257384,56937.13135136625,71215.92205792686,22.814637287988855,68296.43120777614,88299.95595290556,19.020027504044716,1000524.99223
6.4,2511886.4315095823,4700693020.507354,38035.60007270404,50724.84376374169,34.1522152277602,54759.08146194052,68743.55772930958,23.722092579344128,65120.5071020681,84621.57655912901,19.947633361699456,1017990.8910000001
6.5,3162277.6601683795,3115605320.35904,38812.212746815036,51648.69408724457,33.4688467383658,56734.10567192286,70829.07505299518,22.89628054616294,66614.80364320157,86191.34207029348,19.50017006666611,978458.184
6.6,3981071.7055349695,2120198359.8455741,37327.15553580127,49972.56087381576,34.800401513426365,55907.65608954075,69673.81007550171,23.23474262486597,65138.92512176698,84016.04616922599,19.941993171851145,935821.107
6.7,5011872.336272725,1423858011.1226695,36254.75979094398,48686.80613406985,35.829778144729985,55713.42496187238,69204.0259977142,23.315744829706198,63614.71672537192,81907.5919142722,20.419803260428736,895553.4859999999
6.8,6309573.44480193,926013211.7181555,34611.85776305301,46692.936212824454,37.53049052994314,54823.07331159834,67900.23406189687,23.69440313236114,60963.668176505234,78467.34470498584,21.30777295485348,862755.34
6.9,7943282.347242822,606530746.0161425,34513.5498918634,46669.55572029552,37.63739180901355,56378.99026831553,69491.66038243478,23.04049777794665,60521.471025855026,77903.27625406915,21.463457149695877,826911.5900000001
7.0,10000000.0,399175601.2044433,33250.79414076794,45290.88023732205,39.066736105629715,55653.772638299815,68561.70560411757,23.340735738479914,58716.31077412568,75635.60742338978,22.123324556222393,802849.73
7.1,12589254.117941663,264299106.52113014,31967.76375646798,43969.3337044077,40.63468467471941,54653.033647495984,67425.5582835552,23.768122523231895,56900.61703198972,73473.55559981162,22.82927791924818,777279.41
7.2,15848931.924611142,162773312.704201,30873.565932179194,42798.21226929049,42.074828766250995,55288.93222198486,67827.5356641706,23.494756505416305,55603.94825786923,71552.99095096228,23.361650398920396,755616.35
7.3,19952623.149688788,108005443.57051393,30261.93718642132,42158.6247179373,42.925209711388455,54960.77032626078,67398.78710030546,23.63503990735234,54804.20354070812,70518.07079319234,23.702561410916466,731531.6699999999
7.4,25118864.315095823,77043581.63782692,29158.729648937522,40870.73232557187,44.54926588502228,53940.00550735538,66125.81454860716,24.08231122302843,53070.16451087603,68316.28236067077,24.477029833472386,718914.62
7.5,31622776.60168379,60661981.60343272,27352.933266645352,38767.38160877946,47.49033631372996,50661.77269905877,62449.52120376485,25.640634561216878,51163.10092507949,65812.33408379114,25.38939150506507,702712.19
7.6,39810717.05534969,46835936.60721657,26078.495067329444,37281.60379957435,49.81115653515444,48427.47695696855,59919.766115943705,26.82361505544175,49928.02433067527,64122.93160096996,26.017452471114655,688814.0
