9.253409189011132954e-05,9.596492547540294224e-05,7.487824144435170496e-05,6.790976378903183460e-05,9.622401002267492933e-05,1.088370489574357498e-04,1.075909958292659230e-04,1.178218020305005616e-04,7.178157968513317023e-05,1.085690402488659638e-04,9.413805026402033470e-05,8.458565587116681581e-05,7.193377791578024468e-05,6.917008275464839296e-05,9.686393677331414979e-05,1.086767072285165821e-04,9.790727468060630013e-05,7.896060910776303706e-05,7.465451366270146492e-05,9.793930491721434682e-05,8.199037434097055396e-05,5.737172777653757190e-05,9.637220982348983244e-05,8.453679020882389047e-05,1.034789064662506539e-04,8.829158795288506690e-05,8.417307293991271768e-05,1.013538336384890942e-04,9.087299742510501343e-05,9.244494483674529862e-05
4.560428288421575411e-04,4.745838368718673702e-04,4.719291316559535553e-04,4.570487138813479622e-04,4.626297144161782798e-04,4.420616292998305022e-04,5.179072158557488162e-04,4.524986863406640610e-04,4.230568973283886191e-04,4.288397937016787944e-04,4.105596050618705718e-04,4.459662955977761341e-04,4.946138485477438729e-04,4.622503935048514123e-04,4.833032704234981329e-04,4.730463776018304701e-04,4.494280064065089841e-04,4.575063321085312074e-04,4.500950994243912116e-04,4.576720574633985194e-04,4.955030707951412362e-04,4.869621538430515427e-04,4.694605658184581622e-04,4.294437529946490027e-04,5.347745146198582423e-04,5.125344945196947614e-04,4.706194145352240467e-04,4.424150852692657543e-04,4.280926794961663990e-04,3.916724783085395040e-04
9.500160646691039809e-04,8.784389115929592618e-04,8.647328738992749939e-04,8.622598063745499095e-04,8.963686478677403927e-04,9.248503826272049411e-04,9.993068584256835536e-04,1.013755177833048282e-03,8.965826716399249259e-04,9.572013594104886473e-04,8.762214274381450443e-04,9.154858724556893526e-04,9.167376995807702007e-04,9.184667578926524432e-04,8.732894221350828235e-04,9.872891651242063273e-04,9.579596266179729851e-04,9.911141034235136475e-04,9.615937625500008525e-04,9.852950771344585069e-04,8.585866012742642602e-04,8.848119596701957369e-04,8.781113257849321218e-04,8.772793475936809578e-04,1.034885958329860058e-03,9.339313529463930726e-04,9.001023597928726420e-04,8.993447572888540759e-04,9.021425574865765250e-04,1.009713389872669712e-03
4.404171121863829051e-03,4.559336269099868028e-03,4.366241777623257325e-03,4.726326358536507219e-03,4.537409403257023320e-03,4.662221852379205660e-03,4.400679810631029538e-03,4.697976739390766904e-03,4.473796936979928043e-03,4.630264820362092748e-03,4.399237203246537942e-03,4.516518191892446125e-03,4.270997581388642425e-03,4.276200397250105173e-03,4.618028295315104552e-03,4.489381934015343988e-03,4.675862435522423928e-03,4.422093780568685413e-03,4.454149285619143916e-03,4.565256020835851448e-03,4.703065424900806576e-03,4.509172721613346861e-03,4.497432544488794322e-03,4.563578543647424379e-03,4.549808619123386043e-03,4.490174520228889903e-03,4.538889717357041768e-03,4.630140608800578997e-03,4.578682445838722428e-03,4.430437097046536349e-03
9.054224866046046982e-03,9.156069582806408355e-03,9.038907826016127564e-03,8.869100996109375093e-03,8.827138701276233262e-03,8.779921026068050055e-03,9.037300408108992628e-03,9.072666315149479493e-03,9.204969456317158016e-03,9.079331439782421798e-03,8.915279351187219842e-03,8.859848884564832869e-03,9.012096481577443544e-03,9.077538557652919948e-03,8.833962628680067097e-03,8.844115190691729383e-03,9.222156611175875984e-03,9.087622529845967509e-03,8.882486163847024691e-03,9.227945757846111804e-03,8.987729831864084418e-03,9.205849245349643703e-03,9.007658244390828739e-03,9.124218225292633419e-03,9.118739736042914823e-03,8.923457279199166481e-03,8.983708031299098701e-03,9.289959746031386384e-03,8.990692911884055893e-03,9.059548581430048805e-03
4.300493359633031365e-02,4.266500989589316895e-02,4.274449117224285444e-02,4.287573624078316881e-02,4.269942115145657080e-02,4.248324666801563815e-02,4.287633745637901839e-02,4.291679692150941056e-02,4.290336021390585980e-02,4.250752681694768692e-02,4.275181714959688101e-02,4.324295456632915036e-02,4.244135985986928483e-02,4.326240464592590734e-02,4.280959038341013850e-02,4.258914968385112132e-02,4.266766417243671172e-02,4.264508472103923503e-02,4.288977243611176438e-02,4.295525944048593503e-02,4.291123774351734976e-02,4.250503960084223154e-02,4.309955595960639901e-02,4.241688652004110133e-02,4.325242369814390198e-02,4.257571682509767030e-02,4.290544656283211411e-02,4.278202338196538529e-02,4.259341110675955028e-02,4.267975634013565500e-02
8.126011090315239660e-02,8.127966730026517372e-02,8.186645092912565869e-02,8.156536044552917253e-02,8.161354232738814163e-02,8.194971843566174752e-02,8.200863314129040738e-02,8.172590480897733156e-02,8.122599090859153326e-02,8.094390655166547321e-02,8.095495850934718296e-02,8.161782310415768849e-02,8.222623364454940964e-02,8.128419201827005725e-02,8.161559460582344661e-02,8.178142531166127105e-02,8.139795345880908306e-02,8.182316859558380617e-02,8.120232016854868340e-02,8.136199528717774632e-02,8.187952371224423154e-02,8.191292210677197927e-02,8.105365494254371250e-02,8.101006669964291862e-02,8.199104764720333005e-02,8.112803829541878620e-02,8.137032632609446370e-02,8.156650807866178132e-02,8.146344715911998935e-02,8.189371781972504261e-02
3.121369834689556866e-01,3.125510446897437622e-01,3.118673187403979696e-01,3.125958919612408238e-01,3.116115223972457660e-01,3.134582620710673617e-01,3.121733629592384762e-01,3.132616157884726693e-01,3.110901484714993503e-01,3.118302314673058184e-01,3.124645504290665121e-01,3.112982077770533040e-01,3.126664792526220316e-01,3.117916003554506710e-01,3.115116162854275061e-01,3.118213107657420435e-01,3.121721425870860323e-01,3.108057845123932683e-01,3.124699503488431174e-01,3.126277793945134720e-01,3.130386144465117093e-01,3.117809162393264111e-01,3.121641417482823866e-01,3.117959633698797473e-01,3.122227101389787318e-01,3.098515473826311539e-01,3.121725199452224930e-01,3.116902530630216162e-01,3.123570583626046893e-01,3.120723958443039625e-01
4.986447675123224510e-01,4.975839392045036114e-01,4.971874153569140753e-01,4.973159711933016758e-01,4.981016665371132413e-01,4.977740814257528013e-01,4.988256932574345326e-01,4.968305413474653487e-01,4.974929222572249121e-01,4.973390217788916656e-01,4.979233716987243596e-01,4.978120006073974424e-01,4.970456558859250307e-01,4.982378302848564089e-01,4.975389812765271813e-01,4.978588329747257180e-01,4.965431691789704560e-01,4.980415963412134217e-01,4.977891090326716506e-01,4.979080366930936363e-01,4.981139202696863721e-01,4.981750986579056018e-01,4.985647708415366641e-01,4.976075617876895563e-01,4.974647092897029887e-01,4.969409633846702534e-01,4.964424236365316268e-01,4.963925886814119504e-01,4.975938751639322200e-01,4.973783381010741800e-01
9.996623289535758738e-01,9.993584043794092597e-01,1.000185050864689451e+00,9.986409879665468781e-01,9.993646553968463797e-01,1.000543110779857914e+00,9.998356274708103397e-01,9.994714723451459948e-01,1.000719184050107735e+00,1.000084701519463382e+00,9.991531294260620477e-01,9.980503759197315583e-01,9.995979366569360813e-01,9.996170994664105303e-01,9.990679722218185344e-01,9.997401618338217499e-01,9.991598654485599473e-01,9.980747750408366370e-01,9.994417915183518852e-01,1.000458804724021267e+00,9.988705917461254691e-01,1.000615647553403598e+00,9.991751794070404813e-01,9.997080217031647509e-01,9.991812731232663225e-01,9.995646397187717414e-01,9.995220574006041803e-01,9.987439346614023217e-01,9.991980370087691909e-01,9.996676830153481408e-01
