,ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,LBol,Sigma_star,Sigma_g,Momentum,tau,Mass_new,Mass_g,Mass_old,L_Edd,v_inf
28,29,202.53,47.2077,2.2847e+37,1.1904e+36,3.0114e+36,2.3027e+35,1.251,0.087,0.08494,0.014725,0.009436700000000001,0.035372,111.12355736264506,788.526633010835,1.057613989915448,3.155662983425414e+39,0.07727157562104618,0.008142267822280766,1.0408672529928638,0.5825455851672022,1.1430847136794532e+36,9.744220230076663e+37,3.082479667872124e+36,1.9992096018978916e+40,0.0
29,30,202.53,47.2083,1.3527000000000002e+37,7.0997e+35,2.3423e+36,1.5080000000000001e+35,1.682,0.0792,0.060266999999999994,0.009335799999999998,0.0081389,0.025319,111.13275821751114,795.0066004356796,0.7361511538278209,1.8683701657458566e+39,0.05378480248363061,0.010947477599581337,1.1150887025440577,0.7832467420073814,6.767850011792343e+35,1.310134166825656e+38,2.1455568721592596e+36,3.3029486462822327e+40,0.0
30,31,202.5292,47.1933,3.766e+37,1.9562000000000002e+36,2.2686e+36,3.5702e+35,0.013999999999999999,0.2785,0.089811,0.017006,0.013093,0.048456,116.77382238347843,632.9991185919943,1.1917460489108045,5.201657458563536e+39,0.08707155523430274,9.112050320697901e-05,0.0531620583290288,0.006519295117778442,1.8842110700384388e+36,1.090480281543352e+36,3.473415631848987e+36,2.7782515382472284e+38,573985.0616465635
31,32,202.5292,47.1939,2.8680000000000007e+37,1.4918e+36,2.3795e+36,3.6460000000000004e+35,0.5197,0.253,0.067651,0.010187,0.010911,0.035706,116.78295686387798,639.4790853672662,1.0006615836177553,3.961325966850829e+39,0.07311050909583452,0.0033825232511904995,0.7809374016738412,0.2420055480506755,1.434922291256039e+36,4.048018587986288e+37,2.9164884497878546e+36,4.881280677741394e+39,0.0
32,33,202.5292,47.1944,1.3692e+37,7.1842e+35,1.9428e+36,1.5210000000000001e+35,1.3674,0.1067,0.038346,0.004852899999999999,0.0074782,0.020731,116.79056893099244,644.8790576895915,0.8507711946680816,1.891160220994475e+39,0.06215919166335741,0.008899869720373078,1.0625210509188856,0.6367488674321602,6.850403072481759e+35,1.0650876692731285e+38,2.4796238841217446e+36,2.3092584630793297e+40,0.0
33,34,202.5292,47.2072,2.0209e+37,1.0542000000000001e+36,2.5090000000000002e+36,1.656e+35,1.1564,0.0713,0.078649,0.013505000000000001,0.0079149,0.032563999999999996,116.98543785327105,783.1183547415642,1.035940211630383,2.791298342541437e+39,0.07568804229630066,0.007526553564896466,1.0186389106955822,0.5384937767284994,1.0110998808923742e+36,9.007367125548088e+37,3.019310135768051e+36,1.7478709381841863e+40,0.0
34,35,202.5292,47.2077,1.8815000000000001e+37,9.8229e+35,2.877e+36,1.9279e+35,1.4856,0.0787,0.07501000000000001,0.011286,0.007149200000000001,0.030364999999999996,116.99304992100052,788.518327602004,1.0867309151111708,2.5987569060773486e+39,0.07939892142827545,0.009669187111734858,1.0883068286849071,0.6917903447836896,9.41355052649316e+35,1.15715536161486e+38,3.16734269990704e+36,2.6761366054614215e+40,0.0
35,36,202.5283,47.19,2.5093e+37,1.3063000000000001e+36,1.7893000000000002e+36,1.8802e+35,0.2804,0.1362,0.14514000000000002,0.02706,0.017965000000000002,0.06312100000000001,123.32896465359812,597.3500281559152,0.6133889421181089,3.4658839779005534e+39,0.04481552861245927,0.0018250135070883508,0.5794389677439985,0.13057216793036253,1.2554569405330471e+36,2.1840762210339706e+37,1.7877590128396665e+36,1.9701677390248972e+39,233373.49813499305
36,37,202.5284,47.1933,3.377e+37,1.7549e+36,2.3556e+36,1.9218e+35,0.2457,0.0968,0.087039,0.014011000000000001,0.010718,0.045606,122.64490791605095,632.9908721383794,1.1358940019415027,4.664364640883978e+39,0.08299088335199939,0.0015991648312824814,0.5384720062158546,0.11441362931701167,1.6895859754433905e+36,1.913792894108583e+37,3.310631477295891e+36,1.802017581926354e+39,332469.8131941307
37,38,202.5284,47.1939,2.7848e+37,1.4488000000000002e+36,2.4099e+36,2.2181e+35,0.5863,0.1201,0.07091499999999999,0.0091834,0.011505,0.037635,122.65397602276892,639.4708389629865,0.9457623233328551,3.846408839779006e+39,0.06909944987848879,0.0038159965021608423,0.8210396580923229,0.27301876625382154,1.3932955358053758e+36,4.566775636206196e+37,2.756481249407541e+36,5.820376231991714e+39,0.0
38,39,202.5284,47.1944,1.2745e+37,6.6972e+35,1.0853000000000001e+36,1.6460000000000001e+35,0.5609,0.3021,0.039035,0.0043577,0.009614399999999999,0.0218,122.66153277829329,644.8708113264622,0.7483896237677773,1.7603591160220997e+39,0.054678971683800544,0.0036506778749138954,0.8031580604668185,0.26119090225442343,6.3765985362825024e+35,4.368931356554759e+37,2.181226629854877e+36,5.3140670594146425e+39,0.0
39,40,202.5284,47.2072,2.1878e+37,1.1403000000000001e+36,2.2642000000000002e+36,1.8383e+35,0.8689,0.0954,0.093457,0.013724,0.010783,0.038225,122.854985727873,783.1101094309407,0.9833036681767484,3.02182320441989e+39,0.07184230208608164,0.005655328945467433,0.9343997930275728,0.4046153948455492,1.0946035525836692e+36,6.767987975950132e+37,2.8658977598634286e+36,1.089953654667238e+40,0.0
40,41,202.5284,47.2077,1.1907e+37,6.2671e+35,1.8988e+36,1.4302e+35,1.5519999999999998,0.1008,0.060198,0.0076631,0.007376899999999999,0.024628999999999998,122.86254248416992,788.510082332516,0.820689531445902,1.6446132596685083e+39,0.059961360000157365,0.010101358641230814,1.101185217366844,0.7227104301994387,5.957329052296255e+35,1.2088752835394873e+38,2.3919490650078648e+36,2.856464493887846e+40,0.0
41,42,202.5275,47.19,2.1985e+37,1.1458e+36,1.6202e+36,1.6109e+35,0.3326,0.1294,0.12573,0.020047,0.016130000000000002,0.055149000000000004,129.20041524758443,597.3418490910605,0.6547810303076597,3.0366022099447514e+39,0.047839724494084836,0.0021647628119029444,0.6376307125522478,0.15487982544093645,1.0999569934889824e+36,2.5906695831522783e+37,1.9083987466855283e+36,2.467686980055349e+39,138630.6815462897
42,43,202.5267,47.1883,1.3721000000000001e+37,7.1987e+35,8.7184e+35,1.2771e+35,0.0982,0.2135,0.10727,0.022039,0.011734999999999999,0.042395999999999996,135.04657250340009,578.973824010815,0.6652828373683506,1.895165745856353e+39,0.04860700933163952,0.0006391452439232384,0.2913780524179969,0.04572819861184593,6.864912398299901e+35,7.648940260539799e+36,1.9390068958298908e+36,5.6653379965088304e+38,263564.6169087554
43,44,202.5234,47.1727,1.54e+37,8.0632e+35,1.2519e+36,1.9235e+35,0.4875,0.2201,0.07889700000000001,0.014384000000000001,0.0085231,0.035192,159.04209698982862,410.4618202134065,0.8828027861689076,2.12707182320442e+39,0.06449948932254061,0.003172946093814448,0.7596645047971976,0.2270111692797851,7.704952331012204e+35,3.797208123231315e+37,2.572981886637176e+36,4.337899566957473e+39,0.0
44,45,202.5226,47.1728,1.3233e+37,6.9484e+35,9.0543e+35,1.4846e+35,0.2153,0.2807,0.06379800000000001,0.012458,0.0091918,0.030187000000000002,164.9168925498416,411.53400272111793,0.7343811939503273,1.8277624309392258e+39,0.05365548536999173,0.0014013031671758984,0.496177807259817,0.10025744563269276,6.6207554672912006e+35,1.677002890116312e+37,2.140398217501372e+36,1.3895242681748462e+39,133402.45963078967
45,46,202.5226,47.175,1.4226000000000002e+37,7.4581e+35,1.9366e+36,2.8464e+35,1.3021,0.2486,0.046631,0.0090071,0.0061772,0.021341,164.94837784164253,435.29388373681365,1.1182145476090652,1.9649171270718238e+39,0.08169918401234051,0.008474857658986241,1.0556829099728129,0.6063410123470936,7.117574796167508e+35,1.0142245532839993e+38,3.259103642907876e+36,2.1268506765953483e+40,0.0
46,47,202.5226,47.1755,1.6459e+37,8.6081e+35,2.5435e+36,3.0698e+35,1.5022,0.1737,0.052517999999999995,0.0093065,0.006664399999999999,0.024591,164.95553358951213,440.6938566324021,1.059964669992124,2.2733425414364643e+39,0.07744332141397038,0.00977722999410885,1.085293600484086,0.6995203661376269,8.234792884164277e+35,1.1700853420960169e+38,3.0893308665241065e+36,2.7383979646674636e+40,0.0
47,48,202.5218,47.1755,1.2185e+37,6.4098e+35,2.0816000000000002e+36,1.8047e+35,1.6607,0.1121,0.036538,0.0063899,0.0051239,0.017787999999999998,170.82858826429572,440.686104908377,1.0266272533872698,1.683011049723757e+39,0.07500761733596527,0.010808844262559288,1.1105551068696102,0.7733281001496186,6.096418451518423e+35,1.2935432882564606e+38,2.992166958100334e+36,3.2529137142634004e+40,0.0
48,49,202.5219,47.2172,1.1133e+37,5.8698e+35,9.1302e+35,1.3241e+35,0.5014,0.2422,0.027141000000000002,0.0070834,0.0045893,0.017147,170.68720946756832,891.0448172600162,1.1732918969665136,1.537707182320442e+39,0.08572325480420012,0.0032634157362842336,0.7666647716800908,0.2334838980038651,5.570080149425901e+35,3.9054772368988337e+37,3.419629894615455e+36,4.6044470421357124e+39,0.0
49,50,202.5219,47.2189,1.4624e+37,7.6628e+35,9.5791e+35,1.1313e+35,0.1464,0.2258,0.034489,0.0079182,0.0065805,0.020697999999999998,170.71137446442225,909.4047291271327,0.9302457742087552,2.019889502762431e+39,0.06796577709195878,0.0009528601192501235,0.3874791864246795,0.06817320037448314,7.316702784981978e+35,1.1403308086996194e+37,2.711257332509088e+36,9.177452166641794e+38,226717.45878957387
50,51,202.521,47.1766,1.4333000000000001e+37,7.5129e+35,2.0597e+36,2.2709e+35,1.3875,0.17,0.04262,0.0064297,0.0065236999999999995,0.022723,176.71714222317433,452.5583538028103,0.9988523023649054,1.979696132596685e+39,0.07297831907709196,0.009030692728548813,1.0703959968130734,0.646108712565542,7.171109205220645e+35,1.0807438504581436e+38,2.9112151906133824e+36,2.3690013633507768e+40,0.0
51,52,202.521,47.2172,1.7665e+37,9.2286e+35,1.7563e+36,1.6061e+35,0.8055,0.1463,0.032305,0.007529600000000002,0.0047401000000000006,0.019643,177.28920639159995,891.0361637917404,1.566025026949848,2.439917127071824e+39,0.11441719043833776,0.005242683238087256,0.9180878107862122,0.37509230124075255,8.838180709566921e+35,6.274156191308357e+37,4.564274254104488e+36,9.788426692261157e+39,0.0
52,53,202.521,47.2178,1.7742000000000002e+37,9.2684e+35,3.1149000000000004e+36,4.1522e+35,1.7038,0.1812,0.031644,0.0065359,0.0048611999999999995,0.018756000000000002,177.29766054358987,897.516132676522,1.8547745931107635,2.4505524861878456e+39,0.13551386100992432,0.011089365240289344,1.1230299909985249,0.7933982158336365,8.876705471221983e+35,1.3271145026382593e+38,5.405852254475943e+36,3.4504097979097463e+40,0.0
53,54,202.521,47.2183,1.7345e+37,9.0637e+35,2.1547e+36,2.4712e+35,1.1574,0.1955,0.03257,0.0061148,0.005746800000000001,0.019714,177.30470567011508,902.9161068002144,1.358327165759195,2.3957182320441996e+39,0.09924233350532184,0.007533062172268394,1.0208304877647534,0.5389594406654835,8.678077803987447e+35,9.015156270416257e+37,3.958926329166488e+36,1.7618434018393727e+40,0.0
54,55,202.521,47.2189,3.3149000000000002e+37,1.7228000000000001e+36,3.2142000000000004e+36,3.1483e+35,0.7659,0.1218,0.060108,0.010709,0.010302,0.037116,177.3131598221346,909.3960758134692,1.3508326491183944,4.5785911602209946e+39,0.09869476783876034,0.004984942386158943,0.9082930855295788,0.35665200933617924,1.6585160053293736e+36,5.965706054528952e+37,3.937083109063429e+36,9.002380401125597e+39,0.0
55,56,202.521,47.2194,1.8773000000000002e+37,9.8002e+35,2.1758e+36,2.0606e+35,1.0478,0.1189,0.043939,0.0076183000000000015,0.0084666,0.027114,177.32020494916657,914.7960500457598,0.9293846508690716,2.592955801104973e+39,0.067902861550092,0.006819718804305186,0.9978760924488596,0.4879226731720181,9.392537020135851e+35,8.161465992865174e+37,2.7087475366748663e+36,1.464784517221312e+40,0.0
56,57,202.5201,47.1766,1.6405e+37,8.5796e+35,2.908e+36,2.9899e+35,1.7191,0.1305,0.046557,0.006703799999999999,0.0055934,0.024582,183.3241918569541,452.54977276695627,1.2901505186736395,2.265883977900553e+39,0.09426119956506254,0.01118894693307983,1.1162800746284618,0.8005228740694944,8.207775518847741e+35,1.3390318942865548e+38,3.7602213853318086e+36,3.489323525943772e+40,0.0
57,58,202.5202,47.2094,1.1672e+37,6.1462e+35,1.1482000000000001e+36,2.3717e+35,0.7887,0.3089,0.061505,0.016624,0.009165399999999999,0.029423,183.0486070027064,806.7889452535071,1.1039929733834533,1.6121546961325967e+39,0.0806601249050451,0.005133338634238881,0.9112700538366968,0.3672691470994184,5.839753481011327e+35,6.1432985575231565e+37,3.217654008340269e+36,9.237531370330332e+39,0.0
58,59,202.5202,47.2166,2.2613000000000003e+37,1.1782000000000001e+36,1.7508e+36,2.416e+35,0.4104,0.2657,0.039957,0.0091473,0.0069917,0.02497,183.1492603335152,884.548566851209,1.3862924613601246,3.1233425414364646e+39,0.10128553875260199,0.0026711324654388703,0.7031673464436492,0.1911084797383052,1.1313771887089544e+36,3.196665053895655e+37,4.040432867391074e+36,3.5463829989439804e+39,0.0
59,60,202.5202,47.2172,2.747e+37,1.4291000000000002e+36,3.0617e+36,3.0323e+35,0.9861,0.1315,0.043314,0.008540100000000002,0.0062193000000000005,0.026494,183.157648111513,891.0285357165196,1.6949223693762356,3.794198895027625e+39,0.12383471028737908,0.006418137729457285,0.9781834721880428,0.4591912082600945,1.3743833800838004e+36,7.680875754499279e+37,4.939953321382952e+36,1.3709935786167152e+40,0.0
60,61,202.5202,47.2178,1.518e+37,7.9487e+35,1.7441e+36,2.9660000000000002e+35,1.0339,0.3433,0.027739,0.004672699999999999,0.0051256999999999995,0.017021,183.1660358897976,897.5085046496539,1.4775567412074757,2.0966850828729278e+39,0.10795350529707697,0.0067292491618354,0.9884247346087248,0.4814499444479381,7.594881583426316e+35,8.053196879197657e+37,4.306428107350921e+36,1.464910344692684e+40,0.0
61,62,202.5202,47.2183,1.381e+37,7.244000000000001e+35,1.1647e+36,2.3381e+35,0.5455,0.3925,0.027842000000000002,0.0041841000000000005,0.0066251,0.017933,183.17302570501462,902.9084788135292,1.2060617231171804,1.9074585635359124e+39,0.08811748949061178,0.0035504453213862173,0.7953133671572279,0.2540196776248672,6.90944101891419e+35,4.24897852558499e+37,3.515139526477652e+36,5.240201835207626e+39,0.0
62,63,202.5202,47.2189,1.9333000000000002e+37,1.0089e+36,1.4228e+36,1.356e+35,0.3303,0.1418,0.040053,0.005683,0.0097411,0.026648,183.18141348337917,909.3884478750923,0.9723523773027504,2.670303867403315e+39,0.07104217698468633,0.002149793014947512,0.6272624794296006,0.15380879838587286,9.672717104899932e+35,2.572754549955494e+37,2.83397956307525e+36,2.5440057885714933e+39,65010.099033902225
63,64,202.5202,47.2194,1.1412e+37,6.0128e+35,7.2588e+35,1.1335e+35,0.0999,0.3111,0.032503,0.0045331,0.0087746,0.021752,183.1884032987205,914.7884221479255,0.7559508742960909,1.5762430939226522e+39,0.05523141307315373,0.0006502098764555144,0.2925920403633143,0.046519827304719034,5.709669870228004e+35,7.781355723298633e+36,2.2032643498921062e+36,5.896556358377143e+38,225646.3910159236
64,65,202.5193,47.1733,1.7797e+37,9.2974e+35,2.2735000000000002e+36,2.0674e+35,1.2016,0.1238,0.062435000000000004,0.010695,0.0074486000000000005,0.030161,189.1514027922612,416.902386778012,0.9547303813364936,2.4581491712707185e+39,0.06975467567808083,0.007820742618107569,1.032407942125017,0.5595417866801841,8.904223158118456e+35,9.359436473589227e+37,2.7826191945558683e+36,1.852204772298665e+40,0.0
