ID,RA,Dec,LHa,E_LHa,LPab,E_Pab,AHa,E_AHa,Ha/24um,Ha/70um,Ha/8um,Ha/12um,xcenter,ycenter,3.6um_aperture_average,LBol,Sigma_star,L_Edd,Mass_old,Mass_new,Mass_g,Momentum,tau
138,202.512,47.1655,1.1207e+38,5.8079e+36,7.5073e+36,5.5825e+35,0.1818,0.0987,0.061845,0.021973,0.018576,0.07463,242.64505143253223,332.59655374355253,1.560375647976527,1.5479281767955803e+40,0.11400443453806472,7.618876567416745e+39,5.684760998569715e+34,5.607103946341154e+36,3.5401663425818105e+36,0.4515523005930012,0.08465770374372293
