time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra
6.0,1000000.0,1609472694.8270438,64493.0073295077,83217.75163061482,20.14171851784099,98269.03296111453,118632.37246522665,13.21881330117515,113378.48975121326,141510.0532291082,11.457199710901065
6.1,1258925.411794166,2038048342.2118702,63994.41653357375,82671.48715278412,20.29864588762206,98420.99870047775,118686.89388599846,13.198402954162407,112696.43761468238,140580.24506555495,11.52654003528824
6.2,1584893.1924611141,2562058954.5266824,63399.09274759636,82019.63508495067,20.48925219121923,98555.66280146787,118709.25681732343,13.18036897196589,111859.96645182712,139458.40917856933,11.612733681262268
6.3,1995262.3149688789,3171898194.1881466,62710.593806634046,81267.59424173932,20.71420347262891,98609.65376468866,118636.46315342122,13.17315242886657,110876.0785747861,138157.8856621997,11.715782310282757
6.4,2511886.4315095823,3832335500.278723,61936.07752543347,80424.7429402253,20.973236470562377,98411.91861792067,118309.88157645644,13.199620719145841,109730.89337590465,136703.55978384343,11.838051801419507
6.5,3162277.6601683795,4505489249.975692,61027.51529820316,79434.5957596223,21.28548071558546,97823.63299598872,117590.91032055141,13.278999769444933,108339.3535344876,135016.71304682558,11.990102927709367
6.6,3981071.7055349695,5099890616.527303,60234.25349105566,78561.34713389304,21.56580225889065,97293.53078562922,116943.35690250606,13.3513501823892,107109.1081746316,133525.51415255782,12.12782014655653
6.7,5011872.336272725,5632682399.921681,59485.148786427555,77720.41377944508,21.837383388984424,96832.20940045545,116361.38764175827,13.414957771209236,105892.83490380456,132047.82752767374,12.26711893377905
6.8,6309573.44480193,6114432953.6875515,58621.77191708683,76727.12322695453,22.159002662650202,96129.47694451288,115501.34499013377,13.513024737977082,104511.9480752873,130358.16141268006,12.429200908820864
6.9,7943282.347242822,6562676124.096706,57623.767578815045,75551.87914353843,22.54278146987334,95052.62575981763,114225.78620240872,13.666113793451215,102922.65963998961,128416.69122300479,12.621127403272874
7.0,10000000.0,6947257344.12999,56758.74838900622,74541.26572103525,22.886339760296888,94092.06410621575,113095.52981856841,13.805627630122183,101583.95962919142,126777.38597591082,12.787451923922802
7.1,12589254.117941663,7282980941.073463,55987.04268576413,73647.2419692238,23.20179701740699,93198.09565498117,112052.4131723556,13.938053034998598,100431.54992269943,125362.16353042255,12.934182545224282
7.2,15848931.924611142,7581789666.420557,55308.76212891969,72868.97718324717,23.486332906387403,92402.28438844782,111127.94020346938,14.05809400273227,99455.8727792084,124157.6704373007,13.0610688308349
7.3,19952623.149688788,7869264766.089621,54611.4820103251,72063.87395954634,23.786206712984004,91530.88086622528,110119.03750211181,14.191931594087045,98484.23929651373,122947.21740164881,13.18992774152426
7.4,25118864.315095823,8151485181.223917,53956.41785865185,71316.38578444,24.07498591553937,90712.14313177146,109175.50860403938,14.320023264283698,97594.80266721018,121837.42973336291,13.310135012306725
7.5,31622776.60168379,8436744640.070448,53249.2643196343,70503.27861285071,24.394703224491817,89769.1671995603,108092.38108518391,14.47044726517595,96661.85307321268,120664.2162607144,13.4386002202557
