time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra,Mass
6.0,1000000.0,1434444049.1652508,43768.19390997151,57552.72496351326,29.679086202916285,65991.4464603461,80917.6836416318,19.684369258075925,76549.2363472172,97185.80943934603,16.96947039560144,1000000.0007200831
6.1,1258925.411794166,1475206489.5686917,42229.713093846054,55869.66610238991,30.760332117655267,66492.03390795713,81114.04892895461,19.53617484160833,74456.02844535124,94313.67681550742,17.44653894551241,999063.8307200831
6.2,1584893.1924611141,1432733470.9646986,41554.81123779793,55132.477191129925,31.259918197352796,66559.47301171189,81061.1993382898,19.516380482330835,73466.1236548757,93016.55335783535,17.681618892843133,995590.6407200831
6.3,1995262.3149688789,1324465620.4579816,40731.262796210474,54238.370044696116,31.891964815803735,66410.83962652294,80766.25034502336,19.56005988337497,72257.1147703092,91452.82355443896,17.977468435174295,989451.6607200832
6.4,2511886.4315095823,1139349383.4029644,39684.176455832676,53108.26030439163,32.733449853639996,65515.79196359797,79729.67959782733,19.827280737470947,70617.53650486683,89507.86278731725,18.394864282903374,978838.9424290252
6.5,3162277.6601683795,922443114.9891881,38136.71041502388,51421.20608605132,34.06166881893047,63559.0570247886,77604.57276130839,20.437685214451474,68121.15710094833,86688.42838008289,19.068965579592543,966652.4866
6.6,3981071.7055349695,647001255.7674546,37071.269577848114,50215.182734766786,35.04061271147335,62783.81799625842,76656.16589276446,20.690044687588347,66410.1782506416,84608.50243777901,19.560254681103043,951659.2431
6.7,5011872.336272725,460662481.7840297,35829.432395134114,48743.308977007124,36.25510964489667,62249.11085753877,75865.8192038149,20.867767942466646,64127.4533183239,81801.25762456626,20.256534959401254,934670.0541000001
6.8,6309573.44480193,330862499.9765223,33357.73639749724,45788.71564747194,38.94149124871258,59346.06751589003,72403.80325998364,21.88856068099525,60336.26745988246,77064.36603185254,21.529339726951193,919045.478
6.9,7943282.347242822,244533861.29090843,30404.197061017654,42161.225186289514,42.72436458009595,54461.39815344336,66805.59112421001,23.85175636402331,55754.27961089675,71445.14702527835,23.298659924683527,904473.525
7.0,10000000.0,166653100.23657706,29090.284669533212,40714.441961811994,44.65408347689586,52722.91027183329,64833.90637395949,24.638245371936122,54127.068174055305,69405.87835429929,23.999082969408803,889923.2797
7.1,12589254.117941663,115559909.18626659,27798.065075269842,39317.254170326865,46.72987117925834,50755.41839869687,62643.90220890355,25.59332660398976,52721.74567573798,67626.78725292685,24.638789618033968,876663.6306
7.2,15848931.924611142,81699349.62383555,26988.666091139905,38504.52365049749,48.13131540526369,49636.480105606475,61410.96091167316,26.170268263105083,52121.70482147157,66790.32051036155,24.922438827535746,863358.442
7.3,19952623.149688788,62434632.1927027,25325.704386489502,36522.10325869701,51.2917619259971,46732.017151503685,58094.14781125706,27.796788565507114,50312.8803382341,64346.59250843908,25.818438365430953,852415.16
7.4,25118864.315095823,48687082.48332785,24978.641909157646,36282.35391961456,52.00442861242035,46274.7096349403,57656.55540086887,28.071488946073767,50249.69756596298,64248.238691727944,25.850901854579273,846490.038
7.5,31622776.60168379,39089973.71209465,23252.55370973271,34211.13464272453,55.86483171765705,42977.67381433832,53920.5713720337,30.224995554939138,48460.50569699577,61821.95186915227,26.805333153602014,834736.0750000001
7.6,39810717.05534969,30989874.962456405,21837.04402075147,32564.50176753797,59.48607324167028,40343.426191138875,50945.84642598082,32.198554328172435,47234.18157362468,60086.58237911934,27.5012704089141,825949.784
7.7,50118723.36272725,25927817.548902906,19613.291713568844,29738.539867743577,66.2305960147081,36229.618603642346,46168.25838747237,35.854641866679906,44431.68060150404,56355.60633134869,29.235896153701376,815807.661
7.8,63095734.448019296,22044379.24965376,17638.51800211534,27138.514560796866,73.64564300947588,32466.32687135464,41756.83067844366,40.01068569127604,41778.64922156719,52825.74460062913,31.09243654841343,806231.797
7.9,79432823.47242822,17065855.388765164,16723.255630816217,26159.734550393256,77.67626284479628,30837.703327664913,39990.13592795309,42.123759548417794,41248.217163459,52045.73893755318,31.492270195637914,795287.626
8.0,100000000.0,14964361.017094111,14704.66098537342,23475.206985180837,88.33933684646672,27233.894869892996,35729.05258625822,47.69791490368281,38383.173322948955,48269.42650747979,33.8429548039307,785413.592
8.1,125892541.17941661,12930751.439297087,12547.343682182825,20572.166199829233,103.52788868328955,23361.722201074674,31145.860977789216,55.60377735936969,35196.82212688652,44100.33986848199,36.90674104943429,776038.606
8.2,158489319.2461111,9895939.02503683,11820.867905366955,19699.306907065784,109.89040825083775,22009.40244048245,29641.233613381974,59.02023026353121,34593.86036577254,43257.53093425328,37.55001570409417,763698.658
8.3,199526231.49688828,8791939.296009421,9637.511942483276,16621.075865991563,134.78582519559396,18215.704971369792,25044.614149661567,71.31209042096806,30821.056712693087,38394.546024614814,42.14651081268835,754310.83
8.4,251188643.1509582,6119657.631405047,9575.578432661721,16727.947902400087,135.65760117103622,18062.240594634673,25039.109958092562,71.91798787055596,31525.223401522926,39245.7499094564,41.20510054616291,740364.618
8.5,316227766.01683795,5104910.7945101345,8015.539940693146,14533.354964564212,162.0601992643391,15387.221343911036,21801.375776438173,84.42070020095179,28881.762243916553,35835.171993603195,44.976479933235794,731285.806
8.6,398107170.5534969,4283220.098237604,7190.855936140415,13375.906396948882,180.6460888016648,13996.102150509367,20134.713087447104,92.81155467650862,27431.319994460453,33995.90462492977,47.35462968104791,721524.057
8.7,501187233.6272715,4583161.471078047,6051.41346836992,11464.080189415063,214.66059240369736,11962.834557416765,17456.492801061588,108.58630483982083,24303.715482038155,30066.826407941306,53.44861780331636,713204.968
8.8,630957344.4801943,4251490.355791582,5548.6334655683,10621.901986836647,234.11169760281766,11055.258892536003,16277.419432517707,117.50064043068447,22830.666695751464,28245.205519168532,56.897155799735344,702884.996
8.9,794328234.7242821,3713666.9621227575,5160.226651361578,9959.348524534433,251.73312874876254,10352.874365762355,15347.48965513227,125.47240062101783,21690.604524893373,26820.158341553695,59.88768079327589,692278.897
9.0,1000000000.0,2702732.541334153,5181.065266024259,10030.734074338734,250.72064011978765,10381.39632370361,15432.878868960363,125.12767642191085,21813.746141914726,26994.82909926815,59.54960654392116,680556.602
9.1,1258925411.794166,1794225.2025123374,5390.441192734082,10485.46985749025,240.9821299508761,10737.438291126056,16020.70518497768,120.97857652635425,22628.81473828232,28057.865711295843,57.40468579657491,670928.045
9.2,1584893192.4611108,1309272.7746401157,5472.406964142493,10676.544191996085,237.37269697074672,10869.543839250931,16257.101548466435,119.50823504747186,22957.82193332727,28496.463825892246,56.58202262272431,658894.8150000001
9.3,1995262314.9688828,1282762.51518676,4990.793256759907,9722.208662295678,260.2792648724802,10015.336805122844,14975.689248419516,129.70107998121057,21219.660080842386,26276.755348681512,61.216814739307154,635485.6329999999
9.4,2511886431.509582,980513.0575087434,5003.894116719718,9759.325177076575,259.5978191584026,10030.548672651796,15016.048779398834,129.50438130485446,21273.728438229835,26356.273788474344,61.06122881899908,620659.008
9.5,3162277660.1683793,796968.43837443,4876.793870265765,9513.622222602173,266.36352377329615,9800.888670969502,14681.351442400639,132.53900167723293,20812.889259178955,25775.572825670548,62.413247090483196,605568.1460000001
9.6,3981071705.5349693,629625.9209014348,4822.011553984477,9406.609416042787,269.38964899962195,9699.869076995205,14534.853676379094,133.91933331149662,20599.83977966769,25510.631441559945,63.05874287828829,589950.118
9.7,5011872336.272715,487790.7689515977,4781.363360728621,9323.84017534731,271.679833134884,9621.37044656926,14419.760451197284,135.01195149004897,20431.251147412055,25301.118689144867,63.57907259950349,574060.067
9.8,6309573444.801943,370412.9201302148,4791.578542261669,9348.470025904446,271.10063803459224,9637.939956747276,14449.860872743255,134.77983945008947,20469.30253010749,25353.603514087707,63.460882367113,559663.276
9.9,7943282347.242822,326096.6791235224,4744.81842903153,9260.19145727028,273.7723306864537,9558.578884688743,14332.500749024271,135.89886275676216,20310.08379366149,25150.738286097145,63.95837718825172,548114.104
10.0,10000000000.0,190318.2043735069,4917.9802385025,9597.536807520617,264.1328222163697,9847.856539426779,14773.447624153163,131.90687687207227,20896.19864078939,25908.592706716492,62.164416711867936,535231.976
10.1,12589254117.941662,210641.50141643427,4662.181661188634,9094.137056686071,278.62492163568265,9409.508838980037,14107.683804167595,138.05183907354805,19997.41670826316,24754.11281972348,64.95839032364806,530787.43
10.2,15848931924.611109,135597.10806609972,4810.626507969016,9391.121743616468,270.0271987127142,9659.74846352815,14494.725184581435,134.47555129458826,20519.493315727614,25429.667969054313,63.30565672420152,519055.858
10.3,19952623149.688828,159333.41768859004,4515.044080432028,8806.631896677134,287.70483230270116,9160.446273502483,13729.084844883784,141.80531834540517,19490.4092992168,24100.606509477468,66.64816423594546,516964.459
