time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra
6.0,1000000.0,1609472694.8270438,54686.31485096336,71218.86258424672,23.753657629704346,82896.14958796407,100836.28408842401,15.670209128610786,95896.6364826905,120686.67597479363,13.54583484515092
6.1,1258925.411794166,2038048342.2118702,54272.983170737985,70766.46598368142,23.93456051445452,83026.74224635607,100885.59660377796,15.645561476393002,95332.84937135164,119915.43387518494,13.625943298306165
6.2,1584893.1924611141,2562058954.5266824,53779.29710639207,70226.42670327207,24.154276271595304,83143.41692620375,100908.5875157953,15.623606149756434,94640.927495509,118984.57416976003,13.72556286561796
6.3,1995262.3149688789,3171898194.1881466,53208.104305169,69603.13397827107,24.41357415309769,83193.1551276063,100852.53616232918,15.6142653564169,93826.49173276007,117905.04384427663,13.844703942462834
6.4,2511886.4315095823,3832335500.278723,52564.80970885395,68903.74967379982,24.71235047163498,83032.47776242683,100584.28843237556,15.644480750251834,92876.86379147542,116696.68820662388,13.986260377142784
6.5,3162277.6601683795,4505489249.975692,51809.1812695816,68081.07744921287,25.072776063393878,82545.3523934273,99987.97337952945,15.73680361565012,91720.88752044234,115293.68701519983,14.162531950102256
6.6,3981071.7055349695,5099890616.527303,51149.49486959799,67355.71864455724,25.39614522707816,82106.55875406285,99451.03724580325,15.820904197080626,90699.2500496424,114053.65152087483,14.32205888459958
6.7,5011872.336272725,5632682399.921681,50526.49547393169,66657.25701505557,25.709283571234373,81726.0807645353,98969.62308491976,15.894558846430032,89690.3189958935,112825.51232408232,14.483168468377007
6.8,6309573.44480193,6114432953.6875515,49808.131754156064,65832.17752600288,26.080078779337263,81146.08774004463,98257.80570969243,16.008165472640016,88546.50245663714,111422.28136567812,14.670257593021748
6.9,7943282.347242822,6562676124.096706,48977.090513622585,64855.46238551656,26.522604474406123,80256.15736434668,97201.09731525245,16.185674005083538,87231.54868945415,109810.84795245626,14.89140132802712
7.0,10000000.0,6947257344.12999,48256.901474819846,64015.74533269085,26.918429495060103,79461.58753948008,96264.16094764136,16.347521365019276,86123.62011433337,108450.06710505618,15.082970249921138
7.1,12589254.117941663,7282980941.073463,47614.53932973164,63273.132670877894,27.281582858639016,78721.27440956752,95398.75897658101,16.50125724898229,85169.54679696324,107275.14889666233,15.251930400624328
7.2,15848931.924611142,7581789666.420557,47050.09155199363,62626.85681804369,27.608872951171932,78061.67883271973,94631.33073750077,16.640687459254604,84361.49671827116,106275.04614420225,15.398019837628846
7.3,19952623.149688788,7869264766.089621,46469.99783752917,61958.68368138229,27.953519699777726,77339.16935097346,93793.59445876622,16.796146259407035,83557.20794745024,105270.339250808,15.546235111361678
7.4,25118864.315095823,8151485181.223917,45925.1407557708,61338.38327059507,28.285160995108587,76659.75856749079,93009.70812567274,16.94500510142317,82820.46553080277,104348.90306362114,15.684529079553084
7.5,31622776.60168379,8436744640.070448,45337.00138030508,60663.86360659106,28.65209344357522,75877.13694379306,92109.70457903465,17.119781429842963,82048.15695733906,103375.16605116065,15.832165500992485
7.6,39810717.05534969,8721449250.188984,44729.46140834116,59965.88694520937,29.041261823862744,75037.56033485277,91146.48341364403,17.311330408441496,81276.29912813717,102394.31851785089,15.982519060717138
7.7,50118723.36272725,9021324510.225477,44036.61092724478,59157.61875249029,29.498182822155563,74035.60194624662,89994.83770952153,17.545612730252888,80395.86166836138,101269.09630843208,16.157548075776173
7.8,63095734.448019296,9342300502.116339,43257.61133145393,58234.951504192,30.02939737117332,72868.67105345632,88650.27373536314,17.82659106060897,79398.26552515892,99989.00728171636,16.36055890400258
7.9,79432823.47242822,9655126426.706957,42510.48036866304,57354.4498898559,30.557170578518534,71739.32229084872,87353.29674742381,18.1072243020855,78468.09087409377,98791.17485347156,16.554499867778286
8.0,100000000.0,10000455269.002893,41650.89662804579,56327.04227624992,31.18780398896175,70415.10748008234,85827.57329242397,18.447745753529325,77381.05578533633,97388.52073964961,16.78705449048887
