time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra,Mass
6.0,1000000.0,1434444049.1652508,13868.448087484767,18891.057736636012,93.66585156505361,20953.63369191207,26198.334610188216,61.994020660073076,24461.30194463019,31730.664441789748,53.104287046551086,1000000.0007200831
6.1,1258925.411794166,1475206489.5686917,13419.43067233098,18399.921039328547,96.79993374669458,21113.771652050105,26263.574044388584,61.523825368920754,23822.758567192013,30849.55161130021,54.52769024780127,999063.8307200831
6.2,1584893.1924611141,1432733470.9646986,13221.938442710889,18184.242301668146,98.24580606152531,21136.665302646437,26248.977988529175,61.45718737559597,23519.982525198542,30451.17457400769,55.229632871040344,995590.6407200831
6.3,1995262.3149688789,1324465620.4579816,12980.532694773863,17922.363306159874,100.07293464335211,21093.00640741027,26159.802287294282,61.58439318273961,23149.77908239155,29970.7276955974,56.112846493125296,989451.6607200832
6.4,2511886.4315095823,1139349383.4029644,12671.441500219735,17589.248350885293,102.5139878503542,20817.904028172285,25840.95550184302,62.398212531006955,22645.267389819826,29371.831332111564,57.36297910017018,978838.9424290252
6.5,3162277.6601683795,922443114.9891881,12212.883551209385,17090.485236903354,106.36308735387607,20213.87199364616,25185.59968772029,64.26279934929417,21875.449559480265,28502.818685606784,59.38163677358788,966652.4866
6.6,3981071.7055349695,647001255.7674546,11899.631081395231,16737.526089974246,109.16304809070536,19976.049754586544,24894.929561330373,65.02787167426567,21350.47351713985,27863.63909994106,60.84174193875287,951659.2431
6.7,5011872.336272725,460662481.7840297,11537.277628277092,16312.772830017511,112.59155251809476,19815.577165649524,24655.64572235862,65.55448721684614,20652.378298872205,27002.824851018304,62.8983248903075,934670.0541000001
6.8,6309573.44480193,330862499.9765223,10814.24038535149,15460.696266088968,120.11939384661451,18926.17664751641,23595.272231405568,68.63509858291751,19494.285004914513,25552.477978624047,66.6349137540834,919045.478
6.9,7943282.347242822,244533861.29090843,9950.078553653959,14419.370668078865,130.55173313410367,17426.317344444084,21877.798233120986,74.54242765836877,18095.065071950638,23833.755511460196,71.78752852420489,904473.525
