time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra,Mass
6.0,1000000.0,1434444049.1652508,19827.01004394033,26572.93385131735,65.5166864353816,29579.933463883113,36853.770341777454,43.914906082735776,34492.42019465794,44568.759412841995,37.66044808305983,1000000.0007200831
6.1,1258925.411794166,1475206489.5686917,19158.21614238161,25840.466230357593,67.80380753333111,29806.181350380946,36945.8127799214,43.581563996066805,33585.038231779414,43317.82237764188,38.67793721225655,999063.8307200831
6.2,1584893.1924611141,1432733470.9646986,18864.504319099917,25519.33096522895,68.85948223324318,29838.308317913372,36924.907717584356,43.53463963706507,33154.93436475672,42752.29478600891,39.1796884804218,995590.6407200831
6.3,1995262.3149688789,1324465620.4579816,18505.838429791434,25129.675019321297,70.19406361555703,29775.986164697373,36798.164969967525,43.62575912061995,32629.12706726441,42070.27798268237,39.81105584964418,989451.6607200832
6.4,2511886.4315095823,1139349383.4029644,18048.452256025426,24635.98680688351,71.97293050800698,29385.470395609136,36345.62593282186,44.205520024416565,31913.02171991733,41220.27647629886,40.70438742531476,978838.9424290252
6.5,3162277.6601683795,922443114.9891881,17371.388359986344,23898.18520462125,74.77813362299507,28528.524478028565,35415.65324445794,45.533374885912295,30820.662876719452,39987.00960140784,42.14704937385387,966652.4866
6.6,3981071.7055349695,647001255.7674546,16906.743138909107,23372.709784506274,76.83324868232528,28190.968680064936,35002.953547670324,46.078586895759265,30075.281674013473,39079.657377167685,43.191615429570525,951659.2431
6.7,5011872.336272725,460662481.7840297,16367.136684975667,22734.616518360228,79.366356193043,27962.70809411902,34662.84377498473,46.45472804807483,29083.783794223968,37857.40402253334,44.664064661970876,934670.0541000001
6.8,6309573.44480193,330862499.9765223,15292.12378398379,21454.01240725187,84.94568958175108,26700.19285900139,33157.16375849681,48.65133397574206,27438.88174425444,35797.71624494887,47.341579445817025,919045.478
6.9,7943282.347242822,244533861.29090843,14007.882575487809,19884.29915697823,92.73350151243424,24571.617629935434,30718.75987955526,52.86587230697572,25451.620271514377,33356.57613088659,51.03800803809137,904473.525
