time,time exp,L_bol_BPASS,kappa_av_RP_Sil,kappa_av_F_Sil,L_Edd_Sil,kappa_av_RP_SiC,kappa_av_F_SiC,L_Edd_SiC,kappa_av_RP_Gra,kappa_av_F_Gra,L_Edd_Gra
6.0,1000000.0,1609472694.8270438,19827.010043940325,26572.93385131735,65.51668643538162,29579.933463883106,36853.77034177745,43.91490608273578,34492.420194657934,44568.75941284198,37.66044808305984
6.1,1258925.411794166,2038048342.2118702,19686.371191862614,26418.90522582333,65.9847357006528,29627.510517094706,36873.12569596478,43.8443857525759,34301.60930754035,44305.703263194075,37.86994331238119
6.2,1584893.1924611141,2562058954.5266824,19518.27710391171,26234.917867420107,66.55300532338809,29670.624390210894,36883.716525191354,43.780676231019044,34067.0831512111,43987.98905686539,38.130649290819015
6.3,1995262.3149688789,3171898194.1881466,19323.622422888,26022.420360608292,67.22342072164432,29690.88158023039,36867.268110962556,43.75080600048387,33790.61713899562,43619.28382366683,38.442624313626574
6.4,2511886.4315095823,3832335500.278723,19103.8687114114,25783.492312364877,67.9966984500926,29638.24919979124,36777.37202674723,43.82849982950915,33467.045765765426,43205.856045834786,38.81430136055783
6.5,3162277.6601683795,4505489249.975692,18845.023205377976,25501.813347330215,68.9306659823742,29472.448036778806,36573.92106871071,44.07506286478041,33071.65639381103,42724.93634243598,39.27834712999415
6.6,3981071.7055349695,5099890616.527303,18619.11319928193,25253.66252166913,69.76701769287797,29323.089327325328,36390.82199629364,44.299561533221535,32722.423564703568,42300.07256371189,39.697548607040886
6.7,5011872.336272725,5632682399.921681,18406.100198009903,25015.387590248527,70.57442837024487,29194.411746756217,36227.373654485746,44.49481672273569,32378.246983316632,41879.843421178055,40.11952841885878
6.8,6309573.44480193,6114432953.6875515,18160.75285783402,24734.790112187704,71.52787167849428,28997.894532569648,35985.474638048225,44.796355767864405,31989.078934996614,41400.638209931785,40.60760869794444
6.9,7943282.347242822,6562676124.096706,17877.103976423918,24403.492421628078,72.6627759011249,28695.571462768803,35625.74807584301,45.268309142593424,31542.55816476107,40851.2135817622,41.1824555641535
